context: Josuke, how long are you going to be playing that? response:	If you don't turn off that video game now,
context: That was close!\Why, you...\Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha... response:	I know where all of the electrical lines in this city are.
context: Why, you...\Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are. response:	I thought about running away using those cables,
context: Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables, response:	but they were far from the bike.
context: Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike. response:	I didn't have the power to dig up the cables.
context: If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables. response:	You bastard!
context: and held back like Jotaro told you,\the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard! response:	He's even more...
context: the battery would have died, and I would've been eliminated.\Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard!\He's even more... response:	Which means the electricity from earlier, the electrical power,
context: Wha...\I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard!\He's even more...\Which means the electricity from earlier, the electrical power, response:	is on my side.
context: I know where all of the electrical lines in this city are.\I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard!\He's even more...\Which means the electricity from earlier, the electrical power,\is on my side. response:	Bogo
context: I thought about running away using those cables,\but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard!\He's even more...\Which means the electricity from earlier, the electrical power,\is on my side.\Bogo response:	Okuyasu!
context: but they were far from the bike.\I didn't have the power to dig up the cables.\You bastard!\He's even more...\Which means the electricity from earlier, the electrical power,\is on my side.\Bogo\Okuyasu! response:	Your big brother Keicho said you held him back.
context: I didn't have the power to dig up the cables.\You bastard!\He's even more...\Which means the electricity from earlier, the electrical power,\is on my side.\Bogo\Okuyasu!\Your big brother Keicho said you held him back. response:	He was right.
context: You bastard!\He's even more...\Which means the electricity from earlier, the electrical power,\is on my side.\Bogo\Okuyasu!\Your big brother Keicho said you held him back.\He was right. response:	Your mind is underdeveloped.
context: He's even more...\Which means the electricity from earlier, the electrical power,\is on my side.\Bogo\Okuyasu!\Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped. response:	You never could have gotten revenge, you dumbass!
context: Which means the electricity from earlier, the electrical power,\is on my side.\Bogo\Okuyasu!\Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass! response:	Bye-bye, Jotaro, Josuke!
context: is on my side.\Bogo\Okuyasu!\Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke! response:	Joseph Joestar, was it?
context: Bogo\Okuyasu!\Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it? response:	I'll have that geezer share the same fate as the Nijimura Brothers!
context: Okuyasu!\Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers! response:	I've won!
context: Your big brother Keicho said you held him back.\He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won! response:	Okuyasu!
context: He was right.\Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu! response:	He got dragged in there!
context: Your mind is underdeveloped.\You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu!\He got dragged in there! response:	Okuyasu!
context: You never could have gotten revenge, you dumbass!\Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu!\He got dragged in there!\Okuyasu! response:	Okuyasu!
context: Bye-bye, Jotaro, Josuke!\Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu!\He got dragged in there!\Okuyasu!\Okuyasu! response:	Good grief.
context: Joseph Joestar, was it?\I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu!\He got dragged in there!\Okuyasu!\Okuyasu!\Good grief. response:	I can't believe we had him cornered and he still got away.
context: I'll have that geezer share the same fate as the Nijimura Brothers!\I've won!\Okuyasu!\He got dragged in there!\Okuyasu!\Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away. response:	He's a pretty dangerous Stand.
context: I've won!\Okuyasu!\He got dragged in there!\Okuyasu!\Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand. response:	He can be controlled remotely, and in terms of power,
context: Okuyasu!\He got dragged in there!\Okuyasu!\Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power, response:	What?! What are you guys talking about?!
context: He got dragged in there!\Okuyasu!\Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?! response:	he can take advantage of all the electrical companies, making his power infinite.
context: Okuyasu!\Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite. response:	Why are you analyzing the enemy's abilities when Okuyasu just died?!
context: Okuyasu!\Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?! response:	Oh, right. I guess we should worry about Okuyasu.
context: Good grief.\I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu. response:	Right.
context: I can't believe we had him cornered and he still got away.\He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right. response:	Talk about a silver lining.
context: He's a pretty dangerous Stand.\He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining. response:	Looks like Okuyasu has really good luck.
context: He can be controlled remotely, and in terms of power,\What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck. response:	Okuyasu was really lucky that his right arm was chopped off.
context: What?! What are you guys talking about?!\he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off. response:	Huh?
context: he can take advantage of all the electrical companies, making his power infinite.\Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh? response:	Shining Diamond!
context: Why are you analyzing the enemy's abilities when Okuyasu just died?!\Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond! response:	When I fix his arm, it means his body will come back.
context: Oh, right. I guess we should worry about Okuyasu.\Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond!\When I fix his arm, it means his body will come back. response:	Damn it!
context: Right.\Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it! response:	Yay! Okuyasu is back!
context: Talk about a silver lining.\Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back! response:	Damn it... I-I...
context: Looks like Okuyasu has really good luck.\Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back!\Damn it... I-I... response:	I totally lost to that bastard.
context: Okuyasu was really lucky that his right arm was chopped off.\Huh?\Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard. response:	Damn it! Damn it!
context: Huh?\Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it! response:	It's not about revenge or winning or losing.
context: Shining Diamond!\When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing. response:	We have to think about protecting Joseph Joestar.
context: When I fix his arm, it means his body will come back.\Damn it!\Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar. response:	That'll lead to us defeating Chili Pepper.
context: Damn it!\Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper. response:	You have to do that for everyone.
context: Yay! Okuyasu is back!\Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone. response:	For the place where we live...
context: Damn it... I-I...\I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live... response:	Jotaro, this isn't good.
context: I totally lost to that bastard.\Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good. response:	I was taking this lightly.
context: Damn it! Damn it!\It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good.\I was taking this lightly. response:	Yeah. We have to get to the old man's boat before Chili Pepper does.
context: It's not about revenge or winning or losing.\We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does. response:	Let's hurry to the port.
context: We have to think about protecting Joseph Joestar.\That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port. response:	Hey, you two! Aren't you acting a bit too cool?
context: That'll lead to us defeating Chili Pepper.\You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool? response:	Okuyasu's in shock!
context: You have to do that for everyone.\For the place where we live...\Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock! response:	If we're going to the port, this way is closer.
context: For the place where we live...\Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer. response:	All right.
context: Jotaro, this isn't good.\I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer.\All right. response:	Hey, wait!
context: I was taking this lightly.\Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer.\All right.\Hey, wait! response:	Surpass my big bro, huh...
context: Yeah. We have to get to the old man's boat before Chili Pepper does.\Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer.\All right.\Hey, wait!\Surpass my big bro, huh... response:	You taught me a lesson, Chili Pepper.
context: Let's hurry to the port.\Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer.\All right.\Hey, wait!\Surpass my big bro, huh...\You taught me a lesson, Chili Pepper. response:	Mr. Joestar.
context: Hey, you two! Aren't you acting a bit too cool?\Okuyasu's in shock!\If we're going to the port, this way is closer.\All right.\Hey, wait!\Surpass my big bro, huh...\You taught me a lesson, Chili Pepper.\Mr. Joestar. response:	We'll be arriving at Morioh Port any moment now.
context: Okuyasu's in shock!\If we're going to the port, this way is closer.\All right.\Hey, wait!\Surpass my big bro, huh...\You taught me a lesson, Chili Pepper.\Mr. Joestar.\We'll be arriving at Morioh Port any moment now. response:	Episode 11 Chili Pepper, Part 2
context: If we're going to the port, this way is closer.\All right.\Hey, wait!\Surpass my big bro, huh...\You taught me a lesson, Chili Pepper.\Mr. Joestar.\We'll be arriving at Morioh Port any moment now.\Episode 11 Chili Pepper, Part 2 response:	Episode 11 Chi li Pepper, Part 2
