context: The sound of the waves is clearer than usual, and the moonlight is very bright. response:	They gently surround me, filling me with warmth.
context: Whenever I am blessed with kindness, Yasashisa ni meguriau toki For some reason, I'm not worried at all.\I can always feel the wind as it sweeps past Fukinukeru kaze wa itsudemo\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I can feel it.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I'll be all right.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita response:	It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.
context: I can always feel the wind as it sweeps past Fukinukeru kaze wa itsudemo\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I can feel it.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I'll be all right.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together. response:	If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I can feel it.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I'll be all right.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete response:	If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I can feel it.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I'll be all right.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay. response:	If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita I'll be all right.\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete response:	If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips... response:	If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita Ah, I see...\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water. response:	The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita\It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water. response:	The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...
context: It fades away in the distance, as I gently close my eyes Haruka tooku tokete yuku sotto me o tojita It's because the three of us always practiced together.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends... response:	The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...
context: If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me... response:	The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.
context: If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete That's why I'll be okay.\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward. response:	Of that I'm certain Sou kitto
context: If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto response:	Gondola coming through!
context: If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete From the oar, to my fingertips...\If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through! response:	Akari, that was a wonderful ride.
context: If you visit here, come with open arms Kono basho ni otozureta nara ryoute hirogete uketomete I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride. response:	It was slow and gentle, as if the gondola became one with the water.
context: The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru I can feel the deep, calm, melodic waves of the water.\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water. response:	Alicia...
context: The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru Those precious days spent with friends...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia... response:	Now for the final course.
context: The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...are now supporting me...\The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course. response:	Our next destination will be wherever you choose.
context: The blue sky and the starry night will be here to greet you Aoi sora mo hoshizora mo mukaetekureru...and firmly pushing me forward.\Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course.\Our next destination will be wherever you choose. response:	After all, it's up to you to decide what kind of Prima you want to be.
context: Of that I'm certain Sou kitto\Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be. response:	What kind of Prima I want to be...
context: Gondola coming through!\Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be... response:	All right.
context: Akari, that was a wonderful ride.\It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right. response:	Say, Akari.
context: It was slow and gentle, as if the gondola became one with the water.\Alicia...\Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right.\Say, Akari. response:	The moment when things begin to change is so mysterious, isn't it?
context: Alicia...\Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it? response:	Even though everyone is walking down their own path,
context: Now for the final course.\Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path, response:	our changes are connected, as if we were all calling out to each other.
context: Our next destination will be wherever you choose.\After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other. response:	It's as though everything was fated from the beginning.
context: After all, it's up to you to decide what kind of Prima you want to be.\What kind of Prima I want to be...\All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning. response:	Alicia...
context: What kind of Prima I want to be...\All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia... response:	Alicia, we can see it now.
context: All right.\Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now. response:	That...
context: Say, Akari.\The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now.\That... response:	That is my goal.
context: The moment when things begin to change is so mysterious, isn't it?\Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now.\That...\That is my goal. response:	I want to be...
context: Even though everyone is walking down their own path,\our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now.\That...\That is my goal.\I want to be... response:	I want to be a Prima that embodies the Aria Company itself.
context: our changes are connected, as if we were all calling out to each other.\It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now.\That...\That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself. response:	Akari.
context: It's as though everything was fated from the beginning.\Alicia...\Alicia, we can see it now.\That...\That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari. response:	Yes?
context: Alicia...\Alicia, we can see it now.\That...\That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes? response:	Ever since you came to Aqua, my world has completely changed.
context: Alicia, we can see it now.\That...\That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes?\Ever since you came to Aqua, my world has completely changed. response:	My ordinary days...
context: That...\That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days... response:	The way I viewed the world...
context: That is my goal.\I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world... response:	They all began to shine, so wonderful and bright.
context: I want to be...\I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright. response:	Yes...
context: I want to be a Prima that embodies the Aria Company itself.\Akari.\Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes... response:	As if a magic spell had been cast on them.
context: Akari.\Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them. response:	Just like the endless sky and sea that gently surround all of Aqua...
context: Yes?\Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua... response:	I'm so glad that I met you.
context: Ever since you came to Aqua, my world has completely changed.\My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you. response:	Thank you...
context: My ordinary days...\The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you... response:	Aquamarine...
context: The way I viewed the world...\They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you...\Aquamarine... response:	The distant, endless blue.
context: They all began to shine, so wonderful and bright.\Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you...\Aquamarine...\The distant, endless blue. response:	Congratulations on your promotion to Prima, Akari.
context: Yes...\As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you...\Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari. response:	Thank you very much, Alicia!
context: As if a magic spell had been cast on them.\Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you...\Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia! response:	President Aria!
context: Just like the endless sky and sea that gently surround all of Aqua...\I'm so glad that I met you.\Thank you...\Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria! response:	I did it!
context: I'm so glad that I met you.\Thank you...\Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria!\I did it! response:	I've finally become a Prima!
context: Thank you...\Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria!\I did it!\I've finally become a Prima! response:	I've always...
context: Aquamarine...\The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria!\I did it!\I've finally become a Prima!\I've always... response:	From the first day I came to this planet. Always.
context: The distant, endless blue.\Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria!\I did it!\I've finally become a Prima!\I've always...\From the first day I came to this planet. Always. response:	Akari.
context: Congratulations on your promotion to Prima, Akari.\Thank you very much, Alicia!\President Aria!\I did it!\I've finally become a Prima!\I've always...\From the first day I came to this planet. Always.\Akari. response:	Yes?
context: Thank you very much, Alicia!\President Aria!\I did it!\I've finally become a Prima!\I've always...\From the first day I came to this planet. Always.\Akari.\Yes? response:	I have something important to tell you.
context: President Aria!\I did it!\I've finally become a Prima!\I've always...\From the first day I came to this planet. Always.\Akari.\Yes?\I have something important to tell you. response:	Yes?
context: I did it!\I've finally become a Prima!\I've always...\From the first day I came to this planet. Always.\Akari.\Yes?\I have something important to tell you.\Yes? response:	A shore awash in golden waves Kin no nami kishibe ni
context: I've finally become a Prima!\I've always...\From the first day I came to this planet. Always.\Akari.\Yes?\I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: I've always...\From the first day I came to this planet. Always.\Akari.\Yes?\I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: From the first day I came to this planet. Always.\Akari.\Yes?\I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: Akari.\Yes?\I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Yes?\I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: I have something important to tell you.\Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: Yes?\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
context: As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\And my day begins Hajimaru response:	Changing days...
context: Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\And my day begins Hajimaru\Changing days... response:	Beloved times...
context: A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\And my day begins Hajimaru\Changing days...\Beloved times... response:	Our respective futures...
context: I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\And my day begins Hajimaru\Changing days...\Beloved times...\Our respective futures... response:	And so, I move forward.
