context: Whoa! response:	A Rising Meowstball!
context: Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her.\Kud!\I finally found you.\Don't you want to watch?\Um... response:	I get the feeling the launch will go better if I don't watch.
context: It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her.\Kud!\I finally found you.\Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch. response:	Going to space was my mom's dream for a long time.
context: Kuu-chan?\I don't see her.\Kud!\I finally found you.\Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time. response:	She went through vigorous training and studied a lot ever since I was little.
context: I don't see her.\Kud!\I finally found you.\Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little. response:	Is that why your grandpa took care of you?
context: Kud!\I finally found you.\Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you? response:	Yes.
context: I finally found you.\Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes. response:	I moved from country to country with my grandpa.
context: Don't you want to watch?\Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa. response:	I've only ever seen my mom in photographs.
context: Um...\I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs. response:	Grandpa!
context: I get the feeling the launch will go better if I don't watch.\Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa! response:	What is it, Kunya?
context: Going to space was my mom's dream for a long time.\She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya? response:	Where's Mom?
context: She went through vigorous training and studied a lot ever since I was little.\Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya?\Where's Mom? response:	Your mom is busy.
context: Is that why your grandpa took care of you?\Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya?\Where's Mom?\Your mom is busy. response:	Strelka and Belka are here for you in her place.
context: Yes.\I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya?\Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place. response:	Wafu!
context: I moved from country to country with my grandpa.\I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya?\Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu! response:	Look, Kunya.
context: I've only ever seen my mom in photographs.\Grandpa!\What is it, Kunya?\Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya. response:	Kunya! You've grown so much.
context: Grandpa!\What is it, Kunya?\Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya.\Kunya! You've grown so much. response:	That was the first time I met my mom.
context: What is it, Kunya?\Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom. response:	Dad, is she shy?
context: Where's Mom?\Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy? response:	Kunya, say hello.
context: Your mom is busy.\Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello. response:	W-Wafu.
context: Strelka and Belka are here for you in her place.\Wafu!\Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello.\W-Wafu. response:	So you are shy.
context: Wafu!\Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello.\W-Wafu.\So you are shy. response:	I took a look at that new rocket.
context: Look, Kunya.\Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello.\W-Wafu.\So you are shy.\I took a look at that new rocket. response:	I don't know if it'll fly.
context: Kunya! You've grown so much.\That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello.\W-Wafu.\So you are shy.\I took a look at that new rocket.\I don't know if it'll fly. response:	Don't worry.
context: That was the first time I met my mom.\Dad, is she shy?\Kunya, say hello.\W-Wafu.\So you are shy.\I took a look at that new rocket.\I don't know if it'll fly.\Don't worry. response:	Your old comrades from Glavkosmos are working on it.
context: Dad, is she shy?\Kunya, say hello.\W-Wafu.\So you are shy.\I took a look at that new rocket.\I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it. response:	I don't like the name of the rocket either.
context: Kunya, say hello.\W-Wafu.\So you are shy.\I took a look at that new rocket.\I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either. response:	Oh please. Everyone on Tevua loves the 13 dogs.
context: W-Wafu.\So you are shy.\I took a look at that new rocket.\I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs. response:	Hey, Kunya.
context: So you are shy.\I took a look at that new rocket.\I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya. response:	Let's go see the Southern Cross tonight.
context: I took a look at that new rocket.\I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight. response:	Akruks, Bekuruks, Gakruks, Dekruks.
context: I don't know if it'll fly.\Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks. response:	They make the Southern Cross.
context: Don't worry.\Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross. response:	Hey, Kunya,
context: Your old comrades from Glavkosmos are working on it.\I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya, response:	your mom here is a kosmonaut.
context: I don't like the name of the rocket either.\Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut. response:	Kosmonaut?
context: Oh please. Everyone on Tevua loves the 13 dogs.\Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut? response:	An astronaut!
context: Hey, Kunya.\Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut?\An astronaut! response:	One day, I'll ride a rocket 50 nautical miles to the other side of the sky.
context: Let's go see the Southern Cross tonight.\Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky. response:	Do you know what 50 nautical miles means?
context: Akruks, Bekuruks, Gakruks, Dekruks.\They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means? response:	It's the distance from the Earth to the stratosphere.
context: They make the Southern Cross.\Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere. response:	Everything beyond that is space.
context: Hey, Kunya,\your mom here is a kosmonaut.\Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space. response:	The world of the stars!
context: your mom here is a kosmonaut.\Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars! response:	The world of the stars?
context: Kosmonaut?\An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars!\The world of the stars? response:	I really wanna go.
context: An astronaut!\One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars!\The world of the stars?\I really wanna go. response:	Want to come with me, Kunya?
context: One day, I'll ride a rocket 50 nautical miles to the other side of the sky.\Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars!\The world of the stars?\I really wanna go.\Want to come with me, Kunya? response:	Yeah!
context: Do you know what 50 nautical miles means?\It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars!\The world of the stars?\I really wanna go.\Want to come with me, Kunya?\Yeah! response:	I looked up to my mom.
context: It's the distance from the Earth to the stratosphere.\Everything beyond that is space.\The world of the stars!\The world of the stars?\I really wanna go.\Want to come with me, Kunya?\Yeah!\I looked up to my mom. response:	I wanted to be so much more like her.
context: Everything beyond that is space.\The world of the stars!\The world of the stars?\I really wanna go.\Want to come with me, Kunya?\Yeah!\I looked up to my mom.\I wanted to be so much more like her. response:	What's wrong?
context: The world of the stars!\The world of the stars?\I really wanna go.\Want to come with me, Kunya?\Yeah!\I looked up to my mom.\I wanted to be so much more like her.\What's wrong? response:	Kud?
context: The world of the stars?\I really wanna go.\Want to come with me, Kunya?\Yeah!\I looked up to my mom.\I wanted to be so much more like her.\What's wrong?\Kud? response:	U-Um...
context: I really wanna go.\Want to come with me, Kunya?\Yeah!\I looked up to my mom.\I wanted to be so much more like her.\What's wrong?\Kud?\U-Um... response:	Um...
context: Want to come with me, Kunya?\Yeah!\I looked up to my mom.\I wanted to be so much more like her.\What's wrong?\Kud?\U-Um...\Um... response:	Just come with me!
context: Yeah!\I looked up to my mom.\I wanted to be so much more like her.\What's wrong?\Kud?\U-Um...\Um...\Just come with me! response:	For those of you just joining us, I will repeat.
context: I looked up to my mom.\I wanted to be so much more like her.\What's wrong?\Kud?\U-Um...\Um...\Just come with me!\For those of you just joining us, I will repeat. response:	TASA's new rocket has failed during liftoff.
context: I wanted to be so much more like her.\What's wrong?\Kud?\U-Um...\Um...\Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff. response:	Shortly before liftoff, a large explosion was seen,
context: What's wrong?\Kud?\U-Um...\Um...\Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen, response:	and communications with Noumi Mikonulsky ceased.
context: Kud?\U-Um...\Um...\Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased. response:	I repeat again.
context: U-Um...\Um...\Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again. response:	TASA's new rocket has failed during liftoff.
context: Um...\Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff. response:	Shortly before liftoff, a large explosion was seen,
context: Just come with me!\For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen, response:	and communications with Noumi Mikonulsky ceased.
context: For those of you just joining us, I will repeat.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased. response:	Episode 21
context: TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21 response:	Episode 21
context: Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21 response:	Episode 21
context: and communications with Noumi Mikonulsky ceased.\I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21\Episode 21 response:	50 Nautical Miles of Sky
context: I repeat again.\TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21\Episode 21\50 Nautical Miles of Sky response:	50 Nautical Miles of Sky
context: TASA's new rocket has failed during liftoff.\Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21\Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky response:	50 Nautical Miles of Sky
context: Shortly before liftoff, a large explosion was seen,\and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21\Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky response:	akaneiro no kumo
context: and communications with Noumi Mikonulsky ceased.\Episode 21\Episode 21\Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 21\Episode 21\Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Episode 21\Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 21\50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: 50 Nautical Miles of Sky\50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: 50 Nautical Miles of Sky\50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: 50 Nautical Miles of Sky\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	sora mitsumete aruku hitohikari
context: I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari response:	Walking, looking at the sky, a single light
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: hoshi no mukou ikeru kana\Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	tsuki no ue hitori demo
context: Can we go beyond the stars?\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo response:	Even alone, on the face of the moon,
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon, response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: sora mitsumete aruku hitohikari\Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	rasen no hate he kaketeyuku yo
context: Walking, looking at the sky, a single light\tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo response:	Run right past the end of the circle
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: tsuki no ue hitori demo\Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	kimi wa naita ato waraeru
context: Even alone, on the face of the moon,\rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru response:	You'll be able to smile after you cry,
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry, response:	hazu dakara tte ittan da
context: Run right past the end of the circle\rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da response:	I said that because I know you can
context: rasen no hate he kaketeyuku yo\Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can response:	hazu dakara tte ittan da
context: Run right past the end of the circle\kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da response:	I said that because I know you can
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: kimi wa naita ato waraeru\You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	bokura no tabi wasuretari shinai yo
context: You'll be able to smile after you cry,\hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo response:	You'll never forget our journey, even for a moment
context: hazu dakara tte ittan da\I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment response:	nakusanai you ni mahou kakete
context: I said that because I know you can\hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete response:	I'll cast a little magic so you never lose it,
context: hazu dakara tte ittan da\I said that because I know you can\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\bokura no tabi wasuretari shinai yo\You'll never forget our journey, even for a moment\nakusanai you ni mahou kakete\I'll cast a little magic so you never lose it, response:	nakusanai you ni mahou kakete
