context: As always, I can't make any sense of you. response:	Whatever.
context: We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys.\Okay. response:	Here's to the establishment of the new swim club!
context: So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club! response:	Cheers!
context: We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club!\Cheers! response:	It's not warm enough to start swimming,
context: Don't need you to tell me that.\I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming, response:	but we filled the pool as a test run.
context: I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run. response:	All that's left is to toss these in together.
context: However...\I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together. response:	There!
context: I'm not doing this for a chance to swim with you guys.\Okay.\Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together.\There! response:	The swim club is finally ready to go.
context: Okay.\Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together.\There!\The swim club is finally ready to go. response:	Well, we can't get in the pool yet...
context: Here's to the establishment of the new swim club!\Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together.\There!\The swim club is finally ready to go.\Well, we can't get in the pool yet... response:	Wait, Haru!
context: Cheers!\It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together.\There!\The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru! response:	You were wearing your swimsuit again?!
context: It's not warm enough to start swimming,\but we filled the pool as a test run.\All that's left is to toss these in together.\There!\The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?! response:	I can't get enough of those triceps!
context: but we filled the pool as a test run.\All that's left is to toss these in together.\There!\The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps! response:	What? Triceps?!
context: All that's left is to toss these in together.\There!\The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?! response:	Haru, it's still too cold right now!
context: There!\The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now! response:	Oh, dear.
context: The swim club is finally ready to go.\Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now!\Oh, dear. response:	I don't see a problem.
context: Well, we can't get in the pool yet...\Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now!\Oh, dear.\I don't see a problem. response:	He looks comfortable enough.
context: Wait, Haru!\You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now!\Oh, dear.\I don't see a problem.\He looks comfortable enough. response:	That's true...
context: You were wearing your swimsuit again?!\I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now!\Oh, dear.\I don't see a problem.\He looks comfortable enough.\That's true... response:	Wait! His lips are turning purple!
context: I can't get enough of those triceps!\What? Triceps?!\Haru, it's still too cold right now!\Oh, dear.\I don't see a problem.\He looks comfortable enough.\That's true...\Wait! His lips are turning purple! response:	Get out of the water before you catch a cold!
context: What? Triceps?!\Haru, it's still too cold right now!\Oh, dear.\I don't see a problem.\He looks comfortable enough.\That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold! response:	Go, Haru-chan!
context: Haru, it's still too cold right now!\Oh, dear.\I don't see a problem.\He looks comfortable enough.\That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan! response:	No! He can't!
context: Oh, dear.\I don't see a problem.\He looks comfortable enough.\That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't! response:	I'll go find a net!
context: I don't see a problem.\He looks comfortable enough.\That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't!\I'll go find a net! response:	Huh? A net?
context: He looks comfortable enough.\That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't!\I'll go find a net!\Huh? A net? response:	So what's this Iwatobi-chan I've been hearing about?
context: That's true...\Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't!\I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about? response:	It's the mascot character for our town that was chosen from 987 entries last year.
context: Wait! His lips are turning purple!\Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't!\I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year. response:	I submitted an entry for that.
context: Get out of the water before you catch a cold!\Go, Haru-chan!\No! He can't!\I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that. response:	What?! You did?!
context: Go, Haru-chan!\No! He can't!\I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?! response:	So 1 of the 987 entries was from Haruka-senpai?
context: No! He can't!\I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai? response:	What was your entry?
context: I'll go find a net!\Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry? response:	Let me see!
context: Huh? A net?\So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see! response:	Here. Tobimaru-kun.
context: So what's this Iwatobi-chan I've been hearing about?\It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see!\Here. Tobimaru-kun. response:	It's not cute.
context: It's the mascot character for our town that was chosen from 987 entries last year.\I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see!\Here. Tobimaru-kun.\It's not cute. response:	Next time: Theoretical Dolphin Kick.
context: I submitted an entry for that.\What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see!\Here. Tobimaru-kun.\It's not cute.\Next time: Theoretical Dolphin Kick. response:	Theoretical Dolphin Kick!
context: What?! You did?!\So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see!\Here. Tobimaru-kun.\It's not cute.\Next time: Theoretical Dolphin Kick.\Theoretical Dolphin Kick! response:	The swim club's about to get an awesome new member!
context: So 1 of the 987 entries was from Haruka-senpai?\What was your entry?\Let me see!\Here. Tobimaru-kun.\It's not cute.\Next time: Theoretical Dolphin Kick.\Theoretical Dolphin Kick!\The swim club's about to get an awesome new member! response:	Hooked by Iwatobi-chan?!
