context: Daiku Power response:	eyecatch
context: But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser!\Nothing human life! response:	What am I supposed to do?!
context: Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser!\Nothing human life!\What am I supposed to do?! response:	I've got no other choice but to rub it out with spit!
context: The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser!\Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit! response:	M-Mai-chan.
context: Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser!\Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan. response:	In the end, you can truly depend on your friends!
context: What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser!\Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends! response:	Of course! It's a pen eraser!
context: I'll erase the first answer and re-think it.\My eraser!\Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser! response:	It'll rip!
context: My eraser!\Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip! response:	If I use this, the paper will rip!
context: Nothing human life!\What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip! response:	Wait. Now is not the time to panic!
context: What am I supposed to do?!\I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic! response:	Mai-chan! Give me a normal era -
context: I've got no other choice but to rub it out with spit!\M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era - response:	Oh! She's asleep!
context: M-Mai-chan.\In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep! response:	Ten minutes left!
context: In the end, you can truly depend on your friends!\Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left! response:	Time!
context: Of course! It's a pen eraser!\It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left!\Time! response:	I'm running out of time!
context: It'll rip!\If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left!\Time!\I'm running out of time! response:	Anyway, calm down.
context: If I use this, the paper will rip!\Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left!\Time!\I'm running out of time!\Anyway, calm down. response:	Yes, calm down.
context: Wait. Now is not the time to panic!\Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left!\Time!\I'm running out of time!\Anyway, calm down.\Yes, calm down. response:	And clear...
context: Mai-chan! Give me a normal era -\Oh! She's asleep!\Ten minutes left!\Time!\I'm running out of time!\Anyway, calm down.\Yes, calm down.\And clear... response:	Clear.
context: Oh! She's asleep!\Ten minutes left!\Time!\I'm running out of time!\Anyway, calm down.\Yes, calm down.\And clear...\Clear. response:	All right, the test is over.
context: Ten minutes left!\Time!\I'm running out of time!\Anyway, calm down.\Yes, calm down.\And clear...\Clear.\All right, the test is over. response:	Good heavens!
context: Time!\I'm running out of time!\Anyway, calm down.\Yes, calm down.\And clear...\Clear.\All right, the test is over.\Good heavens! response:	It's raining.
context: I'm running out of time!\Anyway, calm down.\Yes, calm down.\And clear...\Clear.\All right, the test is over.\Good heavens!\It's raining. response:	In my heart.
context: Anyway, calm down.\Yes, calm down.\And clear...\Clear.\All right, the test is over.\Good heavens!\It's raining.\In my heart. response:	Good morning!
context: Yes, calm down.\And clear...\Clear.\All right, the test is over.\Good heavens!\It's raining.\In my heart.\Good morning! response:	Good morning.
context: And clear...\Clear.\All right, the test is over.\Good heavens!\It's raining.\In my heart.\Good morning!\Good morning. response:	No way!
context: Clear.\All right, the test is over.\Good heavens!\It's raining.\In my heart.\Good morning!\Good morning.\No way! response:	There was a love letter!
context: All right, the test is over.\Good heavens!\It's raining.\In my heart.\Good morning!\Good morning.\No way!\There was a love letter! response:	No way!
context: Good heavens!\It's raining.\In my heart.\Good morning!\Good morning.\No way!\There was a love letter!\No way! response:	Who's it from?!
context: It's raining.\In my heart.\Good morning!\Good morning.\No way!\There was a love letter!\No way!\Who's it from?! response:	It says Tanaka from class Q!
context: In my heart.\Good morning!\Good morning.\No way!\There was a love letter!\No way!\Who's it from?!\It says Tanaka from class Q! response:	All right, let's go take a look!
context: Good morning!\Good morning.\No way!\There was a love letter!\No way!\Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look! response:	I'm mud.
context: Good morning.\No way!\There was a love letter!\No way!\Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look!\I'm mud. response:	I'm a metal sphere!
context: No way!\There was a love letter!\No way!\Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look!\I'm mud.\I'm a metal sphere! response:	I sleep like mud.
context: There was a love letter!\No way!\Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look!\I'm mud.\I'm a metal sphere!\I sleep like mud. response:	I get hit while heated up.
context: No way!\Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look!\I'm mud.\I'm a metal sphere!\I sleep like mud.\I get hit while heated up. response:	Next time on Nichijou is episode 12.
context: Who's it from?!\It says Tanaka from class Q!\All right, let's go take a look!\I'm mud.\I'm a metal sphere!\I sleep like mud.\I get hit while heated up.\Next time on Nichijou is episode 12. response:	Look forward to it!
