context: Good morning, senpai. response:	Y-You...
context: If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide! response:	Last night, I had a dream where Makabe-senpai was gang raped by the other club members!
context: With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members! response:	This exceeds my calculations...
context: Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations... response:	To think that she held such evil within her...
context: So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her... response:	Makabe!!
context: As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her...\Makabe!! response:	You've reeled in an absolutely terrifying pervert into our club!!
context: I commend your confidence.\But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!! response:	No!!
context: But do you even fantasize about real men?\I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!! response:	I'm sorry Makabe-senpai!
context: I have nothing to hide!\Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai! response:	I'm sorry I fantasized about you and the president going out!
context: Last night, I had a dream where Makabe-senpai was gang raped by the other club members!\This exceeds my calculations...\To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out! response:	But I couldn't hear your polite tsukkomi as anything but being tsundere!
context: This exceeds my calculations...\To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere! response:	Stop!
context: To think that she held such evil within her...\Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop! response:	Don't cause him any deeper trauma than you already have!
context: Makabe!!\You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have! response:	No!!
context: You've reeled in an absolutely terrifying pervert into our club!!\No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have!\No!! response:	I did it again!!
context: No!!\I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have!\No!!\I did it again!! response:	Just kill me!!
context: I'm sorry Makabe-senpai!\I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have!\No!!\I did it again!!\Just kill me!! response:	Kill me!!
context: I'm sorry I fantasized about you and the president going out!\But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have!\No!!\I did it again!!\Just kill me!!\Kill me!! response:	Kill me!! Kill me!!
context: But I couldn't hear your polite tsukkomi as anything but being tsundere!\Stop!\Don't cause him any deeper trauma than you already have!\No!!\I did it again!!\Just kill me!!\Kill me!!\Kill me!! Kill me!! response:	I'm done for!! I'm!!
context: Stop!\Don't cause him any deeper trauma than you already have!\No!!\I did it again!!\Just kill me!!\Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!! response:	Kill me now!! What are you looking at?!
context: Don't cause him any deeper trauma than you already have!\No!!\I did it again!!\Just kill me!!\Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?! response:	What's up, Kousaka?
context: No!!\I did it again!!\Just kill me!!\Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka? response:	Your sister's gone mad! What do we do?!
context: I did it again!!\Just kill me!!\Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?! response:	Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.
context: Just kill me!!\Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down. response:	I get it.
context: Kill me!!\Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it. response:	You're screwed in the head, too.
context: Kill me!! Kill me!!\I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too. response:	Fine, let me talk to her.
context: I'm done for!! I'm!!\Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too.\Fine, let me talk to her. response:	I'll calm her down.
context: Kill me now!! What are you looking at?!\What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down. response:	I'll do that...
context: What's up, Kousaka?\Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down.\I'll do that... response:	Thank you...
context: Your sister's gone mad! What do we do?!\Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down.\I'll do that...\Thank you... response:	Sorry, Onii-chan.
context: Tell her, Sena-chan, you're so cute! Sena-chan, it's not your fault! until she calms down.\I get it.\You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down.\I'll do that...\Thank you...\Sorry, Onii-chan. response:	Um... Sorry to show you such a scene.
context: I get it.\You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down.\I'll do that...\Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene. response:	No, that's...
context: You're screwed in the head, too.\Fine, let me talk to her.\I'll calm her down.\I'll do that...\Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's... response:	Well, not really okay, but...
context: Fine, let me talk to her.\I'll calm her down.\I'll do that...\Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but... response:	Sorry.
context: I'll calm her down.\I'll do that...\Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but...\Sorry. response:	What are you talking about?
context: I'll do that...\Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but...\Sorry.\What are you talking about? response:	I'll admit it.
context: Thank you...\Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but...\Sorry.\What are you talking about?\I'll admit it. response:	I was lonely without my sister.
context: Sorry, Onii-chan.\Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but...\Sorry.\What are you talking about?\I'll admit it.\I was lonely without my sister. response:	I see.
context: Um... Sorry to show you such a scene.\No, that's...\Well, not really okay, but...\Sorry.\What are you talking about?\I'll admit it.\I was lonely without my sister.\I see. response:	Even with the way she is, it's pretty lonely without her.
context: No, that's...\Well, not really okay, but...\Sorry.\What are you talking about?\I'll admit it.\I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her. response:	Right.
context: Well, not really okay, but...\Sorry.\What are you talking about?\I'll admit it.\I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her.\Right. response:	You know...
context: Sorry.\What are you talking about?\I'll admit it.\I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her.\Right.\You know... response:	I'm worried about you.
context: What are you talking about?\I'll admit it.\I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her.\Right.\You know...\I'm worried about you. response:	So, I'm going to keep sticking my nose in your business.
context: I'll admit it.\I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her.\Right.\You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business. response:	Do what you want.
context: I was lonely without my sister.\I see.\Even with the way she is, it's pretty lonely without her.\Right.\You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want. response:	I've already given up.
context: I see.\Even with the way she is, it's pretty lonely without her.\Right.\You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up. response:	TS
context: Even with the way she is, it's pretty lonely without her.\Right.\You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up.\TS response:	Mazui Presents
context: Right.\You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up.\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: You know...\I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up.\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Kouhai Can Be This Rotten
context: I'm worried about you.\So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up.\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten response:	OP
context: So, I'm going to keep sticking my nose in your business.\Do what you want.\I've already given up.\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP response:	H HO
context: Do what you want.\I've already given up.\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP\H HO response:	HO O
context: I've already given up.\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP\H HO\HO O response:	H O!
context: TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP\H HO\HO O\H O! response:	OS
context: Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP\H HO\HO O\H O!\OS response:	sonna yasashiku shinai de donna kao sureba ii no?
context: There's No Way My Little Sister 0000 can be This Cute\There's No Way My Kouhai Can Be This Rotten\OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no? response:	tsumikasaneta kotoba de
context: There's No Way My Kouhai Can Be This Rotten\OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de response:	mienai yo kimi no yokogao
context: OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki... surechigai ni iji hatte tsukarechau
context: HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso de mou ugokenakunatteru
context: tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kurai kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up,
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, response:	I can't even see your face
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we fight
context: tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight response:	Maybe we're close? I just can't figure out
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	If this is the end for our story, I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile response:	houkago chaimu ha anata shiru mahou de
context: Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de response:	tayorinai senaka mo itooshiku saseru no
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no response:	uchigawa gara kacchari kagi kaketa kimochi ni
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni response:	kidzuite hoshii dake bukiyou na ai
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai response:	dore dake omoeba todoku no?
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no? response:	senyou ni kaita kimochi
context: I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi response:	namida mata koboshi makura nurasu no
context: If this is the end for our story, I want you to see my smile\houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no response:	shosen koi saredo koi
context: houkago chaimu ha anata shiru mahou de\tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi response:	hajirau kashikosa ha jama na dake
context: tayorinai senaka mo itooshiku saseru no\uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake response:	mujaki na kokoro no mama yudanetai no
context: uchigawa gara kacchari kagi kaketa kimochi ni\kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no response:	anata nara dakishimeru?
context: kidzuite hoshii dake bukiyou na ai\dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru? response:	sore tomo koi kogare machibouke?
context: dore dake omoeba todoku no?\senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke? response:	matenai! inochi mijikashi otome ha
context: senyou ni kaita kimochi\namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha response:	SO
context: namida mata koboshi makura nurasu no\shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO response:	OO
context: shosen koi saredo koi\hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO\OO response:	The last bell rings, and the magic of knowing you
context: hajirau kashikosa ha jama na dake\mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO\OO\The last bell rings, and the magic of knowing you response:	Makes your unreliable self all more sweeter
context: mujaki na kokoro no mama yudanetai no\anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO\OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter response:	From the inside a click-clack, locking away my feelings
context: anata nara dakishimeru?\sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO\OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings response:	I want you to see, a clumsy love
context: sore tomo koi kogare machibouke?\matenai! inochi mijikashi otome ha\SO\OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love response:	How much must I desire for them to reach?
context: matenai! inochi mijikashi otome ha\SO\OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach? response:	These feelings, written on one thousand leaves
context: SO\OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves response:	Tears, spilled again, wet my pillow
context: OO\The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow response:	All it is is love, but then it is love
context: The last bell rings, and the magic of knowing you\Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love response:	Knowing all this shame just gets in my way
context: Makes your unreliable self all more sweeter\From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way response:	I just want to blur with this innocent heart
context: From the inside a click-clack, locking away my feelings\I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way\I just want to blur with this innocent heart response:	You might hold me tight, or maybe
context: I want you to see, a clumsy love\How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way\I just want to blur with this innocent heart\You might hold me tight, or maybe response:	Im too deeply in love, waiting in vain
context: How much must I desire for them to reach?\These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way\I just want to blur with this innocent heart\You might hold me tight, or maybe\Im too deeply in love, waiting in vain response:	I wont wait! A maidens life is but so short
context: These feelings, written on one thousand leaves\Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way\I just want to blur with this innocent heart\You might hold me tight, or maybe\Im too deeply in love, waiting in vain\I wont wait! A maidens life is but so short response:	< Preview >
context: Tears, spilled again, wet my pillow\All it is is love, but then it is love\Knowing all this shame just gets in my way\I just want to blur with this innocent heart\You might hold me tight, or maybe\Im too deeply in love, waiting in vain\I wont wait! A maidens life is but so short\< Preview > response:	There's No Way My Kouhai Can Be This Cute
