context: Tiger Echo Fist! response:	Bastard!
context: If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit.\We're back to that again?\Put some thought into it!\I am thinking! response:	There is a way.
context: We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit.\We're back to that again?\Put some thought into it!\I am thinking!\There is a way. response:	You're right.
context: But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit.\We're back to that again?\Put some thought into it!\I am thinking!\There is a way.\You're right. response:	With our numbers, protecting Choushi from the goblins is impossible.
context: That town has no walls, and there are so many!\Fighting spirit.\We're back to that again?\Put some thought into it!\I am thinking!\There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible. response:	And even if we could, it's pointless if other places are razed like this.
context: Fighting spirit.\We're back to that again?\Put some thought into it!\I am thinking!\There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this. response:	That's why
context: We're back to that again?\Put some thought into it!\I am thinking!\There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why response:	we don't protect them.
context: Put some thought into it!\I am thinking!\There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them. response:	M-Miss Minori, what do you mean?!
context: I am thinking!\There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them.\M-Miss Minori, what do you mean?! response:	Minori's right.
context: There is a way.\You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right. response:	We came to make sure you young kids weren't getting yourselves into trouble.
context: You're right.\With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble. response:	Nyanta!
context: With our numbers, protecting Choushi from the goblins is impossible.\And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta! response:	Master Naotsugu!
context: And even if we could, it's pointless if other places are razed like this.\That's why\we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu! response:	Um... Please give us permission.
context: That's why\we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu!\Um... Please give us permission. response:	Adventurers are free. They don't need permission.
context: we don't protect them.\M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission. response:	If you've thought for yourself and reached your own decision,
context: M-Miss Minori, what do you mean?!\Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision, response:	you have the freedom to see that decision through.
context: Minori's right.\We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through. response:	However, Minori, it won't be easy.
context: We came to make sure you young kids weren't getting yourselves into trouble.\Nyanta!\Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy. response:	Chief! Master!
context: Nyanta!\Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master! response:	It's a man's job to be quiet and let us go!
context: Master Naotsugu!\Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go! response:	Minori's had an idea!
context: Um... Please give us permission.\Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea! response:	Understood.
context: Adventurers are free. They don't need permission.\If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood. response:	At least let us hear it first...
context: If you've thought for yourself and reached your own decision,\you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood.\At least let us hear it first... response:	Minori's idea.
context: you have the freedom to see that decision through.\However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood.\At least let us hear it first...\Minori's idea. response:	Sure.
context: However, Minori, it won't be easy.\Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood.\At least let us hear it first...\Minori's idea.\Sure. response:	We drop the idea of protecting the town.
context: Chief! Master!\It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood.\At least let us hear it first...\Minori's idea.\Sure.\We drop the idea of protecting the town. response:	Instead, we seize the initiative.
context: It's a man's job to be quiet and let us go!\Minori's had an idea!\Understood.\At least let us hear it first...\Minori's idea.\Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative. response:	We attack the goblins.
context: Minori's had an idea!\Understood.\At least let us hear it first...\Minori's idea.\Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins. response:	Minori and the rest begin their battle against the goblin army.
context: Understood.\At least let us hear it first...\Minori's idea.\Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army. response:	They have no reason but to protect others.
context: At least let us hear it first...\Minori's idea.\Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others. response:	That is the freedom of an adventurer.
context: Minori's idea.\Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer. response:	But freedom requires resolve.
context: Sure.\We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer.\But freedom requires resolve. response:	When a girl breaks out of her shell and makes her decision,
context: We drop the idea of protecting the town.\Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer.\But freedom requires resolve.\When a girl breaks out of her shell and makes her decision, response:	her body will rise into the sky.
context: Instead, we seize the initiative.\We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer.\But freedom requires resolve.\When a girl breaks out of her shell and makes her decision,\her body will rise into the sky. response:	A Lazy, Cowardly Princess
context: We attack the goblins.\Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer.\But freedom requires resolve.\When a girl breaks out of her shell and makes her decision,\her body will rise into the sky.\A Lazy, Cowardly Princess response:	Next time: A Lazy, Cowardly Princess.
context: Minori and the rest begin their battle against the goblin army.\They have no reason but to protect others.\That is the freedom of an adventurer.\But freedom requires resolve.\When a girl breaks out of her shell and makes her decision,\her body will rise into the sky.\A Lazy, Cowardly Princess\Next time: A Lazy, Cowardly Princess. response:	Always look thirty seconds ahead.
