context: I have a copy of this, too. response:	So Yamamoto-san also reads poetry books...
context: Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi response:	dou demo ii koto mo zenbu
context: Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu response:	Aishiteru kore kara mo zutto
context: Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto response:	Yde wo kunde asuite ikou Yeah!
context: Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah! response:	Kisetsu wa watashi dake nokoshite
context: Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite response:	Taisetsu na hito tsurete yukun da ne
context: Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne response:	Kimi wo sagashite kimi wo sagashite
context: Tsuyogaru watashi yowaki na watashi\Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite response:	Donna toki demo kimi wo sagashiteiru kedo
context: Kinou no hanashi\dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo response:	Mitsukaru no sore wa kimi na no?
context: dou demo ii koto mo zenbu\Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no? response:	Kanashikute kanashikute
context: Aishiteru kore kara mo zutto\Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute response:	nakidashisou ni naru
context: Yde wo kunde asuite ikou Yeah!\Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru response:	Dore dake no omoi nara dakishimete kureru no?
context: Kisetsu wa watashi dake nokoshite\Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no? response:	Ah waraitai waraitai
context: Taisetsu na hito tsurete yukun da ne\Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai response:	Nanimokamo nage...
context: Kimi wo sagashite kimi wo sagashite\Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage... response:	I wonder if I'm reflected
context: Donna toki demo kimi wo sagashiteiru kedo\Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected response:	in your precious eyes?
context: Mitsukaru no sore wa kimi na no?\Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes? response:	I wonder how I can always be happy
context: Kanashikute kanashikute\nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy response:	on the windowsill where the sunshine always falls?
context: nakidashisou ni naru\Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls? response:	I hide my true feelings and the thumping of my heart.
context: Dore dake no omoi nara dakishimete kureru no?\Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart. response:	As always,
context: Ah waraitai waraitai\Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always, response:	the pain of not being able to understand each other burns.
context: Nanimokamo nage...\I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns. response:	I want to smile, I want to smile, down to the core of my heart.
context: I wonder if I'm reflected\in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart. response:	I'll open up to you
context: in your precious eyes?\I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you response:	about how I pretend to be strong, about how I'm weak,
context: I wonder how I can always be happy\on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak, response:	about what happened yesterday,
context: on the windowsill where the sunshine always falls?\I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday, response:	about everything that means nothing.
context: I hide my true feelings and the thumping of my heart.\As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing. response:	I'll continue to love you forever.
context: As always,\the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever. response:	Take my arm and let's walk. Yeah!
context: the pain of not being able to understand each other burns.\I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah! response:	The seasons leave only me behind
context: I want to smile, I want to smile, down to the core of my heart.\I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind response:	and take my precious person away, don't they?
context: I'll open up to you\about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they? response:	I look for you, I look for you,
context: about how I pretend to be strong, about how I'm weak,\about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you, response:	I'm always looking for you,
context: about what happened yesterday,\about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you, response:	but when I find that person, is it really you?
context: about everything that means nothing.\I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you? response:	I'm so sad, I'm so sad,
context: I'll continue to love you forever.\Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad, response:	I could cry.
context: Take my arm and let's walk. Yeah!\The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry. response:	How much feeling must I give to be able to embrace you?
context: The seasons leave only me behind\and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you? response:	Ah, I want to smile, I want to smile.
context: and take my precious person away, don't they?\I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile. response:	Throwing everything...
context: I look for you, I look for you,\I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything... response:	Episode 11 Preview...
context: I'm always looking for you,\but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview... response:	You... haven't forgotten about Onee-chan at all.
context: but when I find that person, is it really you?\I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all. response:	You betrayed both me and her at the same time.
context: I'm so sad, I'm so sad,\I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time. response:	Everything is going the way you want it to, isn't it?
context: I could cry.\How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time.\Everything is going the way you want it to, isn't it? response:	Are you satisfied with yourself now?
context: How much feeling must I give to be able to embrace you?\Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time.\Everything is going the way you want it to, isn't it?\Are you satisfied with yourself now? response:	Go home.
context: Ah, I want to smile, I want to smile.\Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time.\Everything is going the way you want it to, isn't it?\Are you satisfied with yourself now?\Go home. response:	I love you, more than anyone else in the world.
context: Throwing everything...\Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time.\Everything is going the way you want it to, isn't it?\Are you satisfied with yourself now?\Go home.\I love you, more than anyone else in the world. response:	That's why, Yano... talk to me.
context: Episode 11 Preview...\You... haven't forgotten about Onee-chan at all.\You betrayed both me and her at the same time.\Everything is going the way you want it to, isn't it?\Are you satisfied with yourself now?\Go home.\I love you, more than anyone else in the world.\That's why, Yano... talk to me. response:	No matter what happened...
