context: My dear! response:	My dear!
context: How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship? response:	There's only sweet love.
context: It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love. response:	All right...
context: Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love.\All right... response:	In all Four Seas and the Eight Far Lands
context: Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands response:	your parents are the most deeply in love.
context: How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love. response:	I'll tell you about stories about your mother when she was little then?
context: I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then? response:	Zhen.
context: or the tales of your parents' love-hate relationship?\When did my parents ever have a love-hate relationship?\There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen. response:	Where should we start?
context: When did my parents ever have a love-hate relationship?\There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start? response:	Let's start from that year when she went traveling across the four seas with me
context: There's only sweet love.\All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me response:	at 20,000 years old and created havoc in the realms?
context: All right...\In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms? response:	That's a long enough story to tell until Riceball's baby brother is born.
context: In all Four Seas and the Eight Far Lands\your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born. response:	When your mother was little, she was very naughty.
context: your parents are the most deeply in love.\I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty. response:	She got into trouble every day, and often took things from others.
context: I'll tell you about stories about your mother when she was little then?\Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others. response:	She would take things from others and forget to return them.
context: Zhen.\Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them. response:	Your mother...
context: Where should we start?\Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother... response:	Ye Hua.
context: Let's start from that year when she went traveling across the four seas with me\at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother...\Ye Hua. response:	For the past three years, I often saw you in my dreams.
context: at 20,000 years old and created havoc in the realms?\That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams. response:	Gradually, I couldn't make out the dream from reality.
context: That's a long enough story to tell until Riceball's baby brother is born.\When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality. response:	In my dreams, you often spoke to me and played chess with me.
context: When your mother was little, she was very naughty.\She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me. response:	I told my Fourth Brother that it's best when I dream of you.
context: She got into trouble every day, and often took things from others.\She would take things from others and forget to return them.\Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you. response:	Whenever I fell asleep, I could see you.
context: She would take things from others and forget to return them.\Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you. response:	That was why for the past three years, I was often very sleepy.
context: Your mother...\Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy. response:	I'd sleep from dawn until dusk and then get a sip of water
context: Ye Hua.\For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water response:	before sleeping all the way until the next afternoon.
context: For the past three years, I often saw you in my dreams.\Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon. response:	Now... This is not a dream.
context: Gradually, I couldn't make out the dream from reality.\In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream. response:	Ye Hua...
context: In my dreams, you often spoke to me and played chess with me.\I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua... response:	Tell me.
context: I told my Fourth Brother that it's best when I dream of you.\Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua...\Tell me. response:	This isn't a dream, is it?
context: Whenever I fell asleep, I could see you.\That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua...\Tell me.\This isn't a dream, is it? response:	It isn't.
context: That was why for the past three years, I was often very sleepy.\I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua...\Tell me.\This isn't a dream, is it?\It isn't. response:	Qian Qian.
context: I'd sleep from dawn until dusk and then get a sip of water\before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua...\Tell me.\This isn't a dream, is it?\It isn't.\Qian Qian. response:	In the previous life, we first met in Mount Junji of the Far East.
context: before sleeping all the way until the next afternoon.\Now... This is not a dream.\Ye Hua...\Tell me.\This isn't a dream, is it?\It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East. response:	You mistook me for a small black snake.
context: Now... This is not a dream.\Ye Hua...\Tell me.\This isn't a dream, is it?\It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake. response:	You kept me as a pet and even fed me raw meat.
context: Ye Hua...\Tell me.\This isn't a dream, is it?\It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat. response:	Then I approached you in the name of repaying your kindness
context: Tell me.\This isn't a dream, is it?\It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness response:	but you had me marry you.
context: This isn't a dream, is it?\It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you. response:	Later, we just went ahead and held a wedding ritual.
context: It isn't.\Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual. response:	We became husband and wife.
context: Qian Qian.\In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife. response:	That was the first time, I ever felt truly happy.
context: In the previous life, we first met in Mount Junji of the Far East.\You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy. response:	Not long afterwards you were forced into the Celestial Palace
context: You mistook me for a small black snake.\You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace response:	and eventually jumped off the Zhuxian Terrace.
context: You kept me as a pet and even fed me raw meat.\Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace. response:	If it hadn't been for A-Li
context: Then I approached you in the name of repaying your kindness\but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li response:	I really didn't know how I could have survived.
context: but you had me marry you.\Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived. response:	Fortunately 300 years later...
context: Later, we just went ahead and held a wedding ritual.\We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later... response:	I met you again.
context: We became husband and wife.\That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again. response:	I remember seeing you in the Crystal Palace.
context: That was the first time, I ever felt truly happy.\Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace. response:	I watched you as you preached to Uncle Sang Ji's wife.
context: Not long afterwards you were forced into the Celestial Palace\and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife. response:	You had a fan in your right hand and
context: and eventually jumped off the Zhuxian Terrace.\If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and response:	strummed the table with your left like you always did.
context: If it hadn't been for A-Li\I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did. response:	The way you preached at her
context: I really didn't know how I could have survived.\Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her response:	and that scar on your wrist from the crimson hellfire...
context: Fortunately 300 years later...\I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire... response:	I was certain that...
context: I met you again.\I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that... response:	Whether you're Su Su or Qian Qian, you are just you.
context: I remember seeing you in the Crystal Palace.\I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you. response:	See?
context: I watched you as you preached to Uncle Sang Ji's wife.\You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See? response:	I remember it so clearly.
context: You had a fan in your right hand and\strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly. response:	Would I be able to do so in your dreams?
context: strummed the table with your left like you always did.\The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly.\Would I be able to do so in your dreams? response:	That's why this isn't a dream.
context: The way you preached at her\and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream. response:	This isn't a dream.
context: and that scar on your wrist from the crimson hellfire...\I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream. response:	What you just said was what we went through.
context: I was certain that...\Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream.\What you just said was what we went through. response:	How can you remember it so clearly?
context: Whether you're Su Su or Qian Qian, you are just you.\See?\I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream.\What you just said was what we went through.\How can you remember it so clearly? response:	I still remember what I first said to you in the Crystal Palace.
context: See?\I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream.\What you just said was what we went through.\How can you remember it so clearly?\I still remember what I first said to you in the Crystal Palace. response:	I can't remember it very clearly.
context: I remember it so clearly.\Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream.\What you just said was what we went through.\How can you remember it so clearly?\I still remember what I first said to you in the Crystal Palace.\I can't remember it very clearly. response:	Ye Hua failed to recognize that
context: Would I be able to do so in your dreams?\That's why this isn't a dream.\This isn't a dream.\What you just said was what we went through.\How can you remember it so clearly?\I still remember what I first said to you in the Crystal Palace.\I can't remember it very clearly.\Ye Hua failed to recognize that response:	you were actually High God Bai Qian of Qing Qiu!
