context: Maou... response:	Chiho, I
context: There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something. response:	Okay.
context: Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay. response:	Understood.
context: That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay.\Understood. response:	I see.
context: A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay.\Understood.\I see. response:	Yeah, that does sound fishy.
context: It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay.\Understood.\I see.\Yeah, that does sound fishy. response:	So you couldn't figure anything out by talking to Emerada?
context: Gotcha.\Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay.\Understood.\I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada? response:	I asked her to see if there was anything suspicious happening in Ente Isla.
context: Sorry, but can I ask the three of you to leave?\Looks like Ashiya needs to talk to me about something.\Okay.\Understood.\I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla. response:	It's pouring.
context: Looks like Ashiya needs to talk to me about something.\Okay.\Understood.\I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring. response:	Could it be that Maou's
context: Okay.\Understood.\I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's response:	really going back to Ente Isla?
context: Understood.\I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's\really going back to Ente Isla? response:	That dream's gonna come true...
context: I see.\Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true... response:	What dream?
context: Yeah, that does sound fishy.\So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true...\What dream? response:	Th-That's...
context: So you couldn't figure anything out by talking to Emerada?\I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true...\What dream?\Th-That's... response:	Come to think of it, I had a rather ominous dream too.
context: I asked her to see if there was anything suspicious happening in Ente Isla.\It's pouring.\Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true...\What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too. response:	What? You too?
context: It's pouring.\Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true...\What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too? response:	But it's okay.
context: Could it be that Maou's\really going back to Ente Isla?\That dream's gonna come true...\What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay. response:	As long as I'm here, I'll make sure that you don't have to go through anything sad.
context: really going back to Ente Isla?\That dream's gonna come true...\What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad. response:	That's a lot of stuff.
context: That dream's gonna come true...\What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff. response:	Did they buy all of that?
context: What dream?\Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that? response:	No, they don't have the money for that,
context: Th-That's...\Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that, response:	which means... Don't tell me...
context: Come to think of it, I had a rather ominous dream too.\What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me... response:	Remember, I've had Eme send me stuff before.
context: What? You too?\But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before. response:	Could they be importing something from Hell?
context: But it's okay.\As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell? response:	I had Albert check things out, but nothing strange's happening over here.
context: As long as I'm here, I'll make sure that you don't have to go through anything sad.\That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here. response:	There've been no reports of any major incidents either.
context: That's a lot of stuff.\Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either. response:	Oh, but there has been just one problem!
context: Did they buy all of that?\No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem! response:	What?
context: No, they don't have the money for that,\which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What? response:	I've gained weight recently.
context: which means... Don't tell me...\Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What?\I've gained weight recently. response:	Who the hell cares?!
context: Remember, I've had Eme send me stuff before.\Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What?\I've gained weight recently.\Who the hell cares?! response:	Huh?
context: Could they be importing something from Hell?\I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What?\I've gained weight recently.\Who the hell cares?!\Huh? response:	Is that you, Emi?
context: I had Albert check things out, but nothing strange's happening over here.\There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What?\I've gained weight recently.\Who the hell cares?!\Huh?\Is that you, Emi? response:	What are you doing?
context: There've been no reports of any major incidents either.\Oh, but there has been just one problem!\What?\I've gained weight recently.\Who the hell cares?!\Huh?\Is that you, Emi?\What are you doing? response:	Oh, nothing. Just talking to myself!
context: Oh, but there has been just one problem!\What?\I've gained weight recently.\Who the hell cares?!\Huh?\Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself! response:	What on earth is going through that midget manager's mind?
context: What?\I've gained weight recently.\Who the hell cares?!\Huh?\Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind? response:	I'll surpass you
context: I've gained weight recently.\Who the hell cares?!\Huh?\Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you response:	someday,
context: Who the hell cares?!\Huh?\Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you\someday, response:	and then come to see you.
context: Huh?\Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you\someday,\and then come to see you. response:	Sarue
context: Is that you, Emi?\What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you\someday,\and then come to see you.\Sarue response:	Come in.
context: What are you doing?\Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you\someday,\and then come to see you.\Sarue\Come in. response:	Ms. Kisaki.
context: Oh, nothing. Just talking to myself!\What on earth is going through that midget manager's mind?\I'll surpass you\someday,\and then come to see you.\Sarue\Come in.\Ms. Kisaki. response:	I'm sorry to bring this up out of the blue,
context: What on earth is going through that midget manager's mind?\I'll surpass you\someday,\and then come to see you.\Sarue\Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue, response:	but could you reschedule my shifts?
context: I'll surpass you\someday,\and then come to see you.\Sarue\Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts? response:	This is unusual.
context: someday,\and then come to see you.\Sarue\Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual. response:	There's something I really need to do.
context: and then come to see you.\Sarue\Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual.\There's something I really need to do. response:	Got it. I'll make some adjustments.
context: Sarue\Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments. response:	Thank you very much!
context: Come in.\Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much! response:	Tell me what days you need changed.
context: Ms. Kisaki.\I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed. response:	Yes, ma'am.
context: I'm sorry to bring this up out of the blue,\but could you reschedule my shifts?\This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed.\Yes, ma'am. response:	Raining again?
context: but could you reschedule my shifts?\This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed.\Yes, ma'am.\Raining again? response:	Are you really gonna go back to Ente Isla?
context: This is unusual.\There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed.\Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla? response:	That's why you took that many days off, right?
context: There's something I really need to do.\Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed.\Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right? response:	Don't tell me you're never coming back
context: Got it. I'll make some adjustments.\Thank you very much!\Tell me what days you need changed.\Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back response:	Hang on!
context: Thank you very much!\Tell me what days you need changed.\Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on! response:	I don't have enough power to go back.
context: Tell me what days you need changed.\Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on!\I don't have enough power to go back. response:	Then why?
context: Yes, ma'am.\Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on!\I don't have enough power to go back.\Then why? response:	That's because...
context: Raining again?\Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on!\I don't have enough power to go back.\Then why?\That's because... response:	Sorry. I can't tell you.
context: Are you really gonna go back to Ente Isla?\That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on!\I don't have enough power to go back.\Then why?\That's because...\Sorry. I can't tell you. response:	Maou...
context: That's why you took that many days off, right?\Don't tell me you're never coming back\Hang on!\I don't have enough power to go back.\Then why?\That's because...\Sorry. I can't tell you.\Maou... response:	Part B
context: Don't tell me you're never coming back\Hang on!\I don't have enough power to go back.\Then why?\That's because...\Sorry. I can't tell you.\Maou...\Part B response:	Overlord at Work
context: Hang on!\I don't have enough power to go back.\Then why?\That's because...\Sorry. I can't tell you.\Maou...\Part B\Overlord at Work response:	Overlord at Work
context: I don't have enough power to go back.\Then why?\That's because...\Sorry. I can't tell you.\Maou...\Part B\Overlord at Work\Overlord at Work response:	Should we really be doing this?
context: Then why?\That's because...\Sorry. I can't tell you.\Maou...\Part B\Overlord at Work\Overlord at Work\Should we really be doing this? response:	Maybe we should trust Maou...
context: That's because...\Sorry. I can't tell you.\Maou...\Part B\Overlord at Work\Overlord at Work\Should we really be doing this?\Maybe we should trust Maou... response:	I'd like to, but considering all that stuff he got delivered the other day,
context: Sorry. I can't tell you.\Maou...\Part B\Overlord at Work\Overlord at Work\Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day, response:	it's clear that he's plotting something.
context: Maou...\Part B\Overlord at Work\Overlord at Work\Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something. response:	We've gotta get to the bottom of this.
context: Part B\Overlord at Work\Overlord at Work\Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this. response:	But
context: Overlord at Work\Overlord at Work\Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this.\But response:	Shh.
context: Overlord at Work\Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this.\But\Shh. response:	We're following him.
context: Should we really be doing this?\Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this.\But\Shh.\We're following him. response:	A construction site?
context: Maybe we should trust Maou...\I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this.\But\Shh.\We're following him.\A construction site? response:	Is he planning to build a Castle Overlord here?
context: I'd like to, but considering all that stuff he got delivered the other day,\it's clear that he's plotting something.\We've gotta get to the bottom of this.\But\Shh.\We're following him.\A construction site?\Is he planning to build a Castle Overlord here? response:	Surely not.
context: it's clear that he's plotting something.\We've gotta get to the bottom of this.\But\Shh.\We're following him.\A construction site?\Is he planning to build a Castle Overlord here?\Surely not. response:	He's just working.
context: We've gotta get to the bottom of this.\But\Shh.\We're following him.\A construction site?\Is he planning to build a Castle Overlord here?\Surely not.\He's just working. response:	Why?
context: But\Shh.\We're following him.\A construction site?\Is he planning to build a Castle Overlord here?\Surely not.\He's just working.\Why? response:	Huh?
context: Shh.\We're following him.\A construction site?\Is he planning to build a Castle Overlord here?\Surely not.\He's just working.\Why?\Huh? response:	What are you two up to?
context: We're following him.\A construction site?\Is he planning to build a Castle Overlord here?\Surely not.\He's just working.\Why?\Huh?\What are you two up to? response:	We needed some money urgently to pay for the two transmitters.
context: A construction site?\Is he planning to build a Castle Overlord here?\Surely not.\He's just working.\Why?\Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters. response:	Transmitters?!
context: Is he planning to build a Castle Overlord here?\Surely not.\He's just working.\Why?\Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?! response:	Urushihara bought them.
context: Surely not.\He's just working.\Why?\Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them. response:	He snuck them into your bag and Suzuno's footwear.
context: He's just working.\Why?\Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear. response:	Say what?!
context: Why?\Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?! response:	Hey, stop!
context: Huh?\What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop! response:	Don't use your sacred powers out here!
context: What are you two up to?\We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop!\Don't use your sacred powers out here! response:	Come on, it was thanks to those things that I found out where Sariel took you guys.
context: We needed some money urgently to pay for the two transmitters.\Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys. response:	Ahh, jeez!
context: Transmitters?!\Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez! response:	Anyway, we're gonna get charged for them next week,
context: Urushihara bought them.\He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week, response:	but we don't have enough money in our account,
context: He snuck them into your bag and Suzuno's footwear.\Say what?!\Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account, response:	and MgRonald's payday is still a ways off.
context: Say what?!\Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off. response:	Ashiya came up with the idea of taking a temporary job that pays daily wages.
context: Hey, stop!\Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages. response:	Is that why he asked for a vacation?
context: Don't use your sacred powers out here!\Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation? response:	Yeah.
context: Come on, it was thanks to those things that I found out where Sariel took you guys.\Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah. response:	And then I decided to take some days off at MgRonald's and work too.
context: Ahh, jeez!\Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too. response:	Ashiya should be working someplace else right about now.
context: Anyway, we're gonna get charged for them next week,\but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now. response:	But then why'd you keep this from Chiho?
context: but we don't have enough money in our account,\and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho? response:	How should I put this...
context: and MgRonald's payday is still a ways off.\Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this... response:	I thought she'd feel responsible for this if I told her,
context: Ashiya came up with the idea of taking a temporary job that pays daily wages.\Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her, response:	since we're trying to pay for transmitters that helped save her life.
context: Is that why he asked for a vacation?\Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life. response:	Forgive me, Chiho!
context: Yeah.\And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho! response:	I'm glad this wasn't about you going back to Ente Isla or anything.
context: And then I decided to take some days off at MgRonald's and work too.\Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything. response:	What was with all that stuff you had delivered the other day, then?
context: Ashiya should be working someplace else right about now.\But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then? response:	Huh? What?
context: But then why'd you keep this from Chiho?\How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What? response:	First I've heard of it.
context: How should I put this...\I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it. response:	Stuff?
context: I thought she'd feel responsible for this if I told her,\since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it.\Stuff? response:	Whatever are you talking about?
context: since we're trying to pay for transmitters that helped save her life.\Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it.\Stuff?\Whatever are you talking about? response:	This shit was here before I moved in.
context: Forgive me, Chiho!\I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it.\Stuff?\Whatever are you talking about?\This shit was here before I moved in. response:	Pull the other one.
context: I'm glad this wasn't about you going back to Ente Isla or anything.\What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it.\Stuff?\Whatever are you talking about?\This shit was here before I moved in.\Pull the other one. response:	It wasn't.
context: What was with all that stuff you had delivered the other day, then?\Huh? What?\First I've heard of it.\Stuff?\Whatever are you talking about?\This shit was here before I moved in.\Pull the other one.\It wasn't. response:	Out of the way.
context: Huh? What?\First I've heard of it.\Stuff?\Whatever are you talking about?\This shit was here before I moved in.\Pull the other one.\It wasn't.\Out of the way. response:	Down quilts...
context: First I've heard of it.\Stuff?\Whatever are you talking about?\This shit was here before I moved in.\Pull the other one.\It wasn't.\Out of the way.\Down quilts... response:	Fire extinguishers...
context: Stuff?\Whatever are you talking about?\This shit was here before I moved in.\Pull the other one.\It wasn't.\Out of the way.\Down quilts...\Fire extinguishers... response:	Water purifiers...
context: Whatever are you talking about?\This shit was here before I moved in.\Pull the other one.\It wasn't.\Out of the way.\Down quilts...\Fire extinguishers...\Water purifiers... response:	And so many of them, too.
context: This shit was here before I moved in.\Pull the other one.\It wasn't.\Out of the way.\Down quilts...\Fire extinguishers...\Water purifiers...\And so many of them, too. response:	Urushihara.
context: Pull the other one.\It wasn't.\Out of the way.\Down quilts...\Fire extinguishers...\Water purifiers...\And so many of them, too.\Urushihara. response:	What is this all about?
context: It wasn't.\Out of the way.\Down quilts...\Fire extinguishers...\Water purifiers...\And so many of them, too.\Urushihara.\What is this all about? response:	Serves me right for doing something I wasn't used to.
context: Out of the way.\Down quilts...\Fire extinguishers...\Water purifiers...\And so many of them, too.\Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to. response:	I looked it up afterward and found out that it was something called a purchasing scam.
context: Down quilts...\Fire extinguishers...\Water purifiers...\And so many of them, too.\Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam. response:	Purchasing scam?
context: Fire extinguishers...\Water purifiers...\And so many of them, too.\Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam? response:	They barge in saying they'll buy stuff you don't need anymore,
context: Water purifiers...\And so many of them, too.\Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore, response:	and trick you into buying stuff from them instead.
context: And so many of them, too.\Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead. response:	I sold them an external hard drive,
context: Urushihara.\What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive, response:	and then they made me buy all this
context: What is this all about?\Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this response:	How much?
context: Serves me right for doing something I wasn't used to.\I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this\How much? response:	Close, too close, way too close!
context: I looked it up afterward and found out that it was something called a purchasing scam.\Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this\How much?\Close, too close, way too close! response:	How much did it cost?
context: Purchasing scam?\They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this\How much?\Close, too close, way too close!\How much did it cost? response:	Um...
context: They barge in saying they'll buy stuff you don't need anymore,\and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this\How much?\Close, too close, way too close!\How much did it cost?\Um... response:	128,000 ye
context: and trick you into buying stuff from them instead.\I sold them an external hard drive,\and then they made me buy all this\How much?\Close, too close, way too close!\How much did it cost?\Um...\128,000 ye response:	Looks like you got cheated by quite the evil merchant.
context: I sold them an external hard drive,\and then they made me buy all this\How much?\Close, too close, way too close!\How much did it cost?\Um...\128,000 ye\Looks like you got cheated by quite the evil merchant. response:	How naive can you be? Why didn't just send them away?!
context: and then they made me buy all this\How much?\Close, too close, way too close!\How much did it cost?\Um...\128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?! response:	But I'm unfit for society...
