context: Big Brother. response:	Did Li Jing have you come here to kill me?
context: Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years. response:	I will pacify the armed rebellion within half a month.
context: That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month. response:	I toast to you.
context: We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you. response:	During the battle, I will be at the front line.
context: If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line. response:	We pledge our lives to follow Your Highness!
context: That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness! response:	You Highness, do you know the reason why
context: Good.\I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why response:	the mermaid clan is causing trouble at Chang Sea?
context: I thank you all for your trust.\The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea? response:	I heard that
context: The mermaid clan has been causing trouble in Chang Sea for thousands of years.\I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that response:	the admiral of the Chang Sea navy is not a good leader and has a weak personality.
context: I will pacify the armed rebellion within half a month.\I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality. response:	So it has led the mermaid clan to strengthen, causing disaster.
context: I toast to you.\During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster. response:	That's right. It's because of the Water King of Chang Sea's indulgence.
context: During the battle, I will be at the front line.\We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence. response:	That's why Your Highness must find a good assistant before you go.
context: We pledge our lives to follow Your Highness!\You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go. response:	An assistant?
context: You Highness, do you know the reason why\the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant? response:	For the past thousands of years, the Water King of Chang Sea
context: the mermaid clan is causing trouble at Chang Sea?\I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea response:	would often ask the second prince of Water King of West Sea for help.
context: I heard that\the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help. response:	Back in the day, the second prince was Mo Yuan's disciple.
context: the admiral of the Chang Sea navy is not a good leader and has a weak personality.\So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple. response:	Ever since Kunlun Mountain was abandoned
context: So it has led the mermaid clan to strengthen, causing disaster.\That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned response:	he left to search for his master and Seventeenth.
context: That's right. It's because of the Water King of Chang Sea's indulgence.\That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth. response:	Whenever Chang Sea was in a state of emergency
context: That's why Your Highness must find a good assistant before you go.\An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency response:	he would lead troops there to help.
context: An assistant?\For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help. response:	He has already fought with the Mermaid Clan multiple times.
context: For the past thousands of years, the Water King of Chang Sea\would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times. response:	Mo Yuan's disciple?
context: would often ask the second prince of Water King of West Sea for help.\Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple? response:	Mo Yuan's senior disciple, Die Feng.
context: Back in the day, the second prince was Mo Yuan's disciple.\Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng. response:	Die Feng.
context: Ever since Kunlun Mountain was abandoned\he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng. response:	I've heard Father mention him before. I got it.
context: he left to search for his master and Seventeenth.\Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it. response:	Recently, I've heard that Water King of Chang Sea
context: Whenever Chang Sea was in a state of emergency\he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea response:	wants to marry one of his daughters to the Mermaid King to preserve peace.
context: he would lead troops there to help.\He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace. response:	If you want to start a war
context: He has already fought with the Mermaid Clan multiple times.\Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war response:	the Water King could be an obstacle.
context: Mo Yuan's disciple?\Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle. response:	I'm afraid that if we lead troops there
context: Mo Yuan's senior disciple, Die Feng.\Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there response:	the Water King might speak up for the mermaid clan
context: Die Feng.\I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan response:	then we'd look really bad.
context: I've heard Father mention him before. I got it.\Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad. response:	Before we start the war, I will go meet the Water King.
context: Recently, I've heard that Water King of Chang Sea\wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King. response:	I've said all that I should say.
context: wants to marry one of his daughters to the Mermaid King to preserve peace.\If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say. response:	I won't disturb you anymore.
context: If you want to start a war\the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore. response:	I will take my leave.
context: the Water King could be an obstacle.\I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore.\I will take my leave. response:	Su Su.
context: I'm afraid that if we lead troops there\the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore.\I will take my leave.\Su Su. response:	You're there. I thought the copper mirror was broken.
context: the Water King might speak up for the mermaid clan\then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore.\I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken. response:	It wasn't a convenient time to talk just now.
context: then we'd look really bad.\Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore.\I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now. response:	It's nothing much.
context: Before we start the war, I will go meet the Water King.\I've said all that I should say.\I won't disturb you anymore.\I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much. response:	I just wanted to ask you what you wanted to eat when you came back.
context: I've said all that I should say.\I won't disturb you anymore.\I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back. response:	I'll prepare it for you.
context: I won't disturb you anymore.\I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you. response:	Su Su.
context: I will take my leave.\Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su. response:	What?
context: Su Su.\You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su.\What? response:	Just be honest.
context: You're there. I thought the copper mirror was broken.\It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su.\What?\Just be honest. response:	Are you angry?
context: It wasn't a convenient time to talk just now.\It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su.\What?\Just be honest.\Are you angry? response:	No. I'm playing with my bird.
context: It's nothing much.\I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su.\What?\Just be honest.\Are you angry?\No. I'm playing with my bird. response:	I don't feel like bickering with you.
context: I just wanted to ask you what you wanted to eat when you came back.\I'll prepare it for you.\Su Su.\What?\Just be honest.\Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you. response:	I wish you'd bicker with me more.
context: I'll prepare it for you.\Su Su.\What?\Just be honest.\Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more. response:	Why?
context: Su Su.\What?\Just be honest.\Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more.\Why? response:	If you bicker with me more, then you'd talk to me more.
context: What?\Just be honest.\Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more. response:	Ye Hua, I thought about something today.
context: Just be honest.\Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today. response:	I want to discuss it with you.
context: Are you angry?\No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you. response:	What is it?
context: No. I'm playing with my bird.\I don't feel like bickering with you.\I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you.\What is it? response:	I thought...
context: I don't feel like bickering with you.\I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you.\What is it?\I thought... response:	If... If we had a child who could stay by my side
context: I wish you'd bicker with me more.\Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you.\What is it?\I thought...\If... If we had a child who could stay by my side response:	then I wouldn't be afraid of you leaving all the time.
context: Why?\If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you.\What is it?\I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time. response:	But I was scared that you wouldn't like children.
context: If you bicker with me more, then you'd talk to me more.\Ye Hua, I thought about something today.\I want to discuss it with you.\What is it?\I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children. response:	So I wanted to discuss it with you.
context: Ye Hua, I thought about something today.\I want to discuss it with you.\What is it?\I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you. response:	It's okay if you don't like children.
context: I want to discuss it with you.\What is it?\I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children. response:	Really.
context: What is it?\I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children.\Really. response:	Without children, it's more peaceful and quiet.
context: I thought...\If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet. response:	Do you want a boy or girl?
context: If... If we had a child who could stay by my side\then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl? response:	Huh?
context: then I wouldn't be afraid of you leaving all the time.\But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh? response:	Tell me when I come back.
context: But I was scared that you wouldn't like children.\So I wanted to discuss it with you.\It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh?\Tell me when I come back. response:	Okay.
context: So I wanted to discuss it with you.\It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh?\Tell me when I come back.\Okay. response:	Heavenly Lord.
context: It's okay if you don't like children.\Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh?\Tell me when I come back.\Okay.\Heavenly Lord. response:	You may leave for now.
context: Really.\Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh?\Tell me when I come back.\Okay.\Heavenly Lord.\You may leave for now. response:	Yes.
context: Without children, it's more peaceful and quiet.\Do you want a boy or girl?\Huh?\Tell me when I come back.\Okay.\Heavenly Lord.\You may leave for now.\Yes. response:	I asked you to come here because I wanted to ask about
context: Do you want a boy or girl?\Huh?\Tell me when I come back.\Okay.\Heavenly Lord.\You may leave for now.\Yes.\I asked you to come here because I wanted to ask about response:	what happened during the meeting you went to with Su Jin.
context: Huh?\Tell me when I come back.\Okay.\Heavenly Lord.\You may leave for now.\Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin. response:	What happened?
context: Tell me when I come back.\Okay.\Heavenly Lord.\You may leave for now.\Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened? response:	After meeting with those generals
context: Okay.\Heavenly Lord.\You may leave for now.\Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals response:	what are your thoughts on the situation with the Mermaid Clan?
context: Heavenly Lord.\You may leave for now.\Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan? response:	I would like to go to Chang Sea.
context: You may leave for now.\Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea. response:	You want to go to Chang Sea?
context: Yes.\I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea? response:	Yes. I want to go to Chang Sea to meet the Water King
context: I asked you to come here because I wanted to ask about\what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King response:	to see if he is as the rumors say
context: what happened during the meeting you went to with Su Jin.\What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say response:	backing down to the Mermaid Clan and giving them his land.
context: What happened?\After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land. response:	Secondly, I want to watch Mermaid Clan's every move from Chang Sea
context: After meeting with those generals\what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea response:	in order to find the opportunity to start the war against them.
context: what are your thoughts on the situation with the Mermaid Clan?\I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them. response:	We have to resolve this situation with the Mermaid Clan eventually.
context: I would like to go to Chang Sea.\You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually. response:	But isn't it too early to start a war now?
context: You want to go to Chang Sea?\Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now? response:	I think it's better to do it soon rather than later.
context: Yes. I want to go to Chang Sea to meet the Water King\to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later. response:	We should catch them off guard.
context: to see if he is as the rumors say\backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard. response:	That's how we can win.
context: backing down to the Mermaid Clan and giving them his land.\Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win. response:	Okay. I will allow you to go to Chang Sea.
context: Secondly, I want to watch Mermaid Clan's every move from Chang Sea\in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea. response:	Yes.
context: in order to find the opportunity to start the war against them.\We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes. response:	As the crown prince of the Celestial Tribe
context: We have to resolve this situation with the Mermaid Clan eventually.\But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe response:	going to your own land to see the local conditions and customs
context: But isn't it too early to start a war now?\I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs response:	shouldn't raise any suspicions.
context: I think it's better to do it soon rather than later.\We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions. response:	But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.
context: We should catch them off guard.\That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years. response:	It's called a danger because it's a perennial problem.
context: That's how we can win.\Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem. response:	So you can't rush things.
context: Okay. I will allow you to go to Chang Sea.\Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things. response:	I think so too.
context: Yes.\As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too. response:	So I don't want to go there this time as the crown prince.
context: As the crown prince of the Celestial Tribe\going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince. response:	You want to go undercover?
context: going to your own land to see the local conditions and customs\shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover? response:	It's what Your Majesty is worried about too.
context: shouldn't raise any suspicions.\But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too. response:	Although Chang Sea is our territory
context: But Ye Hua, the mermaid clan has been a danger to Chang Sea for 70,000 years.\It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory response:	and the mermaid clan is a problem for us
context: It's called a danger because it's a perennial problem.\So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us response:	I'm going there this time to find an opportunity
context: So you can't rush things.\I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity response:	to break all ties between Water King of Chang Sea and the mermaid clan.
context: I think so too.\So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan. response:	If we have Water King request for our troops
context: So I don't want to go there this time as the crown prince.\You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops response:	then we can send our troops righteously and properly.
context: You want to go undercover?\It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly. response:	That's true. You've thought about things meticulously.
