context: Being Here response:	So let's do an experiment.
context: Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just... response:	wanted to become a better person than I was back then.
context: It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then. response:	So we're suddenly talking about you?
context: All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you? response:	Is it going to take long?
context: Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long? response:	No.
context: that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long?\No. response:	Time's up.
context: Now that I've reached this age,\I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long?\No.\Time's up. response:	This was my last day as your class's interim homeroom teacher.
context: I felt that phrase was true from the bottom of my heart.\For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long?\No.\Time's up.\This was my last day as your class's interim homeroom teacher. response:	Hey, Takagi.
context: For the longest time, I probably just...\wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long?\No.\Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi. response:	Right now, I think you have a lot of anxiety that you don't know what to do.
context: wanted to become a better person than I was back then.\So we're suddenly talking about you?\Is it going to take long?\No.\Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do. response:	You haven't done anything in your life yet, so you don't know your own capabilities.
context: So we're suddenly talking about you?\Is it going to take long?\No.\Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities. response:	That's the cause of your anxiety.
context: Is it going to take long?\No.\Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety. response:	Mr. Kokubu.
context: No.\Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu. response:	You refuse to make an effort with anything
context: Time's up.\This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything response:	because you're scared of learning your own capacity and being disappointed by it.
context: This was my last day as your class's interim homeroom teacher.\Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it. response:	But Takagi...
context: Hey, Takagi.\Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi... response:	It's okay to be disappointed.
context: Right now, I think you have a lot of anxiety that you don't know what to do.\You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed. response:	Once you learn your own capacity, you at last understand what it is you should do.
context: You haven't done anything in your life yet, so you don't know your own capabilities.\That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do. response:	When you understand yourself,
context: That's the cause of your anxiety.\Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself, response:	what you want to do will also become more clear.
context: Mr. Kokubu.\You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear. response:	Once you do that, you'll at least be able to get past your incredible anxiety.
context: You refuse to make an effort with anything\because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety. response:	I can guarantee at least that.
context: because you're scared of learning your own capacity and being disappointed by it.\But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that. response:	After I was done with the test, that night, I made a lot of drawings.
context: But Takagi...\It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings. response:	There were so many colorful sweets swimming around in my head and they wouldn't stop.
context: It's okay to be disappointed.\Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop. response:	Hina, how long are you going to stay up?
context: Once you learn your own capacity, you at last understand what it is you should do.\When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up? response:	Take your bath.
context: When you understand yourself,\what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath. response:	Hey, don't just leave the fan on.
context: what you want to do will also become more clear.\Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on. response:	Sheesh, you'll catch a cold.
context: Once you do that, you'll at least be able to get past your incredible anxiety.\I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold. response:	Oh, Hina.
context: I can guarantee at least that.\After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina. response:	Geez. What is all this?
context: After I was done with the test, that night, I made a lot of drawings.\There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this? response:	My, my. What is this?
context: There were so many colorful sweets swimming around in my head and they wouldn't stop.\Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this?\My, my. What is this? response:	Cute.
context: Hina, how long are you going to stay up?\Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this?\My, my. What is this?\Cute. response:	They all look delicious.
context: Take your bath.\Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this?\My, my. What is this?\Cute.\They all look delicious. response:	Yeah. These are great.
context: Hey, don't just leave the fan on.\Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this?\My, my. What is this?\Cute.\They all look delicious.\Yeah. These are great. response:	I'm getting excited!
context: Sheesh, you'll catch a cold.\Oh, Hina.\Geez. What is all this?\My, my. What is this?\Cute.\They all look delicious.\Yeah. These are great.\I'm getting excited! response:	Summer Vacation (Part 1)
context: Oh, Hina.\Geez. What is all this?\My, my. What is this?\Cute.\They all look delicious.\Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1) response:	Next Episode Preview
context: Geez. What is all this?\My, my. What is this?\Cute.\They all look delicious.\Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview response:	Episode 42
context: My, my. What is this?\Cute.\They all look delicious.\Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview\Episode 42 response:	They're beautiful and look delicious.
context: Cute.\They all look delicious.\Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview\Episode 42\They're beautiful and look delicious. response:	Rei, how old were you when you first
context: They all look delicious.\Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview\Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first response:	wanted to become a professional shogi player?
context: Yeah. These are great.\I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview\Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player? response:	Kiriyama! It's a beautiful day, isn't it?
context: I'm getting excited!\Summer Vacation (Part 1)\Next Episode Preview\Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player?\Kiriyama! It's a beautiful day, isn't it? response:	I like smooth stuff!
context: Summer Vacation (Part 1)\Next Episode Preview\Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player?\Kiriyama! It's a beautiful day, isn't it?\I like smooth stuff! response:	That's really adorable!
context: Next Episode Preview\Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player?\Kiriyama! It's a beautiful day, isn't it?\I like smooth stuff!\That's really adorable! response:	ILLUSTRATION: AKIMAN
context: Episode 42\They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player?\Kiriyama! It's a beautiful day, isn't it?\I like smooth stuff!\That's really adorable!\ILLUSTRATION: AKIMAN response:	Grandpa, look at the sweets Hina thought up!
context: They're beautiful and look delicious.\Rei, how old were you when you first\wanted to become a professional shogi player?\Kiriyama! It's a beautiful day, isn't it?\I like smooth stuff!\That's really adorable!\ILLUSTRATION: AKIMAN\Grandpa, look at the sweets Hina thought up! response:	These are great!
