context: Yukako Yamagishi has been depressed lately. response:	What? There's someone you like?
context: That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you...\It's all over.\I can't go on living.\I'll kill you, Aya Tsuji! response:	I'll kill you!
context: No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you...\It's all over.\I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you! response:	Calm down.
context: I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you...\It's all over.\I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you!\Calm down. response:	That's... P-Part of her face went flying!
context: And that lady is a Stand user, right?\And she did something to you...\It's all over.\I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you!\Calm down.\That's... P-Part of her face went flying! response:	There we go.
context: And she did something to you...\It's all over.\I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you!\Calm down.\That's... P-Part of her face went flying!\There we go. response:	Phew...
context: It's all over.\I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you!\Calm down.\That's... P-Part of her face went flying!\There we go.\Phew... response:	So this is Koichi... Phew...
context: I can't go on living.\I'll kill you, Aya Tsuji!\I'll kill you!\Calm down.\That's... P-Part of her face went flying!\There we go.\Phew...\So this is Koichi... Phew... response:	He was able to figure out that you were
context: I'll kill you, Aya Tsuji!\I'll kill you!\Calm down.\That's... P-Part of her face went flying!\There we go.\Phew...\So this is Koichi... Phew...\He was able to figure out that you were response:	Yukako Yamagishi, even though your face is different.
context: I'll kill you!\Calm down.\That's... P-Part of her face went flying!\There we go.\Phew...\So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different. response:	Even though you've denied yourself,
context: Calm down.\That's... P-Part of her face went flying!\There we go.\Phew...\So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself, response:	some people can see others' personalities.
context: That's... P-Part of her face went flying!\There we go.\Phew...\So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities. response:	All right, Yukako.
context: There we go.\Phew...\So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako. response:	On his behalf, I'll give you one last chance as a fairy godmother.
context: Phew...\So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother. response:	Your last chance is to choose one of these.
context: So this is Koichi... Phew...\He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these. response:	Your real face is now gone,
context: He was able to figure out that you were\Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone, response:	but my Cinderella has memorized every face we have ever worked on.
context: Yukako Yamagishi, even though your face is different.\Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on. response:	Choose your own face out of these.
context: Even though you've denied yourself,\some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these. response:	If you can pick your own face,
context: some people can see others' personalities.\All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face, response:	it's possible to return your face to normal.
context: All right, Yukako.\On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal. response:	Your palm lines and fingerprints will return naturally, too.
context: On his behalf, I'll give you one last chance as a fairy godmother.\Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too. response:	Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.
context: Your last chance is to choose one of these.\Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you. response:	You should've let me do that to begin with, you dumbass!
context: Your real face is now gone,\but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass! response:	I can figure that out easily!
context: but my Cinderella has memorized every face we have ever worked on.\Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily! response:	I look at my face in the mirror every day!
context: Choose your own face out of these.\If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day! response:	But if you choose someone else's face,
context: If you can pick your own face,\it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face, response:	that face will never suit you.
context: it's possible to return your face to normal.\Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you. response:	In fact, speaking in terms of my own beauty standards,
context: Your palm lines and fingerprints will return naturally, too.\Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards, response:	I will warn you that your face will become hideous.
context: Just like Cinderella's glass slippers, pick the one that's the perfect fit for you.\You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous. response:	And your luck will be forever based on that face.
context: You should've let me do that to begin with, you dumbass!\I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face. response:	Y-Yukako...
context: I can figure that out easily!\I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako... response:	Choose carefully.
context: I look at my face in the mirror every day!\But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako...\Choose carefully. response:	Remember, your face in the mirror is reversed.
context: But if you choose someone else's face,\that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed. response:	R-Right...
context: that face will never suit you.\In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed.\R-Right... response:	The correct answer is that they're all wrong.
context: In fact, speaking in terms of my own beauty standards,\I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong. response:	None of the faces there are yours.
context: I will warn you that your face will become hideous.\And your luck will be forever based on that face.\Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours. response:	If you can figure that out, I'll fix your face.
context: And your luck will be forever based on that face.\Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face. response:	That is my rule as Fairy Godmother.
context: Y-Yukako...\Choose carefully.\Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother. response:	Once I start second-guessing, others look like they might be mine, too...
context: Choose carefully.\Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too... response:	But...
context: Remember, your face in the mirror is reversed.\R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But... response:	This is it! There's no doubt about it!
context: R-Right...\The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it! response:	I know, because it's my own face!
context: The correct answer is that they're all wrong.\None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it!\I know, because it's my own face! response:	Are you sure?
context: None of the faces there are yours.\If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure? response:	You'll find out once you try to put it on.
context: If you can figure that out, I'll fix your face.\That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on. response:	N-No... This isn't it.
context: That is my rule as Fairy Godmother.\Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it. response:	My eyes look a bit more slanted.
context: Once I start second-guessing, others look like they might be mine, too...\But...\This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted. response:	Wh-Which is it?
context: But...\This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it? response:	I-I really can't tell after all...
context: This is it! There's no doubt about it!\I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all... response:	What's the matter? Hurry up and choose.
context: I know, because it's my own face!\Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose. response:	No, I'm not going to choose.
context: Are you sure?\You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose. response:	What?
context: You'll find out once you try to put it on.\N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose.\What? response:	What are you saying?
context: N-No... This isn't it.\My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose.\What?\What are you saying? response:	You want to live your life without a face?
context: My eyes look a bit more slanted.\Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose.\What?\What are you saying?\You want to live your life without a face? response:	I'm going to have Koichi choose for me.
context: Wh-Which is it?\I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose.\What?\What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me. response:	Because... No matter what face it is or what luck it carries,
context: I-I really can't tell after all...\What's the matter? Hurry up and choose.\No, I'm not going to choose.\What?\What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries, response:	so long as it was chosen by Koichi, that's all I'll need.
context: What's the matter? Hurry up and choose.\No, I'm not going to choose.\What?\What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need. response:	I can live with that.
context: No, I'm not going to choose.\What?\What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that. response:	I won't have any regrets.
context: What?\What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets. response:	B-But that's not...
context: What are you saying?\You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets.\B-But that's not... response:	I don't care.
context: You want to live your life without a face?\I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets.\B-But that's not...\I don't care. response:	Please choose, Koichi.
context: I'm going to have Koichi choose for me.\Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets.\B-But that's not...\I don't care.\Please choose, Koichi. response:	O-Okay...
context: Because... No matter what face it is or what luck it carries,\so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets.\B-But that's not...\I don't care.\Please choose, Koichi.\O-Okay... response:	This is it.
context: so long as it was chosen by Koichi, that's all I'll need.\I can live with that.\I won't have any regrets.\B-But that's not...\I don't care.\Please choose, Koichi.\O-Okay...\This is it. response:	I don't know why, but I have a feeling it's this one.
context: I can live with that.\I won't have any regrets.\B-But that's not...\I don't care.\Please choose, Koichi.\O-Okay...\This is it.\I don't know why, but I have a feeling it's this one. response:	But if it's not the right face...
context: I won't have any regrets.\B-But that's not...\I don't care.\Please choose, Koichi.\O-Okay...\This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face... response:	That's Reverb, my Stand.
context: B-But that's not...\I don't care.\Please choose, Koichi.\O-Okay...\This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand. response:	U-Um, use your Stand to hurt Reverb's eyes, and make me blind.
context: I don't care.\Please choose, Koichi.\O-Okay...\This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind. response:	You said you wouldn't have any regrets,
context: Please choose, Koichi.\O-Okay...\This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets, response:	but knowing your personality,
context: O-Okay...\This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality, response:	I'm sure you won't want me to look at your face if it's not your own.
context: This is it.\I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own. response:	Because I've fallen in love with you,
context: I don't know why, but I have a feeling it's this one.\But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you, response:	I would really hate for that to happen.
context: But if it's not the right face...\That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen. response:	So I think the best solution is for me to not be able to see.
context: That's Reverb, my Stand.\U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see. response:	Koichi...
context: U-Um, use your Stand to hurt Reverb's eyes, and make me blind.\You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi... response:	All right, Yukako...
context: You said you wouldn't have any regrets,\but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako... response:	Yes.
context: but knowing your personality,\I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako...\Yes. response:	L-Look, Koichi!
context: I'm sure you won't want me to look at your face if it's not your own.\Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako...\Yes.\L-Look, Koichi! response:	It fits perfectly!
context: Because I've fallen in love with you,\I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako...\Yes.\L-Look, Koichi!\It fits perfectly! response:	Koichi!
context: I would really hate for that to happen.\So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako...\Yes.\L-Look, Koichi!\It fits perfectly!\Koichi! response:	We did it, Yukako!
context: So I think the best solution is for me to not be able to see.\Koichi...\All right, Yukako...\Yes.\L-Look, Koichi!\It fits perfectly!\Koichi!\We did it, Yukako! response:	It's because you chose my face for me, Koichi!
context: Koichi...\All right, Yukako...\Yes.\L-Look, Koichi!\It fits perfectly!\Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi! response:	Who would have thought he'd say
context: All right, Yukako...\Yes.\L-Look, Koichi!\It fits perfectly!\Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say response:	he'd go blind so he couldn't see her face?
context: Yes.\L-Look, Koichi!\It fits perfectly!\Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face? response:	I bent my rules as Fairy Godmother a bit, but I fixed your face for you.
context: L-Look, Koichi!\It fits perfectly!\Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you. response:	If I took the eyesight of a boy who has nothing to do with this,
context: It fits perfectly!\Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this, response:	my reputation as Fairy Godmother would be tarnished.
context: Koichi!\We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this,\my reputation as Fairy Godmother would be tarnished. response:	Yukako, it seems that you do, at least, know a good man when you see one.
context: We did it, Yukako!\It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this,\my reputation as Fairy Godmother would be tarnished.\Yukako, it seems that you do, at least, know a good man when you see one. response:	Salon Cinderella is currently open.
context: It's because you chose my face for me, Koichi!\Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this,\my reputation as Fairy Godmother would be tarnished.\Yukako, it seems that you do, at least, know a good man when you see one.\Salon Cinderella is currently open. response:	Her makeup will help you encounter love.
context: Who would have thought he'd say\he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this,\my reputation as Fairy Godmother would be tarnished.\Yukako, it seems that you do, at least, know a good man when you see one.\Salon Cinderella is currently open.\Her makeup will help you encounter love. response:	Episode 21 Yoshikage Kira Just Wants to Live Quietly
context: he'd go blind so he couldn't see her face?\I bent my rules as Fairy Godmother a bit, but I fixed your face for you.\If I took the eyesight of a boy who has nothing to do with this,\my reputation as Fairy Godmother would be tarnished.\Yukako, it seems that you do, at least, know a good man when you see one.\Salon Cinderella is currently open.\Her makeup will help you encounter love.\Episode 21 Yoshikage Kira Just Wants to Live Quietly response:	Episode 21 Yoshi kage Kira Just Wants to Live Quietly
