context: I'm glad you're here. response:	This time, you won't get away.
context: Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this...\Eh?\Uh-oh. I should have seen this coming. response:	Subaru?
context: Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this...\Eh?\Uh-oh. I should have seen this coming.\Subaru? response:	Subaru!
context: Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this...\Eh?\Uh-oh. I should have seen this coming.\Subaru?\Subaru! response:	Man...
context: That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this...\Eh?\Uh-oh. I should have seen this coming.\Subaru?\Subaru!\Man... response:	She's so cute when she's panicking...
context: If not for that, I'd be in two pieces right now.\True, if not for this...\Eh?\Uh-oh. I should have seen this coming.\Subaru?\Subaru!\Man...\She's so cute when she's panicking... response:	A parallel world fantasy...
context: True, if not for this...\Eh?\Uh-oh. I should have seen this coming.\Subaru?\Subaru!\Man...\She's so cute when she's panicking...\A parallel world fantasy... response:	There. His treatment is complete.
context: Eh?\Uh-oh. I should have seen this coming.\Subaru?\Subaru!\Man...\She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete. response:	He should be over the hump now.
context: Uh-oh. I should have seen this coming.\Subaru?\Subaru!\Man...\She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now. response:	By the way, Lady Emilia, what is your relation to Subaru?
context: Subaru?\Subaru!\Man...\She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru? response:	A passing acquaintance?
context: Subaru!\Man...\She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance? response:	I don't recall ever meeting him before.
context: Man...\She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before. response:	I thought our meeting, earlier today, was the first.
context: She's so cute when she's panicking...\A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first. response:	But he was looking for you.
context: A parallel world fantasy...\There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you. response:	He said he had something to give you.
context: There. His treatment is complete.\He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you. response:	That's why it's so strange...
context: He should be over the hump now.\By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you.\That's why it's so strange... response:	What shall we do with him?
context: By the way, Lady Emilia, what is your relation to Subaru?\A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you.\That's why it's so strange...\What shall we do with him? response:	I would be glad to take him home as a guest.
context: A passing acquaintance?\I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you.\That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest. response:	No, I'll take him home with me.
context: I don't recall ever meeting him before.\I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you.\That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me. response:	That way, I can learn what's really going on.
context: I thought our meeting, earlier today, was the first.\But he was looking for you.\He said he had something to give you.\That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on. response:	But more importantly, what will become of that girl and the old man?
context: But he was looking for you.\He said he had something to give you.\That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man? response:	Officially, I cannot overlook what they've done.
context: He said he had something to give you.\That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done. response:	But...
context: That's why it's so strange...\What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But... response:	Unfortunately, I'm off duty today.
context: What shall we do with him?\I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today. response:	You're a bad knight.
context: I would be glad to take him home as a guest.\No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today.\You're a bad knight. response:	Is this old man your family?
context: No, I'll take him home with me.\That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family? response:	Something like that. Old Man Rom is the only one I have...
context: That way, I can learn what's really going on.\But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have... response:	I guess he's like my grandpa.
context: But more importantly, what will become of that girl and the old man?\Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa. response:	I see. I only have one family member, too.
context: Officially, I cannot overlook what they've done.\But...\Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too. response:	But he's always asleep at the most important moments.
context: But...\Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments. response:	When he's awake, I'd never say that aloud.
context: Unfortunately, I'm off duty today.\You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud. response:	I thought you'd be a lot harsher to me.
context: You're a bad knight.\Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me. response:	I'm sorry.
context: Is this old man your family?\Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry. response:	You saved my life, and I can't let a debt go unpaid.
context: Something like that. Old Man Rom is the only one I have...\I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid. response:	I'll return what I stole.
context: I guess he's like my grandpa.\I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole. response:	If it's important, keep it hidden, so no one can steal it again!
context: I see. I only have one family member, too.\But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again! response:	It feels funny, having you give me that warning.
context: But he's always asleep at the most important moments.\When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning. response:	Reinhard?
context: When he's awake, I'd never say that aloud.\I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard? response:	You're hurting me! Let go!
context: I thought you'd be a lot harsher to me.\I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go! response:	How can this be?
context: I'm sorry.\You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go!\How can this be? response:	What is your name?
context: You saved my life, and I can't let a debt go unpaid.\I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go!\How can this be?\What is your name? response:	Huh? It's Felt...
context: I'll return what I stole.\If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go!\How can this be?\What is your name?\Huh? It's Felt... response:	And your family name? How old are you?
context: If it's important, keep it hidden, so no one can steal it again!\It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go!\How can this be?\What is your name?\Huh? It's Felt...\And your family name? How old are you? response:	I don't have anything fancy like a family name!
context: It feels funny, having you give me that warning.\Reinhard?\You're hurting me! Let go!\How can this be?\What is your name?\Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name! response:	I'm... about fifteen, I think.
context: Reinhard?\You're hurting me! Let go!\How can this be?\What is your name?\Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think. response:	I don't know my birthday.
context: You're hurting me! Let go!\How can this be?\What is your name?\Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday. response:	Look, just let me go!
context: How can this be?\What is your name?\Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go! response:	Lady Emilia, I am afraid I cannot keep my promise to you.
context: What is your name?\Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you. response:	I shall be taking this girl with me.
context: Huh? It's Felt...\And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me. response:	May I ask why? If it's for stealing my insignia...
context: And your family name? How old are you?\I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia... response:	That is, indeed, no small crime.
context: I don't have anything fancy like a family name!\I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime. response:	But compared to the gravity of overlooking the crime unfolding before me, it's trivial.
context: I'm... about fifteen, I think.\I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial. response:	I need you to come with me.
context: I don't know my birthday.\Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me. response:	I'm sorry, but I cannot allow you to refuse.
context: Look, just let me go!\Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse. response:	Get over yourself! Just because you saved me
context: Lady Emilia, I am afraid I cannot keep my promise to you.\I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me response:	That wasn't very courtly, either.
context: I shall be taking this girl with me.\May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either. response:	I was careful not to use too much.
context: May I ask why? If it's for stealing my insignia...\That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either.\I was careful not to use too much. response:	Lady Emilia, I will be calling upon you soon, most likely.
context: That is, indeed, no small crime.\But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either.\I was careful not to use too much.\Lady Emilia, I will be calling upon you soon, most likely. response:	I hope you understand.
context: But compared to the gravity of overlooking the crime unfolding before me, it's trivial.\I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either.\I was careful not to use too much.\Lady Emilia, I will be calling upon you soon, most likely.\I hope you understand. response:	Please take good care of Subaru.
context: I need you to come with me.\I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either.\I was careful not to use too much.\Lady Emilia, I will be calling upon you soon, most likely.\I hope you understand.\Please take good care of Subaru. response:	Today may be the last chance we have to gaze calmly at the moon.
context: I'm sorry, but I cannot allow you to refuse.\Get over yourself! Just because you saved me\That wasn't very courtly, either.\I was careful not to use too much.\Lady Emilia, I will be calling upon you soon, most likely.\I hope you understand.\Please take good care of Subaru.\Today may be the last chance we have to gaze calmly at the moon. response:	Starting Life from Zero in Another World
