context: Miss Nureha! response:	Miss Nureha!
context: By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes. response:	Serara?
context: Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara? response:	What's that?
context: She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara?\What's that? response:	It looks like black clouds...
context: Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara?\What's that?\It looks like black clouds... response:	No, that isn't a cloud.
context: Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara?\What's that?\It looks like black clouds...\No, that isn't a cloud. response:	Those are wyverns!
context: Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara?\What's that?\It looks like black clouds...\No, that isn't a cloud.\Those are wyverns! response:	They're heading straight for this town!
context: If Roe 2 will be splitting up with us, we can't rely on her summons.\We need to find a place to repair our summon flutes.\Serara?\What's that?\It looks like black clouds...\No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town! response:	This is bad...
context: We need to find a place to repair our summon flutes.\Serara?\What's that?\It looks like black clouds...\No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town!\This is bad... response:	Hide somewhere safe, Dariella!
context: Serara?\What's that?\It looks like black clouds...\No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella! response:	What are you going to do?
context: What's that?\It looks like black clouds...\No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella!\What are you going to do? response:	What the heck is going on?
context: It looks like black clouds...\No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on? response:	Individual levels confirmed.
context: No, that isn't a cloud.\Those are wyverns!\They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on?\Individual levels confirmed. response:	Wyvern Rank/Normal
context: Those are wyverns!\They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal response:	42, 46, 43, 50!
context: They're heading straight for this town!\This is bad...\Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50! response:	What do we do, Minori?
context: This is bad...\Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori? response:	Regardless of their levels, we can't handle that many!
context: Hide somewhere safe, Dariella!\What are you going to do?\What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many! response:	Minori! Serara!
context: What are you going to do?\What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara! response:	Tohya!
context: What the heck is going on?\Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya! response:	We have to get out of town for now.
context: Individual levels confirmed.\Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya!\We have to get out of town for now. response:	We can't let this place become a battlefield!
context: Wyvern Rank/Normal\42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya!\We have to get out of town for now.\We can't let this place become a battlefield! response:	But...
context: 42, 46, 43, 50!\What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya!\We have to get out of town for now.\We can't let this place become a battlefield!\But... response:	Hurry!
context: What do we do, Minori?\Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya!\We have to get out of town for now.\We can't let this place become a battlefield!\But...\Hurry! response:	All right.
context: Regardless of their levels, we can't handle that many!\Minori! Serara!\Tohya!\We have to get out of town for now.\We can't let this place become a battlefield!\But...\Hurry!\All right. response:	Let's go, Serara.
context: Minori! Serara!\Tohya!\We have to get out of town for now.\We can't let this place become a battlefield!\But...\Hurry!\All right.\Let's go, Serara. response:	Yeah!
context: Tohya!\We have to get out of town for now.\We can't let this place become a battlefield!\But...\Hurry!\All right.\Let's go, Serara.\Yeah! response:	The Odyssey Knights stand against the wyvern horde attacking the town.
context: We have to get out of town for now.\We can't let this place become a battlefield!\But...\Hurry!\All right.\Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town. response:	They fight not to protect, but to risk their lives in a horrific battle.
context: We can't let this place become a battlefield!\But...\Hurry!\All right.\Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle. response:	Tohya and the others are frozen stiff.
context: But...\Hurry!\All right.\Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle.\Tohya and the others are frozen stiff. response:	But Isuzu and Rudy run...
context: Hurry!\All right.\Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle.\Tohya and the others are frozen stiff.\But Isuzu and Rudy run... response:	To challenge a god to a fight.
context: All right.\Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle.\Tohya and the others are frozen stiff.\But Isuzu and Rudy run...\To challenge a god to a fight. response:	The Red Night
context: Let's go, Serara.\Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle.\Tohya and the others are frozen stiff.\But Isuzu and Rudy run...\To challenge a god to a fight.\The Red Night response:	Next time: The Red Night.
context: Yeah!\The Odyssey Knights stand against the wyvern horde attacking the town.\They fight not to protect, but to risk their lives in a horrific battle.\Tohya and the others are frozen stiff.\But Isuzu and Rudy run...\To challenge a god to a fight.\The Red Night\Next time: The Red Night. response:	I have friends to run with me.
