context: Hmm... response:	Blanc et Noir.
context: I think we've now met!\Hey, it's not safe.\Stop.\Maybe, but...\Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time.\What? response:	I'm sure it'll tell us now where the missing people went.
context: Hey, it's not safe.\Stop.\Maybe, but...\Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went. response:	You...
context: Stop.\Maybe, but...\Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went.\You... response:	So cute.
context: Maybe, but...\Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went.\You...\So cute. response:	What?
context: Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went.\You...\So cute.\What? response:	Don't stare! Damn it!
context: Huh?\C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went.\You...\So cute.\What?\Don't stare! Damn it! response:	Who are you?
context: C'mon, Senpai! Now's the time.\What?\I'm sure it'll tell us now where the missing people went.\You...\So cute.\What?\Don't stare! Damn it!\Who are you? response:	Aww, no way.
context: What?\I'm sure it'll tell us now where the missing people went.\You...\So cute.\What?\Don't stare! Damn it!\Who are you?\Aww, no way. response:	C'mon.
context: I'm sure it'll tell us now where the missing people went.\You...\So cute.\What?\Don't stare! Damn it!\Who are you?\Aww, no way.\C'mon. response:	Should I drop fuel?
context: You...\So cute.\What?\Don't stare! Damn it!\Who are you?\Aww, no way.\C'mon.\Should I drop fuel? response:	Hey, don't stop.
context: So cute.\What?\Don't stare! Damn it!\Who are you?\Aww, no way.\C'mon.\Should I drop fuel?\Hey, don't stop. response:	Imma kill you! You're in the way!
context: What?\Don't stare! Damn it!\Who are you?\Aww, no way.\C'mon.\Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way! response:	Who you talking to, huh?
context: Don't stare! Damn it!\Who are you?\Aww, no way.\C'mon.\Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh? response:	Outta the way, man.
context: Who are you?\Aww, no way.\C'mon.\Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man. response:	Let me go!
context: Aww, no way.\C'mon.\Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man.\Let me go! response:	Apologize!
context: C'mon.\Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man.\Let me go!\Apologize! response:	Don't get ahead of yourself!
context: Should I drop fuel?\Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man.\Let me go!\Apologize!\Don't get ahead of yourself! response:	You started it!
context: Hey, don't stop.\Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man.\Let me go!\Apologize!\Don't get ahead of yourself!\You started it! response:	Y-Yummyyy!
context: Imma kill you! You're in the way!\Who you talking to, huh?\Outta the way, man.\Let me go!\Apologize!\Don't get ahead of yourself!\You started it!\Y-Yummyyy! response:	Crap!
context: Who you talking to, huh?\Outta the way, man.\Let me go!\Apologize!\Don't get ahead of yourself!\You started it!\Y-Yummyyy!\Crap! response:	There's blood!
context: Outta the way, man.\Let me go!\Apologize!\Don't get ahead of yourself!\You started it!\Y-Yummyyy!\Crap!\There's blood! response:	Get an ambulance!
context: Let me go!\Apologize!\Don't get ahead of yourself!\You started it!\Y-Yummyyy!\Crap!\There's blood!\Get an ambulance! response:	You make the call.
context: Apologize!\Don't get ahead of yourself!\You started it!\Y-Yummyyy!\Crap!\There's blood!\Get an ambulance!\You make the call. response:	Get an ambulance!
context: Don't get ahead of yourself!\You started it!\Y-Yummyyy!\Crap!\There's blood!\Get an ambulance!\You make the call.\Get an ambulance! response:	I'll try this route.
context: You started it!\Y-Yummyyy!\Crap!\There's blood!\Get an ambulance!\You make the call.\Get an ambulance!\I'll try this route. response:	Hey, we have someone injured here who fell down the stairs.
context: Y-Yummyyy!\Crap!\There's blood!\Get an ambulance!\You make the call.\Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs. response:	It will be fine.
context: Crap!\There's blood!\Get an ambulance!\You make the call.\Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine. response:	Let's stay calm and deal with this.
context: There's blood!\Get an ambulance!\You make the call.\Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this. response:	There are three GALAXTERs in the vicinity with first aid experience.
context: Get an ambulance!\You make the call.\Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience. response:	Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.
context: You make the call.\Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit. response:	I'm a nurse!
context: Get an ambulance!\I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse! response:	I can help.
context: I'll try this route.\Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help. response:	Where do you hurt?
context: Hey, we have someone injured here who fell down the stairs.\It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help.\Where do you hurt? response:	I called the ambulance.
context: It will be fine.\Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help.\Where do you hurt?\I called the ambulance. response:	Maybe we don't need one?
context: Let's stay calm and deal with this.\There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help.\Where do you hurt?\I called the ambulance.\Maybe we don't need one? response:	GALAX is far more useful.
context: There are three GALAXTERs in the vicinity with first aid experience.\Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help.\Where do you hurt?\I called the ambulance.\Maybe we don't need one?\GALAX is far more useful. response:	Maybe.
context: Yes, stairs in front of the taxi stand at Tachikawa Station's North Exit.\I'm a nurse!\I can help.\Where do you hurt?\I called the ambulance.\Maybe we don't need one?\GALAX is far more useful.\Maybe. response:	There's a nurse nearby. Looks like it'll be okay.
context: I'm a nurse!\I can help.\Where do you hurt?\I called the ambulance.\Maybe we don't need one?\GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay. response:	Congratulations.
context: I can help.\Where do you hurt?\I called the ambulance.\Maybe we don't need one?\GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations. response:	The world has been updated.
context: Where do you hurt?\I called the ambulance.\Maybe we don't need one?\GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated. response:	Maybe I'll go for another round.
context: I called the ambulance.\Maybe we don't need one?\GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated.\Maybe I'll go for another round. response:	It's not heroes who'll update the world. It's us.
context: Maybe we don't need one?\GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us. response:	Home!
context: GALAX is far more useful.\Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home! response:	Here is my report.
context: Maybe.\There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home!\Here is my report. response:	There were 228,434 new GALAX app installations today.
context: There's a nurse nearby. Looks like it'll be okay.\Congratulations.\The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home!\Here is my report.\There were 228,434 new GALAX app installations today. response:	There are now over two hundred million registered users.
context: Congratulations.\The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home!\Here is my report.\There were 228,434 new GALAX app installations today.\There are now over two hundred million registered users. response:	Sounds good.
context: The world has been updated.\Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home!\Here is my report.\There were 228,434 new GALAX app installations today.\There are now over two hundred million registered users.\Sounds good. response:	87.5 of them are active users, up 0.5 from yesterday.
context: Maybe I'll go for another round.\It's not heroes who'll update the world. It's us.\Home!\Here is my report.\There were 228,434 new GALAX app installations today.\There are now over two hundred million registered users.\Sounds good.\87.5 of them are active users, up 0.5 from yesterday. response:	But there's still a long way to go.
context: It's not heroes who'll update the world. It's us.\Home!\Here is my report.\There were 228,434 new GALAX app installations today.\There are now over two hundred million registered users.\Sounds good.\87.5 of them are active users, up 0.5 from yesterday.\But there's still a long way to go. response:	Man, I'm starving.
