context: /** paper motion here response:	Grad ceremony (distant shot)(necessary?)
context: I feel bad for both of them.\You really are poking your nose in.\But...\I kind of like that about you.\Say that again!\My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to. response:	Why?!
context: You really are poking your nose in.\But...\I kind of like that about you.\Say that again!\My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to.\Why?! response:	Whatever...
context: But...\I kind of like that about you.\Say that again!\My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to.\Why?!\Whatever... response:	What does that mean?!
context: I kind of like that about you.\Say that again!\My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to.\Why?!\Whatever...\What does that mean?! response:	You cheapskate, Takagi!
context: Say that again!\My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to.\Why?!\Whatever...\What does that mean?!\You cheapskate, Takagi! response:	I'm fine with being a cheapskate.
context: My heart wasn't ready!\I I kind of don't want to.\II kind of don't want to.\Why?!\Whatever...\What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate. response:	Anyway, I just thought of something.
context: I I kind of don't want to.\II kind of don't want to.\Why?!\Whatever...\What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something. response:	What?
context: II kind of don't want to.\Why?!\Whatever...\What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something.\What? response:	A way to make memories for Azuki and Saikou.
context: Why?!\Whatever...\What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou. response:	I think we must say that we, juniors, have been taught a lot.
context: Whatever...\What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot. response:	I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,
context: What does that mean?!\You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school, response:	and we pray that you have prepared well for your future.
context: You cheapskate, Takagi!\I'm fine with being a cheapskate.\Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future. response:	Now for the graduating class response address.
context: I'm fine with being a cheapskate.\Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address. response:	Yes, sir.
context: Anyway, I just thought of something.\What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir. response:	Reply address, by graduate representative Iwase Aiko.
context: What?\A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko. response:	Keep your spirits up, Saikou!
context: A way to make memories for Azuki and Saikou.\I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou! response:	We're going to different high schools, but I'll always be cheering you on!
context: I think we must say that we, juniors, have been taught a lot.\I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on! response:	O Okay.
context: I'd like to leave you saying that we've benefited from their by having the upperclassmen at this school,\and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay. response:	OOkay.
context: and we pray that you have prepared well for your future.\Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay. response:	You, too, Takagi.
context: Now for the graduating class response address.\Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay.\You, too, Takagi. response:	R Right.
context: Yes, sir.\Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay.\You, too, Takagi.\R Right. response:	RRight.
context: Reply address, by graduate representative Iwase Aiko.\Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay.\You, too, Takagi.\R Right.\RRight. response:	Don't cry anymore.
context: Keep your spirits up, Saikou!\We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay.\You, too, Takagi.\R Right.\RRight.\Don't cry anymore. response:	But...!
context: We're going to different high schools, but I'll always be cheering you on!\O Okay.\OOkay.\You, too, Takagi.\R Right.\RRight.\Don't cry anymore.\But...! response:	Your snot!
context: O Okay.\OOkay.\You, too, Takagi.\R Right.\RRight.\Don't cry anymore.\But...!\Your snot! response:	Stop it!
context: OOkay.\You, too, Takagi.\R Right.\RRight.\Don't cry anymore.\But...!\Your snot!\Stop it! response:	Mashiro.
context: You, too, Takagi.\R Right.\RRight.\Don't cry anymore.\But...!\Your snot!\Stop it!\Mashiro. response:	Ishizawa...
context: R Right.\RRight.\Don't cry anymore.\But...!\Your snot!\Stop it!\Mashiro.\Ishizawa... response:	Ishizawa...
context: RRight.\Don't cry anymore.\But...!\Your snot!\Stop it!\Mashiro.\Ishizawa...\Ishizawa... response:	I can't forgive you, but I'm was wrong to hit you.
context: Don't cry anymore.\But...!\Your snot!\Stop it!\Mashiro.\Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you. response:	I apologize.
context: But...!\Your snot!\Stop it!\Mashiro.\Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize. response:	Give it your all.
context: Your snot!\Stop it!\Mashiro.\Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all. response:	What did that guy come here for?
context: Stop it!\Mashiro.\Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all.\What did that guy come here for? response:	It's about time we go, huh?
context: Mashiro.\Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all.\What did that guy come here for?\It's about time we go, huh? response:	Yeah.
context: Ishizawa...\Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all.\What did that guy come here for?\It's about time we go, huh?\Yeah. response:	Let's hang out again, okay?
context: Ishizawa...\I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all.\What did that guy come here for?\It's about time we go, huh?\Yeah.\Let's hang out again, okay? response:	Okay.
context: I can't forgive you, but I'm was wrong to hit you.\I apologize.\Give it your all.\What did that guy come here for?\It's about time we go, huh?\Yeah.\Let's hang out again, okay?\Okay. response:	Let me tell you about how I got a boyfriend.
context: I apologize.\Give it your all.\What did that guy come here for?\It's about time we go, huh?\Yeah.\Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend. response:	Kaya, it's about time we head home.
context: Give it your all.\What did that guy come here for?\It's about time we go, huh?\Yeah.\Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home. response:	Huh?
context: What did that guy come here for?\It's about time we go, huh?\Yeah.\Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh? response:	Miho...
context: It's about time we go, huh?\Yeah.\Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh?\Miho... response:	What's wrong with Miho?
context: Yeah.\Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh?\Miho...\What's wrong with Miho? response:	Sorry. I'll email you again later.
context: Let's hang out again, okay?\Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh?\Miho...\What's wrong with Miho?\Sorry. I'll email you again later. response:	Huh? Okay.
context: Okay.\Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh?\Miho...\What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay. response:	Shuujin...
context: Let me tell you about how I got a boyfriend.\Kaya, it's about time we head home.\Huh?\Miho...\What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay.\Shuujin... response:	Huh?
context: Kaya, it's about time we head home.\Huh?\Miho...\What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay.\Shuujin...\Huh? response:	Azuki already went home...
context: Huh?\Miho...\What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay.\Shuujin...\Huh?\Azuki already went home... response:	Miyoshi said she was going to take her time walking home with Azuki on graduation day.
context: Miho...\What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay.\Shuujin...\Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day. response:	Sorry.
context: What's wrong with Miho?\Sorry. I'll email you again later.\Huh? Okay.\Shuujin...\Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry. response:	I remembered something I have to do!
context: Sorry. I'll email you again later.\Huh? Okay.\Shuujin...\Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do! response:	Okay! Hurry!
context: Huh? Okay.\Shuujin...\Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do!\Okay! Hurry! response:	Miho, look! There's a weed growing in a place like this!
context: Shuujin...\Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this! response:	Life sure is amazing.
context: Huh?\Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing. response:	Kaya, you sure like weeds today.
context: Azuki already went home...\Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today. response:	I IIs that so?
context: Miyoshi said she was going to take her time walking home with Azuki on graduation day.\Sorry.\I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so? response:	II Is that so?
context: Sorry.\I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so?\II Is that so? response:	IIIs that so?
context: I remembered something I have to do!\Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so?\II Is that so?\IIIs that so? response:	This is the third time.
context: Okay! Hurry!\Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so?\II Is that so?\IIIs that so?\This is the third time. response:	Man, she's home already!
context: Miho, look! There's a weed growing in a place like this!\Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so?\II Is that so?\IIIs that so?\This is the third time.\Man, she's home already! response:	Miho, look!
context: Life sure is amazing.\Kaya, you sure like weeds today.\I IIs that so?\II Is that so?\IIIs that so?\This is the third time.\Man, she's home already!\Miho, look! response:	Well, I'll be taking my leave.
context: Kaya, you sure like weeds today.\I IIs that so?\II Is that so?\IIIs that so?\This is the third time.\Man, she's home already!\Miho, look!\Well, I'll be taking my leave. response:	See ya later!
context: I IIs that so?\II Is that so?\IIIs that so?\This is the third time.\Man, she's home already!\Miho, look!\Well, I'll be taking my leave.\See ya later! response:	Kaya!
context: II Is that so?\IIIs that so?\This is the third time.\Man, she's home already!\Miho, look!\Well, I'll be taking my leave.\See ya later!\Kaya! response:	Miho, you idiot, don't do that!
context: IIIs that so?\This is the third time.\Man, she's home already!\Miho, look!\Well, I'll be taking my leave.\See ya later!\Kaya!\Miho, you idiot, don't do that! response:	Mashiro obviously came here for a reason!
context: This is the third time.\Man, she's home already!\Miho, look!\Well, I'll be taking my leave.\See ya later!\Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason! response:	Don't run away!
context: Man, she's home already!\Miho, look!\Well, I'll be taking my leave.\See ya later!\Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away! response:	Fight, Saikou-kun!
context: Miho, look!\Well, I'll be taking my leave.\See ya later!\Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun! response:	I must say something...
context: Well, I'll be taking my leave.\See ya later!\Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun!\I must say something... response:	Bad girl, Merry-chan.
context: See ya later!\Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan. response:	I must say something soon...
context: Kaya!\Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan.\I must say something soon... response:	But what should it be...?
context: Miho, you idiot, don't do that!\Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan.\I must say something soon...\But what should it be...? response:	Um...!
context: Mashiro obviously came here for a reason!\Don't run away!\Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan.\I must say something soon...\But what should it be...?\Um...! response:	How long...
context: Don't run away!\Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan.\I must say something soon...\But what should it be...?\Um...!\How long... response:	How long will you wait for me?
context: Fight, Saikou-kun!\I must say something...\Bad girl, Merry-chan.\I must say something soon...\But what should it be...?\Um...!\How long...\How long will you wait for me? response:	I'll wait.
context: I must say something...\Bad girl, Merry-chan.\I must say something soon...\But what should it be...?\Um...!\How long...\How long will you wait for me?\I'll wait. response:	I'll wait forever.
context: Bad girl, Merry-chan.\I must say something soon...\But what should it be...?\Um...!\How long...\How long will you wait for me?\I'll wait.\I'll wait forever. response:	I knew it with just I'll wait.
context: I must say something soon...\But what should it be...?\Um...!\How long...\How long will you wait for me?\I'll wait.\I'll wait forever.\I knew it with just I'll wait. response:	March 21, 2009.
context: But what should it be...?\Um...!\How long...\How long will you wait for me?\I'll wait.\I'll wait forever.\I knew it with just I'll wait.\March 21, 2009. response:	March 21, 2009.
context: Um...!\How long...\How long will you wait for me?\I'll wait.\I'll wait forever.\I knew it with just I'll wait.\March 21, 2009.\March 21, 2009. response:	We graduated middle school.
context: How long...\How long will you wait for me?\I'll wait.\I'll wait forever.\I knew it with just I'll wait.\March 21, 2009.\March 21, 2009.\We graduated middle school. response:	Azuki's waiting for me. What I need to do now is...
context: How long will you wait for me?\I'll wait.\I'll wait forever.\I knew it with just I'll wait.\March 21, 2009.\March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is... response:	Finish Kono Yo wa Kane to Chie, right?
context: I'll wait.\I'll wait forever.\I knew it with just I'll wait.\March 21, 2009.\March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right? response:	I really don't want to lose to Eiji!
context: I'll wait forever.\I knew it with just I'll wait.\March 21, 2009.\March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji! response:	Right!
context: I knew it with just I'll wait.\March 21, 2009.\March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right! response:	Next time,
context: March 21, 2009.\March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right!\Next time, response:	Early Report and Real Deal.
context: March 21, 2009.\We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right!\Next time,\Early Report and Real Deal. response:	Jack NEXT! is the first step towards our dream!
context: We graduated middle school.\Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right!\Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream! response:	Feast and Graduation
context: Azuki's waiting for me. What I need to do now is...\Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right!\Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation response:	Kono Yo wa Kane to Chie
context: Finish Kono Yo wa Kane to Chie, right?\I really don't want to lose to Eiji!\Right!\Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie response:	Kono Yo wa Kane to Chie
context: I really don't want to lose to Eiji!\Right!\Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie response:	Kono Yo wa Kane to Chie
context: Right!\Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie response:	Kono Yo wa Kane to Chie
context: Next time,\Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie response:	Kono Yo wa Kane to Chie
context: Early Report and Real Deal.\Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie response:	MANAGEMENT
context: Jack NEXT! is the first step towards our dream!\Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT response:	Kono Yo wa Kane to Chie
context: Feast and Graduation\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie response:	Municipal
context: Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie\Municipal response:	Mojiyama Park
context: Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie\Municipal\Mojiyama Park response:	Yakusa City Akehi Middle School
context: Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie\Municipal\Mojiyama Park\Yakusa City Akehi Middle School response:	Class of 2008 Graduation Ceremony
context: Kono Yo wa Kane to Chie\Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie\Municipal\Mojiyama Park\Yakusa City Akehi Middle School\Class of 2008 Graduation Ceremony response:	Congrats on Graduation!!
context: Kono Yo wa Kane to Chie\MANAGEMENT\Kono Yo wa Kane to Chie\Municipal\Mojiyama Park\Yakusa City Akehi Middle School\Class of 2008 Graduation Ceremony\Congrats on Graduation!! response:	Preview of Next Episode
context: MANAGEMENT\Kono Yo wa Kane to Chie\Municipal\Mojiyama Park\Yakusa City Akehi Middle School\Class of 2008 Graduation Ceremony\Congrats on Graduation!!\Preview of Next Episode response:	Next Title Here
