context: This Scissor Blade was left behind by the person who killed my father! response:	You're going to tell me!
context: Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time!\Nice!\Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl! response:	Okay, I'll put my own special touch on this one!
context: Interesting!\That won't work this time!\Nice!\Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one! response:	Here we go!
context: That won't work this time!\Nice!\Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go! response:	Fault!
context: Nice!\Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go!\Fault! response:	Oh, come on!
context: Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go!\Fault!\Oh, come on! response:	Double fault! Love-forty!
context: That happened because I anticipated that you would do that.\I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go!\Fault!\Oh, come on!\Double fault! Love-forty! response:	Ryuko, this is your last shot!
context: I put a special spin on it.\Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go!\Fault!\Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot! response:	What's the matter, transfer student?
context: Ryuko, you naughty girl!\Okay, I'll put my own special touch on this one!\Here we go!\Fault!\Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student? response:	Hurry up and serve!
context: Okay, I'll put my own special touch on this one!\Here we go!\Fault!\Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve! response:	Ryuko, use the Scissor Blade!
context: Here we go!\Fault!\Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade! response:	Only the Scissor Blade can withstand our strength!
context: Fault!\Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength! response:	SCISSOR BLADE
context: Oh, come on!\Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE response:	Got it!
context: Double fault! Love-forty!\Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it! response:	Mako! My scissor!
context: Ryuko, this is your last shot!\What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it!\Mako! My scissor! response:	Catch!
context: What's the matter, transfer student?\Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it!\Mako! My scissor!\Catch! response:	Right, then...
context: Hurry up and serve!\Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it!\Mako! My scissor!\Catch!\Right, then... response:	This'll work!
context: Ryuko, use the Scissor Blade!\Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it!\Mako! My scissor!\Catch!\Right, then...\This'll work! response:	You can't be serious!
context: Only the Scissor Blade can withstand our strength!\SCISSOR BLADE\Got it!\Mako! My scissor!\Catch!\Right, then...\This'll work!\You can't be serious! response:	Faul
context: SCISSOR BLADE\Got it!\Mako! My scissor!\Catch!\Right, then...\This'll work!\You can't be serious!\Faul response:	It's all right.
context: Got it!\Mako! My scissor!\Catch!\Right, then...\This'll work!\You can't be serious!\Faul\It's all right. response:	Play along, Hakodate.
context: Mako! My scissor!\Catch!\Right, then...\This'll work!\You can't be serious!\Faul\It's all right.\Play along, Hakodate. response:	Show her the power of your Two-Star.
context: Catch!\Right, then...\This'll work!\You can't be serious!\Faul\It's all right.\Play along, Hakodate.\Show her the power of your Two-Star. response:	Yes, Milady!
context: Right, then...\This'll work!\You can't be serious!\Faul\It's all right.\Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady! response:	As you wish!
context: This'll work!\You can't be serious!\Faul\It's all right.\Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady!\As you wish! response:	Satsuki Kiryuin, you're watching from on high,
context: You can't be serious!\Faul\It's all right.\Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high, response:	issuing orders to your lackeys, same as always.
context: Faul\It's all right.\Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always. response:	It's creepy.
context: It's all right.\Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy. response:	You're going to show me
context: Play along, Hakodate.\Show her the power of your Two-Star.\Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me response:	just how much of that Kamui's power you can tap into.
context: Show her the power of your Two-Star.\Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into. response:	You bitch...
context: Yes, Milady!\As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into.\You bitch... response:	You know that this thing is called a Kamui?
context: As you wish!\Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui? response:	Not so fast. Your opponent is over there.
context: Satsuki Kiryuin, you're watching from on high,\issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there. response:	I'm going to use you as a live-fire exercise to
context: issuing orders to your lackeys, same as always.\It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to response:	loosen up for the Hokkaido away series!
context: It's creepy.\You're going to show me\just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series! response:	Show me what you got, then!
context: You're going to show me\just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then! response:	On the court, you can only count on yourself!
context: just how much of that Kamui's power you can tap into.\You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself! response:	Nobody gets it!
context: You bitch...\You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it! response:	SENI-SOSHITSU
context: You know that this thing is called a Kamui?\Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU response:	Seni-Soshitsu!
context: Not so fast. Your opponent is over there.\I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu! response:	You did it, Ryuko!
context: I'm going to use you as a live-fire exercise to\loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko! response:	Oh, dear. It looks like the match can't go on.
context: loosen up for the Hokkaido away series!\Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on. response:	Don't get too full of yourself, bitch.
context: Show me what you got, then!\On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch. response:	Wait, Sanageyama.
context: On the court, you can only count on yourself!\Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama. response:	The victor of the match is that girl.
context: Nobody gets it!\SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl. response:	Lady Satsuki!
context: SENI-SOSHITSU\Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki! response:	So, are you going to tell me?
context: Seni-Soshitsu!\You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me? response:	Are you the Scissor Blade Woman?
context: You did it, Ryuko!\Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman? response:	What?!
context: Oh, dear. It looks like the match can't go on.\Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman?\What?! response:	If you wish to know the answer,
context: Don't get too full of yourself, bitch.\Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman?\What?!\If you wish to know the answer, response:	ask the question with your skill!
context: Wait, Sanageyama.\The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman?\What?!\If you wish to know the answer,\ask the question with your skill! response:	Ryuko, if you're going to fight, win within two minutes.
context: The victor of the match is that girl.\Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman?\What?!\If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes. response:	Otherwise, you're going to pass out again.
context: Lady Satsuki!\So, are you going to tell me?\Are you the Scissor Blade Woman?\What?!\If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again. response:	That's because you drank too much blood!
context: So, are you going to tell me?\Are you the Scissor Blade Woman?\What?!\If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood! response:	SECRET SWORD BAKUZAN
context: Are you the Scissor Blade Woman?\What?!\If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN response:	Secret Sword Bakuzan.
context: What?!\If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan. response:	This blade can cut even a Kamui.
context: If you wish to know the answer,\ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui. response:	Its edge is even keener than that scissor's.
context: ask the question with your skill!\Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's. response:	The pressure's incredible... Her spirit is amazing...
context: Ryuko, if you're going to fight, win within two minutes.\Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing... response:	Mark my words!
context: Otherwise, you're going to pass out again.\That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words! response:	Next time, I'll finish this once and for all!
context: That's because you drank too much blood!\SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all! response:	Let's go, Mako!
context: SECRET SWORD BAKUZAN\Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako! response:	'Kay!
context: Secret Sword Bakuzan.\This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay! response:	Forgive me, Milady.
context: This blade can cut even a Kamui.\Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay!\Forgive me, Milady. response:	I underestimated the transfer student.
context: Its edge is even keener than that scissor's.\The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay!\Forgive me, Milady.\I underestimated the transfer student. response:	Hakodate is demoted to a No-Star.
context: The pressure's incredible... Her spirit is amazing...\Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay!\Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star. response:	As for Hokkaido, set up an interleague match with the Sumo Club.
context: Mark my words!\Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay!\Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club. response:	As I expected, a Kamui is most formidable.
context: Next time, I'll finish this once and for all!\Let's go, Mako!\'Kay!\Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable. response:	To think it could turn away my blade...
context: Let's go, Mako!\'Kay!\Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade... response:	I shall remember this day, Ryuko Matoi.
context: 'Kay!\Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi. response:	NEXT EPISODE PREVIEW
context: Forgive me, Milady.\I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW response:	Satsuki Kiryuin...
context: I underestimated the transfer student.\Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin... response:	SATSUKI KIRYUIN
context: Hakodate is demoted to a No-Star.\As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN response:	ANOTHER
context: As for Hokkaido, set up an interleague match with the Sumo Club.\As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER response:	Another owner of a Kamui.
context: As I expected, a Kamui is most formidable.\To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui. response:	KAMUI
context: To think it could turn away my blade...\I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui.\KAMUI response:	Before that overwhelming power, Ryuko and I are helpless.
context: I shall remember this day, Ryuko Matoi.\NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless. response:	OVERWHELMING
context: NEXT EPISODE PREVIEW\Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING response:	RYUKO AND I
context: Satsuki Kiryuin...\SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I response:	HELPLESS
context: SATSUKI KIRYUIN\ANOTHER\Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I\HELPLESS response:	Can we win, Ryuko?
context: ANOTHER\Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I\HELPLESS\Can we win, Ryuko? response:	RYUKO MATOI
context: Another owner of a Kamui.\KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I\HELPLESS\Can we win, Ryuko?\RYUKO MATOI response:	EPISODE 3 JUNKETSU
context: KAMUI\Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I\HELPLESS\Can we win, Ryuko?\RYUKO MATOI\EPISODE 3 JUNKETSU response:	Next time on KILL la KILL, Junketsu.
context: Before that overwhelming power, Ryuko and I are helpless.\OVERWHELMING\RYUKO AND I\HELPLESS\Can we win, Ryuko?\RYUKO MATOI\EPISODE 3 JUNKETSU\Next time on KILL la KILL, Junketsu. response:	EPISODE 3 JUNKETSU
