context: Japan... response:	So peaceful, I think I might yawn.
context: Don't say a word.\All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember? response:	So for all intents and purposes, this should suffice!
context: All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice! response:	Or do you have a problem, maybe?
context: Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe? response:	None whatsoever. I'm sorry!
context: That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry! response:	Still...
context: Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still... response:	Your movements when you attacked me, and when you spirited this guy away...
context: That's not what you call a kiss, is it?\What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away... response:	They were quite masterful, you know.
context: What are you talking about?\You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know. response:	You've become so strong.
context: You said to steal a kiss from his lips, remember?\So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong. response:	That makes me happy, too.
context: So for all intents and purposes, this should suffice!\Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong.\That makes me happy, too. response:	Why...
context: Or do you have a problem, maybe?\None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong.\That makes me happy, too.\Why... response:	Why did you disappear all of a sudden, dummy?
context: None whatsoever. I'm sorry!\Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong.\That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy? response:	My bad.
context: Still...\Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong.\That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy?\My bad. response:	They summoned me on short notice.
context: Your movements when you attacked me, and when you spirited this guy away...\They were quite masterful, you know.\You've become so strong.\That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice. response:	And you were out on a mission at the time.
context: They were quite masterful, you know.\You've become so strong.\That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice.\And you were out on a mission at the time. response:	All right, just as I promised, I'll be leaving now,
context: You've become so strong.\That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now, response:	but you better come back to the U.S. someday, Black Tiger.
context: That makes me happy, too.\Why...\Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger. response:	Sure.
context: Why...\Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure. response:	Oh, man.
context: Why did you disappear all of a sudden, dummy?\My bad.\They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man. response:	I really got myself dragged into a mess.
context: My bad.\They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man.\I really got myself dragged into a mess. response:	You got a problem with that?
context: They summoned me on short notice.\And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man.\I really got myself dragged into a mess.\You got a problem with that? response:	Not really.
context: And you were out on a mission at the time.\All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man.\I really got myself dragged into a mess.\You got a problem with that?\Not really. response:	Oh, man, I'm wiped!
context: All right, just as I promised, I'll be leaving now,\but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man.\I really got myself dragged into a mess.\You got a problem with that?\Not really.\Oh, man, I'm wiped! response:	So? What are you gonna do now, Black Tiger?
context: but you better come back to the U.S. someday, Black Tiger.\Sure.\Oh, man.\I really got myself dragged into a mess.\You got a problem with that?\Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger? response:	About what?
context: Sure.\Oh, man.\I really got myself dragged into a mess.\You got a problem with that?\Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what? response:	That guy is Young Mistress's boyfriend, right?
context: Oh, man.\I really got myself dragged into a mess.\You got a problem with that?\Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right? response:	Are you going to be okay with that?
context: I really got myself dragged into a mess.\You got a problem with that?\Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right?\Are you going to be okay with that? response:	Well, now... What could you be talking about?
context: You got a problem with that?\Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right?\Are you going to be okay with that?\Well, now... What could you be talking about? response:	Seriously...
context: Not really.\Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right?\Are you going to be okay with that?\Well, now... What could you be talking about?\Seriously... response:	What are you guys talking about?
context: Oh, man, I'm wiped!\So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right?\Are you going to be okay with that?\Well, now... What could you be talking about?\Seriously...\What are you guys talking about? response:	None of your business!
context: So? What are you gonna do now, Black Tiger?\About what?\That guy is Young Mistress's boyfriend, right?\Are you going to be okay with that?\Well, now... What could you be talking about?\Seriously...\What are you guys talking about?\None of your business! response:	She's such a child.
