context: Act 11 The Adventure of the Pistol Daimyo Bullet Counting Song response:	Stop! Stop!
context: it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire, response:	they will shift to this plan.
context: The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan. response:	This so-called Black King's plan is to destroy the world in the first place, right?
context: I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right? response:	If he doesn't have any intention to govern it, it will be completely in disarray.
context: I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray. response:	Therefore, the best course of action would be to allow them to attack Orte for a bit,
context: Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit, response:	then step in to save the empire, but...
context: It would be disastrous.\If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but... response:	We'll behead them all! Prepare yourselves!
context: If they can no longer manipulate the\aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves! response:	This is what war is all about!
context: aristocrats, pulling strings to control the empire,\they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about! response:	Ready! Take positions!
context: they will shift to this plan.\This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions! response:	Yeah!
context: This so-called Black King's plan is to destroy the world in the first place, right?\If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions!\Yeah! response:	Olminu! Can you hear me?!
context: If he doesn't have any intention to govern it, it will be completely in disarray.\Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions!\Yeah!\Olminu! Can you hear me?! response:	Relay all communications transmitted through the crystal spheres!
context: Therefore, the best course of action would be to allow them to attack Orte for a bit,\then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions!\Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres! response:	I will relay conversations.
context: then step in to save the empire, but...\We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions!\Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations. response:	I have never done this before, but...
context: We'll behead them all! Prepare yourselves!\This is what war is all about!\Ready! Take positions!\Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but... response:	They're coming... Coming.
context: This is what war is all about!\Ready! Take positions!\Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but...\They're coming... Coming. response:	They're coming... right at us... Coming over...
context: Ready! Take positions!\Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over... response:	Come. Come. Come.
context: Yeah!\Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come. response:	Come on!
context: Olminu! Can you hear me?!\Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come.\Come on! response:	Musketeers, load your weapons!
context: Relay all communications transmitted through the crystal spheres!\I will relay conversations.\I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come.\Come on!\Musketeers, load your weapons! response:	Form a line!
context: I will relay conversations.\I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come.\Come on!\Musketeers, load your weapons!\Form a line! response:	This is this world's first ever experience with gunfire.
context: I have never done this before, but...\They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come.\Come on!\Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire. response:	You are the harbingers!
context: They're coming... Coming.\They're coming... right at us... Coming over...\Come. Come. Come.\Come on!\Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers! response:	You are leading from the cutting edge.
context: They're coming... right at us... Coming over...\Come. Come. Come.\Come on!\Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge. response:	Hundreds of millions of guns shall follow after you.
context: Come. Come. Come.\Come on!\Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you. response:	You all are now standing on the precipice of history!
context: Come on!\Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history! response:	Hold it. Not yet!
context: Musketeers, load your weapons!\Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet! response:	Hold it.
context: Form a line!\This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it. response:	Not yet.
context: This is this world's first ever experience with gunfire.\You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it.\Not yet. response:	Hold it. Hold it!
context: You are the harbingers!\You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it.\Not yet.\Hold it. Hold it! response:	A bit closer.
context: You are leading from the cutting edge.\Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it.\Not yet.\Hold it. Hold it!\A bit closer. response:	Hold it.
context: Hundreds of millions of guns shall follow after you.\You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it.\Not yet.\Hold it. Hold it!\A bit closer.\Hold it. response:	Fire!
context: You all are now standing on the precipice of history!\Hold it. Not yet!\Hold it.\Not yet.\Hold it. Hold it!\A bit closer.\Hold it.\Fire! response:	The forceful power of the gun...
context: Hold it. Not yet!\Hold it.\Not yet.\Hold it. Hold it!\A bit closer.\Hold it.\Fire!\The forceful power of the gun... response:	The sum of these effects...
context: Hold it.\Not yet.\Hold it. Hold it!\A bit closer.\Hold it.\Fire!\The forceful power of the gun...\The sum of these effects... response:	Really, a powerful thing.
context: Not yet.\Hold it. Hold it!\A bit closer.\Hold it.\Fire!\The forceful power of the gun...\The sum of these effects...\Really, a powerful thing. response:	Olminu! Signal Yoichi!
context: Hold it. Hold it!\A bit closer.\Hold it.\Fire!\The forceful power of the gun...\The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi! response:	Y-Yoichi!
context: A bit closer.\Hold it.\Fire!\The forceful power of the gun...\The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi! response:	It's really incredible.
context: Hold it.\Fire!\The forceful power of the gun...\The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible. response:	What is... that?
context: Fire!\The forceful power of the gun...\The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible.\What is... that? response:	We can't just keep hanging back.
context: The forceful power of the gun...\The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible.\What is... that?\We can't just keep hanging back. response:	Aim for center mass. Rain arrows down on them!
context: The sum of these effects...\Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible.\What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them! response:	Perfect timing!
context: Really, a powerful thing.\Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible.\What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing! response:	These spheres are really incredible.
context: Olminu! Signal Yoichi!\Y-Yoichi!\It's really incredible.\What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible. response:	This is great.
context: Y-Yoichi!\It's really incredible.\What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible.\This is great. response:	I wish I could take this back in time and use it in the Battle of Okehazama.
context: It's really incredible.\What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama. response:	Slow... Really slow, as expected.
context: What is... that?\We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected. response:	One more volley... Just one more volley will decide it all.
context: We can't just keep hanging back.\Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all. response:	But I shouldn't pressure them.
context: Aim for center mass. Rain arrows down on them!\Perfect timing!\These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them. response:	Don't rush! Ensure the quantity is right!
context: Perfect timing!\These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right! response:	No need to get in a rush!
context: These spheres are really incredible.\This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush! response:	Second volley...
context: This is great.\I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley... response:	The core value of Tanegashima lies not in stopping power or range...
context: I wish I could take this back in time and use it in the Battle of Okehazama.\Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range... response:	Tanegashima rules with fear.
context: Slow... Really slow, as expected.\One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear. response:	When the sound and smoke rise, someone is going to die.
context: One more volley... Just one more volley will decide it all.\But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die. response:	The moment the second volley hits, they realize that.
context: But I shouldn't pressure them.\Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that. response:	The moment that is understood...
context: Don't rush! Ensure the quantity is right!\No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood... response:	In that moment, if they stop moving their faltering feet...
context: No need to get in a rush!\Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet... response:	Charge forward!
context: Second volley...\The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward! response:	The warriors plunge into the enemy, carving through both mind and body.
context: The core value of Tanegashima lies not in stopping power or range...\Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body. response:	The human musketeers led by Nobunaga,
context: Tanegashima rules with fear.\When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga, response:	the Elven archers led by Yoichi...
context: When the sound and smoke rise, someone is going to die.\The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi... response:	That would be the optimum solution.
context: The moment the second volley hits, they realize that.\The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution. response:	Shimazu...
context: The moment that is understood...\In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu... response:	Shimazu!
context: In that moment, if they stop moving their faltering feet...\Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu...\Shimazu! response:	Shimazu!
context: Charge forward!\The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu...\Shimazu!\Shimazu! response:	Way of the Warrior
context: The warriors plunge into the enemy, carving through both mind and body.\The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu...\Shimazu!\Shimazu!\Way of the Warrior response:	Rebellious Satsuma
context: The human musketeers led by Nobunaga,\the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu...\Shimazu!\Shimazu!\Way of the Warrior\Rebellious Satsuma response:	Probing Assault
context: the Elven archers led by Yoichi...\That would be the optimum solution.\Shimazu...\Shimazu!\Shimazu!\Way of the Warrior\Rebellious Satsuma\Probing Assault response:	Act 12 Staring at Shinsengumi The Song of the Fervid Kyushu Man
