context: What was it? response:	I've had this feeling ever since last night that I'm supposed to do something...
context: so Josuke's mom drove him to a hospital in S City.\But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened. response:	Wh-What do you want? Go away!
context: But on that day, Morioh was hit with its worst blizzard in 18 years.\It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away! response:	That kid is sick, right? I'll push your car for you.
context: It's no use... What should I do?\Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you. response:	Huh?
context: Cars don't come by here often,\and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh? response:	Hurry up and step on the gas.
context: and there are no pay phones.\I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas. response:	Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.
context: I should have called an ambulance at the house.\I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again. response:	O-Okay...
context: I shouldn't have brought Josuke out in this snow.\That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay... response:	Thank you!
context: That's when it happened.\Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you! response:	His mom looked for that boy later,
context: Wh-What do you want? Go away!\That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you!\His mom looked for that boy later, response:	but couldn't find a single lead.
context: That kid is sick, right? I'll push your car for you.\Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you!\His mom looked for that boy later,\but couldn't find a single lead. response:	Though the boy didn't personally save Josuke's life,
context: Huh?\Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you!\His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life, response:	the four-year-old Josuke thought that what the boy did
context: Hurry up and step on the gas.\Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you!\His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did response:	made him his hero.
context: Once you get moving, don't stop. Just keep going... Or your tires will get stuck in the snow again.\O-Okay...\Thank you!\His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero. response:	He's an inspiration that's burned into his heart,
context: O-Okay...\Thank you!\His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart, response:	and his example of how to live.
context: Thank you!\His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live. response:	So when someone insults that,
context: His mom looked for that boy later,\but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that, response:	something deep in his heart snaps.
context: but couldn't find a single lead.\Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that,\something deep in his heart snaps. response:	I don't know who he is,
context: Though the boy didn't personally save Josuke's life,\the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that,\something deep in his heart snaps.\I don't know who he is, response:	but I admire him so much that I copied his hairstyle.
context: the four-year-old Josuke thought that what the boy did\made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that,\something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle. response:	And I won't forgive anyone who insults it,
context: made him his hero.\He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that,\something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it, response:	because it's the same as insulting him.
context: He's an inspiration that's burned into his heart,\and his example of how to live.\So when someone insults that,\something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him. response:	I think that story might be the reason.
context: and his example of how to live.\So when someone insults that,\something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason. response:	Though I thought Josuke was making it up,
context: So when someone insults that,\something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up, response:	so I wasn't listening very carefully.
context: something deep in his heart snaps.\I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully. response:	Huh... I had no idea something like that happened.
context: I don't know who he is,\but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened. response:	Rohan's holding a pen!
context: but I admire him so much that I copied his hairstyle.\And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen! response:	Bastard! You're going to try again?!
context: And I won't forgive anyone who insults it,\because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?! response:	N-No...
context: because it's the same as insulting him.\I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?!\N-No... response:	I-I wanted to sketch this and write a memo before I lost consciousness.
context: I think that story might be the reason.\Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness. response:	What a wonderful story! And I just experienced something amazing.
context: Though I thought Josuke was making it up,\so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing. response:	I'm so happy.
context: so I wasn't listening very carefully.\Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy. response:	I don't get to experience something like this often.
context: Huh... I had no idea something like that happened.\Rohan's holding a pen!\Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often. response:	If I can make it work in my own project...
context: Rohan's holding a pen!\Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project... response:	I'm so lucky.
context: Bastard! You're going to try again?!\N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky. response:	I'm so glad I moved to Morioh.
context: N-No...\I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh. response:	It's no use.
context: I-I wanted to sketch this and write a memo before I lost consciousness.\What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh.\It's no use. response:	Until he dies, he'll keep trying to use anything as material
context: What a wonderful story! And I just experienced something amazing.\I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material response:	for his manga, no matter how horrible the experience.
context: I'm so happy.\I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience. response:	At this point, you have to commend him.
context: I don't get to experience something like this often.\If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him. response:	Putting good and bad aside, I have to admire that attitude.
context: If I can make it work in my own project...\I'm so lucky.\I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude. response:	He really is a super manga artist.
context: I'm so lucky.\I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist. response:	There you are, manga artist!
context: I'm so glad I moved to Morioh.\It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist! response:	I'm not done punching you!
context: It's no use.\Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist!\I'm not done punching you! response:	You sort of have to commend him, too.
context: Until he dies, he'll keep trying to use anything as material\for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too. response:	Y-Yeah...
context: for his manga, no matter how horrible the experience.\At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah... response:	Sorry!
context: At this point, you have to commend him.\Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah...\Sorry! response:	Rohan Kishibe's Pink Dark Boy Notice of Hiatus
context: Putting good and bad aside, I have to admire that attitude.\He really is a super manga artist.\There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus response:	Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)
context: He really is a super manga artist.\There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors) response:	Rohan Kishibe's
context: There you are, manga artist!\I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Rohan Kishibe's response:	Pink Dark Boy will be on hiatus for about a month.
context: I'm not done punching you!\You sort of have to commend him, too.\Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Rohan Kishibe's\Pink Dark Boy will be on hiatus for about a month. response:	Rohan Kishibe's Pink Dark Boy Notice of Hiatus
context: You sort of have to commend him, too.\Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Rohan Kishibe's\Pink Dark Boy will be on hiatus for about a month.\Rohan Kishibe's Pink Dark Boy Notice of Hiatus response:	Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)
context: Y-Yeah...\Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Rohan Kishibe's\Pink Dark Boy will be on hiatus for about a month.\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors) response:	Episode 16 Let's Go Hunting!
context: Sorry!\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Rohan Kishibe's\Pink Dark Boy will be on hiatus for about a month.\Rohan Kishibe's Pink Dark Boy Notice of Hiatus\Thank you for always reading Pink Dark Boy. For personal reasons, we will be on hiatus for about one month. (From the Editors)\Episode 16 Let's Go Hunting! response:	Episode 16 Let's Go Hunt ing!
