context: Don't... response:	Please, don't!
context: Naturally, we'll start with the weakest!\Mako!\W-What's going on?!\Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty! response:	I'm so sorry I tricked you!
context: Mako!\W-What's going on?!\Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you! response:	What's up?
context: W-What's going on?!\Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up? response:	Aren't you going to try out your strepower?
context: Why won't my body move?!\What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower? response:	Please! I'll give back the Kamui!
context: What the hell? It's not working!\It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui! response:	Grr! What's wrong with this stupid outfit?!
context: It's as if my body's turned to stone!\Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?! response:	So uppity! So impertinent!
context: Senketsu... Is it you?\W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent! response:	It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!
context: W-What do you think you're doing? S-Stop! Let's not be hasty!\I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit! response:	It's freshly cleaned. I bet they just used too much starch.
context: I'm so sorry I tricked you!\What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch. response:	Right?!
context: What's up?\Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?! response:	Making me drink that grimy blood of hers!
context: Aren't you going to try out your strepower?\Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers! response:	I'm sorry I was late, Ryuko!
context: Please! I'll give back the Kamui!\Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko! response:	Yeah, but since you didn't cheat on me, I'll forgive you.
context: Grr! What's wrong with this stupid outfit?!\So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you. response:	Look, Ryuko! There's only five minutes to go until the first period bell rings!
context: So uppity! So impertinent!\It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings! response:	We have to hurry!
context: It's the outfit! It's all this stupid outfit's fault! This stupid, broken outfit!\It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry! response:	I don't wanna be late and get expelled!
context: It's freshly cleaned. I bet they just used too much starch.\Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled! response:	Ow...
context: Right?!\Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled!\Ow... response:	I hit my head on the air...
context: Making me drink that grimy blood of hers!\I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled!\Ow...\I hit my head on the air... response:	W-What the?
context: I'm sorry I was late, Ryuko!\Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled!\Ow...\I hit my head on the air...\W-What the? response:	What the hell is going on?
context: Yeah, but since you didn't cheat on me, I'll forgive you.\Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled!\Ow...\I hit my head on the air...\W-What the?\What the hell is going on? response:	Moron!
context: Look, Ryuko! There's only five minutes to go until the first period bell rings!\We have to hurry!\I don't wanna be late and get expelled!\Ow...\I hit my head on the air...\W-What the?\What the hell is going on?\Moron! response:	This is my ultimate weapon!
context: We have to hurry!\I don't wanna be late and get expelled!\Ow...\I hit my head on the air...\W-What the?\What the hell is going on?\Moron!\This is my ultimate weapon! response:	I set it up on the off chance that this might happen!
context: I don't wanna be late and get expelled!\Ow...\I hit my head on the air...\W-What the?\What the hell is going on?\Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen! response:	A fake school!
context: Ow...\I hit my head on the air...\W-What the?\What the hell is going on?\Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school! response:	And now...!
context: I hit my head on the air...\W-What the?\What the hell is going on?\Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school!\And now...! response:	It's all over for you!
context: W-What the?\What the hell is going on?\Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school!\And now...!\It's all over for you! response:	Once my fake-school trap, Begin All Over Again, is activated,
context: What the hell is going on?\Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school!\And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated, response:	no one can stop it!
context: Moron!\This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school!\And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it! response:	Like hell it's over!
context: This is my ultimate weapon!\I set it up on the off chance that this might happen!\A fake school!\And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over! response:	I'll just have to pound on you again and
context: I set it up on the off chance that this might happen!\A fake school!\And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over!\I'll just have to pound on you again and response:	make you tell us how to stop this thing!
context: A fake school!\And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing! response:	How about now?
context: And now...!\It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now? response:	Wait! Are you out of your mind?!
context: It's all over for you!\Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?! response:	Now that I've failed in my plan to take the Kamui,
context: Once my fake-school trap, Begin All Over Again, is activated,\no one can stop it!\Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui, response:	I swear on my pride as a Disciplinary Committee member
context: no one can stop it!\Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member response:	that I will at least see that you are
context: Like hell it's over!\I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are response:	forever branded as a tardy student, Ryuko Matoi!
context: I'll just have to pound on you again and\make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi! response:	It will be Maiko Ogure's final act of defiance!
context: make you tell us how to stop this thing!\How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance! response:	All glory to Honnouji Academy!
context: How about now?\Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy! response:	Kidding!
context: Wait! Are you out of your mind?!\Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding! response:	Ryuko, be careful! It's coming apart!
context: Now that I've failed in my plan to take the Kamui,\I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart! response:	Ryuko, help!
context: I swear on my pride as a Disciplinary Committee member\that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help! response:	Mako!
context: that I will at least see that you are\forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako! response:	Ryuko, put me on!
context: forever branded as a tardy student, Ryuko Matoi!\It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako!\Ryuko, put me on! response:	Right, I forgot!
context: It will be Maiko Ogure's final act of defiance!\All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako!\Ryuko, put me on!\Right, I forgot! response:	Life Fiber Synchronization! Kamui Senketsu!
context: All glory to Honnouji Academy!\Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako!\Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu! response:	KAMUI SENKETSU
context: Kidding!\Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako!\Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU response:	What the hell?
context: Ryuko, be careful! It's coming apart!\Ryuko, help!\Mako!\Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell? response:	This is the sea! This is way past square one!
context: Ryuko, help!\Mako!\Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one! response:	You'll never make it in time, even wearing me.
context: Mako!\Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me. response:	You'll be late!
context: Ryuko, put me on!\Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late! response:	This station is the nonstop rope expresso-way to school
context: Right, I forgot!\Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school response:	for rich folks that us No-Stars could never ride in a million years!
context: Life Fiber Synchronization! Kamui Senketsu!\KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years! response:	I always wanted to ride this!
context: KAMUI SENKETSU\What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this! response:	What? It's nonstop?
context: What the hell?\This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop? response:	Hey! You No-Stars can't be in he
context: This is the sea! This is way past square one!\You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he response:	Shut your mouth and take us to the end of the line at full throttle!
context: You'll never make it in time, even wearing me.\You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle! response:	Mako! Hurry, get in!
context: You'll be late!\This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in! response:	But we have to pay the ropeway fare!
context: This station is the nonstop rope expresso-way to school\for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare! response:	No wallet!
context: for rich folks that us No-Stars could never ride in a million years!\I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet! response:	There's nothing for it.
context: I always wanted to ride this!\What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet!\There's nothing for it. response:	I'll just have to leave my precious, precious croquette lunch instead!
context: What? It's nonstop?\Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead! response:	Who cares about that?! Just get in here!
context: Hey! You No-Stars can't be in he\Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here! response:	Yay! Yay! I always wanted to ride this! I always wanted to ride this!
context: Shut your mouth and take us to the end of the line at full throttle!\Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this! response:	How many minutes are left?!
context: Mako! Hurry, get in!\But we have to pay the ropeway fare!\No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?! response:	One minute! In one minute, we'll be late! And expelled!
context: But we have to pay the ropeway fare!\No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled! response:	No way! One minute?!
context: No wallet!\There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?! response:	I'm gonna get us to homeroom on time, if only out of spite!
context: There's nothing for it.\I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite! response:	Curses, I came so close.
context: I'll just have to leave my precious, precious croquette lunch instead!\Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close. response:	Well, no matter.
context: Who cares about that?! Just get in here!\Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter. response:	I'll play the good subordinate for the time being
context: Yay! Yay! I always wanted to ride this! I always wanted to ride this!\How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being response:	and wait for another opportunity to present itself.
context: How many minutes are left?!\One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself. response:	I heard everything, Ogure!
context: One minute! In one minute, we'll be late! And expelled!\No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure! response:	Master Gamagoori!
context: No way! One minute?!\I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori! response:	Steal the Kamui and overthrow Lady Satsuki, eh?
context: I'm gonna get us to homeroom on time, if only out of spite!\Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh? response:	That's far beyond the likes of you!
context: Curses, I came so close.\Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you! response:	P-Please forgive me...
context: Well, no matter.\I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me... response:	Never! You are expelled!
context: I'll play the good subordinate for the time being\and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled! response:	EXPELLED
context: and wait for another opportunity to present itself.\I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled!\EXPELLED response:	You don't deserve to attend Honnouji Academy!
context: I heard everything, Ogure!\Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy! response:	Get out of my sight!
context: Master Gamagoori!\Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight! response:	Damn that Matoi...
context: Steal the Kamui and overthrow Lady Satsuki, eh?\That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi... response:	30 seconds!
context: That's far beyond the likes of you!\P-Please forgive me...\Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi...\30 seconds! response:	Got it!
context: P-Please forgive me...\Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi...\30 seconds!\Got it! response:	There's no time to get out at the station!
context: Never! You are expelled!\EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi...\30 seconds!\Got it!\There's no time to get out at the station! response:	Let's see, next up is... Matoi.
context: EXPELLED\You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi...\30 seconds!\Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi. response:	Ryuko Matoi.
context: You don't deserve to attend Honnouji Academy!\Get out of my sight!\Damn that Matoi...\30 seconds!\Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi. response:	Ryuko Matoi?
context: Get out of my sight!\Damn that Matoi...\30 seconds!\Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi? response:	Present.
context: Damn that Matoi...\30 seconds!\Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi?\Present. response:	NEXT EPISODE PREVIEW
context: 30 seconds!\Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW response:	The man is silent.
context: Got it!\There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW\The man is silent. response:	SILENT
context: There's no time to get out at the station!\Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW\The man is silent.\SILENT response:	He says but one thing, and it is to his prey when he has them cornered.
context: Let's see, next up is... Matoi.\Ryuko Matoi.\Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW\The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered. response:	PREY
context: Ryuko Matoi.\Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW\The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY response:	BUT ONE THING
context: Ryuko Matoi?\Present.\NEXT EPISODE PREVIEW\The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY\BUT ONE THING response:	SAYS
context: Present.\NEXT EPISODE PREVIEW\The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY\BUT ONE THING\SAYS response:	TAKE OFF YOUR CLOTHES
context: NEXT EPISODE PREVIEW\The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY\BUT ONE THING\SAYS\TAKE OFF YOUR CLOTHES response:	Take off your clothes.
context: The man is silent.\SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY\BUT ONE THING\SAYS\TAKE OFF YOUR CLOTHES\Take off your clothes. response:	Next time on Kill la Kill, Trigger.
context: SILENT\He says but one thing, and it is to his prey when he has them cornered.\PREY\BUT ONE THING\SAYS\TAKE OFF YOUR CLOTHES\Take off your clothes.\Next time on Kill la Kill, Trigger. response:	EPISODE 5 TRIGGER
