context: Oh? response:	This is a really beautiful array of code.
context: Oh, hello, Tohru-san!\Hello!\Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san! response:	I-It's a bear!
context: Hello!\Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear! response:	Heh.
context: Hello.\You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear!\Heh. response:	Perfect.
context: You're getting a lot of greetings today.\Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear!\Heh.\Perfect. response:	I'll show you I've gotten stronger!
context: Ryuu-san, let's go home already.\I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear!\Heh.\Perfect.\I'll show you I've gotten stronger! response:	Ryuu-san!
context: I won't just quietly stay defeated!\I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear!\Heh.\Perfect.\I'll show you I've gotten stronger!\Ryuu-san! response:	Episode 4
context: I'll get stronger and have my revenge!\Ryuu-san!\I-It's a bear!\Heh.\Perfect.\I'll show you I've gotten stronger!\Ryuu-san!\Episode 4 response:	When in Rome, Do as the Romans Do (It's Hard to Match Others)
context: Ryuu-san!\I-It's a bear!\Heh.\Perfect.\I'll show you I've gotten stronger!\Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others) response:	Take, take, take me away somewhere,
context: I-It's a bear!\Heh.\Perfect.\I'll show you I've gotten stronger!\Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere, response:	jump, jump, jump to Parkour Land!
context: Heh.\Perfect.\I'll show you I've gotten stronger!\Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land! response:	I want to go to an amusement park!
context: Perfect.\I'll show you I've gotten stronger!\Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park! response:	Huh?
context: I'll show you I've gotten stronger!\Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh? response:	I never did understand what was so fun about amusement parks.
context: Ryuu-san!\Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks. response:	Mrr!
context: Episode 4\When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks.\Mrr! response:	Have you never been to one, Miss Kobayashi?
context: When in Rome, Do as the Romans Do (It's Hard to Match Others)\Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi? response:	Spot On
context: Take, take, take me away somewhere,\jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi?\Spot On response:	If so, we can go and tell you what it's like.
context: jump, jump, jump to Parkour Land!\I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like. response:	A dragon's going to teach me something about this world?
context: I want to go to an amusement park!\Huh?\I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world? response:	No.
context: Huh?\I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No. response:	Oh, well! I'll take you to one, since I know them so well!
context: I never did understand what was so fun about amusement parks.\Mrr!\Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well! response:	This is an exception, though!
context: Mrr!\Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though! response:	Yay!
context: Have you never been to one, Miss Kobayashi?\Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay! response:	Can I invite Saikawa, too?
context: Spot On\If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay!\Can I invite Saikawa, too? response:	Sure.
context: If so, we can go and tell you what it's like.\A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay!\Can I invite Saikawa, too?\Sure. response:	Parkour Land
context: A dragon's going to teach me something about this world?\No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay!\Can I invite Saikawa, too?\Sure.\Parkour Land response:	We're here.
context: No.\Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay!\Can I invite Saikawa, too?\Sure.\Parkour Land\We're here. response:	What is this place?
context: Oh, well! I'll take you to one, since I know them so well!\This is an exception, though!\Yay!\Can I invite Saikawa, too?\Sure.\Parkour Land\We're here.\What is this place? response:	It's hard to believe we're still in the same country.
context: This is an exception, though!\Yay!\Can I invite Saikawa, too?\Sure.\Parkour Land\We're here.\What is this place?\It's hard to believe we're still in the same country. response:	Right? So this is the kind of place it is.
context: Yay!\Can I invite Saikawa, too?\Sure.\Parkour Land\We're here.\What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is. response:	Huh?!
context: Can I invite Saikawa, too?\Sure.\Parkour Land\We're here.\What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?! response:	No, it's nothing!
context: Sure.\Parkour Land\We're here.\What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?!\No, it's nothing! response:	The unusual...
context: Parkour Land\We're here.\What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?!\No, it's nothing!\The unusual... response:	The fact that you encounter things you can only find here creates memories,
context: We're here.\What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?!\No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories, response:	and the things you interact with let you forget your daily life.
context: What is this place?\It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?!\No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life. response:	That voice!
context: It's hard to believe we're still in the same country.\Right? So this is the kind of place it is.\Huh?!\No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice! response:	Georgie-sa Huh?!
context: Right? So this is the kind of place it is.\Huh?!\No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?! response:	Yes, I am your guide to this world of dreams.
context: Huh?!\No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams. response:	This too could be considered a type of a parlor maid.
context: No, it's nothing!\The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid. response:	Isn't that too broad an interpretation?
context: The unusual...\The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation? response:	Part-time job?
context: The fact that you encounter things you can only find here creates memories,\and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job? response:	My father's acquaintance runs this park, so I'm helping him out.
context: and the things you interact with let you forget your daily life.\That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out. response:	Oh, right, there's a cafe I think you'd like here in this area.
context: That voice!\Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area. response:	Parkour Land Park Map
context: Georgie-sa Huh?!\Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map response:	Oh? We'll go try it.
context: Yes, I am your guide to this world of dreams.\This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it. response:	Hey! I'm Parkour Land's Acro!
context: This too could be considered a type of a parlor maid.\Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro! response:	I can feel the passion.
context: Isn't that too broad an interpretation?\Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion. response:	Have fun here today!
context: Part-time job?\My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today! response:	Kobayashi, I'm going to go play with Saikawa and the others.
context: My father's acquaintance runs this park, so I'm helping him out.\Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others. response:	All right.
context: Oh, right, there's a cafe I think you'd like here in this area.\Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right. response:	Meet back up at the Ferris wheel at four.
context: Parkour Land Park Map\Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four. response:	Now, what shall we do?
context: Oh? We'll go try it.\Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do? response:	It's just the two of us adults now, isn't it?
context: Hey! I'm Parkour Land's Acro!\I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it? response:	Why are you readying a security buzzer?
context: I can feel the passion.\Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer? response:	Mirror House
context: Have fun here today!\Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House response:	Wow, a room lined with mirrors, huh?
context: Kobayashi, I'm going to go play with Saikawa and the others.\All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh? response:	There are so many reflections of me.
context: All right.\Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me. response:	What do they have all these mirrors here for?
context: Meet back up at the Ferris wheel at four.\Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for? response:	To reexamine and reevaluate yourself.
context: Now, what shall we do?\It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself. response:	Because it's a maze.
context: It's just the two of us adults now, isn't it?\Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze. response:	I see.
context: Why are you readying a security buzzer?\Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze.\I see. response:	I have to accept that I'm in human form right now.
context: Mirror House\Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze.\I see.\I have to accept that I'm in human form right now. response:	I have to say, you're progressing rather quickly, Tohru.
context: Wow, a room lined with mirrors, huh?\There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze.\I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru. response:	I can generally tell the way from the echoes of sound.
context: There are so many reflections of me.\What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze.\I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound. response:	You're like a bat.
context: What do they have all these mirrors here for?\To reexamine and reevaluate yourself.\Because it's a maze.\I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat. response:	Curse you!
context: To reexamine and reevaluate yourself.\Because it's a maze.\I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you! response:	I'm scared of props!
context: Because it's a maze.\I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you!\I'm scared of props! response:	Calm down, Saikawa.
context: I see.\I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you!\I'm scared of props!\Calm down, Saikawa. response:	I'll protect you.
context: I have to accept that I'm in human form right now.\I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you!\I'm scared of props!\Calm down, Saikawa.\I'll protect you. response:	Haunted House
context: I have to say, you're progressing rather quickly, Tohru.\I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you!\I'm scared of props!\Calm down, Saikawa.\I'll protect you.\Haunted House response:	Entrance
context: I can generally tell the way from the echoes of sound.\You're like a bat.\Curse you!\I'm scared of props!\Calm down, Saikawa.\I'll protect you.\Haunted House\Entrance response:	Exit
context: You're like a bat.\Curse you!\I'm scared of props!\Calm down, Saikawa.\I'll protect you.\Haunted House\Entrance\Exit response:	I know this one.
context: Curse you!\I'm scared of props!\Calm down, Saikawa.\I'll protect you.\Haunted House\Entrance\Exit\I know this one. response:	You spin this here.
context: I'm scared of props!\Calm down, Saikawa.\I'll protect you.\Haunted House\Entrance\Exit\I know this one.\You spin this here. response:	Huh.
context: Calm down, Saikawa.\I'll protect you.\Haunted House\Entrance\Exit\I know this one.\You spin this here.\Huh. response:	What makes this fun?
context: I'll protect you.\Haunted House\Entrance\Exit\I know this one.\You spin this here.\Huh.\What makes this fun? response:	Uh, centrifugal force?
context: Haunted House\Entrance\Exit\I know this one.\You spin this here.\Huh.\What makes this fun?\Uh, centrifugal force? response:	Having some fun
context: Entrance\Exit\I know this one.\You spin this here.\Huh.\What makes this fun?\Uh, centrifugal force?\Having some fun response:	You mean humans try to experience a stronger rotational force
context: Exit\I know this one.\You spin this here.\Huh.\What makes this fun?\Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force response:	to make themselves aware that they're under the sway of the planet's rotation?
context: I know this one.\You spin this here.\Huh.\What makes this fun?\Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation? response:	Centrifugal force and rotational force aren't
context: You spin this here.\Huh.\What makes this fun?\Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't response:	No, let's go with that!
context: Huh.\What makes this fun?\Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that! response:	That!
context: What makes this fun?\Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that!\That! response:	Let's go with that?
context: Uh, centrifugal force?\Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that!\That!\Let's go with that? response:	Can I try spinning it, too?
context: Having some fun\You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that!\That!\Let's go with that?\Can I try spinning it, too? response:	Go ahead.
context: You mean humans try to experience a stronger rotational force\to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that!\That!\Let's go with that?\Can I try spinning it, too?\Go ahead. response:	There!
context: to make themselves aware that they're under the sway of the planet's rotation?\Centrifugal force and rotational force aren't\No, let's go with that!\That!\Let's go with that?\Can I try spinning it, too?\Go ahead.\There! response:	Oh!
context: Centrifugal force and rotational force aren't\No, let's go with that!\That!\Let's go with that?\Can I try spinning it, too?\Go ahead.\There!\Oh! response:	What is this? How do you play with it?
context: No, let's go with that!\That!\Let's go with that?\Can I try spinning it, too?\Go ahead.\There!\Oh!\What is this? How do you play with it? response:	Oh!
context: That!\Let's go with that?\Can I try spinning it, too?\Go ahead.\There!\Oh!\What is this? How do you play with it?\Oh! response:	What is this? It's fun!
context: Let's go with that?\Can I try spinning it, too?\Go ahead.\There!\Oh!\What is this? How do you play with it?\Oh!\What is this? It's fun! response:	Spinning around.
context: Can I try spinning it, too?\Go ahead.\There!\Oh!\What is this? How do you play with it?\Oh!\What is this? It's fun!\Spinning around. response:	Sorry, I did it again.
context: Go ahead.\There!\Oh!\What is this? How do you play with it?\Oh!\What is this? It's fun!\Spinning around.\Sorry, I did it again. response:	You're so funny, Saikawa.
context: There!\Oh!\What is this? How do you play with it?\Oh!\What is this? It's fun!\Spinning around.\Sorry, I did it again.\You're so funny, Saikawa. response:	This, too, is a maid's duty.
context: Oh!\What is this? How do you play with it?\Oh!\What is this? It's fun!\Spinning around.\Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty. response:	Unicorn, huh?
context: What is this? How do you play with it?\Oh!\What is this? It's fun!\Spinning around.\Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh? response:	He really loves virgins.
context: Oh!\What is this? It's fun!\Spinning around.\Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins. response:	Would he love me, too, then?
context: What is this? It's fun!\Spinning around.\Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins.\Would he love me, too, then? response:	Your virginity is mine, so he can't have it.
context: Spinning around.\Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it. response:	Scary.
context: Sorry, I did it again.\You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary. response:	Have some candy.
context: You're so funny, Saikawa.\This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary.\Have some candy. response:	Lucky!
context: This, too, is a maid's duty.\Unicorn, huh?\He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary.\Have some candy.\Lucky! response:	Thank you.
context: Unicorn, huh?\He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary.\Have some candy.\Lucky!\Thank you. response:	Thank you so much.
context: He really loves virgins.\Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary.\Have some candy.\Lucky!\Thank you.\Thank you so much. response:	Saikawa, is yours yummy, too?
context: Would he love me, too, then?\Your virginity is mine, so he can't have it.\Scary.\Have some candy.\Lucky!\Thank you.\Thank you so much.\Saikawa, is yours yummy, too? response:	Yeah. Oh, sorry, though.
context: Your virginity is mine, so he can't have it.\Scary.\Have some candy.\Lucky!\Thank you.\Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though. response:	I ate all of it.
context: Scary.\Have some candy.\Lucky!\Thank you.\Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it. response:	That one tastes yummy, too.
context: Have some candy.\Lucky!\Thank you.\Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too. response:	Oh, she held it back.
context: Lucky!\Thank you.\Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too.\Oh, she held it back. response:	I can do it when it counts!
context: Thank you.\Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts! response:	Really?
context: Thank you so much.\Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts!\Really? response:	Me, too.
context: Saikawa, is yours yummy, too?\Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts!\Really?\Me, too. response:	That was fun!
context: Yeah. Oh, sorry, though.\I ate all of it.\That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts!\Really?\Me, too.\That was fun! response:	You sure complained quite a bit, though.
context: I ate all of it.\That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts!\Really?\Me, too.\That was fun!\You sure complained quite a bit, though. response:	As long as I'm with you,
context: That one tastes yummy, too.\Oh, she held it back.\I can do it when it counts!\Really?\Me, too.\That was fun!\You sure complained quite a bit, though.\As long as I'm with you, response:	even the depths of the abyss where light never reaches would be fun!
context: Oh, she held it back.\I can do it when it counts!\Really?\Me, too.\That was fun!\You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun! response:	I wouldn't have fun there.
context: I can do it when it counts!\Really?\Me, too.\That was fun!\You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there. response:	Though, I suppose you're right about it being fun because we're together.
context: Really?\Me, too.\That was fun!\You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together. response:	You had fun, too, didn't you, Miss Kobayashi?
context: Me, too.\That was fun!\You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi? response:	The cafe Georgie-san mentioned should be around here.
context: That was fun!\You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here. response:	I know that.
context: You sure complained quite a bit, though.\As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that. response:	That's the Victorian style you mentioned once before.
context: As long as I'm with you,\even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before. response:	Ah!
context: even the depths of the abyss where light never reaches would be fun!\I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before.\Ah! response:	The best smile she's had at any place we went today?!
context: I wouldn't have fun there.\Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?! response:	Thank you.
context: Though, I suppose you're right about it being fun because we're together.\You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?!\Thank you. response:	Thank you, Georgie-san.
context: You had fun, too, didn't you, Miss Kobayashi?\The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san. response:	The taste is average.
context: The cafe Georgie-san mentioned should be around here.\I know that.\That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san.\The taste is average. response:	Who to drink it with, huh?
context: I know that.\That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh? response:	You'll drink it with me, right?
context: That's the Victorian style you mentioned once before.\Ah!\The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh?\You'll drink it with me, right? response:	Parkour Land
context: Ah!\The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land response:	Where are they?
context: The best smile she's had at any place we went today?!\Thank you.\Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land\Where are they? response:	Saikawa, are you okay?
context: Thank you.\Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land\Where are they?\Saikawa, are you okay? response:	I-I'm fine.
context: Thank you, Georgie-san.\The taste is average.\Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land\Where are they?\Saikawa, are you okay?\I-I'm fine. response:	I'm just a little too happy.
