context: Upsy-daisy. response:	Weather Report
context: You trust humans too much!\The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them. response:	It's certainly not impossible.
context: The truth is... I have another mission.\If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible. response:	What about artificial insemination?
context: If you tried to interfere with Plan B...\Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination? response:	That would be even harder, the way things are now.
context: Mura...\I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now. response:	Don't let it bother you, Anzai.
context: I'm sorry. As long as you're around, you'll only get in our way.\Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai. response:	However they were conceived, the child didn't do anything wrong.
context: Sex between a devil and a human?\I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong. response:	I-I'm sorry.
context: I'm sure there are ways.\Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry. response:	I'm taking a count for ramen flavors.
context: Tie up the devil, gag them.\It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors. response:	I'll have miso.
context: It's certainly not impossible.\What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso. response:	Shoyu.
context: What about artificial insemination?\That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso.\Shoyu. response:	Um, Anzai, I...
context: That would be even harder, the way things are now.\Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso.\Shoyu.\Um, Anzai, I... response:	I'm gonna head back.
context: Don't let it bother you, Anzai.\However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso.\Shoyu.\Um, Anzai, I...\I'm gonna head back. response:	You two stay here and make out as long as you want.
context: However they were conceived, the child didn't do anything wrong.\I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso.\Shoyu.\Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want. response:	Huh?!
context: I-I'm sorry.\I'm taking a count for ramen flavors.\I'll have miso.\Shoyu.\Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want.\Huh?! response:	Later.
context: I'm taking a count for ramen flavors.\I'll have miso.\Shoyu.\Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want.\Huh?!\Later. response:	Lee told me...
context: I'll have miso.\Shoyu.\Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want.\Huh?!\Later.\Lee told me... response:	devils usually only live 39 years.
context: Shoyu.\Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want.\Huh?!\Later.\Lee told me...\devils usually only live 39 years. response:	What's that mean?
context: Um, Anzai, I...\I'm gonna head back.\You two stay here and make out as long as you want.\Huh?!\Later.\Lee told me...\devils usually only live 39 years.\What's that mean? response:	Well, you know that devils are always going without blood, right?
context: I'm gonna head back.\You two stay here and make out as long as you want.\Huh?!\Later.\Lee told me...\devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right? response:	He told me that lowers their life expectancy.
context: You two stay here and make out as long as you want.\Huh?!\Later.\Lee told me...\devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy. response:	Stop it. I've never seen any data on devil life expectancy.
context: Huh?!\Later.\Lee told me...\devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy. response:	The government never released any of those numbers.
context: Later.\Lee told me...\devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers. response:	That night, when you got hurt, you drank blood and it healed you.
context: Lee told me...\devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you. response:	Can you really trust-
context: devils usually only live 39 years.\What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust- response:	Lee drinks a little blood every day to get used to it,
context: What's that mean?\Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it, response:	so he can drink blood to heal when he needs to!
context: Well, you know that devils are always going without blood, right?\He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to! response:	That's why his wounds heal, and he's so strong.
context: He told me that lowers their life expectancy.\Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong. response:	And he can live longer!
context: Stop it. I've never seen any data on devil life expectancy.\The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer! response:	Anzai, please...
context: The government never released any of those numbers.\That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please... response:	drink my blood.
context: That night, when you got hurt, you drank blood and it healed you.\Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please...\drink my blood. response:	I'll give you some every day.
context: Can you really trust-\Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please...\drink my blood.\I'll give you some every day. response:	Like softly melting away
context: Lee drinks a little blood every day to get used to it,\so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please...\drink my blood.\I'll give you some every day.\Like softly melting away response:	If we could have loved each other more like that
context: so he can drink blood to heal when he needs to!\That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please...\drink my blood.\I'll give you some every day.\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: That's why his wounds heal, and he's so strong.\And he can live longer!\Anzai, please...\drink my blood.\I'll give you some every day.\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: And he can live longer!\Anzai, please...\drink my blood.\I'll give you some every day.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: Anzai, please...\drink my blood.\I'll give you some every day.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: drink my blood.\I'll give you some every day.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: I'll give you some every day.\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	Zero Two?
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Zero Two? response:	I know that last job was hard on you, Fifteen.
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen. response:	Oh, no! I'd do anything...
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything... response:	for the team and for you, Zero Two!
context: Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two! response:	I'm sorry, Murakami.
context: Oh, again, I...\Deep red dawn\Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami. response:	Ren Murakami, unemployed.
context: Deep red dawn\Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed. response:	Had been stalking weather reporter Yuriko Hyuga,
context: Like we're softly melting away...\Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga, response:	attacked her out of resentment for her failure to reciprocate his feelings.
context: Zero Two?\I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings. response:	But was struck by a guilty conscience during his escape,
context: I know that last job was hard on you, Fifteen.\Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape, response:	stabbed himself, and jumped off a building.
context: Oh, no! I'd do anything...\for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building. response:	That is the entirety of Plan B.
context: for the team and for you, Zero Two!\I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B. response:	No... please...
context: I'm sorry, Murakami.\Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please... response:	A few sacrifices...
context: Ren Murakami, unemployed.\Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please...\A few sacrifices... response:	will save society.
context: Had been stalking weather reporter Yuriko Hyuga,\attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please...\A few sacrifices...\will save society. response:	Why did you need to kill Murakami?
context: attacked her out of resentment for her failure to reciprocate his feelings.\But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please...\A few sacrifices...\will save society.\Why did you need to kill Murakami? response:	Don't kill humans, Kikuhara.
context: But was struck by a guilty conscience during his escape,\stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please...\A few sacrifices...\will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara. response:	We should only have to kill devils!
context: stabbed himself, and jumped off a building.\That is the entirety of Plan B.\No... please...\A few sacrifices...\will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils! response:	So. Before you die, tell me.
context: That is the entirety of Plan B.\No... please...\A few sacrifices...\will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me. response:	Do I...
context: No... please...\A few sacrifices...\will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me.\Do I... response:	look human to you?
context: A few sacrifices...\will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me.\Do I...\look human to you? response:	Next Time
context: will save society.\Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me.\Do I...\look human to you?\Next Time response:	Line 6,
context: Why did you need to kill Murakami?\Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me.\Do I...\look human to you?\Next Time\Line 6, response:	Dogmatic.
context: Don't kill humans, Kikuhara.\We should only have to kill devils!\So. Before you die, tell me.\Do I...\look human to you?\Next Time\Line 6,\Dogmatic. response:	Dogmatic
