context: In the end, the majority decided that Steel Lady Nanase was fiction. response:	Sakuragawa Rikka's schemes have been rejected.
context: I'll see what I can do.\Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya. response:	They were both given in marriage to Ninigi-no-Mikoto,
context: Honestly...\Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto, response:	descendant of the high god.
context: Iwanaga...\If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god. response:	But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya
context: If you know about the Kuebiko, then you also know about Princess Iwanaga.\Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya response:	and sent Princess Iwanaga back home.
context: Yes, from the Kojiki.\It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home. response:	That enraged their father, Oyamatsumi.
context: It sounds just like my surname, so of course I know about it.\Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi. response:	There was a reason I gave you both sisters!
context: Princess Iwanaga.\The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters! response:	Just as the iwa, or rock, in Princess Iwanaga's name suggests,
context: The older sister of Princess Konohana-no-Sakuya.\They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests, response:	she was able to give life as eternal as rocks
context: They were both given in marriage to Ninigi-no-Mikoto,\descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks response:	that never change month to month, year after year.
context: descendant of the high god.\But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year. response:	But because Ninigi-no-Mikoto didn't marry her and returned her to her father,
context: But Ninigi-no-Mikoto only married Princess Konohana-no-Sakuya\and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father, response:	he and his progeny were granted short lives that scattered like flowers on trees.
context: and sent Princess Iwanaga back home.\That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees. response:	They became mortal.
context: That enraged their father, Oyamatsumi.\There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal. response:	Then you get it, right?
context: There was a reason I gave you both sisters!\Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right? response:	I'm immortal, so I don't belong
context: Just as the iwa, or rock, in Princess Iwanaga's name suggests,\she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right?\I'm immortal, so I don't belong response:	with Princess Konohana-no-Sakuya.
context: she was able to give life as eternal as rocks\that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya. response:	I need Princess Iwanaga.
context: that never change month to month, year after year.\But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga. response:	I'm sure you thought that was smooth,
context: But because Ninigi-no-Mikoto didn't marry her and returned her to her father,\he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth, response:	but you know why Princess Iwanaga was returned home, don't you?
context: he and his progeny were granted short lives that scattered like flowers on trees.\They became mortal.\Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you? response:	Let's not worry about the minor details.
context: They became mortal.\Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details. response:	It's not minor at all!
context: Then you get it, right?\I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all! response:	Princess Iwanaga was sent home because she was ugly!
context: I'm immortal, so I don't belong\with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly! response:	You couldn't have used a worse metaphor for a girl!
context: with Princess Konohana-no-Sakuya.\I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl! response:	But you're prettier than any flower, so I haven't sent you back anywhere.
context: I need Princess Iwanaga.\I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere. response:	Either way,
context: I'm sure you thought that was smooth,\but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way, response:	it's never good to judge anyone by their physical appearance.
context: but you know why Princess Iwanaga was returned home, don't you?\Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance. response:	You're just an amalgamation of a mermaid and a kudan.
context: Let's not worry about the minor details.\It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan. response:	Stop trying to sound like you're so cool.
context: It's not minor at all!\Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool. response:	Senpai, will you be staying at my place tonight?
context: Princess Iwanaga was sent home because she was ugly!\You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight? response:	My parents have been wanting to see you.
context: You couldn't have used a worse metaphor for a girl!\But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you. response:	Well, I do need to apologize for putting them out.
context: But you're prettier than any flower, so I haven't sent you back anywhere.\Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out. response:	There's no need to be so formal.
context: Either way,\it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal. response:	You can think of them and our house as your own.
context: it's never good to judge anyone by their physical appearance.\You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own. response:	I can't.
context: You're just an amalgamation of a mermaid and a kudan.\Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own.\I can't. response:	I can't let you fence me in just yet.
context: Stop trying to sound like you're so cool.\Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet. response:	Do you still think you can get away from me?
context: Senpai, will you be staying at my place tonight?\My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me? response:	In this world, there are yokai, ayakashi,
context: My parents have been wanting to see you.\Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi, response:	spectres, demons,
context: Well, I do need to apologize for putting them out.\There's no need to be so formal.\You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons, response:	mononoke, and ghosts.
context: There's no need to be so formal.\You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts. response:	Creatures with those names exist, just like everything else.
context: You can think of them and our house as your own.\I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else. response:	There is reason that transcends reason,
context: I can't.\I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason, response:	and logical and illogical go hand in hand.
context: I can't let you fence me in just yet.\Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand. response:	But there's no reason to be afraid.
context: Do you still think you can get away from me?\In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid. response:	There is an order to all things.
context: In this world, there are yokai, ayakashi,\spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things. response:	No matter what methods Rikka-san tries to use,
context: spectres, demons,\mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use, response:	no matter how much she wants to create a new god,
context: mononoke, and ghosts.\Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god, response:	I will protect that order, regardless.
context: Creatures with those names exist, just like everything else.\There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless. response:	Even if I have to create a rational fiction...
context: There is reason that transcends reason,\and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless.\Even if I have to create a rational fiction... response:	or a fiction that transcends the truth.
context: and logical and illogical go hand in hand.\But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless.\Even if I have to create a rational fiction...\or a fiction that transcends the truth. response:	I will defend this world from that gap between truth and fiction.
context: But there's no reason to be afraid.\There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless.\Even if I have to create a rational fiction...\or a fiction that transcends the truth.\I will defend this world from that gap between truth and fiction. response:	Kuro-senpai.
context: There is an order to all things.\No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless.\Even if I have to create a rational fiction...\or a fiction that transcends the truth.\I will defend this world from that gap between truth and fiction.\Kuro-senpai. response:	I believe today will be a lovely day.
context: No matter what methods Rikka-san tries to use,\no matter how much she wants to create a new god,\I will protect that order, regardless.\Even if I have to create a rational fiction...\or a fiction that transcends the truth.\I will defend this world from that gap between truth and fiction.\Kuro-senpai.\I believe today will be a lovely day. response:	The End
