context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: I have no time to play with you now!\Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me... response:	Wait!
context: Erigor!\Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait! response:	Damn that Erigor... Where could he be heading?
context: Don't even try.\This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading? response:	So he wasn't targeting this station after all?
context: This magic wind wall is one-way: you can only pass from outside to inside.\If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all? response:	I've had enough of your riddles.
context: If you try to exit from the inside, the wind will cut you to shreds.\What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles. response:	Explain what's going on, now!
context: What in the world are you up to?\Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now! response:	We just made a cage to trap you flies is all.
context: Thanks to you idiots I've wasted quite a lot of time.\If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all. response:	We were only taking over this station to block the route to the end of the line, Clover station.
context: If you'll excuse me...\Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station. response:	What?
context: Wait!\Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What? response:	Clover station is across a giant gorge.
context: Damn that Erigor... Where could he be heading?\So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge. response:	There's no way to get there except this route.
context: So he wasn't targeting this station after all?\I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge.\There's no way to get there except this route. response:	Unless you can fly like Erigor, that is!
context: I've had enough of your riddles.\Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is! response:	So that's where you're going to use Lullaby?!
context: Explain what's going on, now!\We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?! response:	You know what's at Clover station?
context: We just made a cage to trap you flies is all.\We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station? response:	Try and recall...
context: We were only taking over this station to block the route to the end of the line, Clover station.\What?\Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall... response:	An opening!
context: What?\Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall...\An opening! response:	Clover... That's the town where the old men are having their regular meeting!
context: Clover station is across a giant gorge.\There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting! response:	Your true objectives are the guild masters?
context: There's no way to get there except this route.\Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters? response:	So you've finally noticed?
context: Unless you can fly like Erigor, that is!\So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed? response:	A bit slow on the uptake, are we?
context: So that's where you're going to use Lullaby?!\You know what's at Clover station?\Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we? response:	Those old men are extremely powerful wizards... Pretty bold of you, don't you think?
context: You know what's at Clover station?\Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think? response:	It'll be a piece of cake to make those unsuspecting codgers listen to the flute!
context: Try and recall...\An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute! response:	I know master Erigor will be able to do it!
context: An opening!\Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it! response:	And you pests won't stop us! You can't leave this station!
context: Clover... That's the town where the old men are having their regular meeting!\Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station! response:	No one can stop us now!
context: Your true objectives are the guild masters?\So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now! response:	We're going to get our revenge on those people who oppressed us!
context: So you've finally noticed?\A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us! response:	We'll wipe them all out!
context: A bit slow on the uptake, are we?\Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out! response:	We'll stop you.
context: Those old men are extremely powerful wizards... Pretty bold of you, don't you think?\It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you. response:	And we'll make you pay for targeting our master.
context: It'll be a piece of cake to make those unsuspecting codgers listen to the flute!\I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master. response:	Those old men are like our parents!
context: I know master Erigor will be able to do it!\And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents! response:	Is it about time to spring the trap?
context: And you pests won't stop us! You can't leave this station!\No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap? response:	Erigor...
context: No one can stop us now!\We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap?\Erigor... response:	Where did that fat one go?
context: We're going to get our revenge on those people who oppressed us!\We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap?\Erigor...\Where did that fat one go? response:	If you don't find him, Erza will throttle you!
context: We'll wipe them all out!\We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap?\Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you! response:	We'll show you there're guilds way scarier than any dark guild.
context: We'll stop you.\And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap?\Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild. response:	Take me away to someplace!
context: And we'll make you pay for targeting our master.\Those old men are like our parents!\Is it about time to spring the trap?\Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace! response:	Let's ride on a tin horse, just the two of us.
context: Those old men are like our parents!\Is it about time to spring the trap?\Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us. response:	(Go!Go! Let's go! Romance)
context: Is it about time to spring the trap?\Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance) response:	It's sad that my beloved doll can't talk to me...
context: Erigor...\Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me... response:	(Go!Go! Let's go! Romance)
context: Where did that fat one go?\If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance) response:	Every time I think of you tears start to flow...
context: If you don't find him, Erza will throttle you!\We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow... response:	I'm a crybaby, aren't I?
context: We'll show you there're guilds way scarier than any dark guild.\Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I? response:	In the moon (the moon) at night (at night)
context: Take me away to someplace!\Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night) response:	I'm always (I'm always)
context: Let's ride on a tin horse, just the two of us.\(Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always) response:	searching for the rabbit!
context: (Go!Go! Let's go! Romance)\It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit! response:	I'm at a loss for words (Hey! Hey! Hey!)
context: It's sad that my beloved doll can't talk to me...\(Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!) response:	so much it's like I'm under a spell.
context: (Go!Go! Let's go! Romance)\Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell. response:	This love is a monologue
context: Every time I think of you tears start to flow...\I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue response:	from which I'll never awaken.
context: I'm a crybaby, aren't I?\In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken. response:	I'm at a loss for words (Hey! Hey! Hey!)
context: In the moon (the moon) at night (at night)\I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!) response:	since I've completely fallen in love.
context: I'm always (I'm always)\searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love. response:	I wonder what spell I could chant,
context: searching for the rabbit!\I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant, response:	to get through to you?
context: I'm at a loss for words (Hey! Hey! Hey!)\so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you? response:	The perfect thing to say.
context: so much it's like I'm under a spell.\This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say. response:	Spouting this and that,
context: This love is a monologue\from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that, response:	I just love you like crazy!
context: from which I'll never awaken.\I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy! response:	One day I want to be able to tell you
context: I'm at a loss for words (Hey! Hey! Hey!)\since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you response:	You got me.
context: since I've completely fallen in love.\I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me. response:	My words of thanks.
context: I wonder what spell I could chant,\to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks. response:	There's nothing more to say!
context: to get through to you?\The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say! response:	Erza looked so cool in her armor!
context: The perfect thing to say.\Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor! response:	It seems she's got over a hundred different types.
context: Spouting this and that,\I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types. response:	I wish I had cool armor like some heroic warrior of justice!
context: I just love you like crazy!\One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice! response:	But you look better in other outfits, Lucy.
context: One day I want to be able to tell you\You got me.\My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy. response:	Huh, like what?
context: You got me.\My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what? response:	Next time: Flame and Wind.
context: My words of thanks.\There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what?\Next time: Flame and Wind. response:	Everyone likes that outfit the best.
context: There's nothing more to say!\Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what?\Next time: Flame and Wind.\Everyone likes that outfit the best. response:	Some uniform or something?
context: Erza looked so cool in her armor!\It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what?\Next time: Flame and Wind.\Everyone likes that outfit the best.\Some uniform or something? response:	Right...
context: It seems she's got over a hundred different types.\I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what?\Next time: Flame and Wind.\Everyone likes that outfit the best.\Some uniform or something?\Right... response:	That maid out-
context: I wish I had cool armor like some heroic warrior of justice!\But you look better in other outfits, Lucy.\Huh, like what?\Next time: Flame and Wind.\Everyone likes that outfit the best.\Some uniform or something?\Right...\That maid out- response:	Give the maid jokes a rest already!
