context: Karasuno Aoba Johsai response:	Oikawa, you're back.
context: But I figured, no matter what school I attended,\I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh. response:	I was able to score one free, too, thanks to Hinata's decoy.
context: I'd be up against high school students like me.\There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy. response:	Thanks.
context: There's no reason why I couldn't win.\Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks. response:	But how was your debut battle for you?
context: Cut the sour grapes.\You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you? response:	You really went crazy in that first set.
context: You can act cool about it, but you failed just the same.\That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you?\You really went crazy in that first set. response:	You scored as many points as you lost, so don't get complacent.
context: That's not true. I'm not acting cool about it.\We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent. response:	Why must you say things like that?
context: We did defeat a top four team today, didn't we?\True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that? response:	That's right.
context: True, 2-1 against Seijoh.\I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right. response:	We're lacking in a lot of ways.
context: I was able to score one free, too, thanks to Hinata's decoy.\Thanks.\But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right.\We're lacking in a lot of ways. response:	Today's victory was by the skin of our teeth.
context: Thanks.\But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth. response:	I-I will train a lot!
context: But how was your debut battle for you?\You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot! response:	Oh, yeah. Individual level-upping is important, too.
context: You really went crazy in that first set.\You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too. response:	But Karasuno, as it currently stands, is fundamentally short of members.
context: You scored as many points as you lost, so don't get complacent.\Why must you say things like that?\That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members. response:	That's true.
context: Why must you say things like that?\That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true. response:	We need a libero, especially for defense.
context: That's right.\We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense. response:	And we need an ace spiker who can battle three blockers all by himself.
context: We're lacking in a lot of ways.\Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself. response:	A-Ace? That can be me.
context: Today's victory was by the skin of our teeth.\I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me. response:	I told you, you're the best decoy.
context: I-I will train a lot!\Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy. response:	But didn't you say the guardian god is coming back?
context: Oh, yeah. Individual level-upping is important, too.\But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back? response:	Yeah.
context: But Karasuno, as it currently stands, is fundamentally short of members.\That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah. response:	We're not powerful, but we're not particularly weak, either.
context: That's true.\We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either. response:	We had outstanding players in the past, too.
context: We need a libero, especially for defense.\And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too. response:	We were never able to apply their strengths effectively.
context: And we need an ace spiker who can battle three blockers all by himself.\A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively. response:	But if all of us unite,
context: A-Ace? That can be me.\I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite, response:	and we also have new strength coming from our first-years,
context: I told you, you're the best decoy.\But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years, response:	if we're able to connect all those strengths together...
context: But didn't you say the guardian god is coming back?\Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together... response:	we could definitely win...
context: Yeah.\We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win... response:	It's not just a distant goal. It can really happen.
context: We're not powerful, but we're not particularly weak, either.\We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen. response:	The Summer Inter-High Tournament. I've heard about it.
context: We had outstanding players in the past, too.\We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it. response:	But that person who's coming back... where has he been all this time?
context: We were never able to apply their strengths effectively.\But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time? response:	He was suspended for one week,
context: But if all of us unite,\and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week, response:	and banned for a month from club activities.
context: and we also have new strength coming from our first-years,\if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities. response:	A delinquent? He's a delinquent?
context: if we're able to connect all those strengths together...\we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent? response:	No... he just gets too fired up.
context: we could definitely win...\It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up. response:	He's a good guy, for real.
context: It's not just a distant goal. It can really happen.\The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real. response:	If Tanaka-san says he gets too fired up, how extreme could this guy be?
context: The Summer Inter-High Tournament. I've heard about it.\But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be? response:	And not only that, he is...
context: But that person who's coming back... where has he been all this time?\He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is... response:	a player we could say is Karasuno's unique genius.
context: He was suspended for one week,\and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius. response:	But not unique any more, because now we also have
context: and banned for a month from club activities.\A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have response:	cocky-as-crap Kageyama with us.
context: A delinquent? He's a delinquent?\No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us. response:	Call him senpai when he comes back, Hinata.
context: No... he just gets too fired up.\He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata. response:	You'll make him gleeful like an idiot, like Tanaka.
context: He's a good guy, for real.\If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka. response:	Like an idiot?
context: If Tanaka-san says he gets too fired up, how extreme could this guy be?\And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot? response:	Guardian god... I wonder what he's like.
context: And not only that, he is...\a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like. response:	Hey, we're leaving you behind.
context: a player we could say is Karasuno's unique genius.\But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind. response:	Oh. Yes.
context: But not unique any more, because now we also have\cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes. response:	It's going to hit.
context: cocky-as-crap Kageyama with us.\Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes.\It's going to hit. response:	Hey, get out of the way, dumbass Hinata!
context: Call him senpai when he comes back, Hinata.\You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata! response:	That could've hit.
context: You'll make him gleeful like an idiot, like Tanaka.\Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit. response:	You didn't get it, dumbass. You hit a home run.
context: Like an idiot?\Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run. response:	I'll go get it.
context: Guardian god... I wonder what he's like.\Hey, we're leaving you behind.\Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it. response:	Idiot.
context: Hey, we're leaving you behind.\Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot. response:	I got it this time.
context: Oh. Yes.\It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot.\I got it this time. response:	Match for a Thousand
context: It's going to hit.\Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot.\I got it this time.\Match for a Thousand response:	He perfectly stopped the momentum and rotation,
context: Hey, get out of the way, dumbass Hinata!\That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot.\I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation, response:	and accurately sent the ball back to the setter.
context: That could've hit.\You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot.\I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter. response:	That was a perfect receive.
context: You didn't get it, dumbass. You hit a home run.\I'll go get it.\Idiot.\I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive. response:	Y-You're... shorter than me!
context: I'll go get it.\Idiot.\I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me! response:	Next Episode Preview
context: Idiot.\I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview response:	What? What? What was that? He came out of nowhere!
context: I got it this time.\Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview\What? What? What was that? He came out of nowhere! response:	His receive was solid. The return floated.
context: Match for a Thousand\He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview\What? What? What was that? He came out of nowhere!\His receive was solid. The return floated. response:	That was kind of intense.
context: He perfectly stopped the momentum and rotation,\and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview\What? What? What was that? He came out of nowhere!\His receive was solid. The return floated.\That was kind of intense. response:	Well, it's not that we can't communicate...
context: and accurately sent the ball back to the setter.\That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview\What? What? What was that? He came out of nowhere!\His receive was solid. The return floated.\That was kind of intense.\Well, it's not that we can't communicate... response:	Episode 8: He Who is Called Ace
context: That was a perfect receive.\Y-You're... shorter than me!\Next Episode Preview\What? What? What was that? He came out of nowhere!\His receive was solid. The return floated.\That was kind of intense.\Well, it's not that we can't communicate...\Episode 8: He Who is Called Ace response:	Next time on Haikyu!! He Who is Called'Ace'
