context: My head hurts. response:	I drank too much.
context: First, I use my clairvoyance to check inside your pockets.\Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth.\Hey! response:	I told you, I produce saliva that removes stains.
context: Okay.\Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains. response:	No!
context: Then I separate them into plain and patterned piles,\Hurry up and finish!\and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains.\No! response:	I told you appearances are important!
context: Hurry up and finish!\and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains.\No!\I told you appearances are important! response:	Ah, so you mean I should do it like this?
context: and wash them using separate detergents.\Good.\Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains.\No!\I told you appearances are important!\Ah, so you mean I should do it like this? response:	That's not the problem here!
context: Good.\Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains.\No!\I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here! response:	Also, Tohru!
context: Then I wash the delicate fabrics by mouth.\Hey!\I told you, I produce saliva that removes stains.\No!\I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru! response:	You're always wearing the same uniform, aren't you?
context: Hey!\I told you, I produce saliva that removes stains.\No!\I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you? response:	You can't. You need to change, too.
context: I told you, I produce saliva that removes stains.\No!\I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too. response:	But these are my scales.
context: No!\I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales. response:	Scales?!
context: I told you appearances are important!\Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales.\Scales?! response:	Yes, so I don't need to change.
context: Ah, so you mean I should do it like this?\That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales.\Scales?!\Yes, so I don't need to change. response:	Oh, I see.
context: That's not the problem here!\Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales.\Scales?!\Yes, so I don't need to change.\Oh, I see. response:	What's the matter?
context: Also, Tohru!\You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales.\Scales?!\Yes, so I don't need to change.\Oh, I see.\What's the matter? response:	Oh, well.
context: You're always wearing the same uniform, aren't you?\You can't. You need to change, too.\But these are my scales.\Scales?!\Yes, so I don't need to change.\Oh, I see.\What's the matter?\Oh, well. response:	I bought you some personal clothes, anyway.
context: You can't. You need to change, too.\But these are my scales.\Scales?!\Yes, so I don't need to change.\Oh, I see.\What's the matter?\Oh, well.\I bought you some personal clothes, anyway. response:	Thank you very much!
context: But these are my scales.\Scales?!\Yes, so I don't need to change.\Oh, I see.\What's the matter?\Oh, well.\I bought you some personal clothes, anyway.\Thank you very much! response:	Well, you are doing a lot for me, so I wanted to thank you.
context: Scales?!\Yes, so I don't need to change.\Oh, I see.\What's the matter?\Oh, well.\I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you. response:	Ah...
context: Yes, so I don't need to change.\Oh, I see.\What's the matter?\Oh, well.\I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah... response:	Miss Kobayashi, would you like a sacrifice later?
context: Oh, I see.\What's the matter?\Oh, well.\I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later? response:	Would you like to drink my fresh blood?
context: What's the matter?\Oh, well.\I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood? response:	Am I a demon?!
context: Oh, well.\I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?! response:	Heavens no! You're an angel!
context: I bought you some personal clothes, anyway.\Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel! response:	Oh, but please don't start serving God.
context: Thank you very much!\Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God. response:	Just try it on.
context: Well, you are doing a lot for me, so I wanted to thank you.\Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on. response:	Oh!
context: Ah...\Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on.\Oh! response:	Well?
context: Miss Kobayashi, would you like a sacrifice later?\Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on.\Oh!\Well? response:	The chest is...
context: Would you like to drink my fresh blood?\Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on.\Oh!\Well?\The chest is... response:	Tight
context: Am I a demon?!\Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on.\Oh!\Well?\The chest is...\Tight response:	Tohru, what size are you?
context: Heavens no! You're an angel!\Oh, but please don't start serving God.\Just try it on.\Oh!\Well?\The chest is...\Tight\Tohru, what size are you? response:	There you go learning stupid things.
context: Oh, but please don't start serving God.\Just try it on.\Oh!\Well?\The chest is...\Tight\Tohru, what size are you?\There you go learning stupid things. response:	Oh, it's already time?
context: Just try it on.\Oh!\Well?\The chest is...\Tight\Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time? response:	Well, Tohru, use the Internet to study up on hygiene practices until I get home.
context: Oh!\Well?\The chest is...\Tight\Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home. response:	The Internet?
context: Well?\The chest is...\Tight\Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet? response:	Oh, right.
context: The chest is...\Tight\Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right. response:	Hygiene practices
context: Tight\Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right.\Hygiene practices response:	Japan's Hygiene Practices
context: Tohru, what size are you?\There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right.\Hygiene practices\Japan's Hygiene Practices response:	<Column> Values (Cleanliness)
context: There you go learning stupid things.\Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right.\Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness) response:	Hygiene in Daily Life
context: Oh, it's already time?\Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right.\Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life response:	Oh!
context: Well, Tohru, use the Internet to study up on hygiene practices until I get home.\The Internet?\Oh, right.\Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life\Oh! response:	You look it up like this.
context: The Internet?\Oh, right.\Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life\Oh!\You look it up like this. response:	Understood!
context: Oh, right.\Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life\Oh!\You look it up like this.\Understood! response:	All right, I'm heading off.
context: Hygiene practices\Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life\Oh!\You look it up like this.\Understood!\All right, I'm heading off. response:	Have a safe trip.
context: Japan's Hygiene Practices\<Column> Values (Cleanliness)\Hygiene in Daily Life\Oh!\You look it up like this.\Understood!\All right, I'm heading off.\Have a safe trip. response:	Now, then.
context: <Column> Values (Cleanliness)\Hygiene in Daily Life\Oh!\You look it up like this.\Understood!\All right, I'm heading off.\Have a safe trip.\Now, then. response:	Hygiene in Daily Life
context: Hygiene in Daily Life\Oh!\You look it up like this.\Understood!\All right, I'm heading off.\Have a safe trip.\Now, then.\Hygiene in Daily Life response:	This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More
context: Oh!\You look it up like this.\Understood!\All right, I'm heading off.\Have a safe trip.\Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More response:	Assurance and Health in People's Everyday Lives
context: You look it up like this.\Understood!\All right, I'm heading off.\Have a safe trip.\Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives response:	What are Hygiene Practices?
context: Understood!\All right, I'm heading off.\Have a safe trip.\Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices? response:	Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.
context: All right, I'm heading off.\Have a safe trip.\Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms. response:	Cleanliness vs uncleanliness. What is good for human health? >Read More
context: Have a safe trip.\Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More response:	Hmm, I still don't quite get it.
context: Now, then.\Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it. response:	I'll ask Fafnir-san again.
context: Hygiene in Daily Life\This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again. response:	Kill th
context: This site records a special discussion by food manufacturers growing food in our nation. The daily life and rearing of children is also... >Read More\Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th response:	Let's not.
context: Assurance and Health in People's Everyday Lives\What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th\Let's not. response:	I'll ask knowledgeable Quetzalcoatl instead.
context: What are Hygiene Practices?\Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead. response:	Hello, Lucoa-san?
context: Definition of Hygiene Practices. What is Hygiene? Definition, Synonyms.\Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san? response:	Tohru-kun? It's been a while.
context: Cleanliness vs uncleanliness. What is good for human health? >Read More\Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while. response:	Actually, blah blah, yadda yadda.
context: Hmm, I still don't quite get it.\I'll ask Fafnir-san again.\Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda. response:	Mhmm...
context: I'll ask Fafnir-san again.\Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm... response:	That's not a problem of clean or filthy, no.
context: Kill th\Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no. response:	Huh?
context: Let's not.\I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no.\Huh? response:	You remember Nidhogg-kun, right?
context: I'll ask knowledgeable Quetzalcoatl instead.\Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right? response:	Umm, the one gnawing a tree's roots all year long?
context: Hello, Lucoa-san?\Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long? response:	The world tree's, yeah.
context: Tohru-kun? It's been a while.\Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah. response:	No matter how much Nidhogg-kun's poisonous fangs pollute it,
context: Actually, blah blah, yadda yadda.\Mhmm...\That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it, response:	the goddesses purify it, so the tree stays clean. But...
context: Mhmm...\That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But... response:	Yes?
context: That's not a problem of clean or filthy, no.\Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes? response:	What happens to the spots he gnaws?
context: Huh?\You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws? response:	Ah...
context: You remember Nidhogg-kun, right?\Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws?\Ah... response:	I think he still leaves something behind. Like a curse or something.
context: Umm, the one gnawing a tree's roots all year long?\The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something. response:	Yeah, that's right.
context: The world tree's, yeah.\No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right. response:	This Miss Kobayashi you speak of is worried about that.
context: No matter how much Nidhogg-kun's poisonous fangs pollute it,\the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that. response:	I see now! Thank you very much!
context: the goddesses purify it, so the tree stays clean. But...\Yes?\What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much! response:	Tohru-kun,
context: Yes?\What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun, response:	are you having fun living with people?
context: What happens to the spots he gnaws?\Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun,\are you having fun living with people? response:	Yes!
context: Ah...\I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun,\are you having fun living with people?\Yes! response:	The laundry won't dry at this rate, will it?
context: I think he still leaves something behind. Like a curse or something.\Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun,\are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it? response:	All right.
context: Yeah, that's right.\This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun,\are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it?\All right. response:	That Tohru...
context: This Miss Kobayashi you speak of is worried about that.\I see now! Thank you very much!\Tohru-kun,\are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it?\All right.\That Tohru... response:	I guess I still need to teach her a lot of things.
context: I see now! Thank you very much!\Tohru-kun,\are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it?\All right.\That Tohru...\I guess I still need to teach her a lot of things. response:	What?
context: Tohru-kun,\are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it?\All right.\That Tohru...\I guess I still need to teach her a lot of things.\What? response:	That breath...
context: are you having fun living with people?\Yes!\The laundry won't dry at this rate, will it?\All right.\That Tohru...\I guess I still need to teach her a lot of things.\What?\That breath... response:	I found you.
context: Yes!\The laundry won't dry at this rate, will it?\All right.\That Tohru...\I guess I still need to teach her a lot of things.\What?\That breath...\I found you. response:	Inhaling the scent's okay, right?
context: The laundry won't dry at this rate, will it?\All right.\That Tohru...\I guess I still need to teach her a lot of things.\What?\That breath...\I found you.\Inhaling the scent's okay, right? response:	You don't need to sleep?
context: All right.\That Tohru...\I guess I still need to teach her a lot of things.\What?\That breath...\I found you.\Inhaling the scent's okay, right?\You don't need to sleep? response:	No. But I want to sleep with you, so I'll sleep!
context: That Tohru...\I guess I still need to teach her a lot of things.\What?\That breath...\I found you.\Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep! response:	Do as you please, then.
context: I guess I still need to teach her a lot of things.\What?\That breath...\I found you.\Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then. response:	Yes, I will!
context: What?\That breath...\I found you.\Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will! response:	Well, good night.
context: That breath...\I found you.\Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will!\Well, good night. response:	Yes, good night.
context: I found you.\Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will!\Well, good night.\Yes, good night. response:	It's cramped.
context: Inhaling the scent's okay, right?\You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will!\Well, good night.\Yes, good night.\It's cramped. response:	I can't?
context: You don't need to sleep?\No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will!\Well, good night.\Yes, good night.\It's cramped.\I can't? response:	Well, it's fine.
context: No. But I want to sleep with you, so I'll sleep!\Do as you please, then.\Yes, I will!\Well, good night.\Yes, good night.\It's cramped.\I can't?\Well, it's fine. response:	What's wrong?
context: Do as you please, then.\Yes, I will!\Well, good night.\Yes, good night.\It's cramped.\I can't?\Well, it's fine.\What's wrong? response:	I was fighting. In another world.
context: Yes, I will!\Well, good night.\Yes, good night.\It's cramped.\I can't?\Well, it's fine.\What's wrong?\I was fighting. In another world. response:	A sword ran through my body.
context: Well, good night.\Yes, good night.\It's cramped.\I can't?\Well, it's fine.\What's wrong?\I was fighting. In another world.\A sword ran through my body. response:	Did it hurt?
context: Yes, good night.\It's cramped.\I can't?\Well, it's fine.\What's wrong?\I was fighting. In another world.\A sword ran through my body.\Did it hurt? response:	It hurt.
context: It's cramped.\I can't?\Well, it's fine.\What's wrong?\I was fighting. In another world.\A sword ran through my body.\Did it hurt?\It hurt. response:	Does it still hurt?
context: I can't?\Well, it's fine.\What's wrong?\I was fighting. In another world.\A sword ran through my body.\Did it hurt?\It hurt.\Does it still hurt? response:	It doesn't hurt now.
context: Well, it's fine.\What's wrong?\I was fighting. In another world.\A sword ran through my body.\Did it hurt?\It hurt.\Does it still hurt?\It doesn't hurt now. response:	That's good, then.
context: What's wrong?\I was fighting. In another world.\A sword ran through my body.\Did it hurt?\It hurt.\Does it still hurt?\It doesn't hurt now.\That's good, then. response:	Good night.
context: I was fighting. In another world.\A sword ran through my body.\Did it hurt?\It hurt.\Does it still hurt?\It doesn't hurt now.\That's good, then.\Good night. response:	Good night.
context: A sword ran through my body.\Did it hurt?\It hurt.\Does it still hurt?\It doesn't hurt now.\That's good, then.\Good night.\Good night. response:	Hey, hey!
context: Did it hurt?\It hurt.\Does it still hurt?\It doesn't hurt now.\That's good, then.\Good night.\Good night.\Hey, hey! response:	What are you looking at and studying?
context: It hurt.\Does it still hurt?\It doesn't hurt now.\That's good, then.\Good night.\Good night.\Hey, hey!\What are you looking at and studying? response:	Next Episode
context: Does it still hurt?\It doesn't hurt now.\That's good, then.\Good night.\Good night.\Hey, hey!\What are you looking at and studying?\Next Episode response:	Miss Kobayashi!
context: It doesn't hurt now.\That's good, then.\Good night.\Good night.\Hey, hey!\What are you looking at and studying?\Next Episode\Miss Kobayashi! response:	Tell me what you like this time!
context: That's good, then.\Good night.\Good night.\Hey, hey!\What are you looking at and studying?\Next Episode\Miss Kobayashi!\Tell me what you like this time! response:	Maids.
context: Good night.\Good night.\Hey, hey!\What are you looking at and studying?\Next Episode\Miss Kobayashi!\Tell me what you like this time!\Maids. response:	You mean me, then?
context: Good night.\Hey, hey!\What are you looking at and studying?\Next Episode\Miss Kobayashi!\Tell me what you like this time!\Maids.\You mean me, then? response:	No, not so.
context: Hey, hey!\What are you looking at and studying?\Next Episode\Miss Kobayashi!\Tell me what you like this time!\Maids.\You mean me, then?\No, not so. response:	What else?
context: What are you looking at and studying?\Next Episode\Miss Kobayashi!\Tell me what you like this time!\Maids.\You mean me, then?\No, not so.\What else? response:	Peace.
context: Next Episode\Miss Kobayashi!\Tell me what you like this time!\Maids.\You mean me, then?\No, not so.\What else?\Peace. response:	So I'm enough for you!
context: Miss Kobayashi!\Tell me what you like this time!\Maids.\You mean me, then?\No, not so.\What else?\Peace.\So I'm enough for you! response:	Second Dragon, Kanna! (We're Totally Spoiling Here)
context: Tell me what you like this time!\Maids.\You mean me, then?\No, not so.\What else?\Peace.\So I'm enough for you!\Second Dragon, Kanna! (We're Totally Spoiling Here) response:	Episode 2
context: Maids.\You mean me, then?\No, not so.\What else?\Peace.\So I'm enough for you!\Second Dragon, Kanna! (We're Totally Spoiling Here)\Episode 2 response:	No, not that either.
