context: The first time I met her, I knew instantly... response:	She must've been Kuro-kun's first love.
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death
context: Name: Anonymous 09/04 22:09 ID.zsanrt She was under the bridge. I was debating if I should get closer or not, and then she disappeared\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death response:	Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed response:	Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed
context: Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed response:	Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin response:	Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died? response:	Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that? response:	Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death response:	Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin
context: Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin response:	All right, Kuro-senpai.
context: Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai. response:	I'm counting on you.
context: Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you. response:	I'm counting on you, too, Iwanaga.
context: Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga. response:	Here, we won't be bothered by anyone,
context: Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone, response:	and he'll probably be able to fight Steel Lady Nanase all night.
context: Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night. response:	Just because he can come back to life,
context: Name: Anonymous 09/04 22:10 ID.etclq Now if footage like that existed, that would curse you to death\Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life, response:	it's not like I want to watch my boyfriend get killed over and over all night.
context: Name: Anonymous 09/04 22:10 ID.fkowag54 Nanase Karin Nanase Karin\All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night. response:	I've connected to the wiki page.
context: All right, Kuro-senpai.\I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page. response:	Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her
context: I'm counting on you.\I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her response:	Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed
context: I'm counting on you, too, Iwanaga.\Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed response:	Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear
context: Here, we won't be bothered by anyone,\and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear response:	Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear
context: and he'll probably be able to fight Steel Lady Nanase all night.\Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear response:	Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen
context: Just because he can come back to life,\it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen response:	Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death
context: it's not like I want to watch my boyfriend get killed over and over all night.\I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death response:	Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed
context: I've connected to the wiki page.\Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed response:	The posts that had settled down for a while are starting to pick up again.
context: Name: Anonymous 09/04 22:09 ID.yj0712q What the hell? At least catch her\Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again. response:	Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen
context: Name: Anonymous 09/04 22:09 ID.dwd34 Don't blame me if you get killed\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen response:	Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death
context: Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death response:	Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed
context: Name: Anonymous 09/04 22:09 ID.ahedly65 Steel Lady Nanase, hurry up and appear\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed response:	Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed
context: Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed response:	Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed
context: Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed response:	Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin
context: Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin response:	Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?
context: The posts that had settled down for a while are starting to pick up again.\Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died? response:	Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?
context: Name: Anonymous 09/04 22:09 ID.nhr5a Like hell that's going to happen\Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that? response:	Because of the incident with Detective Terada,
context: Name: Anonymous 09/04 22:09 ID.zerog7 Keep saying that and you'll get cursed to death\Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada, response:	I'm sure people want more information and want to say things.
context: Name: Anonymous 09/04 22:10 ID.odwer Pretty sure you'll get beat with a steel beam before getting cursed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things. response:	If the one managing the site is Rikka-san,
context: Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san, response:	couldn't she censor or even delete your posts?
context: Name: Anonymous 09/04 22:10 ID.tersq I wonder if I'll end up faceless like that one detective if I get killed\Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts? response:	Rikka-san wouldn't do that.
context: Name: Anonymous 09/04 22:10 ID.jduyd Yup, just like Nanase Karin\Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that. response:	If she censors or deletes any posts concerning doubts about ghosts,
context: Name: Anonymous 09/04 22:10 ID.ejhghukuy Anyone going to upload the footage of when Nanase Karin died?\Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts, response:	that'll give the impression that
context: Name: Anonymous 09/04 22:10 ID.kecbhu You really want to see that?\Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts,\that'll give the impression that response:	the admin has some kind of problem with those posts.
context: Because of the incident with Detective Terada,\I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts,\that'll give the impression that\the admin has some kind of problem with those posts. response:	That'll get users to believe that these posts are being censored or deleted
context: I'm sure people want more information and want to say things.\If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts,\that'll give the impression that\the admin has some kind of problem with those posts.\That'll get users to believe that these posts are being censored or deleted response:	because the ghost doesn't actually exist.
context: If the one managing the site is Rikka-san,\couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts,\that'll give the impression that\the admin has some kind of problem with those posts.\That'll get users to believe that these posts are being censored or deleted\because the ghost doesn't actually exist. response:	That would be disadvantageous for someone who wants Steel Lady Nanase to exist.
context: couldn't she censor or even delete your posts?\Rikka-san wouldn't do that.\If she censors or deletes any posts concerning doubts about ghosts,\that'll give the impression that\the admin has some kind of problem with those posts.\That'll get users to believe that these posts are being censored or deleted\because the ghost doesn't actually exist.\That would be disadvantageous for someone who wants Steel Lady Nanase to exist. response:	So she has no choice but to leave all the posts alone.
