context: The Third Plate response:	Twelve
context: Hello?\What...\The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father...\Wh-What do you want? response:	Stay back! Don't come any closer!
context: What...\The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father...\Wh-What do you want?\Stay back! Don't come any closer! response:	New Director.
context: The new director.\Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father...\Wh-What do you want?\Stay back! Don't come any closer!\New Director. response:	What brings you here?
context: Nakiri Azami...\Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father...\Wh-What do you want?\Stay back! Don't come any closer!\New Director.\What brings you here? response:	I came to see my daughter. Does that reason not suffice?
context: Hello there, Yukihira Soma-kun.\I just happened to be in the area.\Father...\Wh-What do you want?\Stay back! Don't come any closer!\New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice? response:	We're in the middle of a celebration.
context: I just happened to be in the area.\Father...\Wh-What do you want?\Stay back! Don't come any closer!\New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration. response:	Could I ask you to kindly leave?
context: Father...\Wh-What do you want?\Stay back! Don't come any closer!\New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave? response:	Erina, come here.
context: Wh-What do you want?\Stay back! Don't come any closer!\New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here. response:	Nakiri-san!
context: Stay back! Don't come any closer!\New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here.\Nakiri-san! response:	Erina-cchi! Don't!
context: New Director.\What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here.\Nakiri-san!\Erina-cchi! Don't! response:	I was wondering what all the fuss was about.
context: What brings you here?\I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here.\Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about. response:	You come all the way back to the academy doing whatever you want.
context: I came to see my daughter. Does that reason not suffice?\We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here.\Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want. response:	Honestly, your insolence never ceases to amaze me,
context: We're in the middle of a celebration.\Could I ask you to kindly leave?\Erina, come here.\Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me, response:	Nakamura.
context: Could I ask you to kindly leave?\Erina, come here.\Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura. response:	Huh?
context: Erina, come here.\Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh? response:	Nakamura?
context: Nakiri-san!\Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh?\Nakamura? response:	Come now, Fumio-san. I go by Nakiri now.
context: Erina-cchi! Don't!\I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now. response:	Besides, that's rather cold, considering an alumni from this dorm has come to visit.
context: I was wondering what all the fuss was about.\You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit. response:	What?!
context: You come all the way back to the academy doing whatever you want.\Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?! response:	He can't be...
context: Honestly, your insolence never ceases to amaze me,\Nakamura.\Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be... response:	An alumni from the Polar Star Dormitory?!
context: Nakamura.\Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be...\An alumni from the Polar Star Dormitory?! response:	I took the time to do a little research on you, Azami-dono.
context: Huh?\Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono. response:	Nakamura Azami...
context: Nakamura?\Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami... response:	In the fall of your first year in high school,
context: Come now, Fumio-san. I go by Nakiri now.\Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school, response:	you won the Third Seat in the Elite Ten,
context: Besides, that's rather cold, considering an alumni from this dorm has come to visit.\What?!\He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten, response:	and ended up the First Seat in the next year.
context: What?!\He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year. response:	Some years later, you married the daughter of the Nakiri Family.
context: He can't be...\An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family. response:	They then earned the name The Clan of the Demon Lord of Food,
context: An alumni from the Polar Star Dormitory?!\I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food, response:	and he became a top star in the cooking world that everyone acknowledged.
context: I took the time to do a little research on you, Azami-dono.\Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged. response:	Until he was exiled by Senzaemon-dono.
context: Nakamura Azami...\In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono. response:	He's a former First Seat?
context: In the fall of your first year in high school,\you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat? response:	When he was about our age, he was already the Third Seat in the Elite Ten.
context: you won the Third Seat in the Elite Ten,\and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten. response:	However, I can't let this fact slip by.
context: and ended up the First Seat in the next year.\Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by. response:	This man was going to try to destroy the very dorm he grew up in
context: Some years later, you married the daughter of the Nakiri Family.\They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in response:	without a second thought.
context: They then earned the name The Clan of the Demon Lord of Food,\and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought. response:	I wasn't trying to destroy it.
context: and he became a top star in the cooking world that everyone acknowledged.\Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it. response:	It just happened the Polar Star Dormitory was included among
context: Until he was exiled by Senzaemon-dono.\He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among response:	the groups I was trying to destroy.
context: He's a former First Seat?\When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy. response:	Leave, Nakamura.
context: When he was about our age, he was already the Third Seat in the Elite Ten.\However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura. response:	Very well.
context: However, I can't let this fact slip by.\This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura.\Very well. response:	I'll see you soon, Erina.
context: This man was going to try to destroy the very dorm he grew up in\without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura.\Very well.\I'll see you soon, Erina. response:	I'm glad to see you're doing well.
context: without a second thought.\I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura.\Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well. response:	Erina will eventually come back to me on her own.
context: I wasn't trying to destroy it.\It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura.\Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own. response:	I'll leave her be a little longer until the time of the great revolution.
context: It just happened the Polar Star Dormitory was included among\the groups I was trying to destroy.\Leave, Nakamura.\Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution. response:	Heya.
context: the groups I was trying to destroy.\Leave, Nakamura.\Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya. response:	Oh? Are you seeing me off?
context: Leave, Nakamura.\Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off? response:	Well, there's something really simple that was bugging me.
context: Very well.\I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me. response:	Despite how many years you lived here, you don't feel anything
context: I'll see you soon, Erina.\I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything response:	for this place, Nakamura-senpai?
context: I'm glad to see you're doing well.\Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai? response:	Do you hold me in contempt?
context: Erina will eventually come back to me on her own.\I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt? response:	The world I seek is not in this dorm.
context: I'll leave her be a little longer until the time of the great revolution.\Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm. response:	At least, not right now.
context: Heya.\Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now. response:	Not right now?
context: Oh? Are you seeing me off?\Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now.\Not right now? response:	The golden age of the Polar Star Dormitory when I was here...
context: Well, there's something really simple that was bugging me.\Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here... response:	There was a senior that I looked up to very much.
context: Despite how many years you lived here, you don't feel anything\for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much. response:	He was unpredictable, yet refined.
context: for this place, Nakamura-senpai?\Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined. response:	He was truly a genius.
context: Do you hold me in contempt?\The world I seek is not in this dorm.\At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius. response:	The memories of this chef continue to warm my heart...
context: The world I seek is not in this dorm.\At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart... response:	Saiba Joichiro.
context: At least, not right now.\Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro. response:	Huh?
context: Not right now?\The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh? response:	At the pinnacle of my youth, he was there.
context: The golden age of the Polar Star Dormitory when I was here...\There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there. response:	It was as though his genius technique and his talents were different from
context: There was a senior that I looked up to very much.\He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from response:	any other on a genetic level.
context: He was unpredictable, yet refined.\He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level. response:	So, uh...
context: He was truly a genius.\The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh... response:	I'm not sure if you know this but,
context: The memories of this chef continue to warm my heart...\Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh...\I'm not sure if you know this but, response:	Saiba Joichiro...
context: Saiba Joichiro.\Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh...\I'm not sure if you know this but,\Saiba Joichiro... response:	He's... my dad.
context: Huh?\At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh...\I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad. response:	You're... Saiba-senpai's son?
context: At the pinnacle of my youth, he was there.\It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh...\I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son? response:	Man, Nakamura-senpai, I didn't know you knew my dad.
context: It was as though his genius technique and his talents were different from\any other on a genetic level.\So, uh...\I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad. response:	Yukihira-kun's...
context: any other on a genetic level.\So, uh...\I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's... response:	Saiba Joichiro-sama's...
context: So, uh...\I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's... response:	Saiba?
context: I'm not sure if you know this but,\Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba? response:	Yes. He's Yukihira-kun's father.
context: Saiba Joichiro...\He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father. response:	He's an alumni of Totsuki and a former Second Seat.
context: He's... my dad.\You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat. response:	Second Seat?!
context: You're... Saiba-senpai's son?\Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?! response:	Yeah, we have a picture of him from when he came to visit the dorm.
context: Man, Nakamura-senpai, I didn't know you knew my dad.\Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm. response:	Someone that amazing is his father?
context: Yukihira-kun's...\Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father? response:	Now then...
context: Saiba Joichiro-sama's...\Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then... response:	How much of this is coincidence, and how much of this was planned?
context: Saiba?\Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned? response:	Huh?
context: Yes. He's Yukihira-kun's father.\He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned?\Huh? response:	This concerns you as well, Yukihira Soma-kun.
context: He's an alumni of Totsuki and a former Second Seat.\Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun. response:	The great revolution that I've brought to Totsuki Academy...
context: Second Seat?!\Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy... response:	is nothing more than the salvation of the culinary world that ruined Saiba-senpai.
context: Yeah, we have a picture of him from when he came to visit the dorm.\Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai. response:	Ruined Saiba-sama?
context: Someone that amazing is his father?\Now then...\How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama? response:	That salvation is almost complete.
context: Now then...\How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete. response:	I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.
context: How much of this is coincidence, and how much of this was planned?\Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor. response:	I wonder what he means by that.
context: Huh?\This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that. response:	What happened between him and my dad?
context: This concerns you as well, Yukihira Soma-kun.\The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad? response:	What my father is trying to do
context: The great revolution that I've brought to Totsuki Academy...\is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do response:	is deeply connected to the chef, Saiba Joichiro?
context: is nothing more than the salvation of the culinary world that ruined Saiba-senpai.\Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro? response:	Totsuki
context: Ruined Saiba-sama?\That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro?\Totsuki response:	Food Wars
context: That salvation is almost complete.\I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro?\Totsuki\Food Wars response:	The Third Plate
context: I'm a lucky man, since I'll be able to show Saiba Joichiro's son the fruits of my labor.\I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro?\Totsuki\Food Wars\The Third Plate response:	To be continued?
context: I wonder what he means by that.\What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro?\Totsuki\Food Wars\The Third Plate\To be continued? response:	To be continued?
context: What happened between him and my dad?\What my father is trying to do\is deeply connected to the chef, Saiba Joichiro?\Totsuki\Food Wars\The Third Plate\To be continued?\To be continued? response:	To be continued!
