context: Somebody! response:	Isn't there anyone around?!
context: It feels so good.\When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress?\Is that what felt so good?\Have you been changing them all this time?\For me? response:	But why?
context: When did I fall asleep...?\I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress?\Is that what felt so good?\Have you been changing them all this time?\For me?\But why? response:	This guy... He's not the kind of person to do such a...
context: I-Ichijo-senpai!\What are you doing sleeping here?\A cold compress?\Is that what felt so good?\Have you been changing them all this time?\For me?\But why?\This guy... He's not the kind of person to do such a... response:	He's really gentle, you know... Ichijo.
context: What are you doing sleeping here?\A cold compress?\Is that what felt so good?\Have you been changing them all this time?\For me?\But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo. response:	Whoa, my bad! I must've nodded off.
context: A cold compress?\Is that what felt so good?\Have you been changing them all this time?\For me?\But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off. response:	Who knew I'd fall asleep here?
context: Is that what felt so good?\Have you been changing them all this time?\For me?\But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here? response:	It's all right, don't worry!
context: Have you been changing them all this time?\For me?\But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry! response:	I swear I didn't do anything to you! So everything's fine, okay?
context: For me?\But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay? response:	Hey, that's right,
context: But why?\This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right, response:	how's your fever?
context: This guy... He's not the kind of person to do such a...\He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever? response:	Yes, thanks to you, it came down a lot.
context: He's really gentle, you know... Ichijo.\Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot. response:	Is that right? Thank goodness. Hey! Not good!
context: Whoa, my bad! I must've nodded off.\Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good! response:	I've got to go change Onodera's compress, too.
context: Who knew I'd fall asleep here?\It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too. response:	Whoa... Whoops, whoops, whoops!
context: It's all right, don't worry!\I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops! response:	Oh, crap, I went and did it! My bad, I'll pick that up right now!
context: I swear I didn't do anything to you! So everything's fine, okay?\Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now! response:	Wh-What's so funny?
context: Hey, that's right,\how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny? response:	Well, but Ichijo-senpai,
context: how's your fever?\Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai, response:	you're somehow even weirder than I thought!
context: Yes, thanks to you, it came down a lot.\Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought! response:	You haven't smiled at me like that since we first met in the hallway.
context: Is that right? Thank goodness. Hey! Not good!\I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway. response:	Wh-What's that supposed to mean? Is there a problem?
context: I've got to go change Onodera's compress, too.\Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem? response:	No... there's no problem.
context: Whoa... Whoops, whoops, whoops!\Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem. response:	Ichijo-senpai, if you please.
context: Oh, crap, I went and did it! My bad, I'll pick that up right now!\Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please. response:	A lot has happened between us, but...
context: Wh-What's so funny?\Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but... response:	You're giving it back to me?
context: Well, but Ichijo-senpai,\you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me? response:	No, I'm not!
context: you're somehow even weirder than I thought!\You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me?\No, I'm not! response:	I'm just leaving it in your care.
context: You haven't smiled at me like that since we first met in the hallway.\Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me?\No, I'm not!\I'm just leaving it in your care. response:	When the day comes for me to be reunited with my prince,
context: Wh-What's that supposed to mean? Is there a problem?\No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me?\No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince, response:	please give it back to me.
context: No... there's no problem.\Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me?\No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me. response:	Until then, I'm granting you special custody.
context: Ichijo-senpai, if you please.\A lot has happened between us, but...\You're giving it back to me?\No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody. response:	But in return,
context: A lot has happened between us, but...\You're giving it back to me?\No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody.\But in return, response:	please let me see my prince again someday.
context: You're giving it back to me?\No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody.\But in return,\please let me see my prince again someday. response:	Or else I'm going to stick a needle in your eye!
context: No, I'm not!\I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody.\But in return,\please let me see my prince again someday.\Or else I'm going to stick a needle in your eye! response:	Right... Roger that.
context: I'm just leaving it in your care.\When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody.\But in return,\please let me see my prince again someday.\Or else I'm going to stick a needle in your eye!\Right... Roger that. response:	But see, that's...
context: When the day comes for me to be reunited with my prince,\please give it back to me.\Until then, I'm granting you special custody.\But in return,\please let me see my prince again someday.\Or else I'm going to stick a needle in your eye!\Right... Roger that.\But see, that's... response:	I admit he's just a tiny bit different than what I thought, Sister.
