context: Impudence! How dare you try to trespass into the Crown Prince's chambers? response:	Let me see His Highness! My lady is about to give birth!
context: Let him be.\I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying. response:	If I ask you a question, you will answer. No need for unnecessary talk.
context: I simply do not believe he will focus on this woman his whole life.\It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk. response:	I locked the fox in Evil Sealing Pagoda.
context: It's just that Qing Qiu...\Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda. response:	Don't come any closer!
context: Bai Qian of Qing Qiu is the number one beauty of the world.\When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer! response:	Why does Dijun's power look so strange? It is crimson in color?
context: When she marries into the Celestial Palace\she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color? response:	How dare a mere Pagoda Guardian act so atrociously in front of me?
context: she will certainly sway Ye Hua's heart.\I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me? response:	My tails!
context: I can only hope so.\You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails! response:	Oh no!
context: You know I most dislike women crying.\If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no! response:	Why is she bleeding so much?
context: If I ask you a question, you will answer. No need for unnecessary talk.\I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no!\Why is she bleeding so much? response:	I'm afraid she can't be helped.
context: I locked the fox in Evil Sealing Pagoda.\Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped. response:	Fool, you have it wrong. The blood on Her Highness is from Dijun.
context: Don't come any closer!\Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun. response:	Dijun has suffered severe injuries?
context: Why does Dijun's power look so strange? It is crimson in color?\How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries? response:	Who in this world is capable of injuring Dijun?
context: How dare a mere Pagoda Guardian act so atrociously in front of me?\My tails!\Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun? response:	A few days ago, Dijun spent a great amount of his powers
context: My tails!\Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers response:	to save the Little Princess.
context: Oh no!\Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess. response:	Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.
context: Why is she bleeding so much?\I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda. response:	These injuries were caused by the Pagoda Guardian.
context: I'm afraid she can't be helped.\Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian. response:	Pagoda Guardian?
context: Fool, you have it wrong. The blood on Her Highness is from Dijun.\Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian? response:	That is the monster king that Heavenly Father left behind
context: Dijun has suffered severe injuries?\Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind response:	that terrifies the Nine Heavens.
context: Who in this world is capable of injuring Dijun?\A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens. response:	All right, enough. Treat Dijun's injuries first.
context: A few days ago, Dijun spent a great amount of his powers\to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first. response:	Yes.
context: to save the Little Princess.\Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes. response:	I didn't die?
context: Today, he killed the Pagoda Guardian of the Evil Sealing Pagoda.\These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die? response:	What is this place?
context: These injuries were caused by the Pagoda Guardian.\Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die?\What is this place? response:	This is Dijun's chambers.
context: Pagoda Guardian?\That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die?\What is this place?\This is Dijun's chambers. response:	Chambers?
context: That is the monster king that Heavenly Father left behind\that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die?\What is this place?\This is Dijun's chambers.\Chambers? response:	This is my first time in here.
context: that terrifies the Nine Heavens.\All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die?\What is this place?\This is Dijun's chambers.\Chambers?\This is my first time in here. response:	Where is Dijun?
context: All right, enough. Treat Dijun's injuries first.\Yes.\I didn't die?\What is this place?\This is Dijun's chambers.\Chambers?\This is my first time in here.\Where is Dijun? response:	He is resting.
context: Yes.\I didn't die?\What is this place?\This is Dijun's chambers.\Chambers?\This is my first time in here.\Where is Dijun?\He is resting. response:	Is he heavily injured? Have I caused him trouble again?
context: I didn't die?\What is this place?\This is Dijun's chambers.\Chambers?\This is my first time in here.\Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again? response:	No, he really is resting.
context: What is this place?\This is Dijun's chambers.\Chambers?\This is my first time in here.\Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting. response:	Dijun said you have caused too much damage.
context: This is Dijun's chambers.\Chambers?\This is my first time in here.\Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage. response:	You should return to Qing Qiu.
context: Chambers?\This is my first time in here.\Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu. response:	As for repaying his kindness, he never expected it.
context: This is my first time in here.\Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it. response:	Little Princess, don't cry.
context: Where is Dijun?\He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry. response:	When you cry, I don't know what to do.
context: He is resting.\Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do. response:	Dijun...
context: Is he heavily injured? Have I caused him trouble again?\No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun... response:	Is he throwing me out?
context: No, he really is resting.\Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun...\Is he throwing me out? response:	Your Highness has been at Taichen Palace for a while now.
context: Dijun said you have caused too much damage.\You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now. response:	Do you still not know Dijun's temperament by now?
context: You should return to Qing Qiu.\As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now? response:	He is an immortal made out of a rock. He possesses no emotions or desires.
context: As for repaying his kindness, he never expected it.\Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires. response:	Don't waste your efforts any longer.
context: Little Princess, don't cry.\When you cry, I don't know what to do.\Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer. response:	Bid farewell to Dijun for me.
context: When you cry, I don't know what to do.\Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me. response:	I have asked the Little Princess to leave the Nine Heavens as you wished.
context: Dijun...\Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished. response:	Your Highness!
context: Is he throwing me out?\Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness! response:	Didn't you set out to repay a kindness?
context: Your Highness has been at Taichen Palace for a while now.\Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness? response:	How come you're in this state?
context: Do you still not know Dijun's temperament by now?\He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state? response:	Where is Aunt? I want to discuss some things with her.
context: He is an immortal made out of a rock. He possesses no emotions or desires.\Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her. response:	Aunt is not in Qing Qiu.
context: Don't waste your efforts any longer.\Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu. response:	How come Aunt left Qing Qiu? Has something happened?
context: Bid farewell to Dijun for me.\I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened? response:	Let's head back first. I'll tell you all about it.
context: I have asked the Little Princess to leave the Nine Heavens as you wished.\Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it. response:	I remember now.
context: Your Highness!\Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now. response:	Did Aunt tell you anything?
context: Didn't you set out to repay a kindness?\How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything? response:	Ever since Aunt's battle with Qing Cang, she hasn't been seen.
context: How come you're in this state?\Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen. response:	What?
context: Where is Aunt? I want to discuss some things with her.\Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What? response:	How come nobody told me while I was in heaven?
context: Aunt is not in Qing Qiu.\How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven? response:	Don't panic, Your Highness.
context: How come Aunt left Qing Qiu? Has something happened?\Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness. response:	Fox King and Zhe Yan have said that according to the stars, Aunt is fine.
context: Let's head back first. I'll tell you all about it.\I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine. response:	We just don't know where she has gone.
context: I remember now.\Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone. response:	You know Aunt's personality as well. Perhaps she is just wandering around.
context: Did Aunt tell you anything?\Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around. response:	That is true.
context: Ever since Aunt's battle with Qing Cang, she hasn't been seen.\What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true. response:	Aunt and the Crown Prince have an engagement.
context: What?\How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement. response:	For fear of alarming Celestial Tribe
context: How come nobody told me while I was in heaven?\Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe response:	and to avoid making this disappearance known in every household around the world
context: Don't panic, Your Highness.\Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world response:	Zhe Yan has told us not to speak of this to others.
context: Fox King and Zhe Yan have said that according to the stars, Aunt is fine.\We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others. response:	So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?
context: We just don't know where she has gone.\You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage? response:	Who has the time to be concerned about the snake?
context: You know Aunt's personality as well. Perhaps she is just wandering around.\That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake? response:	No.
context: That is true.\Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No. response:	I have to stand up for Aunt.
context: Aunt and the Crown Prince have an engagement.\For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt. response:	Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.
context: For fear of alarming Celestial Tribe\and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace. response:	There's nobody to stop me today.
context: and to avoid making this disappearance known in every household around the world\Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today. response:	Your Highness.
context: Zhe Yan has told us not to speak of this to others.\So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness. response:	How can you be so extreme?
context: So has nobody taught Shao Xing a lesson for stealing Aunt's marriage?\Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness.\How can you be so extreme? response:	You were so distracted when you returned. How come you are out for revenge now?
context: Who has the time to be concerned about the snake?\No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now? response:	I just want something to do to temporarily forget about Dijun.
context: No.\I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun. response:	Just let me go, all right?
context: I have to stand up for Aunt.\Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right? response:	What... What's wrong, Your Highness? Why do you look like you're about to cry?
context: Dijun stopped me when I wanted to teach her a lesson in the Celestial Palace.\There's nobody to stop me today.\Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry? response:	Why would I cry?
context: There's nobody to stop me today.\Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry? response:	I am going to teach a servant a lesson for Aunt's sake.
context: Your Highness.\How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake. response:	Why would I cry?
context: How can you be so extreme?\You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry? response:	Your Highness already confronted Shao Xing once
context: You were so distracted when you returned. How come you are out for revenge now?\I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once response:	back in the Celestial Palace.
context: I just want something to do to temporarily forget about Dijun.\Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace. response:	Seeing as you are from Qing Qiu, I made a concession.
context: Just let me go, all right?\What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession. response:	Why have you come today to stir up trouble again?
context: What... What's wrong, Your Highness? Why do you look like you're about to cry?\Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again? response:	For someone like her who betrayed her savior
context: Why would I cry?\I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior response:	how is one scolding enough?
context: I am going to teach a servant a lesson for Aunt's sake.\Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough? response:	You!
context: Why would I cry?\Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough?\You! response:	Do not go too far!
context: Your Highness already confronted Shao Xing once\back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough?\You!\Do not go too far! response:	My lord, calm down.
context: back in the Celestial Palace.\Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough?\You!\Do not go too far!\My lord, calm down. response:	You have already yielded to her once in the Celestial Palace.
context: Seeing as you are from Qing Qiu, I made a concession.\Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough?\You!\Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace. response:	Are you going to allow her to humiliate you again?
context: Why have you come today to stir up trouble again?\For someone like her who betrayed her savior\how is one scolding enough?\You!\Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again? response:	These all are what I deserve to go through.
context: For someone like her who betrayed her savior\how is one scolding enough?\You!\Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through. response:	Your Highness has come at a good time.
context: how is one scolding enough?\You!\Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time. response:	I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.
context: You!\Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt. response:	Apologize? You aren't lying to me?
context: Do not go too far!\My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me? response:	I was Aunt's maid.
context: My lord, calm down.\You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid. response:	I did something to betray her. Of course I have to beg for forgiveness.
context: You have already yielded to her once in the Celestial Palace.\Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness. response:	Since Your Highness has come today, I will make the trip with you
context: Are you going to allow her to humiliate you again?\These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you response:	and settle this matter.
