context: Where are you going? response:	To school.
context: Jin, that's...\I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant. response:	If there's an impurity here, then...
context: I'm sorry, even I can't give you a proper answer.\Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant.\If there's an impurity here, then... response:	Nagi.
context: Ah... Isn't that stick from the anime series that got scrapped in the planning stage,\and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant.\If there's an impurity here, then...\Nagi. response:	The place with the ghost...
context: and only its goods are sold by the sponsor's toy company?\There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant.\If there's an impurity here, then...\Nagi.\The place with the ghost... response:	It's here, right?
context: There's a craze over it and they're sold over the net at high prices.\What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant.\If there's an impurity here, then...\Nagi.\The place with the ghost...\It's here, right? response:	Let's open it now.
context: What's wrong, Akiba? Your eyes changed color.\Hey...\The air is certainly stagnant.\If there's an impurity here, then...\Nagi.\The place with the ghost...\It's here, right?\Let's open it now. response:	Let's stop!
context: Hey...\The air is certainly stagnant.\If there's an impurity here, then...\Nagi.\The place with the ghost...\It's here, right?\Let's open it now.\Let's stop! response:	No, let's go back instead!
context: The air is certainly stagnant.\If there's an impurity here, then...\Nagi.\The place with the ghost...\It's here, right?\Let's open it now.\Let's stop!\No, let's go back instead! response:	You may get cursed! I feel bad for the ghosts!
context: If there's an impurity here, then...\Nagi.\The place with the ghost...\It's here, right?\Let's open it now.\Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts! response:	As a matter of fact... I've reached the limit of my endurance.
context: Nagi.\The place with the ghost...\It's here, right?\Let's open it now.\Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance. response:	Daitetsu-kun has gone mad from fear and he's crushing Jin!
context: The place with the ghost...\It's here, right?\Let's open it now.\Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin! response:	You're so loud. Stop that ruckus!
context: It's here, right?\Let's open it now.\Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus! response:	You people are humans, aren't you? You're the living.
context: Let's open it now.\Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living. response:	You have a future, you are the best,
context: Let's stop!\No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best, response:	there's no reason for you to lose to creatures that move because they're bound to their past!
context: No, let's go back instead!\You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past! response:	Her way of speaking...
context: You may get cursed! I feel bad for the ghosts!\As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking... response:	She has taken on that personality.
context: As a matter of fact... I've reached the limit of my endurance.\Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality. response:	The living is stronger than the dead!
context: Daitetsu-kun has gone mad from fear and he's crushing Jin!\You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality.\The living is stronger than the dead! response:	Remember that!
context: You're so loud. Stop that ruckus!\You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality.\The living is stronger than the dead!\Remember that! response:	Huh? No way! What's that? Why?
context: You people are humans, aren't you? You're the living.\You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality.\The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why? response:	I can't open it! I can't open it!
context: You have a future, you are the best,\there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality.\The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it! response:	It's coming. It seems we've agitated it.
context: there's no reason for you to lose to creatures that move because they're bound to their past!\Her way of speaking...\She has taken on that personality.\The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it. response:	It's angry!
context: Her way of speaking...\She has taken on that personality.\The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry! response:	It's certainly calling for help.
context: She has taken on that personality.\The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help. response:	Poor thing... It was always alone.
context: The living is stronger than the dead!\Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help.\Poor thing... It was always alone. response:	He was in such a dark place, hurting and afraid.
context: Remember that!\Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid. response:	And yet nobody could find him.
context: Huh? No way! What's that? Why?\I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him. response:	He can't open that door for sure.
context: I can't open it! I can't open it!\It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure. response:	Because he was caught in the maze of dying without being able to open the door.
context: It's coming. It seems we've agitated it.\It's angry!\It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door. response:	I shall destroy that maze.
context: It's angry!\It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze. response:	Oh sheesh...
context: It's certainly calling for help.\Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh... response:	This door is poorly built, really.
context: Poor thing... It was always alone.\He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh...\This door is poorly built, really. response:	This is dangerous. I should tell the school janitor to fix it.
context: He was in such a dark place, hurting and afraid.\And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it. response:	Who's this old man?!
context: And yet nobody could find him.\He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?! response:	Old man? You're so rude.
context: He can't open that door for sure.\Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude. response:	Who's that person?
context: Because he was caught in the maze of dying without being able to open the door.\I shall destroy that maze.\Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude.\Who's that person? response:	Homeless?
context: I shall destroy that maze.\Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude.\Who's that person?\Homeless? response:	Yay, yay! Gotcha!
context: Oh sheesh...\This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude.\Who's that person?\Homeless?\Yay, yay! Gotcha! response:	If we don't do this, I don't feel like we're welcoming the new members at all.
context: This door is poorly built, really.\This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude.\Who's that person?\Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all. response:	This sort of thing happens often in sport clubs, right?
context: This is dangerous. I should tell the school janitor to fix it.\Who's this old man?!\Old man? You're so rude.\Who's that person?\Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right? response:	This is what they call a baptism.
context: Who's this old man?!\Old man? You're so rude.\Who's that person?\Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism. response:	Let me introduce him.
context: Old man? You're so rude.\Who's that person?\Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him. response:	This is our Arts Club's advisor, Dokusasori-sensei.
context: Who's that person?\Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei. response:	He's using the place under the floor as his studio.
context: Homeless?\Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio. response:	You guys don't learn your lesson, doing this every year.
context: Yay, yay! Gotcha!\If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year. response:	Well, I don't mind since I enjoy it.
context: If we don't do this, I don't feel like we're welcoming the new members at all.\This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it. response:	You guys were so scared!
context: This sort of thing happens often in sport clubs, right?\This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared! response:	Perhaps I should have taped it on video.
context: This is what they call a baptism.\Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video. response:	Impossible!
context: Let me introduce him.\This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video.\Impossible! response:	Anyway, who is this beauty?
context: This is our Arts Club's advisor, Dokusasori-sensei.\He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty? response:	Where's the impurity?
context: He's using the place under the floor as his studio.\You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty?\Where's the impurity? response:	Where's the bug?
context: You guys don't learn your lesson, doing this every year.\Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty?\Where's the impurity?\Where's the bug? response:	Bug? There are lots of them here, big ones.
context: Well, I don't mind since I enjoy it.\You guys were so scared!\Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty?\Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones. response:	Big spiders...
context: You guys were so scared!\Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty?\Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders... response:	There's more over here.
context: Perhaps I should have taped it on video.\Impossible!\Anyway, who is this beauty?\Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders...\There's more over here. response:	Nagi-
context: Impossible!\Anyway, who is this beauty?\Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders...\There's more over here.\Nagi- response:	Nagi-san, where are you going?
context: Anyway, who is this beauty?\Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders...\There's more over here.\Nagi-\Nagi-san, where are you going? response:	That can't be!
context: Where's the impurity?\Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders...\There's more over here.\Nagi-\Nagi-san, where are you going?\That can't be! response:	That can't be, That can't be!
context: Where's the bug?\Bug? There are lots of them here, big ones.\Big spiders...\There's more over here.\Nagi-\Nagi-san, where are you going?\That can't be!\That can't be, That can't be! response:	I'm sure I sensed an impurity!
context: Bug? There are lots of them here, big ones.\Big spiders...\There's more over here.\Nagi-\Nagi-san, where are you going?\That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity! response:	My senses are failing.
context: Big spiders...\There's more over here.\Nagi-\Nagi-san, where are you going?\That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing. response:	A place of worship...
context: There's more over here.\Nagi-\Nagi-san, where are you going?\That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing.\A place of worship... response:	A place for propagating religion?
context: Nagi-\Nagi-san, where are you going?\That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing.\A place of worship...\A place for propagating religion? response:	I didn't notice.
context: Nagi-san, where are you going?\That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing.\A place of worship...\A place for propagating religion?\I didn't notice. response:	Goal!
context: That can't be!\That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing.\A place of worship...\A place for propagating religion?\I didn't notice.\Goal! response:	You fail the test if it comes with a time limit though.
context: That can't be, That can't be!\I'm sure I sensed an impurity!\My senses are failing.\A place of worship...\A place for propagating religion?\I didn't notice.\Goal!\You fail the test if it comes with a time limit though. response:	You were searching in such a wrong place.
context: I'm sure I sensed an impurity!\My senses are failing.\A place of worship...\A place for propagating religion?\I didn't notice.\Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place. response:	You're...
context: My senses are failing.\A place of worship...\A place for propagating religion?\I didn't notice.\Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're... response:	Without that toy, you can't clean up on your own?
context: A place of worship...\A place for propagating religion?\I didn't notice.\Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own? response:	Has your divinity diminished?
context: A place for propagating religion?\I didn't notice.\Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own?\Has your divinity diminished? response:	Why?
context: I didn't notice.\Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own?\Has your divinity diminished?\Why? response:	Why are you here?!
context: Goal!\You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own?\Has your divinity diminished?\Why?\Why are you here?! response:	It's been a while.
context: You fail the test if it comes with a time limit though.\You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own?\Has your divinity diminished?\Why?\Why are you here?!\It's been a while. response:	Big Sis.
context: You were searching in such a wrong place.\You're...\Without that toy, you can't clean up on your own?\Has your divinity diminished?\Why?\Why are you here?!\It's been a while.\Big Sis. response:	Please watch the next episode of Kannagi too!
