context: eye catch response:	Pre! Preparation!
context: That Taiga...\Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this.\I left it sitting in here. response:	This brings back memories.
context: Are those Aisaka's pictures?\Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this.\I left it sitting in here.\This brings back memories. response:	You, why do you have this picture?
context: Well, yeah.\They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this.\I left it sitting in here.\This brings back memories.\You, why do you have this picture? response:	Back in the day, the photography club was selling photos like these.
context: They're pictures of me, aren't they?\No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this.\I left it sitting in here.\This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these. response:	Among those, ther -
context: No, um, you see... How should I put it...\Right, that reminds me.\I forgot all about this.\I left it sitting in here.\This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther - response:	Not that! Why do you have a picture of Taiga?
context: Right, that reminds me.\I forgot all about this.\I left it sitting in here.\This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga? response:	I put it there because I was in love with Aisaka.
context: I forgot all about this.\I left it sitting in here.\This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka. response:	That's all.
context: I left it sitting in here.\This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all. response:	What?
context: This brings back memories.\You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all.\What? response:	Well, when I confessed to her, I got rejected in less than a second.
context: You, why do you have this picture?\Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all.\What?\Well, when I confessed to her, I got rejected in less than a second. response:	Oops, I spilled. Keep it a secret from everyone, okay?
context: Back in the day, the photography club was selling photos like these.\Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all.\What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay? response:	Takasu, what's wrong? Hey!
context: Among those, ther -\Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all.\What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey! response:	Wh -
context: Not that! Why do you have a picture of Taiga?\I put it there because I was in love with Aisaka.\That's all.\What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh - response:	Wh -
context: I put it there because I was in love with Aisaka.\That's all.\What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh -\Wh - response:	What the hell?!
context: That's all.\What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh -\Wh -\What the hell?! response:	What a wasteful thing to do...
context: What?\Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh -\Wh -\What the hell?!\What a wasteful thing to do... response:	I couldn't help it.
context: Well, when I confessed to her, I got rejected in less than a second.\Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh -\Wh -\What the hell?!\What a wasteful thing to do...\I couldn't help it. response:	Saying he l-loved me...
context: Oops, I spilled. Keep it a secret from everyone, okay?\Takasu, what's wrong? Hey!\Wh -\Wh -\What the hell?!\What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me... response:	Startling me like that...
context: Takasu, what's wrong? Hey!\Wh -\Wh -\What the hell?!\What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me...\Startling me like that... response:	I just refused him, but...
context: Wh -\Wh -\What the hell?!\What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me...\Startling me like that...\I just refused him, but... response:	After that I came to my senses and then I, uh...
context: Wh -\What the hell?!\What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me...\Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh... response:	It happened right here.
context: What the hell?!\What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me...\Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here. response:	Aisaka!
context: What a wasteful thing to do...\I couldn't help it.\Saying he l-loved me...\Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here.\Aisaka! response:	The rage that you don't hold back...
context: I couldn't help it.\Saying he l-loved me...\Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here.\Aisaka!\The rage that you don't hold back... response:	Your straightforward personality is great...
context: Saying he l-loved me...\Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here.\Aisaka!\The rage that you don't hold back...\Your straightforward personality is great... response:	I've fallen for you!
context: Startling me like that...\I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here.\Aisaka!\The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you! response:	Kitamura...
context: I just refused him, but...\After that I came to my senses and then I, uh...\It happened right here.\Aisaka!\The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you!\Kitamura... response:	Weird confession, wasn't it?
context: After that I came to my senses and then I, uh...\It happened right here.\Aisaka!\The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you!\Kitamura...\Weird confession, wasn't it? response:	I had no idea whether he was praising or criticising me...
context: It happened right here.\Aisaka!\The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you!\Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me... response:	But you know, I was happy.
context: Aisaka!\The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you!\Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy. response:	Having someone say you're okay as you are,
context: The rage that you don't hold back...\Your straightforward personality is great...\I've fallen for you!\Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are, response:	and being needed by that person...
context: Your straightforward personality is great...\I've fallen for you!\Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person... response:	It was nice to have someone like that.
context: I've fallen for you!\Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that. response:	Somehow Taiga's lifestyle and her room...
context: Kitamura...\Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room... response:	There were so many pictures, and yet there wasn't one...
context: Weird confession, wasn't it?\I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one... response:	I wanted one of that look.
context: I had no idea whether he was praising or criticising me...\But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look. response:	The look he had back when he confessed to me.
context: But you know, I was happy.\Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me. response:	Just to see it once more...
context: Having someone say you're okay as you are,\and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more... response:	W-Why are you making me say embarrassing things, you perverted dog!
context: and being needed by that person...\It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog! response:	Why is it my fault?!
context: It was nice to have someone like that.\Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?! response:	Who else is around here, huh?!
context: Somehow Taiga's lifestyle and her room...\There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?! response:	Being needed by someone...
context: There were so many pictures, and yet there wasn't one...\I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?!\Being needed by someone... response:	I wonder what that means to Taiga.
context: I wanted one of that look.\The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga. response:	But man, she sure is a klutz.
context: The look he had back when he confessed to me.\Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz. response:	If you end up liking him right after,
context: Just to see it once more...\W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after, response:	you should've waited with your answer.
context: W-Why are you making me say embarrassing things, you perverted dog!\Why is it my fault?!\Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer. response:	Right, Inko-chan?
context: Why is it my fault?!\Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan? response:	Kitamura's being Kitamura too.
context: Who else is around here, huh?!\Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too. response:	He needs to take responsibility and go out with her if he was already in love.
context: Being needed by someone...\I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love. response:	You think so too, Inko-chan?
context: I wonder what that means to Taiga.\But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan? response:	Go on, Inko-chan!
context: But man, she sure is a klutz.\If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan?\Go on, Inko-chan! response:	It'd be okay, wouldn't it?
context: If you end up liking him right after,\you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan?\Go on, Inko-chan!\It'd be okay, wouldn't it? response:	The airhead-type pretty girl, Kawashima Ami, suddenly appears.
context: you should've waited with your answer.\Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan?\Go on, Inko-chan!\It'd be okay, wouldn't it?\The airhead-type pretty girl, Kawashima Ami, suddenly appears. response:	For now all I can say is...
context: Right, Inko-chan?\Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan?\Go on, Inko-chan!\It'd be okay, wouldn't it?\The airhead-type pretty girl, Kawashima Ami, suddenly appears.\For now all I can say is... response:	Huh, what do you mean?
context: Kitamura's being Kitamura too.\He needs to take responsibility and go out with her if he was already in love.\You think so too, Inko-chan?\Go on, Inko-chan!\It'd be okay, wouldn't it?\The airhead-type pretty girl, Kawashima Ami, suddenly appears.\For now all I can say is...\Huh, what do you mean? response:	Ami-chan doesn't understand!
