context: Are you all right? response:	Do you want to go to the nurse's office?
context: The person who sent this is none other than Asahina-san.\While I had no evidence to prove that this letter was actually from Asahina-san...\She seems just like the kind of person to use such a roundabout method...\And Nagato's also in the clubroom during lunch.\Well, it'll work out.\Come in!\Kyon-kun!\It's been so long. response:	She looks just like Asahina-san.
context: While I had no evidence to prove that this letter was actually from Asahina-san...\She seems just like the kind of person to use such a roundabout method...\And Nagato's also in the clubroom during lunch.\Well, it'll work out.\Come in!\Kyon-kun!\It's been so long.\She looks just like Asahina-san. response:	But it wasn't Asahina-san.
context: She seems just like the kind of person to use such a roundabout method...\And Nagato's also in the clubroom during lunch.\Well, it'll work out.\Come in!\Kyon-kun!\It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san. response:	Uh...
context: And Nagato's also in the clubroom during lunch.\Well, it'll work out.\Come in!\Kyon-kun!\It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh... response:	Are you Asahina-san's sister?
context: Well, it'll work out.\Come in!\Kyon-kun!\It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister? response:	It's me.
context: Come in!\Kyon-kun!\It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister?\It's me. response:	The real Mikuru Asahina.
context: Kyon-kun!\It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina. response:	But I'm from a later future than the me you're familiar with.
context: It's been so long.\She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with. response:	I've missed you...
context: She looks just like Asahina-san.\But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you... response:	You don't believe me, do you?
context: But it wasn't Asahina-san.\Uh...\Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you? response:	I'll prove it to you.
context: Uh...\Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you?\I'll prove it to you. response:	Look.
context: Are you Asahina-san's sister?\It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you?\I'll prove it to you.\Look. response:	I have a star-shaped mole here.
context: It's me.\The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you?\I'll prove it to you.\Look.\I have a star-shaped mole here. response:	It isn't fake.
context: The real Mikuru Asahina.\But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you?\I'll prove it to you.\Look.\I have a star-shaped mole here.\It isn't fake. response:	Want to touch it to make sure?
context: But I'm from a later future than the me you're familiar with.\I've missed you...\You don't believe me, do you?\I'll prove it to you.\Look.\I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure? response:	Super size me!
context: I've missed you...\You don't believe me, do you?\I'll prove it to you.\Look.\I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure?\Super size me! response:	Do you believe me now?
context: You don't believe me, do you?\I'll prove it to you.\Look.\I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure?\Super size me!\Do you believe me now? response:	That's not the issue here.
context: I'll prove it to you.\Look.\I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure?\Super size me!\Do you believe me now?\That's not the issue here. response:	I don't know where Asahina-san has moles on her body.
context: Look.\I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure?\Super size me!\Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body. response:	The only times I've seen that much of her skin...
context: I have a star-shaped mole here.\It isn't fake.\Want to touch it to make sure?\Super size me!\Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin... response:	In either case, I didn't have enough time to make any detailed observations.
context: It isn't fake.\Want to touch it to make sure?\Super size me!\Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations. response:	Huh?
context: Want to touch it to make sure?\Super size me!\Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh? response:	But weren't you the one who told me I had a mole here, Kyon-kun?
context: Super size me!\Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun? response:	I didn't even notice it myself.
context: Do you believe me now?\That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself. response:	Oh, no.
context: That's not the issue here.\I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no. response:	It's still...
context: I don't know where Asahina-san has moles on her body.\The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no.\It's still... response:	Oh, I see.
context: The only times I've seen that much of her skin...\In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no.\It's still...\Oh, I see. response:	It hasn't happened yet...
context: In either case, I didn't have enough time to make any detailed observations.\Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no.\It's still...\Oh, I see.\It hasn't happened yet... response:	What do I do!?
context: Huh?\But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no.\It's still...\Oh, I see.\It hasn't happened yet...\What do I do!? response:	I've made a huge mistake!
context: But weren't you the one who told me I had a mole here, Kyon-kun?\I didn't even notice it myself.\Oh, no.\It's still...\Oh, I see.\It hasn't happened yet...\What do I do!?\I've made a huge mistake! response:	I'm so sorry!
context: I didn't even notice it myself.\Oh, no.\It's still...\Oh, I see.\It hasn't happened yet...\What do I do!?\I've made a huge mistake!\I'm so sorry! response:	Please forget what I just said!
context: Oh, no.\It's still...\Oh, I see.\It hasn't happened yet...\What do I do!?\I've made a huge mistake!\I'm so sorry!\Please forget what I just said! response:	Easier said than done.
context: It's still...\Oh, I see.\It hasn't happened yet...\What do I do!?\I've made a huge mistake!\I'm so sorry!\Please forget what I just said!\Easier said than done. response:	I understand.
context: Oh, I see.\It hasn't happened yet...\What do I do!?\I've made a huge mistake!\I'm so sorry!\Please forget what I just said!\Easier said than done.\I understand. response:	I'll believe you for now.
context: It hasn't happened yet...\What do I do!?\I've made a huge mistake!\I'm so sorry!\Please forget what I just said!\Easier said than done.\I understand.\I'll believe you for now. response:	I've become a person who's ready to believe anything at this point...
context: What do I do!?\I've made a huge mistake!\I'm so sorry!\Please forget what I just said!\Easier said than done.\I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point... response:	Huh?
context: I've made a huge mistake!\I'm so sorry!\Please forget what I just said!\Easier said than done.\I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh? response:	Does that mean there are two Asahina-sans in this period right now?
context: I'm so sorry!\Please forget what I just said!\Easier said than done.\I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now? response:	Yes.
context: Please forget what I just said!\Easier said than done.\I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes. response:	The past me...
context: Easier said than done.\I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me... response:	I needed to tell you something...
context: I understand.\I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me...\I needed to tell you something... response:	I asked Nagato-san to leave us alone.
context: I'll believe you for now.\I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone. response:	Do you know about Nagato?
context: I've become a person who's ready to believe anything at this point...\Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato? response:	Sorry.
context: Huh?\Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry. response:	That's classified information.
context: Does that mean there are two Asahina-sans in this period right now?\Yes.\The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry.\That's classified information. response:	I haven't gotten to say that in a long time.
context: Yes.\The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry.\That's classified information.\I haven't gotten to say that in a long time. response:	I just heard it a few days ago.
context: The past me...\I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry.\That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago. response:	I can't stay in this time very long.
context: I needed to tell you something...\I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry.\That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long. response:	So I'll be brief.
context: I asked Nagato-san to leave us alone.\Do you know about Nagato?\Sorry.\That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief. response:	Do you know what Snow White is?
context: Do you know about Nagato?\Sorry.\That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is? response:	Well, yeah...
context: Sorry.\That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is?\Well, yeah... response:	When you find yourself in a harrowing situation...
context: That's classified information.\I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation... response:	You mean the story with seven dwarfs, a witch, and a poisoned apple?
context: I haven't gotten to say that in a long time.\I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple? response:	Yes.
context: I just heard it a few days ago.\I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes. response:	Remember the story of Snow White.
context: I can't stay in this time very long.\So I'll be brief.\Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White. response:	I was just in a harrowing situation yesterday...
context: So I'll be brief.\Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday... response:	That's not what I'm talking about...
context: Do you know what Snow White is?\Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about... response:	It'll happen...
context: Well, yeah...\When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen... response:	Let's see...
context: When you find yourself in a harrowing situation...\You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen...\Let's see... response:	I can't tell you any specifics...
context: You mean the story with seven dwarfs, a witch, and a poisoned apple?\Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen...\Let's see...\I can't tell you any specifics... response:	Haruhi and me?
context: Yes.\Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen...\Let's see...\I can't tell you any specifics...\Haruhi and me? response:	When? Where!?
context: Remember the story of Snow White.\I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen...\Let's see...\I can't tell you any specifics...\Haruhi and me?\When? Where!? response:	Suzumiya-san...
context: I was just in a harrowing situation yesterday...\That's not what I'm talking about...\It'll happen...\Let's see...\I can't tell you any specifics...\Haruhi and me?\When? Where!?\Suzumiya-san... response:	I suppose that you can't...
context: That's not what I'm talking about...\It'll happen...\Let's see...\I can't tell you any specifics...\Haruhi and me?\When? Where!?\Suzumiya-san...\I suppose that you can't... response:	I'm sorry.
context: It'll happen...\Let's see...\I can't tell you any specifics...\Haruhi and me?\When? Where!?\Suzumiya-san...\I suppose that you can't...\I'm sorry. response:	Still, just think of it as a hint.
context: Let's see...\I can't tell you any specifics...\Haruhi and me?\When? Where!?\Suzumiya-san...\I suppose that you can't...\I'm sorry.\Still, just think of it as a hint. response:	This is all I can do.
context: I can't tell you any specifics...\Haruhi and me?\When? Where!?\Suzumiya-san...\I suppose that you can't...\I'm sorry.\Still, just think of it as a hint.\This is all I can do. response:	And that would be Snow White?
context: Haruhi and me?\When? Where!?\Suzumiya-san...\I suppose that you can't...\I'm sorry.\Still, just think of it as a hint.\This is all I can do.\And that would be Snow White? response:	Yes.
context: When? Where!?\Suzumiya-san...\I suppose that you can't...\I'm sorry.\Still, just think of it as a hint.\This is all I can do.\And that would be Snow White?\Yes. response:	I'll remember that.
context: Suzumiya-san...\I suppose that you can't...\I'm sorry.\Still, just think of it as a hint.\This is all I can do.\And that would be Snow White?\Yes.\I'll remember that. response:	I can't believe I was able to wear this.
context: I suppose that you can't...\I'm sorry.\Still, just think of it as a hint.\This is all I can do.\And that would be Snow White?\Yes.\I'll remember that.\I can't believe I was able to wear this. response:	I wouldn't be able to do it now.
context: I'm sorry.\Still, just think of it as a hint.\This is all I can do.\And that would be Snow White?\Yes.\I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now. response:	What other costumes did Haruhi make you wear?
context: Still, just think of it as a hint.\This is all I can do.\And that would be Snow White?\Yes.\I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear? response:	Secret.
context: This is all I can do.\And that would be Snow White?\Yes.\I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret. response:	It's embarrassing.
context: And that would be Snow White?\Yes.\I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret.\It's embarrassing. response:	Besides, you'll find out soon enough.
context: Yes.\I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret.\It's embarrassing.\Besides, you'll find out soon enough. response:	Then I'll be going now.
context: I'll remember that.\I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret.\It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now. response:	One last thing.
context: I can't believe I was able to wear this.\I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret.\It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now.\One last thing. response:	Don't get too close to me.
context: I wouldn't be able to do it now.\What other costumes did Haruhi make you wear?\Secret.\It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now.\One last thing.\Don't get too close to me. response:	Please tell me one thing!
context: What other costumes did Haruhi make you wear?\Secret.\It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now.\One last thing.\Don't get too close to me.\Please tell me one thing! response:	Asahina-san.
context: Secret.\It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now.\One last thing.\Don't get too close to me.\Please tell me one thing!\Asahina-san. response:	How old are you right now?
context: It's embarrassing.\Besides, you'll find out soon enough.\Then I'll be going now.\One last thing.\Don't get too close to me.\Please tell me one thing!\Asahina-san.\How old are you right now? response:	Classified information.
context: Besides, you'll find out soon enough.\Then I'll be going now.\One last thing.\Don't get too close to me.\Please tell me one thing!\Asahina-san.\How old are you right now?\Classified information. response:	Her smile was so brilliant that...
context: Then I'll be going now.\One last thing.\Don't get too close to me.\Please tell me one thing!\Asahina-san.\How old are you right now?\Classified information.\Her smile was so brilliant that... response:	It's been so long.
context: One last thing.\Don't get too close to me.\Please tell me one thing!\Asahina-san.\How old are you right now?\Classified information.\Her smile was so brilliant that...\It's been so long. response:	So basically...
context: Don't get too close to me.\Please tell me one thing!\Asahina-san.\How old are you right now?\Classified information.\Her smile was so brilliant that...\It's been so long.\So basically... response:	I wonder how much time passed for her.
context: Please tell me one thing!\Asahina-san.\How old are you right now?\Classified information.\Her smile was so brilliant that...\It's been so long.\So basically...\I wonder how much time passed for her. response:	Based on her appearance, I'd say five years...
context: Asahina-san.\How old are you right now?\Classified information.\Her smile was so brilliant that...\It's been so long.\So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years... response:	No, three years?
context: How old are you right now?\Classified information.\Her smile was so brilliant that...\It's been so long.\So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years? response:	Girls go through some dramatic changes once they're out of high school.
context: Classified information.\Her smile was so brilliant that...\It's been so long.\So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school. response:	I'm pretty hungry.
context: Her smile was so brilliant that...\It's been so long.\So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry. response:	Guess I'll go back to the classroom.
context: It's been so long.\So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom. response:	Oh, boy.
context: So basically...\I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy. response:	Yo.
context: I wonder how much time passed for her.\Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy.\Yo. response:	Did you see someone that looked a lot like Asahina-san on your way here?
context: Based on her appearance, I'd say five years...\No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here? response:	Mikuru Asahina's time-divergent variant.
context: No, three years?\Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant. response:	I met her in the morning.
context: Girls go through some dramatic changes once they're out of high school.\I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning. response:	Could it be that...
context: I'm pretty hungry.\Guess I'll go back to the classroom.\Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that... response:	And that data whatever entity, too.
context: Guess I'll go back to the classroom.\Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that...\And that data whatever entity, too. response:	I cannot.
context: Oh, boy.\Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that...\And that data whatever entity, too.\I cannot. response:	But time travel is not very difficult.
context: Yo.\Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that...\And that data whatever entity, too.\I cannot.\But time travel is not very difficult. response:	Maybe you can tell me how it's done.
context: Did you see someone that looked a lot like Asahina-san on your way here?\Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that...\And that data whatever entity, too.\I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done. response:	Words would be insufficient for conveying the concept...
context: Mikuru Asahina's time-divergent variant.\I met her in the morning.\Could it be that...\And that data whatever entity, too.\I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept... response:	Oh, really.
context: I met her in the morning.\Could it be that...\And that data whatever entity, too.\I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really. response:	Yes.
context: Could it be that...\And that data whatever entity, too.\I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really.\Yes. response:	Guess that's settled.
context: And that data whatever entity, too.\I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really.\Yes.\Guess that's settled. response:	Settled.
context: I cannot.\But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really.\Yes.\Guess that's settled.\Settled. response:	Nagato.
context: But time travel is not very difficult.\Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really.\Yes.\Guess that's settled.\Settled.\Nagato. response:	Thanks for yesterday.
context: Maybe you can tell me how it's done.\Words would be insufficient for conveying the concept...\Oh, really.\Yes.\Guess that's settled.\Settled.\Nagato.\Thanks for yesterday. response:	There is no need to thank me.
context: Words would be insufficient for conveying the concept...\Oh, really.\Yes.\Guess that's settled.\Settled.\Nagato.\Thanks for yesterday.\There is no need to thank me. response:	Ryoko Asakura's abnormal behavior was my responsibility.
context: Oh, really.\Yes.\Guess that's settled.\Settled.\Nagato.\Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility. response:	My incompetence.
context: Yes.\Guess that's settled.\Settled.\Nagato.\Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence. response:	You really do look better without glasses.
context: Guess that's settled.\Settled.\Nagato.\Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses. response:	Where did you go!?
context: Settled.\Nagato.\Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses.\Where did you go!? response:	I waited to eat since I thought you'd be back soon!
context: Nagato.\Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon! response:	Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?
context: Thanks for yesterday.\There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment? response:	Stop sounding like an idiot!
context: There is no need to thank me.\Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot! response:	Come with me!
context: Ryoko Asakura's abnormal behavior was my responsibility.\My incompetence.\You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me! response:	I asked Okabe in the faculty office just now.
context: My incompetence.\You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now. response:	Nobody knew about Asakura transferring until this morning!
context: You really do look better without glasses.\Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning! response:	First thing this morning, a person claiming to be Asakura's father called...
context: Where did you go!?\I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called... response:	And guess where to?
context: I waited to eat since I thought you'd be back soon!\Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to? response:	Canada! Canada!
context: Could you say that again, except like a childhood friend pretending to be angry to hide her embarrassment?\Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada! response:	Does that even make sense?
context: Stop sounding like an idiot!\Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada!\Does that even make sense? response:	It sounds so made-up!
context: Come with me!\I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada!\Does that even make sense?\It sounds so made-up! response:	Really?
context: I asked Okabe in the faculty office just now.\Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada!\Does that even make sense?\It sounds so made-up!\Really? response:	Then I asked for her contact information in Canada.
context: Nobody knew about Asakura transferring until this morning!\First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada!\Does that even make sense?\It sounds so made-up!\Really?\Then I asked for her contact information in Canada. response:	And guess what happened?
context: First thing this morning, a person claiming to be Asakura's father called...\And guess where to?\Canada! Canada!\Does that even make sense?\It sounds so made-up!\Really?\Then I asked for her contact information in Canada.\And guess what happened? response:	They didn't even have that information!
context: And guess where to?\Canada! Canada!\Does that even make sense?\It sounds so made-up!\Really?\Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information! response:	You would normally leave your new contact information, right?
context: Canada! Canada!\Does that even make sense?\It sounds so made-up!\Really?\Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information!\You would normally leave your new contact information, right? response:	Something has to be up here!
context: Does that even make sense?\It sounds so made-up!\Really?\Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information!\You would normally leave your new contact information, right?\Something has to be up here! response:	How about no!
context: It sounds so made-up!\Really?\Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information!\You would normally leave your new contact information, right?\Something has to be up here!\How about no! response:	Since I was there I asked for Asakura's old address.
context: Really?\Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information!\You would normally leave your new contact information, right?\Something has to be up here!\How about no!\Since I was there I asked for Asakura's old address. response:	We'll go check it out after school.
context: Then I asked for her contact information in Canada.\And guess what happened?\They didn't even have that information!\You would normally leave your new contact information, right?\Something has to be up here!\How about no!\Since I was there I asked for Asakura's old address.\We'll go check it out after school. response:	We might learn something!
