context: I'll leave the solids to you. response:	All right!
context: There's a possibility he'll overtake you.\Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it... response:	If we get first place in NEXT!...
context: Below that is twenty-six... nineteen...\That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!... response:	Please think about us moving toward serialization.
context: That Hattori guy...\If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization. response:	No, they have still only entered high school.
context: If Eiji loses, it will put a damper on our serialization.\No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school. response:	But the authors probably really want to, don't they?
context: No, there's no way Niizuma Eiji will lose.\The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they? response:	They sure do...
context: The real deal will definitely be in our favor!\Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do... response:	Then, we're done.
context: Hey... if this keeps up and you get first, is Kono Yo wa Kane to Chie going to head for serialization?\Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do...\Then, we're done. response:	So should we call Hattori-san?
context: Now that you mention it...\If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do...\Then, we're done.\So should we call Hattori-san? response:	Tell him we finished a new name.
context: If we get first place in NEXT!...\Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do...\Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name. response:	Don't tell him they're serialization names for Kane to Chie yet.
context: Please think about us moving toward serialization.\No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do...\Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet. response:	Got it.
context: No, they have still only entered high school.\But the authors probably really want to, don't they?\They sure do...\Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it. response:	You want to surprise Hattori-san, right?
context: But the authors probably really want to, don't they?\They sure do...\Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right? response:	Sorry for the wait.
context: They sure do...\Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right?\Sorry for the wait. response:	Hello.
context: Then, we're done.\So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right?\Sorry for the wait.\Hello. response:	Thanks for coming.
context: So should we call Hattori-san?\Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right?\Sorry for the wait.\Hello.\Thanks for coming. response:	First, I just got the results for the real deal.
context: Tell him we finished a new name.\Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right?\Sorry for the wait.\Hello.\Thanks for coming.\First, I just got the results for the real deal. response:	Your rank for the real deal is...
context: Don't tell him they're serialization names for Kane to Chie yet.\Got it.\You want to surprise Hattori-san, right?\Sorry for the wait.\Hello.\Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is... response:	Third place.
context: Got it.\You want to surprise Hattori-san, right?\Sorry for the wait.\Hello.\Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is...\Third place. response:	Third?
context: You want to surprise Hattori-san, right?\Sorry for the wait.\Hello.\Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is...\Third place.\Third? response:	It's unfortunate you didn't get first, but
context: Sorry for the wait.\Hello.\Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is...\Third place.\Third?\It's unfortunate you didn't get first, but response:	third place for your first appearance in print is quite good.
context: Hello.\Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is...\Third place.\Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good. response:	First place is Niizuma Eiji-kun with 503 votes...
context: Thanks for coming.\First, I just got the results for the real deal.\Your rank for the real deal is...\Third place.\Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes... response:	Below that was 312 votes.
context: First, I just got the results for the real deal.\Your rank for the real deal is...\Third place.\Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes. response:	You two had 308 votes.
context: Your rank for the real deal is...\Third place.\Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes. response:	In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.
context: Third place.\Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased. response:	We lost...
context: Third?\It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost... response:	to Niizuma Eiji...
context: It's unfortunate you didn't get first, but\third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji... response:	No... even more than Eiji...
context: third place for your first appearance in print is quite good.\First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji...\No... even more than Eiji... response:	Niizuma-kun, you got first place in the questionnaires.
context: First place is Niizuma Eiji-kun with 503 votes...\Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires. response:	Congratulations.
context: Below that was 312 votes.\You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations. response:	What are questionnaires?
context: You two had 308 votes.\In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires? response:	When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!
context: In other words, you got proportionately the same as in the early report, but Niizuma-kun and the others increased.\We lost...\to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?! response:	Ah, I probably just said Okay because I didn't understand.
context: We lost...\to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand. response:	I think I can make the character designs for serialization even better.
context: to Niizuma Eiji...\No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better. response:	I can probably go with this protagonist.
context: No... even more than Eiji...\Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist. response:	This is fine.
context: Niizuma-kun, you got first place in the questionnaires.\Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine. response:	This boy doesn't need to know about the questionnaires and stuff.
context: Congratulations.\What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff. response:	You brought a name for a new work with you, didn't you?
context: What are questionnaires?\When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you? response:	This is no good!
context: When you ran your work for the Tezuka Award, I told you that you placed second, didn't I?!\Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good! response:	No good?
context: Ah, I probably just said Okay because I didn't understand.\I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good!\No good? response:	While you were talking to us, I came up with a lot of ideas.
context: I think I can make the character designs for serialization even better.\I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good!\No good?\While you were talking to us, I came up with a lot of ideas. response:	I think we should redraw this now.
context: I can probably go with this protagonist.\This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good!\No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now. response:	And to be honest...
context: This is fine.\This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good!\No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest... response:	from the shock of falling from first to third,
context: This boy doesn't need to know about the questionnaires and stuff.\You brought a name for a new work with you, didn't you?\This is no good!\No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest...\from the shock of falling from first to third, response:	I'm not really in the mood to talk about this...
context: You brought a name for a new work with you, didn't you?\This is no good!\No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this... response:	But I told you over and over, third is incredible.
context: This is no good!\No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible. response:	If you get disheartened at something simple like that
context: No good?\While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that response:	you won't be able to make it as a mangaka.
context: While you were talking to us, I came up with a lot of ideas.\I think we should redraw this now.\And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka. response:	Having said that, the early report was good.
context: I think we should redraw this now.\And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good. response:	I understand how you feel.
context: And to be honest...\from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel. response:	How about we end it here for today?
context: from the shock of falling from first to third,\I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel.\How about we end it here for today? response:	Sorry...
context: I'm not really in the mood to talk about this...\But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel.\How about we end it here for today?\Sorry... response:	Shuujin... I want to try for something mainstream.
context: But I told you over and over, third is incredible.\If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel.\How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream. response:	To be popular in Jack... I think you have to be mainstream, after all.
context: If you get disheartened at something simple like that\you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel.\How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all. response:	But we were told there's no point in us trying something mainstream.
context: you won't be able to make it as a mangaka.\Having said that, the early report was good.\I understand how you feel.\How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream. response:	I think we should just do what we've been doing...
context: Having said that, the early report was good.\I understand how you feel.\How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing... response:	That was the plan to win against Eiji in NEXT!.
context: I understand how you feel.\How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!. response:	But we didn't win.
context: How about we end it here for today?\Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win. response:	Eiji got 503 votes out of 1000.
context: Sorry...\Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000. response:	More than half the voters thought it was interesting.
context: Shuujin... I want to try for something mainstream.\To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting. response:	A manga that two out of ten people will definitely think is interesting...
context: To be popular in Jack... I think you have to be mainstream, after all.\But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting... response:	That's not good enough?
context: But we were told there's no point in us trying something mainstream.\I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough? response:	If we throw out half the votes from the outset, there's no way we can win!
context: I think we should just do what we've been doing...\That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win! response:	I was thinking about it when I saw Eiji's work, but...
context: That was the plan to win against Eiji in NEXT!.\But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but... response:	even for mainstream, it wasn't just the artwork that was good.
context: But we didn't win.\Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good. response:	You could sort of see the author through the work.
context: Eiji got 503 votes out of 1000.\More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work. response:	It gave off a strong sense of uniqueness.
context: More than half the voters thought it was interesting.\A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness. response:	Yeah, I thought so, too.
context: A manga that two out of ten people will definitely think is interesting...\That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too. response:	A kind of How does he do this? feeling.
context: That's not good enough?\If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling. response:	Shuujin, you're great at making settings,
context: If we throw out half the votes from the outset, there's no way we can win!\I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings, response:	so if you make a simpler setting than what we've had so far
context: I was thinking about it when I saw Eiji's work, but...\even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far response:	and use mainstream characters, I think we can do this.
context: even for mainstream, it wasn't just the artwork that was good.\You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this. response:	In other words, it must be mainstream!
context: You could sort of see the author through the work.\It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream! response:	Saikou...
context: It gave off a strong sense of uniqueness.\Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou... response:	There are a bunch of people who do mainstream,
context: Yeah, I thought so, too.\A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream, response:	so being number one is hard.
context: A kind of How does he do this? feeling.\Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream,\so being number one is hard. response:	In other words, doing cult is just running away!
context: Shuujin, you're great at making settings,\so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away! response:	What we're aiming for is number one in Japan!
context: so if you make a simpler setting than what we've had so far\and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan! response:	Cult stories can't be number one.
context: and use mainstream characters, I think we can do this.\In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one. response:	Let's start again from scratch!
context: In other words, it must be mainstream!\Saikou...\There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch! response:	Right!
context: Saikou...\There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch!\Right! response:	What are you doing, throwing scraps of paper all over the place?!
context: There are a bunch of people who do mainstream,\so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?! response:	Uh-oh!
context: so being number one is hard.\In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh! response:	Hey, hurry, we have to pick it up!
context: In other words, doing cult is just running away!\What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up! response:	Y Yeah!
context: What we're aiming for is number one in Japan!\Cult stories can't be number one.\Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah! response:	YYeah!
context: Cult stories can't be number one.\Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah!\YYeah! response:	Oh, so this is where Jack is made?
context: Let's start again from scratch!\Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah!\YYeah!\Oh, so this is where Jack is made? response:	That's Niizuma Eiji!
context: Right!\What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah!\YYeah!\Oh, so this is where Jack is made?\That's Niizuma Eiji! response:	Could you be Ashirogi Muto?!
context: What are you doing, throwing scraps of paper all over the place?!\Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah!\YYeah!\Oh, so this is where Jack is made?\That's Niizuma Eiji!\Could you be Ashirogi Muto?! response:	You know who we are?
context: Uh-oh!\Hey, hurry, we have to pick it up!\Y Yeah!\YYeah!\Oh, so this is where Jack is made?\That's Niizuma Eiji!\Could you be Ashirogi Muto?!\You know who we are? response:	Next time, Battle and Copying
context: Hey, hurry, we have to pick it up!\Y Yeah!\YYeah!\Oh, so this is where Jack is made?\That's Niizuma Eiji!\Could you be Ashirogi Muto?!\You know who we are?\Next time, Battle and Copying response:	When you embrace your dreams, rivals appear.
