context: Silver Thread response:	Lion King Touji Souya versus Kai Shimada 8th-Dan
context: I was confident this season, so you got any complaints?\Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you! response:	What's wrong? Why are you guys covering your eyes?
context: Well, it's good that no one got any bad news this time around.\I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes? response:	I finally caught up to you, Kiriyama.
context: I managed to hold on to my Rank A this season, too.\Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama. response:	I'll be waiting for the day when we have a match together.
context: Although, how can I put it? I squeaked by.\I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together. response:	Right, rival?
context: I was on the borderline and made it by a hair.\Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival? response:	Yeah...
context: Made it by a hair.\When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival?\Yeah... response:	When Nikaidou said that to me, his face shone so bright that I had to squint,
context: When Brother says that, it has weight.\I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint, response:	and in my eyelids, I saw that morning's river surface.
context: I sincerely congratulate you!\What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface. response:	I'll turn 18 next month.
context: What's wrong? Why are you guys covering your eyes?\I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month. response:	And I'll become a 2nd year high school student, one year behind.
context: I finally caught up to you, Kiriyama.\I'll be waiting for the day when we have a match together.\Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind. response:	Without being able to change anything...
context: I'll be waiting for the day when we have a match together.\Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything... response:	And again...
context: Right, rival?\Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again... response:	Base of the Blue Night
context: Yeah...\When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again...\Base of the Blue Night response:	Next Episode Preview
context: When Nikaidou said that to me, his face shone so bright that I had to squint,\and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again...\Base of the Blue Night\Next Episode Preview response:	Episode 18
context: and in my eyelids, I saw that morning's river surface.\I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again...\Base of the Blue Night\Next Episode Preview\Episode 18 response:	Hey, are you free tomorrow?
context: I'll turn 18 next month.\And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again...\Base of the Blue Night\Next Episode Preview\Episode 18\Hey, are you free tomorrow? response:	Then do you want to go? To Mouseland?
context: And I'll become a 2nd year high school student, one year behind.\Without being able to change anything...\And again...\Base of the Blue Night\Next Episode Preview\Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland? response:	Just us two guys!
context: Without being able to change anything...\And again...\Base of the Blue Night\Next Episode Preview\Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland?\Just us two guys! response:	Um, how can I put this?
context: And again...\Base of the Blue Night\Next Episode Preview\Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland?\Just us two guys!\Um, how can I put this? response:	It would feel creepy or like...
context: Base of the Blue Night\Next Episode Preview\Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland?\Just us two guys!\Um, how can I put this?\It would feel creepy or like... response:	Watch the next episode of March Comes in Like a Lion, please!
context: Next Episode Preview\Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland?\Just us two guys!\Um, how can I put this?\It would feel creepy or like...\Watch the next episode of March Comes in Like a Lion, please! response:	Kiriyama, my passionate battle with you is just beginning!
context: Episode 18\Hey, are you free tomorrow?\Then do you want to go? To Mouseland?\Just us two guys!\Um, how can I put this?\It would feel creepy or like...\Watch the next episode of March Comes in Like a Lion, please!\Kiriyama, my passionate battle with you is just beginning! response:	Here I come, my rival!
