context: It's a promise then. response:	You can't marry anyone else.
context: in the name of taking on a heavenly trial.\It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial response:	he'd already sent you to guard Ruoshui and the Ghost Realm?
context: It might have only been a few years, but His Lordship was true to you.\This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm? response:	Indeed.
context: This is the truth that I wish for you to know.\Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed. response:	Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.
context: Lord Dong Hua...\He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm. response:	Is something going to happen soon?
context: He went to the Mortal Realm for me?\Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon? response:	Lord Dong Hua...
context: Exactly.\Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua... response:	I don't wish to see you again.
context: Therefore, before the Crown Prince went\to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again. response:	Lord Dong Hua! Lord Dong Hua!
context: to the Mortal Realm for his heavenly trial\he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua! response:	What's the matter?
context: he'd already sent you to guard Ruoshui and the Ghost Realm?\Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter? response:	You used a third of your power on that leap.
context: Indeed.\Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap. response:	It's too much for me.
context: Mo Yuan has just returned and trouble is already stirring in the Ghost Realm.\Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap.\It's too much for me. response:	The Star Lord was telling the truth?
context: Is something going to happen soon?\Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth? response:	You've lost your powers since you returned from the Mortal Realm?
context: Lord Dong Hua...\I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm? response:	Exactly.
context: I don't wish to see you again.\Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly. response:	Why didn't you tell me?
context: Lord Dong Hua! Lord Dong Hua!\What's the matter?\You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me? response:	What is so shocking about that?
context: What's the matter?\You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me?\What is so shocking about that? response:	How can I not be shocked?
context: You used a third of your power on that leap.\It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me?\What is so shocking about that?\How can I not be shocked? response:	You were so powerful.
context: It's too much for me.\The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me?\What is so shocking about that?\How can I not be shocked?\You were so powerful. response:	What will you do if you encounter danger without your powers?
context: The Star Lord was telling the truth?\You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me?\What is so shocking about that?\How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers? response:	What danger will I encounter in the Celestial Palace?
context: You've lost your powers since you returned from the Mortal Realm?\Exactly.\Why didn't you tell me?\What is so shocking about that?\How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace? response:	I've lost my powers temporarily for returning to the Celestial Realm
context: Exactly.\Why didn't you tell me?\What is so shocking about that?\How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm response:	before the end of my scheduled 60-year trial.
context: Why didn't you tell me?\What is so shocking about that?\How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial. response:	Not even I can defy the will of Heaven, you see?
context: What is so shocking about that?\How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see? response:	But I'll be all right in a year or two.
context: How can I not be shocked?\You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two. response:	I've cleared things up with you so you can go home now.
context: You were so powerful.\What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now. response:	Lord Dong Hua...
context: What will you do if you encounter danger without your powers?\What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua... response:	You purposely avoided me
context: What danger will I encounter in the Celestial Palace?\I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me response:	because our names aren't on the Rock of Three Incarnations?
context: I've lost my powers temporarily for returning to the Celestial Realm\before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations? response:	How do you know about the Rock of Three Incarnations?
context: before the end of my scheduled 60-year trial.\Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations? response:	Did Zhe Yan or Mo Yuan tell you about it?
context: Not even I can defy the will of Heaven, you see?\But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it? response:	Or was it your father?
context: But I'll be all right in a year or two.\I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father? response:	But he promised me that he wouldn't breathe a word of it to you.
context: I've cleared things up with you so you can go home now.\Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you. response:	Neither.
context: Lord Dong Hua...\You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither. response:	The Star Lord brought me the Celestial Tribe's ancient records.
context: You purposely avoided me\because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records. response:	They said that you gave up the heavenly throne.
context: because our names aren't on the Rock of Three Incarnations?\How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne. response:	Is that true?
context: How do you know about the Rock of Three Incarnations?\Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true? response:	You ruined your own destined marriage recorded on the rock?
context: Did Zhe Yan or Mo Yuan tell you about it?\Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock? response:	Is there no way to fix it?
context: Or was it your father?\But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it? response:	I don't believe that.
context: But he promised me that he wouldn't breathe a word of it to you.\Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that. response:	It doesn't matter if you don't.
context: Neither.\The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't. response:	The Rock of Three Incarnations records all destined marriages.
context: The Star Lord brought me the Celestial Tribe's ancient records.\They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages. response:	My name won't be on it.
context: They said that you gave up the heavenly throne.\Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it. response:	It isn't just you, no one will be in a relationship with me.
context: Is that true?\You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me. response:	I don't believe that...
context: You ruined your own destined marriage recorded on the rock?\Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that... response:	Stop fooling around!
context: Is there no way to fix it?\I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around! response:	I don't believe that your name can't be on the Rock of Three Incarnations.
context: I don't believe that.\It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations. response:	Every tail of a nine-tailed fox can turn into a magical artifact by will.
context: It doesn't matter if you don't.\The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will. response:	I'm going to carve your name into the Rock of Three Incarnations.
context: The Rock of Three Incarnations records all destined marriages.\My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations. response:	There were ceaseless battles in the realms then.
context: My name won't be on it.\It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then. response:	As the God of Heaven and Earth
context: It isn't just you, no one will be in a relationship with me.\I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth response:	Lord Dong Hua defined the law of the immortals
context: I don't believe that...\Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals response:	as well as life and death in all six realms.
context: Stop fooling around!\I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms. response:	In order to make himself invulnerable
context: I don't believe that your name can't be on the Rock of Three Incarnations.\Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable response:	he removed his own name from the Rock of Three Incarnations.
context: Every tail of a nine-tailed fox can turn into a magical artifact by will.\I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations. response:	The Rock of Three Incarnations determines all marriages.
context: I'm going to carve your name into the Rock of Three Incarnations.\There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages. response:	Anyone whose name isn't on it, won't be in any relationships.
context: There were ceaseless battles in the realms then.\As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships. response:	No matter how long Lord Dong Hua lives, he will always be single.
context: As the God of Heaven and Earth\Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single. response:	It isn't that he is deprived of all emotion.
context: Lord Dong Hua defined the law of the immortals\as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion. response:	It's just his name isn't on the rock.
context: as well as life and death in all six realms.\In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock. response:	Whatever relationships he encountered
context: In order to make himself invulnerable\he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered response:	he regarded them as ill-fated romance.
context: he removed his own name from the Rock of Three Incarnations.\The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance. response:	Little Princess, do you understand what an ill-fated romance is?
context: The Rock of Three Incarnations determines all marriages.\Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is? response:	It's just like what you both went through in the Mortal Realm.
context: Anyone whose name isn't on it, won't be in any relationships.\No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm. response:	The relationship between you and Lord Dong Hua will never end well.
context: No matter how long Lord Dong Hua lives, he will always be single.\It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well. response:	Lord Dong Hua...
context: It isn't that he is deprived of all emotion.\It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua... response:	Lord Dong Hua...
context: It's just his name isn't on the rock.\Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua... response:	Lord Dong Hua...
context: Whatever relationships he encountered\he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua... response:	Where is your name?
context: he regarded them as ill-fated romance.\Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua...\Where is your name? response:	Where is it?
context: Little Princess, do you understand what an ill-fated romance is?\It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua...\Where is your name?\Where is it? response:	Bai Feng Jiu...
context: It's just like what you both went through in the Mortal Realm.\The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua...\Where is your name?\Where is it?\Bai Feng Jiu... response:	That's impossible...
context: The relationship between you and Lord Dong Hua will never end well.\Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua...\Where is your name?\Where is it?\Bai Feng Jiu...\That's impossible... response:	That's impossible
context: Lord Dong Hua...\Lord Dong Hua...\Lord Dong Hua...\Where is your name?\Where is it?\Bai Feng Jiu...\That's impossible...\That's impossible response:	How can that be right?
context: Lord Dong Hua...\Lord Dong Hua...\Where is your name?\Where is it?\Bai Feng Jiu...\That's impossible...\That's impossible\How can that be right? response:	It can't be!
context: Lord Dong Hua...\Where is your name?\Where is it?\Bai Feng Jiu...\That's impossible...\That's impossible\How can that be right?\It can't be! response:	How can it be...
context: Where is your name?\Where is it?\Bai Feng Jiu...\That's impossible...\That's impossible\How can that be right?\It can't be!\How can it be... response:	Lord Dong Hua is the one I love!
context: Where is it?\Bai Feng Jiu...\That's impossible...\That's impossible\How can that be right?\It can't be!\How can it be...\Lord Dong Hua is the one I love! response:	Little Princess.
context: Bai Feng Jiu...\That's impossible...\That's impossible\How can that be right?\It can't be!\How can it be...\Lord Dong Hua is the one I love!\Little Princess. response:	Heed my advice.
context: That's impossible...\That's impossible\How can that be right?\It can't be!\How can it be...\Lord Dong Hua is the one I love!\Little Princess.\Heed my advice. response:	If you remain so stubborn and continue to defy the will of Heaven...
context: That's impossible\How can that be right?\It can't be!\How can it be...\Lord Dong Hua is the one I love!\Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven... response:	it won't do you much good.
context: How can that be right?\It can't be!\How can it be...\Lord Dong Hua is the one I love!\Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good. response:	It won't do Lord Dong Hua any good either.
context: It can't be!\How can it be...\Lord Dong Hua is the one I love!\Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either. response:	Those years you shared in the Mortal Realm
context: How can it be...\Lord Dong Hua is the one I love!\Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm response:	were but a few days in Heaven.
context: Lord Dong Hua is the one I love!\Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven. response:	Yet that was enough to make Lord Dong Hua lose his powers.
context: Little Princess.\Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers. response:	Although it's only temporary
context: Heed my advice.\If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary response:	and His Lordship will recover in a year or two...
context: If you remain so stubborn and continue to defy the will of Heaven...\it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two... response:	this serves as a warning to him.
context: it won't do you much good.\It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him. response:	If you insist on staying by his side
context: It won't do Lord Dong Hua any good either.\Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side response:	who knows how the two of you will be punished?
context: Those years you shared in the Mortal Realm\were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished? response:	Little Princess, it's not too late to set things right.
context: were but a few days in Heaven.\Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right. response:	Why?
context: Yet that was enough to make Lord Dong Hua lose his powers.\Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why? response:	Why is it gone?
context: Although it's only temporary\and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why?\Why is it gone? response:	How did that happen?
context: and His Lordship will recover in a year or two...\this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why?\Why is it gone?\How did that happen? response:	Why?
context: this serves as a warning to him.\If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why?\Why is it gone?\How did that happen?\Why? response:	Why?
context: If you insist on staying by his side\who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why?\Why is it gone?\How did that happen?\Why?\Why? response:	How could it be? Dong Hua, tell me!
context: who knows how the two of you will be punished?\Little Princess, it's not too late to set things right.\Why?\Why is it gone?\How did that happen?\Why?\Why?\How could it be? Dong Hua, tell me! response:	How can it be?
context: Little Princess, it's not too late to set things right.\Why?\Why is it gone?\How did that happen?\Why?\Why?\How could it be? Dong Hua, tell me!\How can it be? response:	It can't be...
context: Why?\Why is it gone?\How did that happen?\Why?\Why?\How could it be? Dong Hua, tell me!\How can it be?\It can't be... response:	What happened to Little Princess?
context: Why is it gone?\How did that happen?\Why?\Why?\How could it be? Dong Hua, tell me!\How can it be?\It can't be...\What happened to Little Princess? response:	Take her to Qing Qiu right away.
context: How did that happen?\Why?\Why?\How could it be? Dong Hua, tell me!\How can it be?\It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away. response:	The pain of losing a tail is unbearable for a nine-tailed fox.
context: Why?\Why?\How could it be? Dong Hua, tell me!\How can it be?\It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox. response:	You violated the regulations.
context: Why?\How could it be? Dong Hua, tell me!\How can it be?\It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations. response:	Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.
context: How could it be? Dong Hua, tell me!\How can it be?\It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens. response:	As the Star Lord, you violated the regulations knowingly.
context: How can it be?\It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly. response:	Go to Lord Pu Hua for your punishment.
context: It can't be...\What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment. response:	I willingly accept the punishment.
context: What happened to Little Princess?\Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment. response:	Mi Gu!
