context: Kanna... response:	Tanigawa likes me?
context: What if I'm serious?\What?\Let's see...\Where did I leave that?\I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai? response:	What's up? You here for the same rea
context: What?\Let's see...\Where did I leave that?\I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea response:	Did you find what you were looking for?
context: Let's see...\Where did I leave that?\I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for? response:	Arisawa-san, why are you...?
context: Where did I leave that?\I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...? response:	I think you already know!
context: I didn't leave anything here,\but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know! response:	What if I really still like you after all this time?
context: but where did I leave it?\I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time? response:	But it's been so long...
context: I guess I'll just waste some time here.\Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time?\But it's been so long... response:	Time has nothing to do with it.
context: Oh, Kai?\What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it. response:	Last night, you said there wasn't anyone you like, right?
context: What's up? You here for the same rea\Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right? response:	I said I wasn't dating anyone.
context: Did you find what you were looking for?\Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone. response:	Huh?
context: Arisawa-san, why are you...?\I think you already know!\What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh? response:	I do like someone.
context: I think you already know!\What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh?\I do like someone. response:	I really like them, so...
context: What if I really still like you after all this time?\But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh?\I do like someone.\I really like them, so... response:	Huh?
context: But it's been so long...\Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh?\I do like someone.\I really like them, so...\Huh? response:	Wai
context: Time has nothing to do with it.\Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh?\I do like someone.\I really like them, so...\Huh?\Wai response:	What's gotten into you, Arisawa-san?
context: Last night, you said there wasn't anyone you like, right?\I said I wasn't dating anyone.\Huh?\I do like someone.\I really like them, so...\Huh?\Wai\What's gotten into you, Arisawa-san? response:	I'm quite selfish, you see.
context: I said I wasn't dating anyone.\Huh?\I do like someone.\I really like them, so...\Huh?\Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see. response:	I see...
context: Huh?\I do like someone.\I really like them, so...\Huh?\Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see... response:	I can't hold myself back.
context: I do like someone.\I really like them, so...\Huh?\Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see...\I can't hold myself back. response:	And I'm aggressive, too.
context: I really like them, so...\Huh?\Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see...\I can't hold myself back.\And I'm aggressive, too. response:	W-Wait.
context: Huh?\Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see...\I can't hold myself back.\And I'm aggressive, too.\W-Wait. response:	Y-You're surprisingly... strong...
context: Wai\What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see...\I can't hold myself back.\And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong... response:	You shouldn't embarrass a girl.
context: What's gotten into you, Arisawa-san?\I'm quite selfish, you see.\I see...\I can't hold myself back.\And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl. response:	Wa
context: I'm quite selfish, you see.\I see...\I can't hold myself back.\And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa response:	No!
context: I see...\I can't hold myself back.\And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa\No! response:	Where did they go?
context: I can't hold myself back.\And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa\No!\Where did they go? response:	Caught in the moment, I just came along, but...
context: And I'm aggressive, too.\W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa\No!\Where did they go?\Caught in the moment, I just came along, but... response:	What am I going to do after I find him?
context: W-Wait.\Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa\No!\Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him? response:	Kaito-kun...
context: Y-You're surprisingly... strong...\You shouldn't embarrass a girl.\Wa\No!\Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun... response:	Mi...o?!
context: You shouldn't embarrass a girl.\Wa\No!\Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun...\Mi...o?! response:	Umi-chan...
context: Wa\No!\Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun...\Mi...o?!\Umi-chan... response:	Kino...shita.
context: No!\Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun...\Mi...o?!\Umi-chan...\Kino...shita. response:	Sen...pai?
context: Where did they go?\Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun...\Mi...o?!\Umi-chan...\Kino...shita.\Sen...pai? response:	No one's...
context: Caught in the moment, I just came along, but...\What am I going to do after I find him?\Kaito-kun...\Mi...o?!\Umi-chan...\Kino...shita.\Sen...pai?\No one's... response:	Episode 7 Senpai's feelings.
context: What am I going to do after I find him?\Kaito-kun...\Mi...o?!\Umi-chan...\Kino...shita.\Sen...pai?\No one's...\Episode 7 Senpai's feelings. response:	Tell me, Remon!
context: Kaito-kun...\Mi...o?!\Umi-chan...\Kino...shita.\Sen...pai?\No one's...\Episode 7 Senpai's feelings.\Tell me, Remon! response:	Tell me how Kaito-kun feels!
context: Mi...o?!\Umi-chan...\Kino...shita.\Sen...pai?\No one's...\Episode 7 Senpai's feelings.\Tell me, Remon!\Tell me how Kaito-kun feels! response:	I'm sure he's thinking about doing it.
context: Umi-chan...\Kino...shita.\Sen...pai?\No one's...\Episode 7 Senpai's feelings.\Tell me, Remon!\Tell me how Kaito-kun feels!\I'm sure he's thinking about doing it. response:	Wow! As big as a horse!
