context: High God. response:	We're going to the West Sea.
context: This is a rare chance in front of me.\- Sister-in-law? - I am right outside.\If you have any evil intentions\I will take your life right now.\Sister-in-law, what's the matter?\It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess response:	but I have no home to return to and am wandering the Mortal Realm.
context: - Sister-in-law? - I am right outside.\If you have any evil intentions\I will take your life right now.\Sister-in-law, what's the matter?\It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm. response:	You are Qing Qiu's princess. Why have you come here?
context: If you have any evil intentions\I will take your life right now.\Sister-in-law, what's the matter?\It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here? response:	Is what she said true?
context: I will take your life right now.\Sister-in-law, what's the matter?\It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true? response:	It's impossible. Why would she be so nice?
context: Sister-in-law, what's the matter?\It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice? response:	No, I don't care what she is up to.
context: It's nothing. I think you are right.\I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to. response:	If I follow her
context: I've thought it through.\I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her response:	there will come a moment when Zi Lan cannot protect her.
context: I am the Ghost Realm's princess\but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her. response:	If I really must, I will risk my life to kill her
context: but I have no home to return to and am wandering the Mortal Realm.\You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her response:	so Qing Cang can break out of the Bell of the East Emperor's seal.
context: You are Qing Qiu's princess. Why have you come here?\Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal. response:	My baby, when your grandfather comes out, he will definitely like you.
context: Is what she said true?\It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you. response:	He will definitely save you.
context: It's impossible. Why would she be so nice?\No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you. response:	Little Mute, tell him I'm a good person.
context: No, I don't care what she is up to.\If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person. response:	Your wife is awake. Go see her.
context: If I follow her\there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her. response:	My goodness, I was so scared.
context: there will come a moment when Zi Lan cannot protect her.\If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared. response:	Why are you here?
context: If I really must, I will risk my life to kill her\so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here? response:	There was a murder case on the outskirts of town.
context: so Qing Cang can break out of the Bell of the East Emperor's seal.\My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town. response:	I originally came to investigate the case.
context: My baby, when your grandfather comes out, he will definitely like you.\He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case. response:	Then I heard you brought back a man and woman who were covered in blood.
context: He will definitely save you.\Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood. response:	I was worried about you.
context: Little Mute, tell him I'm a good person.\Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you. response:	How long have we known each other?
context: Your wife is awake. Go see her.\My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other? response:	About five years.
context: My goodness, I was so scared.\Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other?\About five years. response:	Already? I've been here for five years already?
context: Why are you here?\There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other?\About five years.\Already? I've been here for five years already? response:	It's time to move again.
context: There was a murder case on the outskirts of town.\I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other?\About five years.\Already? I've been here for five years already?\It's time to move again. response:	Move? Where are you moving to?
context: I originally came to investigate the case.\Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other?\About five years.\Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to? response:	Anywhere will do.
context: Then I heard you brought back a man and woman who were covered in blood.\I was worried about you.\How long have we known each other?\About five years.\Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to?\Anywhere will do. response:	North, south, east, west. I'll head in a random direction.
context: I was worried about you.\How long have we known each other?\About five years.\Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction. response:	Then... I'll go with you.
context: How long have we known each other?\About five years.\Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you. response:	You'll go with me?
context: About five years.\Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me? response:	You're a woman. You need a man to protect you.
context: Already? I've been here for five years already?\It's time to move again.\Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you. response:	I have no parents anyway. I'll go with you wherever you want to go.
context: It's time to move again.\Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go. response:	I'll protect you.
context: Move? Where are you moving to?\Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you. response:	Surround them.
context: Anywhere will do.\North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them. response:	- Yes. - Yes.
context: North, south, east, west. I'll head in a random direction.\Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them.\- Yes. - Yes. response:	Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.
context: Then... I'll go with you.\You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty. response:	I was late to rescue you. Allow me to die as an apology.
context: You'll go with me?\You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology. response:	I am not a merciful emperor.
context: You're a woman. You need a man to protect you.\I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor. response:	Cao Jing plotted a rebellion.
context: I have no parents anyway. I'll go with you wherever you want to go.\I'll protect you.\Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion. response:	Not only must his entire clan be slaughtered
context: I'll protect you.\Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered response:	but all high and low officials, merchants, and civilians
context: Surround them.\- Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians response:	who have had any interaction with the Cao clan in the past 20 years
context: - Yes. - Yes.\Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years response:	must be interrogated.
context: Your Majesty, I am late to rescue you. The Heavens protected Your Majesty.\I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated. response:	The case must be thoroughly investigated!
context: I was late to rescue you. Allow me to die as an apology.\I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated! response:	Your Majesty, is... the Crown Prince to be interrogated as well?
context: I am not a merciful emperor.\Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well? response:	Yes.
context: Cao Jing plotted a rebellion.\Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes. response:	Your Majesty.
context: Not only must his entire clan be slaughtered\but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty. response:	If you are tired, then sleep more.
context: but all high and low officials, merchants, and civilians\who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty.\If you are tired, then sleep more. response:	I have slept for a long while already. I've slept so much that my head aches.
context: who have had any interaction with the Cao clan in the past 20 years\must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches. response:	Jiu'er.
context: must be interrogated.\The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er. response:	- This arrow... - Your Majesty need not speak of it.
context: The case must be thoroughly investigated!\Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it. response:	Your Majesty just needs to remember that I took this arrow willingly.
context: Your Majesty, is... the Crown Prince to be interrogated as well?\Yes.\Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly. response:	I do not need any rewards.
context: Yes.\Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards. response:	I only ask that Your Majesty remember me
context: Your Majesty.\If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me response:	and keep me in your heart for all lifetimes.
context: If you are tired, then sleep more.\I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes. response:	Are you looking for the bells?
context: I have slept for a long while already. I've slept so much that my head aches.\Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells? response:	Has Your Majesty seen them?
context: Jiu'er.\- This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them? response:	I kept them.
context: - This arrow... - Your Majesty need not speak of it.\Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them?\I kept them. response:	Good, that's good.
context: Your Majesty just needs to remember that I took this arrow willingly.\I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them?\I kept them.\Good, that's good. response:	Can Your Majesty bring them to me?
context: I do not need any rewards.\I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them?\I kept them.\Good, that's good.\Can Your Majesty bring them to me? response:	What is this?
context: I only ask that Your Majesty remember me\and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them?\I kept them.\Good, that's good.\Can Your Majesty bring them to me?\What is this? response:	This is the arrow that wounded you.
context: and keep me in your heart for all lifetimes.\Are you looking for the bells?\Has Your Majesty seen them?\I kept them.\Good, that's good.\Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you. response:	Your Majesty kept it?
context: Are you looking for the bells?\Has Your Majesty seen them?\I kept them.\Good, that's good.\Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you.\Your Majesty kept it? response:	I am not just keeping it.
context: Has Your Majesty seen them?\I kept them.\Good, that's good.\Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it. response:	I will keep it for the rest of my life.
context: I kept them.\Good, that's good.\Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life. response:	This bell...
context: Good, that's good.\Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life.\This bell... response:	You have always worn it all the time that you have been with me.
context: Can Your Majesty bring them to me?\What is this?\This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me. response:	Is it very important?
context: What is this?\This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me.\Is it very important? response:	It was given to me by someone who is very important to me.
context: This is the arrow that wounded you.\Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me. response:	Si Ming, come here.
context: Your Majesty kept it?\I am not just keeping it.\I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here. response:	What orders do you have, Third Prince?
context: I am not just keeping it.\I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince? response:	I heard Miao Qing of the Eastern Sea was sent back?
context: I will keep it for the rest of my life.\This bell...\You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back? response:	I do not know of Xiwu Palace's affairs.
context: This bell...\You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs. response:	Is there anything you don't know about in the Celestial Palace?
context: You have always worn it all the time that you have been with me.\Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace? response:	It's rumored that the princess
context: Is it very important?\It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess response:	put an aphrodisiac into the Crown Prince's soup last night.
context: It was given to me by someone who is very important to me.\Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night. response:	The Crown Prince discovered it
context: Si Ming, come here.\What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it response:	and Consort Su Jin came over to plead for forgiveness.
context: What orders do you have, Third Prince?\I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness. response:	It was at that moment that Qing Qiu's Aunt arrived.
context: I heard Miao Qing of the Eastern Sea was sent back?\I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived. response:	With Aunt's word
context: I do not know of Xiwu Palace's affairs.\Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word response:	the Crown Prince immediately sent the princess out of Xiwu Palace.
context: Is there anything you don't know about in the Celestial Palace?\It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace. response:	That's the rumor.
context: It's rumored that the princess\put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor. response:	Problems arise wherever there are women.
context: put an aphrodisiac into the Crown Prince's soup last night.\The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women. response:	Yes.
context: The Crown Prince discovered it\and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women.\Yes. response:	It's a good thing Mo Yuan did not accept female disciples. If he had...
context: and Consort Su Jin came over to plead for forgiveness.\It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had... response:	Who knows what would have happened to Kunlun Mountain?
context: It was at that moment that Qing Qiu's Aunt arrived.\With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain? response:	Yes.
context: With Aunt's word\the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes. response:	This is the Book of Destiny?
context: the Crown Prince immediately sent the princess out of Xiwu Palace.\That's the rumor.\Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny? response:	Let me see how Dijun is attacked by assassins.
context: That's the rumor.\Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins. response:	All right.
context: Problems arise wherever there are women.\Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right. response:	This isn't right.
context: Yes.\It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right.\This isn't right. response:	What isn't right?
context: It's a good thing Mo Yuan did not accept female disciples. If he had...\Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right.\This isn't right.\What isn't right? response:	Dijun has survived the assassination
context: Who knows what would have happened to Kunlun Mountain?\Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right.\This isn't right.\What isn't right?\Dijun has survived the assassination response:	but there are a lot of words missing here.
context: Yes.\This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right.\This isn't right.\What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here. response:	Look at this empty space.
context: This is the Book of Destiny?\Let me see how Dijun is attacked by assassins.\All right.\This isn't right.\What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space. response:	Could it be that someone from the Celestial Tribe or the Ghost Tribe
context: Let me see how Dijun is attacked by assassins.\All right.\This isn't right.\What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe response:	has appeared near Dijun?
context: All right.\This isn't right.\What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun? response:	It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.
context: This isn't right.\What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry. response:	If he does encounter someone, that is fate.
context: What isn't right?\Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate. response:	It's not something you or I can control.
context: Dijun has survived the assassination\but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control. response:	Let's go.
context: but there are a lot of words missing here.\Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go. response:	- High Goddess. - How is Riceball now?
context: Look at this empty space.\Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now? response:	The young prince has woken up.
context: Could it be that someone from the Celestial Tribe or the Ghost Tribe\has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up. response:	If he's awake, why hasn't he returned with you?
context: has appeared near Dijun?\It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you? response:	His Highness said the prince was in a sobering bath
context: It's all right as long as Dijun is safe. This isn't a big issue. Don't worry.\If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath response:	and will remain in Zichen Hall tonight.
context: If he does encounter someone, that is fate.\It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight. response:	So he's not coming back tonight?
context: It's not something you or I can control.\Let's go.\- High Goddess. - How is Riceball now?\The young prince has woken up.\If he's awake, why hasn't he returned with you?\His Highness said the prince was in a sobering bath\and will remain in Zichen Hall tonight.\So he's not coming back tonight? response:	Never mind. I'll go take a look.
