context: I've always hoped that you could forget what happened 300 years ago. response:	Now that you've fallen for this high god...
context: She didn't even get to visit Little Prince before she left.\You're dismissed.\Didn't she only come here a while ago?\Why has she suddenly left?\She has to handle a matter back in Qing Qiu.\Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me? response:	It's your cousin.
context: You're dismissed.\Didn't she only come here a while ago?\Why has she suddenly left?\She has to handle a matter back in Qing Qiu.\Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin. response:	Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.
context: Didn't she only come here a while ago?\Why has she suddenly left?\She has to handle a matter back in Qing Qiu.\Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace. response:	She's crying and asking to take on the heavenly trial with Lord Donghua.
context: Why has she suddenly left?\She has to handle a matter back in Qing Qiu.\Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua. response:	Only you, the Crown Prince of the Celestial Tribe can stop her.
context: She has to handle a matter back in Qing Qiu.\Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her. response:	I already broke so many things!
context: Are you feeling all right?\I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things! response:	Shouldn't you punish me to a heavenly trial?
context: I've been waiting here to ask you for a favor.\What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial? response:	This is said to be valuable.
context: What favor could you ask of me?\It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable. response:	If I break it, would you punish me?
context: It's your cousin.\Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me? response:	Princess! You mustn't break that!
context: Princess Zhi Yue is now kicking up a fuss in Heavenly Lord's palace.\She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that! response:	If you do, you'll really get into trouble!
context: She's crying and asking to take on the heavenly trial with Lord Donghua.\Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble! response:	Let her break it.
context: Only you, the Crown Prince of the Celestial Tribe can stop her.\I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it. response:	Crown Prince. Third Prince.
context: I already broke so many things!\Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince. response:	Cousin.
context: Shouldn't you punish me to a heavenly trial?\This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince.\Cousin. response:	You wish to see Lord Dong Hua so badly?
context: This is said to be valuable.\If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly? response:	I haven't seen him for over a month.
context: If I break it, would you punish me?\Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month. response:	I wish to see him.
context: Princess! You mustn't break that!\If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him. response:	I also wish to endure the heavenly trial with him!
context: If you do, you'll really get into trouble!\Let her break it.\Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him! response:	Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?
context: Let her break it.\Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't? response:	I'm also a princess and Crown Prince Ye Hua's cousin!
context: Crown Prince. Third Prince.\Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin! response:	Would you risk everything to see him?
context: Cousin.\You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him? response:	Yes, everything!
context: You wish to see Lord Dong Hua so badly?\I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything! response:	Break it then.
context: I haven't seen him for over a month.\I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything!\Break it then. response:	Once you break it
context: I wish to see him.\I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything!\Break it then.\Once you break it response:	I'll send you to the Mortal Realm for 20 years.
context: I also wish to endure the heavenly trial with him!\Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything!\Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years. response:	Really?
context: Why does that Qing Qiu's Bai Feng Jiu get to do so and I can't?\I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything!\Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years.\Really? response:	Yes.
context: I'm also a princess and Crown Prince Ye Hua's cousin!\Would you risk everything to see him?\Yes, everything!\Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years.\Really?\Yes. response:	Didn't I ask you here to talk this lass out of it?
context: Would you risk everything to see him?\Yes, everything!\Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years.\Really?\Yes.\Didn't I ask you here to talk this lass out of it? response:	Why did you tell her to break it?
context: Yes, everything!\Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years.\Really?\Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it? response:	She knows she can't get what she seeks
context: Break it then.\Once you break it\I'll send you to the Mortal Realm for 20 years.\Really?\Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks response:	and yet she's willing to risk everything to do so.
context: Once you break it\I'll send you to the Mortal Realm for 20 years.\Really?\Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so. response:	How many others are like her?
context: I'll send you to the Mortal Realm for 20 years.\Really?\Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her? response:	Why shouldn't I fulfill her wish?
context: Really?\Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish? response:	What's wrong with everyone today?
context: Yes.\Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today? response:	They are all acting weirdly.
context: Didn't I ask you here to talk this lass out of it?\Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly. response:	Uncle Lian Song!
context: Why did you tell her to break it?\She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song! response:	I'm really going to endure heavenly trial in the Mortal Realm!
context: She knows she can't get what she seeks\and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm! response:	My dear lass, quit stalling.
context: and yet she's willing to risk everything to do so.\How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling. response:	Head off to meet your Lord Dong Hua whom you can't have.
context: How many others are like her?\Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have. response:	Sure!
context: Why shouldn't I fulfill her wish?\What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure! response:	Little Princess, we can't hold this matter off much longer.
context: What's wrong with everyone today?\They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer. response:	It's already been two years now.
context: They are all acting weirdly.\Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now. response:	Lord Dong Hua cherishes you more than ever.
context: Uncle Lian Song!\I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever. response:	You're the only one on his mind.
context: I'm really going to endure heavenly trial in the Mortal Realm!\My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind. response:	In a few days, you must come up with a plan to break his heart
context: My dear lass, quit stalling.\Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart response:	so that he can pull through his heavenly trial of love
context: Head off to meet your Lord Dong Hua whom you can't have.\Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love response:	and you can then head back to Celestial Palace.
context: Sure!\Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace. response:	Pure Consort.
context: Little Princess, we can't hold this matter off much longer.\It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort. response:	Crown Prince.
context: It's already been two years now.\Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince. response:	Why does Your Highness look so glum?
context: Lord Dong Hua cherishes you more than ever.\You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince.\Why does Your Highness look so glum? response:	Crown Prince doesn't seem to be much happier either.
context: You're the only one on his mind.\In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either. response:	Ever since my mentor left, I've miss her preachings.
context: In a few days, you must come up with a plan to break his heart\so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings. response:	I just took this fan out.
context: so that he can pull through his heavenly trial of love\and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out. response:	I miss her all the more as I look at this fan.
context: and you can then head back to Celestial Palace.\Pure Consort.\Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan. response:	Your mentor?
context: Pure Consort.\Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor? response:	You're referring to that female taoist?
context: Crown Prince.\Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist? response:	Aunt Qian Qian did get herself a good disciple.
context: Why does Your Highness look so glum?\Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple. response:	He misses her even now.
context: Crown Prince doesn't seem to be much happier either.\Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now. response:	May I take a look at that fan?
context: Ever since my mentor left, I've miss her preachings.\I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan? response:	Sure.
context: I just took this fan out.\I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan?\Sure. response:	Do you know what this fan is called?
context: I miss her all the more as I look at this fan.\Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan?\Sure.\Do you know what this fan is called? response:	Master left this behind when she left, but she didn't say a word about it.
context: Your mentor?\You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan?\Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it. response:	Your mentor once had a chat in the palace with me.
context: You're referring to that female taoist?\Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan?\Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me. response:	She told me about the fan.
context: Aunt Qian Qian did get herself a good disciple.\He misses her even now.\May I take a look at that fan?\Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan. response:	It's called Cloud Clearing Fan.
context: He misses her even now.\May I take a look at that fan?\Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan. response:	Cloud Clearing Fan?
context: May I take a look at that fan?\Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan? response:	When Shao Xing was still a maid in Qing Qiu's Fox Den
context: Sure.\Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den response:	Aunt Qian Qian gave it to her for self-defense.
context: Do you know what this fan is called?\Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense. response:	Although she's no longer her maid
context: Master left this behind when she left, but she didn't say a word about it.\Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid response:	Aunt Qian Qian still gave this fan to Shao Xing's son.
context: Your mentor once had a chat in the palace with me.\She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son. response:	She must have already forgiven her.
context: She told me about the fan.\It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her. response:	Aunt Qian Qian has a sharp tongue, but a kind heart.
context: It's called Cloud Clearing Fan.\Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart. response:	This is a magical artifact.
context: Cloud Clearing Fan?\When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact. response:	Please keep it safe, Crown Prince.
context: When Shao Xing was still a maid in Qing Qiu's Fox Den\Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince. response:	A magical artifact?
context: Aunt Qian Qian gave it to her for self-defense.\Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact? response:	What are you doing?
context: Although she's no longer her maid\Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact?\What are you doing? response:	The fan...
context: Aunt Qian Qian still gave this fan to Shao Xing's son.\She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact?\What are you doing?\The fan... response:	The fan... I...
context: She must have already forgiven her.\Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact?\What are you doing?\The fan...\The fan... I... response:	Crown Prince lost his grip on the fan.
context: Aunt Qian Qian has a sharp tongue, but a kind heart.\This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact?\What are you doing?\The fan...\The fan... I...\Crown Prince lost his grip on the fan. response:	Lost his grip on the fan?
context: This is a magical artifact.\Please keep it safe, Crown Prince.\A magical artifact?\What are you doing?\The fan...\The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan? response:	How big is a fan?
context: Please keep it safe, Crown Prince.\A magical artifact?\What are you doing?\The fan...\The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan? response:	He can't even hold it?
context: A magical artifact?\What are you doing?\The fan...\The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan?\He can't even hold it? response:	Why would you be on top of her?
context: What are you doing?\The fan...\The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan?\He can't even hold it?\Why would you be on top of her? response:	This... This is a magical fan.
context: The fan...\The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan?\He can't even hold it?\Why would you be on top of her?\This... This is a magical fan. response:	I fanned it lightly and it suddenly expanded.
context: The fan... I...\Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan?\He can't even hold it?\Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded. response:	It gave me a fright, so I flung it out.
context: Crown Prince lost his grip on the fan.\Lost his grip on the fan?\How big is a fan?\He can't even hold it?\Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out. response:	Yes! Crown Prince panicked and I reached out to pull him back.
context: Lost his grip on the fan?\How big is a fan?\He can't even hold it?\Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back. response:	Then we both tripped over this stool.
context: How big is a fan?\He can't even hold it?\Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool. response:	Shut up!
context: He can't even hold it?\Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up! response:	Keep an eye on them!
context: Why would you be on top of her?\This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up!\Keep an eye on them! response:	I'm going to inform His Majesty!
context: This... This is a magical fan.\I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up!\Keep an eye on them!\I'm going to inform His Majesty! response:	Shut up!
context: I fanned it lightly and it suddenly expanded.\It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up!\Keep an eye on them!\I'm going to inform His Majesty!\Shut up! response:	Your Majesty, I'm telling the truth.
context: It gave me a fright, so I flung it out.\Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up!\Keep an eye on them!\I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth. response:	When I went past Imperial Garden with the other concubines
context: Yes! Crown Prince panicked and I reached out to pull him back.\Then we both tripped over this stool.\Shut up!\Keep an eye on them!\I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines response:	I really saw Pure Consort Chen in Crown Prince's arms.
context: Then we both tripped over this stool.\Shut up!\Keep an eye on them!\I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms. response:	They even lied and said that the fan is magical
context: Shut up!\Keep an eye on them!\I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical response:	so it expanded when fanned lightly.
context: Keep an eye on them!\I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly. response:	They even claimed that Crown Prince lost his footing
context: I'm going to inform His Majesty!\Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing response:	so he flung the fan out and Pure Consort pulled him back.
context: Shut up!\Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back. response:	They then tripped over a stool.
context: Your Majesty, I'm telling the truth.\When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool. response:	Your Majesty, the fan is right before you now.
context: When I went past Imperial Garden with the other concubines\I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool.\Your Majesty, the fan is right before you now. response:	What is so special about it?
context: I really saw Pure Consort Chen in Crown Prince's arms.\They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool.\Your Majesty, the fan is right before you now.\What is so special about it? response:	I'll tell you one last time.
context: They even lied and said that the fan is magical\so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool.\Your Majesty, the fan is right before you now.\What is so special about it?\I'll tell you one last time. response:	Should I hear such words from anyone in the harem again
context: so it expanded when fanned lightly.\They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool.\Your Majesty, the fan is right before you now.\What is so special about it?\I'll tell you one last time.\Should I hear such words from anyone in the harem again response:	it will be death penalty.
context: They even claimed that Crown Prince lost his footing\so he flung the fan out and Pure Consort pulled him back.\They then tripped over a stool.\Your Majesty, the fan is right before you now.\What is so special about it?\I'll tell you one last time.\Should I hear such words from anyone in the harem again\it will be death penalty. response:	Including you.
