context: He never fails to surprise me. response:	Ever since I first saw his skating,
context: A perfect copy of Victor! Awesome!\I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've... response:	We now have a men's singles consecutive five-time winner
context: I thought you'd be depressed or something!\I was.\But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner response:	in the World Figure Skating Championships!
context: I was.\But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships! response:	The victor is Russia's Victor Nikiforov!
context: But I got bored of feeling depressed,\so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov! response:	What do you have in mind for next season?
context: so I got to thinking...\I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season? response:	I've always...
context: I wanted to get my love for skating back.\I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always... response:	Stare...
context: I thought I could remember how it was when I copied Victor with you.\Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always...\Stare... response:	Axel, Lutz, and Loop!
context: Yu-chan, I've...\We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always...\Stare...\Axel, Lutz, and Loop! response:	Haven't they grown since you last saw them?
context: We now have a men's singles consecutive five-time winner\in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always...\Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them? response:	Y-Yeah.
context: in the World Figure Skating Championships!\The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always...\Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah. response:	Yuri, you really did get fat!
context: The victor is Russia's Victor Nikiforov!\What do you have in mind for next season?\I've always...\Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat! response:	Are you really retiring?
context: What do you have in mind for next season?\I've always...\Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat!\Are you really retiring? response:	You've never had a girlfriend?
context: I've always...\Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend? response:	Hey!
context: Stare...\Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend?\Hey! response:	Really, really, really?
context: Axel, Lutz, and Loop!\Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend?\Hey!\Really, really, really? response:	Sorry, my girls are such groupies!
context: Haven't they grown since you last saw them?\Y-Yeah.\Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend?\Hey!\Really, really, really?\Sorry, my girls are such groupies! response:	They're all your fans, Yuri.
context: Y-Yeah.\Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend?\Hey!\Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri. response:	Nishigori!
context: Yuri, you really did get fat!\Are you really retiring?\You've never had a girlfriend?\Hey!\Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori! response:	Dad!
context: Are you really retiring?\You've never had a girlfriend?\Hey!\Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori!\Dad! response:	Now you're fatter than me.
context: You've never had a girlfriend?\Hey!\Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori!\Dad!\Now you're fatter than me. response:	H-Hey, stop that!
context: Hey!\Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori!\Dad!\Now you're fatter than me.\H-Hey, stop that! response:	Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri
context: Really, really, really?\Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori!\Dad!\Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri response:	You can come any time to practice.
context: Sorry, my girls are such groupies!\They're all your fans, Yuri.\Nishigori!\Dad!\Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice. response:	The Nishigori family's always got your back.
context: They're all your fans, Yuri.\Nishigori!\Dad!\Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back. response:	Yuri, go, go!
context: Nishigori!\Dad!\Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go! response:	Lose weight!
context: Dad!\Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go!\Lose weight! response:	During the five years I was away,
context: Now you're fatter than me.\H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go!\Lose weight!\During the five years I was away, response:	I tried to ignore a lot of things by focusing on skating.
context: H-Hey, stop that!\Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go!\Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating. response:	I wonder what I need
context: Congratulations on Advancing to the Grand Prix, Skater Katsuki Yuri\You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go!\Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need response:	so I can keep skating on my own...
context: You can come any time to practice.\The Nishigori family's always got your back.\Yuri, go, go!\Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own... response:	Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!
context: The Nishigori family's always got your back.\Yuri, go, go!\Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?! response:	Here in St. Petersburg, Russia,
context: Yuri, go, go!\Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia, response:	Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)
context: Lose weight!\During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15) response:	rising star Yuri Plisetsky
context: During the five years I was away,\I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky response:	is finally gearing up in earnest to join the senior competition.
context: I tried to ignore a lot of things by focusing on skating.\I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition. response:	Under coach Yakov,
context: I wonder what I need\so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov, response:	What's with that jump?
context: so I can keep skating on my own...\Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump? response:	the 15-year-old is about to join Victor Nikiforov in
context: Victor Nikiforov (27) in 1st After Short Program Will He Score a 5th Consecutive Win?!\Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in response:	Whoa, another one?
context: Here in St. Petersburg, Russia,\Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one? response:	ushering Russia into an era with two champions.
context: Special Feature: Rising Star in Russia Yuri Plisetsky (Age 15)\rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions. response:	Just retire already.
context: rising star Yuri Plisetsky\is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions.\Just retire already. response:	The pressure's on now...
context: is finally gearing up in earnest to join the senior competition.\Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions.\Just retire already.\The pressure's on now... response:	I've got to skate on the same ice as Victor again someday.
context: Under coach Yakov,\What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions.\Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday. response:	Monday, April 10 Message from Nishigori Takeshi Slide to View
context: What's with that jump?\the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions.\Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View response:	Huh? Nishigori?
context: the 15-year-old is about to join Victor Nikiforov in\Whoa, another one?\ushering Russia into an era with two champions.\Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori? response:	What?!
context: Whoa, another one?\ushering Russia into an era with two champions.\Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?! response:	Tried to Skate Victor's FS Program
context: ushering Russia into an era with two champions.\Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program response:	I-I'm sorry, Yuri.
context: Just retire already.\The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri. response:	My kids uploaded the video, and it went viral.
context: The pressure's on now...\I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral. response:	How could you use my account without permission again?!
context: I've got to skate on the same ice as Victor again someday.\Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?! response:	But all the skater otaku will love it.
context: Monday, April 10 Message from Nishigori Takeshi Slide to View\Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it. response:	Just delete it, okay?!
context: Huh? Nishigori?\What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?! response:	Goodnight...
context: What?!\Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?!\Goodnight... response:	What's with that video?! It's being retweeted everywhere!
context: Tried to Skate Victor's FS Program\I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere! response:	Katsuki-kun, do you really have the time to do things like this?!
context: I-I'm sorry, Yuri.\My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?! response:	Yuri!
context: My kids uploaded the video, and it went viral.\How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri! response:	That Japanese Yuri is an idiot.
context: How could you use my account without permission again?!\But all the skater otaku will love it.\Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot. response:	Hey, Yuri! Don't slack off!
context: But all the skater otaku will love it.\Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off! response:	Hasetsu TV
context: Just delete it, okay?!\Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV response:	Kyushu faces a sudden cold wave.
context: Goodnight...\What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave. response:	It was to be a good day for viewing cherry blossoms,
context: What's with that video?! It's being retweeted everywhere!\Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms, response:	but there was a massive snowfall.
context: Katsuki-kun, do you really have the time to do things like this?!\Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall. response:	Yuri, don't hole up in your room!
context: Yuri!\That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room! response:	Help shovel snow!
context: That Japanese Yuri is an idiot.\Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow! response:	Snow?
context: Hey, Yuri! Don't slack off!\Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow!\Snow? response:	Wow, what the...
context: Hasetsu TV\Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow!\Snow?\Wow, what the... response:	It's already April, too.
context: Kyushu faces a sudden cold wave.\It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow!\Snow?\Wow, what the...\It's already April, too. response:	What's on the news?
context: It was to be a good day for viewing cherry blossoms,\but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow!\Snow?\Wow, what the...\It's already April, too.\What's on the news? response:	Oh, yeah...
context: but there was a massive snowfall.\Yuri, don't hole up in your room!\Help shovel snow!\Snow?\Wow, what the...\It's already April, too.\What's on the news?\Oh, yeah... response:	I turned it off so I wouldn't get calls.
context: Yuri, don't hole up in your room!\Help shovel snow!\Snow?\Wow, what the...\It's already April, too.\What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls. response:	Vicchan?
context: Help shovel snow!\Snow?\Wow, what the...\It's already April, too.\What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan? response:	Nope!
context: Snow?\Wow, what the...\It's already April, too.\What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan?\Nope! response:	He's much bigger than Vicchan...
context: Wow, what the...\It's already April, too.\What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan?\Nope!\He's much bigger than Vicchan... response:	Huh? Could he be...
context: It's already April, too.\What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan?\Nope!\He's much bigger than Vicchan...\Huh? Could he be... response:	No, it can't be.
context: What's on the news?\Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan?\Nope!\He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be. response:	Yuri, isn't he just like Vicchan?
context: Oh, yeah...\I turned it off so I wouldn't get calls.\Vicchan?\Nope!\He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan? response:	He came with a really good-looking foreign guest!
context: I turned it off so I wouldn't get calls.\Vicchan?\Nope!\He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest! response:	He's in the hot spring right now.
context: Vicchan?\Nope!\He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now. response:	Yuri!
context: Nope!\He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri! response:	What's wrong?
context: He's much bigger than Vicchan...\Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri!\What's wrong? response:	Vi
context: Huh? Could he be...\No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri!\What's wrong?\Vi response:	Victor...
context: No, it can't be.\Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri!\What's wrong?\Vi\Victor... response:	Why are you here?
context: Yuri, isn't he just like Vicchan?\He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri!\What's wrong?\Vi\Victor...\Why are you here? response:	Yuri, starting today, I'm your coach.
context: He came with a really good-looking foreign guest!\He's in the hot spring right now.\Yuri!\What's wrong?\Vi\Victor...\Why are you here?\Yuri, starting today, I'm your coach. response:	I'll make you win the Grand Prix Final.
context: He's in the hot spring right now.\Yuri!\What's wrong?\Vi\Victor...\Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final. response:	Huh?
context: Yuri!\What's wrong?\Vi\Victor...\Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh? response:	What?!
context: What's wrong?\Vi\Victor...\Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh?\What?! response:	He was a genius who never failed to surprise me.
context: Vi\Victor...\Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh?\What?!\He was a genius who never failed to surprise me. response:	To Be Continued!!!
context: Victor...\Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh?\What?!\He was a genius who never failed to surprise me.\To Be Continued!!! response:	Hey, Victor!
context: Why are you here?\Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh?\What?!\He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor! response:	We're going back to Russia!
context: Yuri, starting today, I'm your coach.\I'll make you win the Grand Prix Final.\Huh?\What?!\He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor!\We're going back to Russia! response:	Hasetsu's great... Come on and visit,
context: I'll make you win the Grand Prix Final.\Huh?\What?!\He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor!\We're going back to Russia!\Hasetsu's great... Come on and visit, response:	You can see a boob flash, too!
context: Huh?\What?!\He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor!\We're going back to Russia!\Hasetsu's great... Come on and visit,\You can see a boob flash, too! response:	just once...
context: What?!\He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor!\We're going back to Russia!\Hasetsu's great... Come on and visit,\You can see a boob flash, too!\just once... response:	Uh, no, no, no, no, no!
context: He was a genius who never failed to surprise me.\To Be Continued!!!\Hey, Victor!\We're going back to Russia!\Hasetsu's great... Come on and visit,\You can see a boob flash, too!\just once...\Uh, no, no, no, no, no! response:	Second Skate Two Yuris?! Drama at Yu-topia
context: To Be Continued!!!\Hey, Victor!\We're going back to Russia!\Hasetsu's great... Come on and visit,\You can see a boob flash, too!\just once...\Uh, no, no, no, no, no!\Second Skate Two Yuris?! Drama at Yu-topia response:	Two Yuris?! Drama at Yu-topia!
