context: Man, it's cold... response:	Dammit, this is needlessly lacy. It's so hard to wash.
context: Well, a decent claymore costs about two hundred on average.\Isn't there something that I can buy with one hundred gold?\One hundred? Well, I do have something...\Isn't this junk?\Well, it's a bit old.\Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you! response:	Something from the clearance bin?
context: Isn't there something that I can buy with one hundred gold?\One hundred? Well, I do have something...\Isn't this junk?\Well, it's a bit old.\Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you!\Something from the clearance bin? response:	I've had some expenses lately, so I came up short!
context: One hundred? Well, I do have something...\Isn't this junk?\Well, it's a bit old.\Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short! response:	Miss Valliere ordered a terribly expensive elixir.
context: Isn't this junk?\Well, it's a bit old.\Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir. response:	It's an entire millennium too early for you to talk back
context: Well, it's a bit old.\Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back response:	about something your master has given you.
context: Don't worry, plenty of use in it if you tidy it up.\I'll take it.\Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you. response:	Got that?!
context: I'll take it.\Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?! response:	Yes, I understand.
context: Thank you!\Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?!\Yes, I understand. response:	That wench came here to woo Saito by buying him a present!
context: Something from the clearance bin?\I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present! response:	How conceited! She's nothing more than Louise the Zero!
context: I've had some expenses lately, so I came up short!\Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero! response:	Amazing... It's so shiny!
context: Miss Valliere ordered a terribly expensive elixir.\It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny! response:	Do you like it?
context: It's an entire millennium too early for you to talk back\about something your master has given you.\Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it? response:	What's the meaning of this, Zerbst?!
context: about something your master has given you.\Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?! response:	I just happened to find a sword befitting Saito,
context: Got that?!\Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito, response:	so I'm giving it to him as a present.
context: Yes, I understand.\That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present. response:	So you followed us?
context: That wench came here to woo Saito by buying him a present!\How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us? response:	How pathetic. You can't even buy him this cheap sword.
context: How conceited! She's nothing more than Louise the Zero!\Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword. response:	It's hot in here. Maybe I should take my shirt off.
context: Amazing... It's so shiny!\Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off. response:	Is that all right with you?
context: Do you like it?\What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you? response:	I had mistaken the price. It was twenty-five hundred...
context: What's the meaning of this, Zerbst?!\I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred... response:	Isn't that a bit expensive?
context: I just happened to find a sword befitting Saito,\so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive? response:	Is that so? Then, two thousand.
context: so I'm giving it to him as a present.\So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand. response:	Five hundred.
context: So you followed us?\How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred. response:	It's five hundred, right?
context: How pathetic. You can't even buy him this cheap sword.\It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred.\It's five hundred, right? response:	Yeah... Five hundred it is.
context: It's hot in here. Maybe I should take my shirt off.\Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred.\It's five hundred, right?\Yeah... Five hundred it is. response:	I'll buy it!
context: Is that all right with you?\I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred.\It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it! response:	Oh, rats!
context: I had mistaken the price. It was twenty-five hundred...\Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred.\It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it!\Oh, rats! response:	I heard this sword was a masterpiece from Germania.
context: Isn't that a bit expensive?\Is that so? Then, two thousand.\Five hundred.\It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania. response:	The best swords and women come from Germania.
context: Is that so? Then, two thousand.\Five hundred.\It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania. response:	There's no way a Tristein woman like you can be a match.
context: Five hundred.\It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match. response:	Hmph!
context: It's five hundred, right?\Yeah... Five hundred it is.\I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph! response:	I'm sure you just flirted with too many men in Germania,
context: Yeah... Five hundred it is.\I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania, response:	so that nobody bothered to deal with you,
context: I'll buy it!\Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you, response:	and that's why you came to study abroad in a neighboring country!
context: Oh, rats!\I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country! response:	Wasn't that a mouthful?
context: I heard this sword was a masterpiece from Germania.\The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful? response:	It's the truth.
context: The best swords and women come from Germania.\There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth. response:	What is it?
context: There's no way a Tristein woman like you can be a match.\Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth.\What is it? response:	Indoors.
context: Hmph!\I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth.\What is it?\Indoors. response:	Then let's have Saito decide.
context: I'm sure you just flirted with too many men in Germania,\so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth.\What is it?\Indoors.\Then let's have Saito decide. response:	Me?
context: so that nobody bothered to deal with you,\and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth.\What is it?\Indoors.\Then let's have Saito decide.\Me? response:	That's right. We're fighting over your sword.
context: and that's why you came to study abroad in a neighboring country!\Wasn't that a mouthful?\It's the truth.\What is it?\Indoors.\Then let's have Saito decide.\Me?\That's right. We're fighting over your sword. response:	Well, if you asked me which, it's obviously...
context: Wasn't that a mouthful?\It's the truth.\What is it?\Indoors.\Then let's have Saito decide.\Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously... response:	But...
context: It's the truth.\What is it?\Indoors.\Then let's have Saito decide.\Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But... response:	I don't think this is a simple problem about swords.
context: What is it?\Indoors.\Then let's have Saito decide.\Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords. response:	Which is it?!
context: Indoors.\Then let's have Saito decide.\Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords.\Which is it?! response:	I can't say both, can I?
context: Then let's have Saito decide.\Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I? response:	Ouch!
context: Me?\That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I?\Ouch! response:	This is as good a chance as any, so I'll tell you right now.
context: That's right. We're fighting over your sword.\Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now. response:	I really hate you.
context: Well, if you asked me which, it's obviously...\But...\I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you. response:	Wow, we must get along. So do I!
context: But...\I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I! response:	A duel!
context: I don't think this is a simple problem about swords.\Which is it?!\I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I!\A duel! response:	Seriously?
context: Which is it?!\I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I!\A duel!\Seriously? response:	Come on, hold on, both of you...
context: I can't say both, can I?\Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I!\A duel!\Seriously?\Come on, hold on, both of you... response:	Hey, shut up! Stupid women!
context: Ouch!\This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I!\A duel!\Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women! response:	Stupid?
context: This is as good a chance as any, so I'll tell you right now.\I really hate you.\Wow, we must get along. So do I!\A duel!\Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid? response:	Women?
context: I really hate you.\Wow, we must get along. So do I!\A duel!\Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid?\Women? response:	No! It wasn't me!
context: Wow, we must get along. So do I!\A duel!\Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid?\Women?\No! It wasn't me! response:	Sword...
context: A duel!\Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid?\Women?\No! It wasn't me!\Sword... response:	You woke me up from my nice nap.
context: Seriously?\Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid?\Women?\No! It wasn't me!\Sword...\You woke me up from my nice nap. response:	Um, this sword is speaking.
context: Come on, hold on, both of you...\Hey, shut up! Stupid women!\Stupid?\Women?\No! It wasn't me!\Sword...\You woke me up from my nice nap.\Um, this sword is speaking. response:	I'm surprised! Such a silly face, and yet you're a user?
context: Hey, shut up! Stupid women!\Stupid?\Women?\No! It wasn't me!\Sword...\You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user? response:	No wonder why I've woken up!
context: Stupid?\Women?\No! It wasn't me!\Sword...\You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up! response:	A user? What's that?
context: Women?\No! It wasn't me!\Sword...\You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that? response:	Isn't that an Intelligent Sword, a sword with its own wisdom?
context: No! It wasn't me!\Sword...\You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom? response:	You sure bought another strange item.
context: Sword...\You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item. response:	I didn't know! I'm going to return this creepy thing right now!
context: You woke me up from my nice nap.\Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now! response:	What year is it right now? Or rather, where the hell is this?
context: Um, this sword is speaking.\I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this? response:	Dammit, answer me!
context: I'm surprised! Such a silly face, and yet you're a user?\No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me! response:	I'll take this one.
context: No wonder why I've woken up!\A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one. response:	I'm Saito.
context: A user? What's that?\Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one.\I'm Saito. response:	It's Derflingher.
context: Isn't that an Intelligent Sword, a sword with its own wisdom?\You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one.\I'm Saito.\It's Derflingher. response:	Nice to meet you, brother.
context: You sure bought another strange item.\I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one.\I'm Saito.\It's Derflingher.\Nice to meet you, brother. response:	Why is it that I get all the strange ones?
context: I didn't know! I'm going to return this creepy thing right now!\What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one.\I'm Saito.\It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones? response:	As if I were under a real magic spell
context: What year is it right now? Or rather, where the hell is this?\Dammit, answer me!\I'll take this one.\I'm Saito.\It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell response:	A bright smile is burnt onto my heart
context: Dammit, answer me!\I'll take this one.\I'm Saito.\It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart response:	But each time I see you, I give you a pointy, cold shoulder
context: I'll take this one.\I'm Saito.\It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder response:	Why do I act mean towards the one that I think about the most?
context: I'm Saito.\It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most? response:	My true feelings, the shards of loneliness
context: It's Derflingher.\Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness response:	In the deepest part of my heart, I'm calling for you
context: Nice to meet you, brother.\Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you response:	For the day to start from zero
context: Why is it that I get all the strange ones?\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero response:	Saito!
context: As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Saito! response:	What in the world are you thinking?!
context: A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Saito!\What in the world are you thinking?! response:	A mere peasant barging into a nobleman's home?!
context: But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Saito!\What in the world are you thinking?!\A mere peasant barging into a nobleman's home?! response:	I don't care if anything happens to you anymore!
