context: This is how you do swings! response:	I don't think so...
context: Um, June 15th...\Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go!\I'll stay with you! response:	I'll explain what's going on to Yamato, and she'll understand.
context: Suna, people are born into this world.\And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand. response:	Don't tell Yamato-san about my dad.
context: And people are taken from this world.\What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad. response:	She'll take it too seriously.
context: What a coincidence, huh?\I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously. response:	Yamato will understand!
context: I'll come with you to the surgery, too!\What about Yamato-san's birthday?\I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand! response:	Listen, Takeo...
context: What about Yamato-san's birthday?\I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand!\Listen, Takeo... response:	I don't want to get in the way of my friend spending his first girlfriend's birthday
context: I won't go!\I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday response:	with her.
context: I'll stay with you!\I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her. response:	Weren't you looking forward to it?
context: I'll explain what's going on to Yamato, and she'll understand.\Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it? response:	You aren't getting in the way of anything!
context: Don't tell Yamato-san about my dad.\She'll take it too seriously.\Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it?\You aren't getting in the way of anything! response:	Takeo!
context: She'll take it too seriously.\Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo! response:	Why won't you get it?
context: Yamato will understand!\Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo!\Why won't you get it? response:	Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,
context: Listen, Takeo...\I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery, response:	it won't make me feel any better.
context: I don't want to get in the way of my friend spending his first girlfriend's birthday\with her.\Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better. response:	My dad's situation isn't anything new.
context: with her.\Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new. response:	I've been kind of prepared for it.
context: Weren't you looking forward to it?\You aren't getting in the way of anything!\Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it. response:	So I'll be all right.
context: You aren't getting in the way of anything!\Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right. response:	Suna's father
context: Takeo!\Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right.\Suna's father response:	is a kind person who never left much of an impression.
context: Why won't you get it?\Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right.\Suna's father\is a kind person who never left much of an impression. response:	They aren't letting anyone see him.
context: Even if you scrap the birthday plan you've been looking forward to, and come to the surgery,\it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right.\Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him. response:	He's always had heart problems.
context: it won't make me feel any better.\My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right.\Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems. response:	He collapsed once before...
context: My dad's situation isn't anything new.\I've been kind of prepared for it.\So I'll be all right.\Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before... response:	Maybe when you were in elementary school?
context: I've been kind of prepared for it.\So I'll be all right.\Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school? response:	Back then, they weren't sure he'd make it.
context: So I'll be all right.\Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it. response:	So Mom never said anything to me, even though she knew.
context: Suna's father\is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew. response:	She's a real grown-up.
context: is a kind person who never left much of an impression.\They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up. response:	There are things I don't know about Suna,
context: They aren't letting anyone see him.\He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna, response:	even though I've known him more than ten years.
context: He's always had heart problems.\He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years. response:	Even though I know his birthday
context: He collapsed once before...\Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday response:	and what kind of underwear he wears,
context: Maybe when you were in elementary school?\Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears, response:	there's still a lot I don't know.
context: Back then, they weren't sure he'd make it.\So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know. response:	A lot... But Suna...
context: So Mom never said anything to me, even though she knew.\She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna... response:	There is a lot I do know, too.
context: She's a real grown-up.\There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too. response:	Bro Cafe
context: There are things I don't know about Suna,\even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too.\Bro Cafe response:	Suna!
context: even though I've known him more than ten years.\Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too.\Bro Cafe\Suna! response:	What's with that getup?
context: Even though I know his birthday\and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too.\Bro Cafe\Suna!\What's with that getup? response:	Are you headed to the hospital?
context: and what kind of underwear he wears,\there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too.\Bro Cafe\Suna!\What's with that getup?\Are you headed to the hospital? response:	Oh, yeah.
context: there's still a lot I don't know.\A lot... But Suna...\There is a lot I do know, too.\Bro Cafe\Suna!\What's with that getup?\Are you headed to the hospital?\Oh, yeah. response:	Suna, I'm going to respect your wishes.
context: A lot... But Suna...\There is a lot I do know, too.\Bro Cafe\Suna!\What's with that getup?\Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes. response:	So you don't need to worry about me!
context: There is a lot I do know, too.\Bro Cafe\Suna!\What's with that getup?\Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me! response:	That does make me feel a bit better.
context: Bro Cafe\Suna!\What's with that getup?\Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better. response:	Suna, don't worry.
context: Suna!\What's with that getup?\Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry. response:	It's going to be okay.
context: What's with that getup?\Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry.\It's going to be okay. response:	Don't worry.
context: Are you headed to the hospital?\Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry.\It's going to be okay.\Don't worry. response:	I'm home!
context: Oh, yeah.\Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry.\It's going to be okay.\Don't worry.\I'm home! response:	How are you feeling, Mom?
context: Suna, I'm going to respect your wishes.\So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry.\It's going to be okay.\Don't worry.\I'm home!\How are you feeling, Mom? response:	I'm fine.
context: So you don't need to worry about me!\That does make me feel a bit better.\Suna, don't worry.\It's going to be okay.\Don't worry.\I'm home!\How are you feeling, Mom?\I'm fine. response:	Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!
context: That does make me feel a bit better.\Suna, don't worry.\It's going to be okay.\Don't worry.\I'm home!\How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl! response:	Compose Message See you tomorrow, in front of the station, at 10 AM
context: Suna, don't worry.\It's going to be okay.\Don't worry.\I'm home!\How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!\Compose Message See you tomorrow, in front of the station, at 10 AM response:	Suna, I'm...
context: It's going to be okay.\Don't worry.\I'm home!\How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!\Compose Message See you tomorrow, in front of the station, at 10 AM\Suna, I'm... response:	I'm going to spend a good birthday with Yamato!
context: Don't worry.\I'm home!\How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!\Compose Message See you tomorrow, in front of the station, at 10 AM\Suna, I'm...\I'm going to spend a good birthday with Yamato! response:	I'm going to give it everything I've got.
context: I'm home!\How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!\Compose Message See you tomorrow, in front of the station, at 10 AM\Suna, I'm...\I'm going to spend a good birthday with Yamato!\I'm going to give it everything I've got. response:	My Friend and I
context: How are you feeling, Mom?\I'm fine.\Received Messages From: Yamato Rinko Subject: I'm hyped! Takeo-kun, thank you for planning tomorrow! I'm so excited, I can't sleep! I'm too worked up! Too happy! Thanks, Takeo-kun! I'm one lucky girl!\Compose Message See you tomorrow, in front of the station, at 10 AM\Suna, I'm...\I'm going to spend a good birthday with Yamato!\I'm going to give it everything I've got.\My Friend and I response:	Next time: My Friend and I.
