context: Dear Mom... response:	The weather in Tokyo is cool, but hotter than the Tohoku region.
context: Me, too.\Huh?\Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you. response:	What?!
context: Huh?\Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you.\What?! response:	Your will is not needed for that quick.
context: Kageyama!\I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you.\What?!\Your will is not needed for that quick. response:	I'll give you tosses that won't be stopped by blocks!
context: I want to hurry up and hit that falling toss!\He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you.\What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks! response:	He was saying all of that,
context: He just told you yesterday you guys won't be doing that quick...\Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you.\What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that, response:	but Kageyama-kun was actually trying to respect Hinata..
context: Don't rush.\As long as I'm missing the tosses,\it won't be any practice for you.\What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata.. response:	I was thinking this yesterday, too,
context: As long as I'm missing the tosses,\it won't be any practice for you.\What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too, response:	but you're really creepy when you worry about others.
context: it won't be any practice for you.\What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others. response:	I get it, but hurry up and give me tosses!
context: What?!\Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses! response:	I want to hit them!
context: Your will is not needed for that quick.\I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them! response:	That's why I'm practicing so hard, you dumbass!
context: I'll give you tosses that won't be stopped by blocks!\He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass! response:	And Hinata believes that Kageyama-kun will master that toss.
context: He was saying all of that,\but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss. response:	Ah...
context: but Kageyama-kun was actually trying to respect Hinata..\I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah... response:	So that's why he got so mad back then!
context: I was thinking this yesterday, too,\but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then! response:	He completely believes that Kageyama-kun can do it,
context: but you're really creepy when you worry about others.\I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it, response:	but Kageyama-kun doubted himself for a second.
context: I get it, but hurry up and give me tosses!\I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second. response:	How long are you going to make me wait?
context: I want to hit them!\That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait? response:	Hinata and Tsukishima-kun call Kageyama-kun the King...
context: That's why I'm practicing so hard, you dumbass!\And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King... response:	But today,
context: And Hinata believes that Kageyama-kun will master that toss.\Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today, response:	it looks like the crown is on Hinata's head.
context: Ah...\So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head. response:	I demand the ultimate toss!
context: So that's why he got so mad back then!\He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss! response:	Fukurodani Karasuno
context: He completely believes that Kageyama-kun can do it,\but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno response:	Anyway, try to work the new things you've all practicing into this match.
context: but Kageyama-kun doubted himself for a second.\How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match. response:	Right!
context: How long are you going to make me wait?\Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right! response:	Also, I say this every time,
context: Hinata and Tsukishima-kun call Kageyama-kun the King...\But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time, response:	but put pressure on Fukurodani's 4 when he hits.
context: But today,\it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits. response:	Right.
context: it looks like the crown is on Hinata's head.\I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right. response:	Yeah!
context: I demand the ultimate toss!\Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah! response:	In the end, this training camp was filled with penalties,
context: Fukurodani Karasuno\Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah!\In the end, this training camp was filled with penalties, response:	but you guys should definitely feel different now
context: Anyway, try to work the new things you've all practicing into this match.\Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now response:	than you did in the first away games.
context: Right!\Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games. response:	Let's get an awesome win here
context: Also, I say this every time,\but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here response:	and go eat some delicious meat!
context: but put pressure on Fukurodani's 4 when he hits.\Right.\Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat! response:	Yeah!
context: Right.\Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat!\Yeah! response:	Man, meat is the best.
context: Yeah!\In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat!\Yeah!\Man, meat is the best. response:	And nothing goes better with meat than white rice.
context: In the end, this training camp was filled with penalties,\but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat!\Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice. response:	I like eating them together, too!
context: but you guys should definitely feel different now\than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat!\Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice.\I like eating them together, too! response:	Throw in a salad, and it's perfect.
context: than you did in the first away games.\Let's get an awesome win here\and go eat some delicious meat!\Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice.\I like eating them together, too!\Throw in a salad, and it's perfect. response:	All right! Let's win this match and eat some delicious food!
context: Let's get an awesome win here\and go eat some delicious meat!\Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice.\I like eating them together, too!\Throw in a salad, and it's perfect.\All right! Let's win this match and eat some delicious food! response:	Yeah!
context: and go eat some delicious meat!\Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice.\I like eating them together, too!\Throw in a salad, and it's perfect.\All right! Let's win this match and eat some delicious food!\Yeah! response:	Next time on Haikyu!! : Cog.
context: Yeah!\Man, meat is the best.\And nothing goes better with meat than white rice.\I like eating them together, too!\Throw in a salad, and it's perfect.\All right! Let's win this match and eat some delicious food!\Yeah!\Next time on Haikyu!! : Cog. response:	Episode 10: Cog
