context: Black Vinegar Private Middle School response:	Man, what a surprise.
context: You seem down. Did something happen?\If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened response:	with that accident involving my psychic powers.
context: If you need to talk, I'll be happy to listen. Good night.\Ritsu.\I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers. response:	What... did I do to you back then?
context: Ritsu.\I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then? response:	Oh, you mean when those high school kids picked a fight with us.
context: I'm sorry about that one time.\That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us. response:	You didn't do anything to me, Nii-san.
context: That one time?\You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san. response:	One of the punks kicked me away, and I got hurt.
context: You mean when you got carsick and threw up into the hood of my jacket?\No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt. response:	But you protected me, Nii-san.
context: No... Well, I'm sorry about that, too.\I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san. response:	You should get over it already. Good night.
context: I really can't remember what happened\with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night. response:	Today, after 5 PM, countless people have reported seeing
context: with that accident involving my psychic powers.\What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing response:	a supernatural phenomenon in the stormy skies above Seasoning City.
context: What... did I do to you back then?\Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City. response:	(An ochimusha) was flying!
context: Oh, you mean when those high school kids picked a fight with us.\You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying! response:	Among the rubble,
context: You didn't do anything to me, Nii-san.\One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble, response:	there were also reports of what looked like a person flying up into the air,
context: One of the punks kicked me away, and I got hurt.\But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air, response:	but we have not been able to confirm any victims or their well-being.
context: But you protected me, Nii-san.\You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being. response:	Back then...
context: You should get over it already. Good night.\Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then... response:	Ritsu!
context: Today, after 5 PM, countless people have reported seeing\a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu! response:	You stay out of this!
context: a supernatural phenomenon in the stormy skies above Seasoning City.\(An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu!\You stay out of this! response:	Nii-san!
context: (An ochimusha) was flying!\Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu!\You stay out of this!\Nii-san! response:	A Supernatural Phenomenon in the Skies Above Seasoning City!?
context: Among the rubble,\there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu!\You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!? response:	Footage Submitted by a Viewer
context: there were also reports of what looked like a person flying up into the air,\but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu!\You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer response:	The theory that this was man-made is gaining traction.
context: but we have not been able to confirm any victims or their well-being.\Back then...\Ritsu!\You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction. response:	That wasn't Nii-san.
context: Back then...\Ritsu!\You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san. response:	I have no appetite.
context: Ritsu!\You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite. response:	He caught a cold.
context: You stay out of this!\Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite.\He caught a cold. response:	His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path.
context: Nii-san!\A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite.\He caught a cold.\His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path. response:	Having no idea that was happening, Mob goes on a carefree date with Tome.
context: A Supernatural Phenomenon in the Skies Above Seasoning City!?\Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite.\He caught a cold.\His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path.\Having no idea that was happening, Mob goes on a carefree date with Tome. response:	Hey, now, Mob. This isn't the time for that!
context: Footage Submitted by a Viewer\The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite.\He caught a cold.\His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path.\Having no idea that was happening, Mob goes on a carefree date with Tome.\Hey, now, Mob. This isn't the time for that! response:	Discord To Become One
context: The theory that this was man-made is gaining traction.\That wasn't Nii-san.\I have no appetite.\He caught a cold.\His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path.\Having no idea that was happening, Mob goes on a carefree date with Tome.\Hey, now, Mob. This isn't the time for that!\Discord To Become One response:	Discord To Become One
context: That wasn't Nii-san.\I have no appetite.\He caught a cold.\His overwhelming desire for psychic powers makes Ritsu-kun stray from the right path.\Having no idea that was happening, Mob goes on a carefree date with Tome.\Hey, now, Mob. This isn't the time for that!\Discord To Become One\Discord To Become One response:	First-press limited edition? That is the absolute best decision.
