context: Got tickets for the premier showing? response:	Nope. Radio Taikan was completely out.
context: You were in your sister's room, using your sister's computer to play a game about doing indecent things to your sister?\It was really amazing.\Got a problem with that?\What's wrong with a high schooler having eroge?\You know Mom's seen all my porn!\I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad! response:	I like anime and eroge with a passion!
context: It was really amazing.\Got a problem with that?\What's wrong with a high schooler having eroge?\You know Mom's seen all my porn!\I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion! response:	I can say that I love them!
context: Got a problem with that?\What's wrong with a high schooler having eroge?\You know Mom's seen all my porn!\I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them! response:	If I throw this away, I won't be me anymore!
context: What's wrong with a high schooler having eroge?\You know Mom's seen all my porn!\I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore! response:	Eroge are my soul!
context: You know Mom's seen all my porn!\I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul! response:	You hear me?!
context: I'm not throwing this away!\I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?! response:	You worthless son!
context: I'll defend this to the death!\Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?!\You worthless son! response:	Do as you will!
context: Listen up, Dad!\I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?!\You worthless son!\Do as you will! response:	I don't care anymore!
context: I like anime and eroge with a passion!\I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?!\You worthless son!\Do as you will!\I don't care anymore! response:	Morning.
context: I can say that I love them!\If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?!\You worthless son!\Do as you will!\I don't care anymore!\Morning. response:	Kyou-chan, good morn
context: If I throw this away, I won't be me anymore!\Eroge are my soul!\You hear me?!\You worthless son!\Do as you will!\I don't care anymore!\Morning.\Kyou-chan, good morn response:	Y-Your face!! What happened?
context: Eroge are my soul!\You hear me?!\You worthless son!\Do as you will!\I don't care anymore!\Morning.\Kyou-chan, good morn\Y-Your face!! What happened? response:	Well, uh... stuff.
context: You hear me?!\You worthless son!\Do as you will!\I don't care anymore!\Morning.\Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff. response:	I see. Stuff happened.
context: You worthless son!\Do as you will!\I don't care anymore!\Morning.\Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened. response:	Yeah. Stuff happened.
context: Do as you will!\I don't care anymore!\Morning.\Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened. response:	Good job, Kyou-chan.
context: I don't care anymore!\Morning.\Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan. response:	Sounds like you did well.
context: Morning.\Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well. response:	I guess.
context: Kyou-chan, good morn\Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well.\I guess. response:	I'm back.
context: Y-Your face!! What happened?\Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well.\I guess.\I'm back. response:	What? Did you actually watch it?
context: Well, uh... stuff.\I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well.\I guess.\I'm back.\What? Did you actually watch it? response:	How did you come to that conclusion then?
context: I see. Stuff happened.\Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well.\I guess.\I'm back.\What? Did you actually watch it?\How did you come to that conclusion then? response:	She might have changed a bit now.
context: Yeah. Stuff happened.\Good job, Kyou-chan.\Sounds like you did well.\I guess.\I'm back.\What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now. response:	I can't believe you.
context: Good job, Kyou-chan.\Sounds like you did well.\I guess.\I'm back.\What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you. response:	This is why no one cares about your pretentious opinions.
context: Sounds like you did well.\I guess.\I'm back.\What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions. response:	Looks like she's doing fine without me.
context: I guess.\I'm back.\What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me. response:	Maybe I'm really done now.
context: I'm back.\What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now. response:	Enough. Whatever.
context: What? Did you actually watch it?\How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever. response:	You really need to get out of that teen complex stuff.
context: How did you come to that conclusion then?\She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff. response:	See you.
context: She might have changed a bit now.\I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff.\See you. response:	Hey.
context: I can't believe you.\This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff.\See you.\Hey. response:	Thanks, Aniki.
context: This is why no one cares about your pretentious opinions.\Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff.\See you.\Hey.\Thanks, Aniki. response:	Wait, what?
context: Looks like she's doing fine without me.\Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff.\See you.\Hey.\Thanks, Aniki.\Wait, what? response:	Impossible...
context: Maybe I'm really done now.\Enough. Whatever.\You really need to get out of that teen complex stuff.\See you.\Hey.\Thanks, Aniki.\Wait, what?\Impossible... response:	There's no way...
context: Enough. Whatever.\You really need to get out of that teen complex stuff.\See you.\Hey.\Thanks, Aniki.\Wait, what?\Impossible...\There's no way... response:	There's no way my little sister can be this cute!
context: You really need to get out of that teen complex stuff.\See you.\Hey.\Thanks, Aniki.\Wait, what?\Impossible...\There's no way...\There's no way my little sister can be this cute! response:	There's No Way My Little Sister 0000 can be This Cute
context: See you.\Hey.\Thanks, Aniki.\Wait, what?\Impossible...\There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute response:	Mazui Presents
context: Hey.\Thanks, Aniki.\Wait, what?\Impossible...\There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents response:	There's No Way My Little Sister 0000 would go to Summer Comiket
context: Thanks, Aniki.\Wait, what?\Impossible...\There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket response:	Elena
context: Wait, what?\Impossible...\There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena response:	That's why we should go to the beach!
context: Impossible...\There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach! response:	The beach again?
context: There's no way...\There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach!\The beach again? response:	Let's take a bath together!
context: There's no way my little sister can be this cute!\There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach!\The beach again?\Let's take a bath together! response:	Isana
context: There's No Way My Little Sister 0000 can be This Cute\Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach!\The beach again?\Let's take a bath together!\Isana response:	Kushina
context: Mazui Presents\There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach!\The beach again?\Let's take a bath together!\Isana\Kushina response:	Yaaay!
context: There's No Way My Little Sister 0000 would go to Summer Comiket\Elena\That's why we should go to the beach!\The beach again?\Let's take a bath together!\Isana\Kushina\Yaaay! response:	Isana
context: Elena\That's why we should go to the beach!\The beach again?\Let's take a bath together!\Isana\Kushina\Yaaay!\Isana response:	We have to wash our hair...
context: That's why we should go to the beach!\The beach again?\Let's take a bath together!\Isana\Kushina\Yaaay!\Isana\We have to wash our hair... response:	Kushina
context: The beach again?\Let's take a bath together!\Isana\Kushina\Yaaay!\Isana\We have to wash our hair...\Kushina response:	Yeah...
context: Let's take a bath together!\Isana\Kushina\Yaaay!\Isana\We have to wash our hair...\Kushina\Yeah... response:	Isana
context: Isana\Kushina\Yaaay!\Isana\We have to wash our hair...\Kushina\Yeah...\Isana response:	But it hurts my eyes.
context: Kushina\Yaaay!\Isana\We have to wash our hair...\Kushina\Yeah...\Isana\But it hurts my eyes. response:	Use a shower cap
context: Yaaay!\Isana\We have to wash our hair...\Kushina\Yeah...\Isana\But it hurts my eyes.\Use a shower cap response:	Don't use a shower cap
context: Isana\We have to wash our hair...\Kushina\Yeah...\Isana\But it hurts my eyes.\Use a shower cap\Don't use a shower cap response:	What should she do?
context: We have to wash our hair...\Kushina\Yeah...\Isana\But it hurts my eyes.\Use a shower cap\Don't use a shower cap\What should she do? response:	Use a shower cap
context: Kushina\Yeah...\Isana\But it hurts my eyes.\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap response:	Don't use a shower cap
context: Yeah...\Isana\But it hurts my eyes.\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap response:	What should she do?
context: Isana\But it hurts my eyes.\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do? response:	Use a shower cap
context: But it hurts my eyes.\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap response:	Don't use a shower cap
context: Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap response:	What should she do?
context: Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do? response:	Let's go in then.
context: What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Let's go in then. response:	Isana
context: Use a shower cap\Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Let's go in then.\Isana response:	Wow! My eyes don't hurt!
context: Don't use a shower cap\What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Let's go in then.\Isana\Wow! My eyes don't hurt! response:	Kushina
context: What should she do?\Use a shower cap\Don't use a shower cap\What should she do?\Let's go in then.\Isana\Wow! My eyes don't hurt!\Kushina response:	A victory for science!
context: Use a shower cap\Don't use a shower cap\What should she do?\Let's go in then.\Isana\Wow! My eyes don't hurt!\Kushina\A victory for science! response:	Use a shower cap
context: Don't use a shower cap\What should she do?\Let's go in then.\Isana\Wow! My eyes don't hurt!\Kushina\A victory for science!\Use a shower cap response:	Use a shower cap
context: What should she do?\Let's go in then.\Isana\Wow! My eyes don't hurt!\Kushina\A victory for science!\Use a shower cap\Use a shower cap response:	Don't use a shower cap
context: Let's go in then.\Isana\Wow! My eyes don't hurt!\Kushina\A victory for science!\Use a shower cap\Use a shower cap\Don't use a shower cap response:	Don't use a shower cap
context: Isana\Wow! My eyes don't hurt!\Kushina\A victory for science!\Use a shower cap\Use a shower cap\Don't use a shower cap\Don't use a shower cap response:	What should she do?
context: Wow! My eyes don't hurt!\Kushina\A victory for science!\Use a shower cap\Use a shower cap\Don't use a shower cap\Don't use a shower cap\What should she do? response:	Save loaded
context: Kushina\A victory for science!\Use a shower cap\Use a shower cap\Don't use a shower cap\Don't use a shower cap\What should she do?\Save loaded response:	Let's go in then.
context: A victory for science!\Use a shower cap\Use a shower cap\Don't use a shower cap\Don't use a shower cap\What should she do?\Save loaded\Let's go in then. response:	It huuurts!
context: Use a shower cap\Use a shower cap\Don't use a shower cap\Don't use a shower cap\What should she do?\Save loaded\Let's go in then.\It huuurts! response:	Isana
context: Use a shower cap\Don't use a shower cap\Don't use a shower cap\What should she do?\Save loaded\Let's go in then.\It huuurts!\Isana response:	Because you got sand in it.
context: Don't use a shower cap\Don't use a shower cap\What should she do?\Save loaded\Let's go in then.\It huuurts!\Isana\Because you got sand in it. response:	Kushina
context: Don't use a shower cap\What should she do?\Save loaded\Let's go in then.\It huuurts!\Isana\Because you got sand in it.\Kushina response:	Mr. Kyousuke,
context: What should she do?\Save loaded\Let's go in then.\It huuurts!\Isana\Because you got sand in it.\Kushina\Mr. Kyousuke, response:	Our happy couple are acting just like one.
context: Save loaded\Let's go in then.\It huuurts!\Isana\Because you got sand in it.\Kushina\Mr. Kyousuke,\Our happy couple are acting just like one. response:	I have sent you a photograph.
context: Let's go in then.\It huuurts!\Isana\Because you got sand in it.\Kushina\Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph. response:	Obey Dad
context: It huuurts!\Isana\Because you got sand in it.\Kushina\Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad response:	Obey Dad
context: Isana\Because you got sand in it.\Kushina\Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad\Obey Dad response:	Obey Dad
context: Because you got sand in it.\Kushina\Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Kushina\Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Mr. Kyousuke,\Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Our happy couple are acting just like one.\I have sent you a photograph.\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: I have sent you a photograph.\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Obey Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Obey Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Obey Dad\Obey Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Obey Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Obey Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Obey Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Fight Dad
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Fight Dad\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Fight Dad\Fight Dad\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Fight Dad\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Fight Dad\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Fight Dad\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Apologize to Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Apologize to Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Apologize to Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Apologize to Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
context: Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino\Save Kirino response:	Save Kirino
