context: The Second Plate response:	Episode 12
context: My own...\pont neuf, allumette, and paille.\The thickness and the length of each type differ.\As for how to cut fish,\there's medaillon, darne, tronCon, and escalope.\I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san! response:	Good morning, Lucie.
context: pont neuf, allumette, and paille.\The thickness and the length of each type differ.\As for how to cut fish,\there's medaillon, darne, tronCon, and escalope.\I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie. response:	Good morning!
context: The thickness and the length of each type differ.\As for how to cut fish,\there's medaillon, darne, tronCon, and escalope.\I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie.\Good morning! response:	Yukihira?
context: As for how to cut fish,\there's medaillon, darne, tronCon, and escalope.\I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie.\Good morning!\Yukihira? response:	You're here early.
context: there's medaillon, darne, tronCon, and escalope.\I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie.\Good morning!\Yukihira?\You're here early. response:	Hi!
context: I have to differentiate between them based on the ingredients and the dish.\Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie.\Good morning!\Yukihira?\You're here early.\Hi! response:	Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.
context: Day 2 of the Pre-Open\Good morning, Abel-san!\Good morning, Lucie.\Good morning!\Yukihira?\You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday. response:	May I ask you for your time?
context: Good morning, Abel-san!\Good morning, Lucie.\Good morning!\Yukihira?\You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time? response:	We have to clean and prep ingredients.
context: Good morning, Lucie.\Good morning!\Yukihira?\You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients. response:	You've got some nerve asking after holding us back yesterday, huh?
context: Good morning!\Yukihira?\You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh? response:	The restaurant can't waste any more on you
context: Yukihira?\You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you response:	Abel-san!
context: You're here early.\Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san! response:	The cleaning and peeling... everything's done.
context: Hi!\Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done. response:	Lucie.
context: Um, so I had questions about how to cut ingredients, the ones I messed up yesterday.\May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done.\Lucie. response:	Answer Yukihira's questions.
context: May I ask you for your time?\We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions. response:	S-Sure!
context: We have to clean and prep ingredients.\You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions.\S-Sure! response:	What do you want to know, Yukihira?
context: You've got some nerve asking after holding us back yesterday, huh?\The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira? response:	Oh, about the different cutting techniques...
context: The restaurant can't waste any more on you\Abel-san!\The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques... response:	I get that medaillon and darne basically look like this,
context: Abel-san!\The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this, response:	He did all this work by himself?
context: The cleaning and peeling... everything's done.\Lucie.\Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself? response:	but do tronCon and escalope basically look like this and that?
context: Lucie.\Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that? response:	Did he even get any sleep?
context: Answer Yukihira's questions.\S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep? response:	Oh, well tronCon is like this. Get it?
context: S-Sure!\What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it? response:	No good!
context: What do you want to know, Yukihira?\Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good! response:	Redo!
context: Oh, about the different cutting techniques...\I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good!\Redo! response:	Sorry, right away!
context: I get that medaillon and darne basically look like this,\He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good!\Redo!\Sorry, right away! response:	You have 20 seconds.
context: He did all this work by himself?\but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good!\Redo!\Sorry, right away!\You have 20 seconds. response:	Got it!
context: but do tronCon and escalope basically look like this and that?\Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good!\Redo!\Sorry, right away!\You have 20 seconds.\Got it! response:	Yukihira, ingredients!
context: Did he even get any sleep?\Oh, well tronCon is like this. Get it?\No good!\Redo!\Sorry, right away!\You have 20 seconds.\Got it!\Yukihira, ingredients! response:	Sorry, I'll get right to it after I'm done with this!
context: Oh, well tronCon is like this. Get it?\No good!\Redo!\Sorry, right away!\You have 20 seconds.\Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this! response:	Day 3 of the Pre-Open
context: No good!\Redo!\Sorry, right away!\You have 20 seconds.\Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open response:	Isn't that kind of like an hors d'oeuvre?
context: Redo!\Sorry, right away!\You have 20 seconds.\Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre? response:	Okay, I'll make it an entree.
context: Sorry, right away!\You have 20 seconds.\Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree. response:	Too slow! Faster next time!
context: You have 20 seconds.\Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time! response:	Got it!
context: Got it!\Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time!\Got it! response:	Day 4 of the Pre-Open
context: Yukihira, ingredients!\Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open response:	Again?
context: Sorry, I'll get right to it after I'm done with this!\Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open\Again? response:	This is three days in a row.
context: Day 3 of the Pre-Open\Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open\Again?\This is three days in a row. response:	Yeah, I'm really sorry to bother you like this.
context: Isn't that kind of like an hors d'oeuvre?\Okay, I'll make it an entree.\Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open\Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this. response:	So, today I have about fifty questions!
context: Okay, I'll make it an entree.\Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open\Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions! response:	I can help.
context: Too slow! Faster next time!\Got it!\Day 4 of the Pre-Open\Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help. response:	Um, it's about this.
context: Got it!\Day 4 of the Pre-Open\Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help.\Um, it's about this. response:	Oh, you did it just like I taught you.
context: Day 4 of the Pre-Open\Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help.\Um, it's about this.\Oh, you did it just like I taught you. response:	There are about three things I want to improve.
context: Again?\This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help.\Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve. response:	What about?
context: This is three days in a row.\Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help.\Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve.\What about? response:	Yukihira...
context: Yeah, I'm really sorry to bother you like this.\So, today I have about fifty questions!\I can help.\Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve.\What about?\Yukihira... response:	First off...
context: So, today I have about fifty questions!\I can help.\Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve.\What about?\Yukihira...\First off... response:	How can he stay so indifferent
context: I can help.\Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve.\What about?\Yukihira...\First off...\How can he stay so indifferent response:	No, no, no!
context: Um, it's about this.\Oh, you did it just like I taught you.\There are about three things I want to improve.\What about?\Yukihira...\First off...\How can he stay so indifferent\No, no, no! response:	So my way is fine, then.
context: Oh, you did it just like I taught you.\There are about three things I want to improve.\What about?\Yukihira...\First off...\How can he stay so indifferent\No, no, no!\So my way is fine, then. response:	after being berated day after day?
context: There are about three things I want to improve.\What about?\Yukihira...\First off...\How can he stay so indifferent\No, no, no!\So my way is fine, then.\after being berated day after day? response:	You can figure out the rest on your own.
context: What about?\Yukihira...\First off...\How can he stay so indifferent\No, no, no!\So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own. response:	He should be painfully aware of how useless he is.
context: Yukihira...\First off...\How can he stay so indifferent\No, no, no!\So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is. response:	Got it!
context: First off...\How can he stay so indifferent\No, no, no!\So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it! response:	Why isn't he dejected?
context: How can he stay so indifferent\No, no, no!\So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected? response:	Yes, tomorrow is the last day of our pre-open event.
context: No, no, no!\So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event. response:	All right!
context: So my way is fine, then.\after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right! response:	Yukihira
context: after being berated day after day?\You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira response:	The fish for Table 8, right?
context: You can figure out the rest on your own.\He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira\The fish for Table 8, right? response:	The prep work's all done.
context: He should be painfully aware of how useless he is.\Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira\The fish for Table 8, right?\The prep work's all done. response:	Merci!
context: Got it!\Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira\The fish for Table 8, right?\The prep work's all done.\Merci! response:	Finished with prepping the scorpionfish!
context: Why isn't he dejected?\Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira\The fish for Table 8, right?\The prep work's all done.\Merci!\Finished with prepping the scorpionfish! response:	Please check!
context: Yes, tomorrow is the last day of our pre-open event.\All right!\Yukihira\The fish for Table 8, right?\The prep work's all done.\Merci!\Finished with prepping the scorpionfish!\Please check! response:	Finished with deglazing the suc!
context: All right!\Yukihira\The fish for Table 8, right?\The prep work's all done.\Merci!\Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc! response:	Finished with making champignon tourne!
context: Yukihira\The fish for Table 8, right?\The prep work's all done.\Merci!\Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc!\Finished with making champignon tourne! response:	Finishing with mincing shallots! Please check!
context: The fish for Table 8, right?\The prep work's all done.\Merci!\Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check! response:	It's fine! Good work!
context: The prep work's all done.\Merci!\Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work! response:	Yukihira, Table 6's next!
context: Merci!\Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next! response:	Got it!
context: Finished with prepping the scorpionfish!\Please check!\Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next!\Got it! response:	I don't have even a second to feel sorry for myself.
context: Please check!\Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself. response:	Because I'm having way too much fun mastering new techniques!
context: Finished with deglazing the suc!\Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques! response:	He's absorbing it all!
context: Finished with making champignon tourne!\Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all! response:	With incredible force and speed!
context: Finishing with mincing shallots! Please check!\It's fine! Good work!\Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed! response:	Table 4's quickly working through their course!
context: It's fine! Good work!\Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course! response:	Can we hurry up their soup?
context: Yukihira, Table 6's next!\Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup? response:	Damn!
context: Got it!\I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup?\Damn! response:	I'm not done with the prep work.
context: I don't have even a second to feel sorry for myself.\Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup?\Damn!\I'm not done with the prep work. response:	Abel, can you handle it?
context: Because I'm having way too much fun mastering new techniques!\He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup?\Damn!\I'm not done with the prep work.\Abel, can you handle it? response:	Sorry!
context: He's absorbing it all!\With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup?\Damn!\I'm not done with the prep work.\Abel, can you handle it?\Sorry! response:	I can't right now.
context: With incredible force and speed!\Table 4's quickly working through their course!\Can we hurry up their soup?\Damn!\I'm not done with the prep work.\Abel, can you handle it?\Sorry!\I can't right now. response:	I'm busy here, too!
context: Table 4's quickly working through their course!\Can we hurry up their soup?\Damn!\I'm not done with the prep work.\Abel, can you handle it?\Sorry!\I can't right now.\I'm busy here, too! response:	The prep work's done.
context: Can we hurry up their soup?\Damn!\I'm not done with the prep work.\Abel, can you handle it?\Sorry!\I can't right now.\I'm busy here, too!\The prep work's done. response:	Yukihira.
context: Damn!\I'm not done with the prep work.\Abel, can you handle it?\Sorry!\I can't right now.\I'm busy here, too!\The prep work's done.\Yukihira. response:	You've memorized the recette, haven't you?
context: I'm not done with the prep work.\Abel, can you handle it?\Sorry!\I can't right now.\I'm busy here, too!\The prep work's done.\Yukihira.\You've memorized the recette, haven't you? response:	Finish the dish.
context: Abel, can you handle it?\Sorry!\I can't right now.\I'm busy here, too!\The prep work's done.\Yukihira.\You've memorized the recette, haven't you?\Finish the dish. response:	Got it!
context: Sorry!\I can't right now.\I'm busy here, too!\The prep work's done.\Yukihira.\You've memorized the recette, haven't you?\Finish the dish.\Got it! response:	Well, that was the best food I've ever tasted!
context: I can't right now.\I'm busy here, too!\The prep work's done.\Yukihira.\You've memorized the recette, haven't you?\Finish the dish.\Got it!\Well, that was the best food I've ever tasted! response:	I'm glad I could check it out during the pre-open.
context: I'm busy here, too!\The prep work's done.\Yukihira.\You've memorized the recette, haven't you?\Finish the dish.\Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open. response:	I'd like to bring a few friends next time.
context: The prep work's done.\Yukihira.\You've memorized the recette, haven't you?\Finish the dish.\Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time. response:	Once it opens, we won't be able to make a reservation.
context: Yukihira.\You've memorized the recette, haven't you?\Finish the dish.\Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation. response:	Good work, everyone!
context: You've memorized the recette, haven't you?\Finish the dish.\Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone! response:	The pre-open ends tomorrow.
context: Finish the dish.\Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow. response:	Don't slack on the last day, Yukihira.
context: Got it!\Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira. response:	Of course not!
context: Well, that was the best food I've ever tasted!\I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not! response:	Good job, Yukihira!
context: I'm glad I could check it out during the pre-open.\I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira! response:	Thanks!
context: I'd like to bring a few friends next time.\Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira!\Thanks! response:	Abel, do you object to keeping Yukihira around?
context: Once it opens, we won't be able to make a reservation.\Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around? response:	No.
context: Good work, everyone!\The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around?\No. response:	Well, I suppose he gets passing marks right now.
context: The pre-open ends tomorrow.\Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now. response:	I was really worried for a while.
context: Don't slack on the last day, Yukihira.\Of course not!\Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now.\I was really worried for a while. response:	You didn't give him any advice.
context: Of course not!\Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice. response:	There's no point if he can't figure it out on his own.
context: Good job, Yukihira!\Thanks!\Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own. response:	Besides...
context: Thanks!\Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides... response:	Shinomiya-senpai, I'm sorry to bother you,
context: Abel, do you object to keeping Yukihira around?\No.\Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you, response:	but I have one more thing.
context: No.\Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing. response:	Yes, Monsieur Yukihira?
context: Well, I suppose he gets passing marks right now.\I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira? response:	Do you have another complaint?
context: I was really worried for a while.\You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint? response:	Does that Totsuki rule apply to alumni, too?
context: You didn't give him any advice.\There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too? response:	What are you talking about?
context: There's no point if he can't figure it out on his own.\Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about? response:	Shokugeki.
context: Besides...\Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki. response:	If I beat you in a Shokugeki,
context: Shinomiya-senpai, I'm sorry to bother you,\but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki.\If I beat you in a Shokugeki, response:	will you rescind Tadokoro's expulsion?
context: but I have one more thing.\Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion? response:	You challenged me, of all people.
context: Yes, Monsieur Yukihira?\Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people. response:	You wouldn't fail at something like the Stagiaire.
context: Do you have another complaint?\Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire. response:	I lost.
context: Does that Totsuki rule apply to alumni, too?\What are you talking about?\Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost. response:	I lost.
context: What are you talking about?\Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost.\I lost. response:	I lost.
context: Shokugeki.\If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost.\I lost.\I lost. response:	Damn it!
context: If I beat you in a Shokugeki,\will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost.\I lost.\I lost.\Damn it! response:	Shinomiya-senpai!
context: will you rescind Tadokoro's expulsion?\You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost.\I lost.\I lost.\Damn it!\Shinomiya-senpai! response:	Sorry, do you have a minute?
context: You challenged me, of all people.\You wouldn't fail at something like the Stagiaire.\I lost.\I lost.\I lost.\Damn it!\Shinomiya-senpai!\Sorry, do you have a minute? response:	What, Yukihira?
context: You wouldn't fail at something like the Stagiaire.\I lost.\I lost.\I lost.\Damn it!\Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira? response:	Do you have a complaint?
context: I lost.\I lost.\I lost.\Damn it!\Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint? response:	No.
context: I lost.\I lost.\Damn it!\Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint?\No. response:	Since it looks like I'm allowed to stay until the last day, I have a request.
context: I lost.\Damn it!\Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request. response:	What is it?
context: Damn it!\Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request.\What is it? response:	The competition.
context: Shinomiya-senpai!\Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request.\What is it?\The competition. response:	There'll be a new menu item competition after the restaurant closes tomorrow, right?
context: Sorry, do you have a minute?\What, Yukihira?\Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request.\What is it?\The competition.\There'll be a new menu item competition after the restaurant closes tomorrow, right? response:	I want to submit a dish, too.
context: What, Yukihira?\Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request.\What is it?\The competition.\There'll be a new menu item competition after the restaurant closes tomorrow, right?\I want to submit a dish, too. response:	What?!
context: Do you have a complaint?\No.\Since it looks like I'm allowed to stay until the last day, I have a request.\What is it?\The competition.\There'll be a new menu item competition after the restaurant closes tomorrow, right?\I want to submit a dish, too.\What?! response:	The competition?
