context: Inspection response:	Hurry up, stupid!
context: She stinks like alcohol...\I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi? response:	Kono bayai wa kankei nai nai
context: I don't like this...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai response:	Nozomu tokoro yo
context: Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo response:	Soudatsusen boppatsu
context: This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu response:	Onna desu mono, maketerareya shinai nai
context: Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai response:	Fukuramu kimochi
context: Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi response:	No mou daibouhatsu
context: Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu response:	Dame yo, yuuwaku shicha
context: Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha response:	Doite, kare no osoba
context: Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba response:	Watashi dokidoki natte ippai ippai
context: Nozomu tokoro yo\Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai response:	Naisho, nukekake shite
context: Soudatsusen boppatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite response:	Daiseikou, kare to futari
context: Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari response:	Amaku mekurumeku night
context: Fukuramu kimochi\No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night response:	Honto wa ne, watashi dake wo
context: No mou daibouhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo response:	Dakishimete hoshii no
context: Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no response:	Hitorijime mura mura
context: Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura response:	Furagu tatechau no ari kashira?
context: Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira? response:	Yappari ne, yowaki, dou shiyou
context: Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou response:	Yasashisugite shou ga nai
context: Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai response:	Sonna toko daisuki yo
context: Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo response:	Dakara watashitachi tsukushimasu
context: Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu response:	Dear Sweet Heart!
context: Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart! response:	Finally, I believe I'll have a decent introduction.
context: Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction. response:	You are Number 03, Kazehana-tan with the overabundant pheromones!
context: Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction.\You are Number 03, Kazehana-tan with the overabundant pheromones! response:	With my sexiness, I'll slay the cherry boys in front of the TV!
context: Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction.\You are Number 03, Kazehana-tan with the overabundant pheromones!\With my sexiness, I'll slay the cherry boys in front of the TV! response:	But you have a faint scent of the Showa era.
context: Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction.\You are Number 03, Kazehana-tan with the overabundant pheromones!\With my sexiness, I'll slay the cherry boys in front of the TV!\But you have a faint scent of the Showa era. response:	Feather 9: The Veil and the Wind But you have a faint scent of the Showa era.
context: Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction.\You are Number 03, Kazehana-tan with the overabundant pheromones!\With my sexiness, I'll slay the cherry boys in front of the TV!\But you have a faint scent of the Showa era.\Feather 9: The Veil and the Wind But you have a faint scent of the Showa era. response:	Feather 9: The Veil and the Wind Please favor us again next time!
context: Dakara watashitachi tsukushimasu\Dear Sweet Heart!\Finally, I believe I'll have a decent introduction.\You are Number 03, Kazehana-tan with the overabundant pheromones!\With my sexiness, I'll slay the cherry boys in front of the TV!\But you have a faint scent of the Showa era.\Feather 9: The Veil and the Wind But you have a faint scent of the Showa era.\Feather 9: The Veil and the Wind Please favor us again next time! response:	Feather 9: The Veil and the Wind
