context: What'd you call me out here for? response:	I thought we could check answers, like we promised.
context: I'm just not used to it.\I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation. response:	Really?
context: I've never experienced it before.\I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation.\Really? response:	Okay, I'll take you up on that.
context: I thought it just felt a little awkward because of that.\I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that. response:	Yukinoshita Haruno attacks me with the things
context: I thought I'd get used to it, and eventually accept it.\But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things response:	that I've always tried not to think about.
context: But you just wouldn't overlook that awkwardness.\The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about. response:	It's not trust.
context: The student council will handle the rest, so you don't have to worry.\We'll still help out until it's over.\Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust. response:	It's something more cruel...
context: We'll still help out until it's over.\Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust.\It's something more cruel... response:	Something repulsive.
context: Yes. There's no need for any reservation.\Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust.\It's something more cruel...\Something repulsive. response:	Mom? Why are you here?
context: Really?\Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust.\It's something more cruel...\Something repulsive.\Mom? Why are you here? response:	Haruno told me about the future course you've chosen.
context: Okay, I'll take you up on that.\Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust.\It's something more cruel...\Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen. response:	Yukino, what have you been doing until this late hour?
context: Yukinoshita Haruno attacks me with the things\that I've always tried not to think about.\It's not trust.\It's something more cruel...\Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour? response:	I thought you were a child who wouldn't do these sorts of things...
context: that I've always tried not to think about.\It's not trust.\It's something more cruel...\Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things... response:	I let you live your own life because I trusted you...
context: It's not trust.\It's something more cruel...\Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you... response:	No. This is my responsibility.
context: It's something more cruel...\Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility. response:	It was my mistake.
context: Something repulsive.\Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake. response:	Was it my fault?
context: Mom? Why are you here?\Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake.\Was it my fault? response:	Um...
context: Haruno told me about the future course you've chosen.\Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake.\Was it my fault?\Um... response:	There was a student council event today, and... we were helping...
context: Yukino, what have you been doing until this late hour?\I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake.\Was it my fault?\Um...\There was a student council event today, and... we were helping... response:	I see. And you were walking her home?
context: I thought you were a child who wouldn't do these sorts of things...\I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake.\Was it my fault?\Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home? response:	Thank you.
context: I let you live your own life because I trusted you...\No. This is my responsibility.\It was my mistake.\Was it my fault?\Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you. response:	But if you're out too late, I'm sure your family will worry, as well.
context: No. This is my responsibility.\It was my mistake.\Was it my fault?\Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well. response:	Yes?
context: It was my mistake.\Was it my fault?\Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes? response:	I want you to live your own life, and be who you are.
context: Was it my fault?\Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are. response:	But I'm worried that you'll take the wrong path.
context: Um...\There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path. response:	I'll explain everything.
context: There was a student council event today, and... we were helping...\I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything. response:	So please, go home for today.
context: I see. And you were walking her home?\Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today. response:	Who she is... Who I am...
context: Thank you.\But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today.\Who she is... Who I am... response:	I think there's some part of us that's pre-determined by others,
context: But if you're out too late, I'm sure your family will worry, as well.\Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others, response:	and that part is always a bit off.
context: Yes?\I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off. response:	We want to be who we are.
context: I want you to live your own life, and be who you are.\But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are. response:	But who, exactly, decides who that is?
context: But I'm worried that you'll take the wrong path.\I'll explain everything.\So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is? response:	W-Well, I'm gonna head home.
context: I'll explain everything.\So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home. response:	Oh... I'll walk you...
context: So please, go home for today.\Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you... response:	It's okay.
context: Who she is... Who I am...\I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay. response:	I feel like it wouldn't be fair.
context: I think there's some part of us that's pre-determined by others,\and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair. response:	Okay.
context: and that part is always a bit off.\We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair.\Okay. response:	Who we are is always clashing with us somehow.
context: We want to be who we are.\But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow. response:	So where is the real thing?
context: But who, exactly, decides who that is?\W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow.\So where is the real thing? response:	Where is
context: W-Well, I'm gonna head home.\Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow.\So where is the real thing?\Where is response:	Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.
context: Oh... I'll walk you...\It's okay.\I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow.\So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real. response:	the real us?
context: It's okay.\I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow.\So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us? response:	13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.
context: I feel like it wouldn't be fair.\Okay.\Who we are is always clashing with us somehow.\So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout. response:	There's something I want.
context: Okay.\Who we are is always clashing with us somehow.\So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want. response:	But I'm not smart or anything,
context: Who we are is always clashing with us somehow.\So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything, response:	and it wouldn't be fair.
context: So where is the real thing?\Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything,\and it wouldn't be fair. response:	There's only one answer for me.
context: Where is\Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything,\and it wouldn't be fair.\There's only one answer for me. response:	But I'm sure it's not the answer that everyone else wants.
context: Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything,\and it wouldn't be fair.\There's only one answer for me.\But I'm sure it's not the answer that everyone else wants. response:	What I desire and what's desired of me are so similar,
context: the real us?\13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything,\and it wouldn't be fair.\There's only one answer for me.\But I'm sure it's not the answer that everyone else wants.\What I desire and what's desired of me are so similar, response:	so why are they so different?
context: 13 Spring, Bound Beneath the Thick Snow, Begins to Sprout.\There's something I want.\But I'm not smart or anything,\and it wouldn't be fair.\There's only one answer for me.\But I'm sure it's not the answer that everyone else wants.\What I desire and what's desired of me are so similar,\so why are they so different? response:	The truth is, I wouldn't care if it was a lie...
