context: The Third Plate response:	Twenty-Four
context: Just as a hypothesis.\It's highly likely that, in this arena,\there were many factors that limited the aromas of soba from being expressed.\That's right.\This arena was the cruelest hell in terms of allowing soba to shine.\Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however... response:	By deliberately exposing it to heat and adding the aroma of oil and seared noodles
context: It's highly likely that, in this arena,\there were many factors that limited the aromas of soba from being expressed.\That's right.\This arena was the cruelest hell in terms of allowing soba to shine.\Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles response:	were all converted into the dish's strengths,
context: there were many factors that limited the aromas of soba from being expressed.\That's right.\This arena was the cruelest hell in terms of allowing soba to shine.\Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths, response:	which further enhanced the soba's flavors.
context: That's right.\This arena was the cruelest hell in terms of allowing soba to shine.\Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors. response:	What?
context: This arena was the cruelest hell in terms of allowing soba to shine.\Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What? response:	That was just coincidence!
context: Miss Kinokuni's soba was designed for savoring the soba's light, delicate flavors.\That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What?\That was just coincidence! response:	No, it wasn't coincidence.
context: That made it even more susceptible to environmental factors.\As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What?\That was just coincidence!\No, it wasn't coincidence. response:	Soma-kun saw this coming from the very beginning.
context: As for Mister Yukihira's soba, however...\By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What?\That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning. response:	I guess.
context: By deliberately exposing it to heat and adding the aroma of oil and seared noodles\were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What?\That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess. response:	I thinking when I choose which flour to use
context: were all converted into the dish's strengths,\which further enhanced the soba's flavors.\What?\That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use response:	that the aromas weren't really coming through.
context: which further enhanced the soba's flavors.\What?\That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through. response:	That's why I decided that I wanted to stir-fry it in oil.
context: What?\That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil. response:	I wanted to emphasize the soba's flavors.
context: That was just coincidence!\No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors. response:	But ichibanko flour might not be able to withstand the heating process,
context: No, it wasn't coincidence.\Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process, response:	Ichibanko
context: Soma-kun saw this coming from the very beginning.\I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko response:	Nibanko
context: I guess.\I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko response:	Sanbanko
context: I thinking when I choose which flour to use\that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko\Sanbanko response:	so I had the idea of using sanbanko flour, with its strong aroma.
context: that the aromas weren't really coming through.\That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma. response:	That would let the judges really appreciate soba's flavors.
context: That's why I decided that I wanted to stir-fry it in oil.\I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors. response:	Anyway, I can eat your soba too, right, senpai?
context: I wanted to emphasize the soba's flavors.\But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai? response:	You can eat mine all you want, too!
context: But ichibanko flour might not be able to withstand the heating process,\Ichibanko\Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too! response:	Kinokuni-kun, the moment soba was decided as the topic,
context: Ichibanko\Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic, response:	did you stop to consider any alternatives?
context: Nibanko\Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives? response:	You did not.
context: Sanbanko\so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not. response:	Because in the Kinokuni tradition, the best soba
context: so I had the idea of using sanbanko flour, with its strong aroma.\That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba response:	is one made with ichibanko flour.
context: That would let the judges really appreciate soba's flavors.\Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour. response:	That is what you were taught.
context: Anyway, I can eat your soba too, right, senpai?\You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught. response:	Why? Why?!
context: You can eat mine all you want, too!\Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught.\Why? Why?! response:	I've been training all my days to create the best soba possible.
context: Kinokuni-kun, the moment soba was decided as the topic,\did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible. response:	Hey, tell me.
context: did you stop to consider any alternatives?\You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me. response:	How'd you manage to go this far?
context: You did not.\Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far? response:	This is a Shokugekia serious contest.
context: Because in the Kinokuni tradition, the best soba\is one made with ichibanko flour.\That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest. response:	Even putting in the usual amount of effort poses a significant strain.
context: is one made with ichibanko flour.\That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain. response:	What are you talking about?
context: That is what you were taught.\Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about? response:	Diner Yukihira
context: Why? Why?!\I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira response:	Every day is a serious contest when you're serving customers.
context: I've been training all my days to create the best soba possible.\Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers. response:	Of course you have to be able to do this stuff.
context: Hey, tell me.\How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff. response:	Do you understand now why we should be afraid of him?
context: How'd you manage to go this far?\This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him? response:	He notices all the variables and flexibly adjusts to them,
context: This is a Shokugekia serious contest.\Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them, response:	so that his customers can better enjoy their food.
context: Even putting in the usual amount of effort poses a significant strain.\What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food. response:	That was the result of him spending a very long time in a diner.
context: What are you talking about?\Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner. response:	That is the basis for his strength.
context: Diner Yukihira\Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength. response:	In this cup is something only he can express.
context: Every day is a serious contest when you're serving customers.\Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express. response:	It represents a new potential for soba dishes.
context: Of course you have to be able to do this stuff.\Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes. response:	The victor of the third match in the first bout...
context: Do you understand now why we should be afraid of him?\He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout... response:	Yukihira Soma
context: He notices all the variables and flexibly adjusts to them,\so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma response:	Glad you enjoyed it!
context: so that his customers can better enjoy their food.\That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it! response:	First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma
context: That was the result of him spending a very long time in a diner.\That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma response:	You won! You won!
context: That is the basis for his strength.\In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won! response:	Yukihira!
context: In this cup is something only he can express.\It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira! response:	You defeated the sixth seat!
context: It represents a new potential for soba dishes.\The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira!\You defeated the sixth seat! response:	That was amazing!
context: The victor of the third match in the first bout...\Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira!\You defeated the sixth seat!\That was amazing! response:	I knew you'd pull it off, Yukihira!
context: Yukihira Soma\Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira!\You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira! response:	Well done, Yukihira!
context: Glad you enjoyed it!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira!\You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira! response:	That wasn't too shabby.
context: First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\You won! You won!\Yukihira!\You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby. response:	Thanks!
context: You won! You won!\Yukihira!\You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby.\Thanks! response:	Soma-kun! Soma-kun! Soma-kun!
context: Yukihira!\You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun! response:	Yeah!
context: You defeated the sixth seat!\That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah! response:	That was impressive!
context: That was amazing!\I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive! response:	Thanks!
context: I knew you'd pull it off, Yukihira!\Well done, Yukihira!\That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive!\Thanks! response:	A job well done.
context: Well done, Yukihira!\That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive!\Thanks!\A job well done. response:	Thanks.
context: That wasn't too shabby.\Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive!\Thanks!\A job well done.\Thanks. response:	Oh, what?
context: Thanks!\Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive!\Thanks!\A job well done.\Thanks.\Oh, what? response:	Nakiri-cchi, you're not going to join in?
context: Soma-kun! Soma-kun! Soma-kun!\Yeah!\That was impressive!\Thanks!\A job well done.\Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in? response:	Why? There's no need.
context: Yeah!\That was impressive!\Thanks!\A job well done.\Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need. response:	Nene, good job!
context: That was impressive!\Thanks!\A job well done.\Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job! response:	I know, I know. You don't need to say anything!
context: Thanks!\A job well done.\Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything! response:	I haven't said anything yet.
context: A job well done.\Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet. response:	Anyway, allwe now have two wins!
context: Thanks.\Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins! response:	We have two wins!
context: Oh, what?\Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins! response:	First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma
context: Nakiri-cchi, you're not going to join in?\Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma response:	There's only one more match in the first bout.
context: Why? There's no need.\Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout. response:	If we win this, too...
context: Nene, good job!\I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too... response:	Yeah, it'll be pretty huge.
context: I know, I know. You don't need to say anything!\I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge. response:	Don't get ahead of yourselves, rebels!
context: I haven't said anything yet.\Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels! response:	Urara-chin, you're gonna get wrinkles.
context: Anyway, allwe now have two wins!\We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles. response:	Shut up!
context: We have two wins!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up! response:	Listen, our Kaburagi Shoko-senpai is in the first match!
context: First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match! response:	She is the true ace in the hole,
context: There's only one more match in the first bout.\If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole, response:	Fifth Seat Kaburagi Shoko
context: If we win this, too...\Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko response:	having won the fifth seat in the battle royale!
context: Yeah, it'll be pretty huge.\Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale! response:	Yeah, yeah. Thanks for the explanation,
context: Don't get ahead of yourselves, rebels!\Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation, response:	but that fifth seat's going up against the former third seat.
context: Urara-chin, you're gonna get wrinkles.\Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat. response:	Former Elite Ten
context: Shut up!\Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten response:	Third Seat Megishima Tosuke
context: Listen, our Kaburagi Shoko-senpai is in the first match!\She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke response:	We have a consensus on the first match, too.
context: She is the true ace in the hole,\Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too. response:	The victor is Megishima Tosuke of the rebel team!
context: Fifth Seat Kaburagi Shoko\having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team! response:	Elite Ten
context: having won the fifth seat in the battle royale!\Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten response:	Fifth Seat
context: Yeah, yeah. Thanks for the explanation,\but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat response:	Fifth Seat Kaburagi Shoko
context: but that fifth seat's going up against the former third seat.\Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko response:	Defeated
context: Former Elite Ten\Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated response:	No way!
context: Third Seat Megishima Tosuke\We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated\No way! response:	That means...
context: We have a consensus on the first match, too.\The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated\No way!\That means... response:	Hey, now.
context: The victor is Megishima Tosuke of the rebel team!\Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated\No way!\That means...\Hey, now. response:	Seriously?
context: Elite Ten\Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated\No way!\That means...\Hey, now.\Seriously? response:	The rebels'...
context: Fifth Seat\Fifth Seat Kaburagi Shoko\Defeated\No way!\That means...\Hey, now.\Seriously?\The rebels'... response:	Yeah!
context: Fifth Seat Kaburagi Shoko\Defeated\No way!\That means...\Hey, now.\Seriously?\The rebels'...\Yeah! response:	Hey, Yukihira.
context: Defeated\No way!\That means...\Hey, now.\Seriously?\The rebels'...\Yeah!\Hey, Yukihira. response:	I've kept my promise.
context: No way!\That means...\Hey, now.\Seriously?\The rebels'...\Yeah!\Hey, Yukihira.\I've kept my promise. response:	No complaints, yeah?
context: That means...\Hey, now.\Seriously?\The rebels'...\Yeah!\Hey, Yukihira.\I've kept my promise.\No complaints, yeah? response:	Yup!
context: Hey, now.\Seriously?\The rebels'...\Yeah!\Hey, Yukihira.\I've kept my promise.\No complaints, yeah?\Yup! response:	First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma
context: Seriously?\The rebels'...\Yeah!\Hey, Yukihira.\I've kept my promise.\No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma response:	If we continue to suffer defeat,
context: The rebels'...\Yeah!\Hey, Yukihira.\I've kept my promise.\No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat, response:	we may be routed by the third bout.
context: Yeah!\Hey, Yukihira.\I've kept my promise.\No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout. response:	Oops. That'd be bad.
