context: Plastic Surgery Yu Otosaka, 15 yr old male attending doctor: Dr. Koike response:	It hurts...
context: So that people important to me will no longer suffer misfortune.\That feeling is the same for you after losing Kumagami, right Big Brother?\Are you serious about this?\Of course. I've already taken Tomori's ability.\Taken?\It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination. response:	But, how are you going to search for ability-wielders?
context: That feeling is the same for you after losing Kumagami, right Big Brother?\Are you serious about this?\Of course. I've already taken Tomori's ability.\Taken?\It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders? response:	Someone close to the syndicate's leader must have an ability similar to Kumagami's.
context: Are you serious about this?\Of course. I've already taken Tomori's ability.\Taken?\It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's. response:	Otherwise, they can't possibly gather that many ability-wielders in such a short time.
context: Of course. I've already taken Tomori's ability.\Taken?\It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time. response:	Yu, Fly overseas. Leave Japan to us.
context: Taken?\It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us. response:	We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.
context: It has already begun. I'm not turning back.\South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders. response:	We'll hold them down until their abilities are gone.
context: South 404 Plastic Surgery Yu Otosaka\That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone. response:	If we can't at least do that much, we can't possibly look him in the eye again.
context: That's some determination.\But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again. response:	Yu, you were 16 right now, right?
context: But, how are you going to search for ability-wielders?\Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right? response:	You don't have much time left.
context: Someone close to the syndicate's leader must have an ability similar to Kumagami's.\Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left. response:	I'm counting on you to do this before you lose your ability.
context: Otherwise, they can't possibly gather that many ability-wielders in such a short time.\Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability. response:	Yeah.
context: Yu, Fly overseas. Leave Japan to us.\We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah. response:	Otosaka.
context: We lost Kumagami, but we are still a big syndicate that unifies the ability-wielders.\We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka. response:	Huh? What's wrong?
context: We'll hold them down until their abilities are gone.\If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka.\Huh? What's wrong? response:	I heard the story from Tomori.
context: If we can't at least do that much, we can't possibly look him in the eye again.\Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka.\Huh? What's wrong?\I heard the story from Tomori. response:	Take our powers, too. It might be of help to you, even by a little bit.
context: Yu, you were 16 right now, right?\You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka.\Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit. response:	Take my little sister's too.
context: You don't have much time left.\I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka.\Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too. response:	That means... In other words, you no longer...
context: I'm counting on you to do this before you lose your ability.\Yeah.\Otosaka.\Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer... response:	Yeah, that's what it means. This is a pretty sensible spot for me to fade out.
context: Yeah.\Otosaka.\Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out. response:	Come on, what are we to do if you're going to hesitate?
context: Otosaka.\Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate? response:	That's right, Otosaka. Come on, go ahead.
context: Huh? What's wrong?\I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead. response:	All right. I'll take the abilities from you three.
context: I heard the story from Tomori.\Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three. response:	Okay.
context: Take our powers, too. It might be of help to you, even by a little bit.\Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay. response:	See ya.
context: Take my little sister's too.\That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay.\See ya. response:	Right.
context: That means... In other words, you no longer...\Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay.\See ya.\Right. response:	Um, did something happen..?
context: Yeah, that's what it means. This is a pretty sensible spot for me to fade out.\Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay.\See ya.\Right.\Um, did something happen..? response:	Yusa... Actually, I have a letter your big sister entrusted us with.
context: Come on, what are we to do if you're going to hesitate?\That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay.\See ya.\Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with. response:	To Yusa
context: That's right, Otosaka. Come on, go ahead.\All right. I'll take the abilities from you three.\Okay.\See ya.\Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa response:	Dear Yusa, it's been fun.
context: All right. I'll take the abilities from you three.\Okay.\See ya.\Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun. response:	It was fun hanging out with those guys from the student council.
context: Okay.\See ya.\Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council. response:	I felt that I wanted to be with you forever.
context: See ya.\Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever. response:	But, the one thing that was hard for me, Yusa...
context: Right.\Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa... response:	but we ended up missing each other at all times.
context: Um, did something happen..?\Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times. response:	I love you more than anything.
context: Yusa... Actually, I have a letter your big sister entrusted us with.\To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything. response:	And now, a dead person will act like a dead person, and bid farewell now.
context: To Yusa\Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now. response:	From Misa
context: Dear Yusa, it's been fun.\It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa response:	My big sister was always together with all of you, wasn't she.
context: It was fun hanging out with those guys from the student council.\I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she. response:	Yeah. We had a lot of fun, too.
context: I felt that I wanted to be with you forever.\But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too. response:	Indeed.
context: But, the one thing that was hard for me, Yusa...\but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed. response:	To Yusa
context: but we ended up missing each other at all times.\I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed.\To Yusa response:	If that's the case... I'm glad.
context: I love you more than anything.\And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed.\To Yusa\If that's the case... I'm glad. response:	Otosaka, please make sure to come back.
context: And now, a dead person will act like a dead person, and bid farewell now.\From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed.\To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back. response:	Yeah.
context: From Misa\My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed.\To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah. response:	After all, we're friends who spent high school life together,
context: My big sister was always together with all of you, wasn't she.\Yeah. We had a lot of fun, too.\Indeed.\To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together, response:	despite all of us suffering from a common illness.
context: Yeah. We had a lot of fun, too.\Indeed.\To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness. response:	Right.
context: Indeed.\To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right. response:	Yup!
context: To Yusa\If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right.\Yup! response:	I've been waiting for you. Please take this with you.
context: If that's the case... I'm glad.\Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right.\Yup!\I've been waiting for you. Please take this with you. response:	This is about all I can do now.
context: Otosaka, please make sure to come back.\Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right.\Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now. response:	What is it?
context: Yeah.\After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right.\Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it? response:	If you speak looking at that, you can probably get by, even if minimally.
context: After all, we're friends who spent high school life together,\despite all of us suffering from a common illness.\Right.\Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally. response:	You made this in one night?
context: despite all of us suffering from a common illness.\Right.\Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night? response:	I know what your standardized test scores are like.
context: Right.\Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like. response:	Yeah, after all, I'm just a fiend of cheating on tests.
context: Yup!\I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests. response:	Then, in return. I want you to hold onto this for me.
context: I've been waiting for you. Please take this with you.\This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests.\Then, in return. I want you to hold onto this for me. response:	All right, understood. I will hold onto this for a while.
context: This is about all I can do now.\What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests.\Then, in return. I want you to hold onto this for me.\All right, understood. I will hold onto this for a while. response:	I feel uneasy. Everything is so uncertain.
context: What is it?\If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests.\Then, in return. I want you to hold onto this for me.\All right, understood. I will hold onto this for a while.\I feel uneasy. Everything is so uncertain. response:	But, I have to do this. Because I am the only one that can do this...
context: If you speak looking at that, you can probably get by, even if minimally.\You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests.\Then, in return. I want you to hold onto this for me.\All right, understood. I will hold onto this for a while.\I feel uneasy. Everything is so uncertain.\But, I have to do this. Because I am the only one that can do this... response:	Well, I'll be on my way now.
context: You made this in one night?\I know what your standardized test scores are like.\Yeah, after all, I'm just a fiend of cheating on tests.\Then, in return. I want you to hold onto this for me.\All right, understood. I will hold onto this for a while.\I feel uneasy. Everything is so uncertain.\But, I have to do this. Because I am the only one that can do this...\Well, I'll be on my way now. response:	Yes. Please take care during your trip.
