context: Accelerating pulse response:	Suppressing impulses
context: equipped to the Black Six base.\Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six. response:	Okay, activate!
context: Its search capacity is 1.3 times greater than that of Purple Two.\Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate! response:	Activate!
context: Last but not least, Chris Solferino, your unit is AHSMB-010,\Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate!\Activate! response:	Huh? Nothing's happening...
context: Prototype Name: Multipurpose Fighter 92E Swallow,\also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate!\Activate!\Huh? Nothing's happening... response:	Yeah, they're still in the works.
context: also known as Magenta Ten.\Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate!\Activate!\Huh? Nothing's happening...\Yeah, they're still in the works. response:	As idle members of the GDF, assist in their continued development and completion!
context: Rose Three was too large and lacked versatility,\so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate!\Activate!\Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion! response:	WHAT?!
context: so it's a High-Speed Raid type based on the concept of shrinking\Rose Three down to the size of Black Six.\Okay, activate!\Activate!\Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?! response:	They've finally commenced Operation: Heaven's Gate...
context: Rose Three down to the size of Black Six.\Okay, activate!\Activate!\Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate... response:	Damn! We didn't make it in time after all...
context: Okay, activate!\Activate!\Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all... response:	Even if our units were ready, how'd we get there?
context: Activate!\Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there? response:	It's starting!
context: Huh? Nothing's happening...\Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting! response:	But isn't this footage from five hours ago?
context: Yeah, they're still in the works.\As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago? response:	It is?
context: As idle members of the GDF, assist in their continued development and completion!\WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago?\It is? response:	Aren't we something like 40 AU from the battlefield?
context: WHAT?!\They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield? response:	How far is that?
context: They've finally commenced Operation: Heaven's Gate...\Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield?\How far is that? response:	Forty times the distance between the Earth and the Sun.
context: Damn! We didn't make it in time after all...\Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun. response:	Meaning it's super far away!
context: Even if our units were ready, how'd we get there?\It's starting!\But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away! response:	So no matter how this pans out, our hands are tied.
context: It's starting!\But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied. response:	Still, I wanted to go...
context: But isn't this footage from five hours ago?\It is?\Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go... response:	Showtime!
context: It is?\Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime! response:	Thanks to your efforts, it is possible to roll out these new units.
context: Aren't we something like 40 AU from the battlefield?\How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units. response:	According to the Engineer Department, all functions are green.
context: How far is that?\Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green. response:	However, they still require further individualized customization, so proceed with caution.
context: Forty times the distance between the Earth and the Sun.\Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution. response:	Roger!
context: Meaning it's super far away!\So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger! response:	Good! Activate!
context: So no matter how this pans out, our hands are tied.\Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate! response:	Activate!
context: Still, I wanted to go...\Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate!\Activate! response:	Huh?
context: Showtime!\Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate!\Activate!\Huh? response:	It won't budge!
context: Thanks to your efforts, it is possible to roll out these new units.\According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate!\Activate!\Huh?\It won't budge! response:	Is there a system error? Why? Did I goof up somewhere?
context: According to the Engineer Department, all functions are green.\However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate!\Activate!\Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere? response:	Everyone, calm down and try again!
context: However, they still require further individualized customization, so proceed with caution.\Roger!\Good! Activate!\Activate!\Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again! response:	The Rabbits really are cool!
context: Roger!\Good! Activate!\Activate!\Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool! response:	Why? Why won't it turn on for me?
context: Good! Activate!\Activate!\Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me? response:	Dude, check out your monitor.
context: Activate!\Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor. response:	Wow, this is crazy fast!
context: Huh?\It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast! response:	Wow, this really moves!
context: It won't budge!\Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves! response:	All systems: Clear. Armament: Good!
context: Is there a system error? Why? Did I goof up somewhere?\Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good! response:	I've got a grasp on everyone...
context: Everyone, calm down and try again!\The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone... response:	Where they are, what they're doing,
context: The Rabbits really are cool!\Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing, response:	and what I'm supposed to do!
context: Why? Why won't it turn on for me?\Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do! response:	Let's go, guys!
context: Dude, check out your monitor.\Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys! response:	Roger!
context: Wow, this is crazy fast!\Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys!\Roger! response:	The sea in this sky
context: Wow, this really moves!\All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys!\Roger!\The sea in this sky response:	Is too vast to swim across in one breath
context: All systems: Clear. Armament: Good!\I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys!\Roger!\The sea in this sky\Is too vast to swim across in one breath response:	When feeling lost, I offer the precious words
context: I've got a grasp on everyone...\Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys!\Roger!\The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words response:	I'm home, in a whisper
context: Where they are, what they're doing,\and what I'm supposed to do!\Let's go, guys!\Roger!\The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper response:	I've been thinking this for a long time
context: and what I'm supposed to do!\Let's go, guys!\Roger!\The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time response:	Family... That is the boat
context: Let's go, guys!\Roger!\The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat response:	That floats in our hearts
context: Roger!\The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat\That floats in our hearts response:	Hey, look; We're waiting for you
context: The sea in this sky\Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat\That floats in our hearts\Hey, look; We're waiting for you response:	See how you aren't alone?
context: Is too vast to swim across in one breath\When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat\That floats in our hearts\Hey, look; We're waiting for you\See how you aren't alone? response:	The way your warm feelings embraced me
context: When feeling lost, I offer the precious words\I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat\That floats in our hearts\Hey, look; We're waiting for you\See how you aren't alone?\The way your warm feelings embraced me response:	Made me so happy
context: I'm home, in a whisper\I've been thinking this for a long time\Family... That is the boat\That floats in our hearts\Hey, look; We're waiting for you\See how you aren't alone?\The way your warm feelings embraced me\Made me so happy response:	So show me your smile once more
context: I've been thinking this for a long time\Family... That is the boat\That floats in our hearts\Hey, look; We're waiting for you\See how you aren't alone?\The way your warm feelings embraced me\Made me so happy\So show me your smile once more response:	And say, I'm home
