context: This is a story about my father, my mother, and me. response:	About our family of three.
context: I never knew Dad had a sister.\Surprised?\Why?\If anything,\I'm relieved that we were actually father and daughter.\You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info, response:	so you'll have to go through a lawyer for it.
context: Surprised?\Why?\If anything,\I'm relieved that we were actually father and daughter.\You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it. response:	I see
context: Why?\If anything,\I'm relieved that we were actually father and daughter.\You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see response:	Excuse me!
context: If anything,\I'm relieved that we were actually father and daughter.\You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see\Excuse me! response:	I was working with Goto on that day.
context: I'm relieved that we were actually father and daughter.\You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see\Excuse me!\I was working with Goto on that day. response:	I see
context: You actually thought you might not be?\I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see\Excuse me!\I was working with Goto on that day.\I see response:	You're researching the accident?
context: I mean, Dad was too soft.\Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see\Excuse me!\I was working with Goto on that day.\I see\You're researching the accident? response:	Don't worry, it's not for an article.
context: Information about the accident touches on private info,\so you'll have to go through a lawyer for it.\I see\Excuse me!\I was working with Goto on that day.\I see\You're researching the accident?\Don't worry, it's not for an article. response:	Then why is a reporter?
context: so you'll have to go through a lawyer for it.\I see\Excuse me!\I was working with Goto on that day.\I see\You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter? response:	Personal interest.
context: I see\Excuse me!\I was working with Goto on that day.\I see\You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter?\Personal interest. response:	If it can change the status quo, even a little
context: Excuse me!\I was working with Goto on that day.\I see\You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter?\Personal interest.\If it can change the status quo, even a little response:	The company's staying quiet,
context: I was working with Goto on that day.\I see\You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter?\Personal interest.\If it can change the status quo, even a little\The company's staying quiet, response:	but it wasn't Goto's fault.
context: I see\You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter?\Personal interest.\If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault. response:	Whoa! Are these all JUMBO?
context: You're researching the accident?\Don't worry, it's not for an article.\Then why is a reporter?\Personal interest.\If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO? response:	People say print's dying out, but they're still selling this much?
context: Don't worry, it's not for an article.\Then why is a reporter?\Personal interest.\If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much? response:	Let's hurry and finish this.
context: Then why is a reporter?\Personal interest.\If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this. response:	Goto!
context: Personal interest.\If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto! response:	Somebody! Call an ambulance!
context: If it can change the status quo, even a little\The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto!\Somebody! Call an ambulance! response:	Goto! Goto!
context: The company's staying quiet,\but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto!\Somebody! Call an ambulance!\Goto! Goto! response:	Somebody pulled out a copy to read. That threw off the balance.
context: but it wasn't Goto's fault.\Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto!\Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance. response:	They probably wanted to leak it online, and become an overnight hero.
context: Whoa! Are these all JUMBO?\People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto!\Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero. response:	The company really cracks down on that stuff.
context: People say print's dying out, but they're still selling this much?\Let's hurry and finish this.\Goto!\Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff. response:	It wasn't Goto, of course.
context: Let's hurry and finish this.\Goto!\Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course. response:	Goto said he hated manga.
context: Goto!\Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga. response:	I'll bet.
context: Somebody! Call an ambulance!\Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga.\I'll bet. response:	I think it was the patient in this room?
context: Goto! Goto!\Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga.\I'll bet.\I think it was the patient in this room? response:	Wow. For more than a year?
context: Somebody pulled out a copy to read. That threw off the balance.\They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga.\I'll bet.\I think it was the patient in this room?\Wow. For more than a year? response:	It's ironic, isn't it.
context: They probably wanted to leak it online, and become an overnight hero.\The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga.\I'll bet.\I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it. response:	He ran away from manga,
context: The company really cracks down on that stuff.\It wasn't Goto, of course.\Goto said he hated manga.\I'll bet.\I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga, response:	but ended up crushed by manga.
context: It wasn't Goto, of course.\Goto said he hated manga.\I'll bet.\I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga. response:	That's karma for you.
context: Goto said he hated manga.\I'll bet.\I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga.\That's karma for you. response:	If it was SATADAY or MANGAZINE instead of JUMBO,
context: I'll bet.\I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO, response:	there wouldn't have been enough to crush him.
context: I think it was the patient in this room?\Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him. response:	Hey.
context: Wow. For more than a year?\It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey. response:	Back then, he was doing physical labor, even though he wasn't used to it.
context: It's ironic, isn't it.\He ran away from manga,\but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it. response:	He was in enough financial trouble he had to sell his house.
context: He ran away from manga,\but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house. response:	He had savings, right?
context: but ended up crushed by manga.\That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right? response:	He spent most of it
context: That's karma for you.\If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it response:	searching for his wife.
context: If it was SATADAY or MANGAZINE instead of JUMBO,\there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it\searching for his wife. response:	It was a boating accident just after Hime's birth.
context: there wouldn't have been enough to crush him.\Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth. response:	She was still missing, even after the search teams were called off,
context: Hey.\Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off, response:	so he hired a contractor,
context: Back then, he was doing physical labor, even though he wasn't used to it.\He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor, response:	and kept searching, never giving up hope.
context: He was in enough financial trouble he had to sell his house.\He had savings, right?\He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope. response:	For over ten years, while drawing manga.
context: He had savings, right?\He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga. response:	Then, when Hime was in middle school,
context: He spent most of it\searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school, response:	it was leaked somewhere.
context: searching for his wife.\It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere. response:	They took the fact he was waiting for his wife,
context: It was a boating accident just after Hime's birth.\She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife, response:	They took the fact he was waiting for his wife,
context: She was still missing, even after the search teams were called off,\so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife, response:	and published it in a weekly gossip mag.
context: so he hired a contractor,\and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag. response:	No matter what I draw, nobody will laugh, he said.
context: and kept searching, never giving up hope.\For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said. response:	And then he put down the pen.
context: For over ten years, while drawing manga.\Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen. response:	Still, he did finish Tights before he stopped.
context: Then, when Hime was in middle school,\it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped. response:	It was a good, if standard, ending.
context: it was leaked somewhere.\They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending. response:	He suffered for losing his job and his income,
context: They took the fact he was waiting for his wife,\They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income, response:	but at least Hime
context: They took the fact he was waiting for his wife,\and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime response:	got to go to high school without issue, yeah.
context: and published it in a weekly gossip mag.\No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah. response:	But, ironically
context: No matter what I draw, nobody will laugh, he said.\And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah.\But, ironically response:	Hime took after her grandfather,
context: And then he put down the pen.\Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather, response:	and inherited his talent.
context: Still, he did finish Tights before he stopped.\It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather,\and inherited his talent. response:	While he was a manga author, and even after he quit,
context: It was a good, if standard, ending.\He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit, response:	Dad always smiled in front of me.
context: He suffered for losing his job and his income,\but at least Hime\got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me. response:	He was just too soft.
context: but at least Hime\got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft. response:	My mom told me that she was always worried about you.
context: got to go to high school without issue, yeah.\But, ironically\Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you. response:	Wait, the person who gave me the key
context: But, ironically\Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key response:	Was my mom.
context: Hime took after her grandfather,\and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom. response:	Give this to Hime.
context: and inherited his talent.\While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom.\Give this to Hime. response:	If anything should happen to me, please.
context: While he was a manga author, and even after he quit,\Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom.\Give this to Hime.\If anything should happen to me, please. response:	Sell everything in this house,
context: Dad always smiled in front of me.\He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom.\Give this to Hime.\If anything should happen to me, please.\Sell everything in this house, response:	and use the money to help her.
context: He was just too soft.\My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom.\Give this to Hime.\If anything should happen to me, please.\Sell everything in this house,\and use the money to help her. response:	Please.
context: My mom told me that she was always worried about you.\Wait, the person who gave me the key\Was my mom.\Give this to Hime.\If anything should happen to me, please.\Sell everything in this house,\and use the money to help her.\Please. response:	I see
context: Wait, the person who gave me the key\Was my mom.\Give this to Hime.\If anything should happen to me, please.\Sell everything in this house,\and use the money to help her.\Please.\I see response:	Though, for all that, it's not really empty.
context: Was my mom.\Give this to Hime.\If anything should happen to me, please.\Sell everything in this house,\and use the money to help her.\Please.\I see\Though, for all that, it's not really empty. response:	It may have embarrassed him,
context: Give this to Hime.\If anything should happen to me, please.\Sell everything in this house,\and use the money to help her.\Please.\I see\Though, for all that, it's not really empty.\It may have embarrassed him, response:	but I think my mom wanted you to see it.
context: If anything should happen to me, please.\Sell everything in this house,\and use the money to help her.\Please.\I see\Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it. response:	Your dad's work.
context: Sell everything in this house,\and use the money to help her.\Please.\I see\Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work. response:	Dad's drawing job?
context: and use the money to help her.\Please.\I see\Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job? response:	Goto is?!
context: Please.\I see\Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job?\Goto is?! response:	Well! I'm heading home.
context: I see\Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job?\Goto is?!\Well! I'm heading home. response:	I didn't know what to do if you were crying,
context: Though, for all that, it's not really empty.\It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job?\Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying, response:	but you seem fine.
context: It may have embarrassed him,\but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job?\Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine. response:	Yeah. Thanks.
context: but I think my mom wanted you to see it.\Your dad's work.\Dad's drawing job?\Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks. response:	Hime!
context: Your dad's work.\Dad's drawing job?\Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks.\Hime! response:	Ms. Ichiko! And you guys?
context: Dad's drawing job?\Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys? response:	Whoa! A hottie's here, of all places?
context: Goto is?!\Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places? response:	Hina!
context: Well! I'm heading home.\I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina! response:	Hime! Your father regained consciousness!
context: I didn't know what to do if you were crying,\but you seem fine.\Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness! response:	No way!
context: but you seem fine.\Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness!\No way! response:	Is that the good news?
context: Yeah. Thanks.\Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness!\No way!\Is that the good news? response:	Then what's the bad news?
context: Hime!\Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness!\No way!\Is that the good news?\Then what's the bad news? response:	Dad is
context: Ms. Ichiko! And you guys?\Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness!\No way!\Is that the good news?\Then what's the bad news?\Dad is response:	Dad
context: Whoa! A hottie's here, of all places?\Hina!\Hime! Your father regained consciousness!\No way!\Is that the good news?\Then what's the bad news?\Dad is\Dad response:	Who are you?
context: Hina!\Hime! Your father regained consciousness!\No way!\Is that the good news?\Then what's the bad news?\Dad is\Dad\Who are you? response:	You're
context: Hime! Your father regained consciousness!\No way!\Is that the good news?\Then what's the bad news?\Dad is\Dad\Who are you?\You're response:	Who, again?
context: No way!\Is that the good news?\Then what's the bad news?\Dad is\Dad\Who are you?\You're\Who, again? response:	Amnesia?! That's too cliche!
context: Is that the good news?\Then what's the bad news?\Dad is\Dad\Who are you?\You're\Who, again?\Amnesia?! That's too cliche! response:	That word wouldn't even fly in manga!
context: Then what's the bad news?\Dad is\Dad\Who are you?\You're\Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga! response:	Tomaruin, this is a hospital.
context: Dad is\Dad\Who are you?\You're\Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital. response:	Plus, Goto only just revived.
context: Dad\Who are you?\You're\Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived. response:	He wasn't dead, man.
context: Who are you?\You're\Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man. response:	Goto, you forgot about Hime?!
context: You're\Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?! response:	Huh? How could I forget about Hime?
context: Who, again?\Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime? response:	She's just ten years old.
context: Amnesia?! That's too cliche!\That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old. response:	His memories are probably the same as from when you were ten.
context: That word wouldn't even fly in manga!\Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten. response:	He's just lost the last seven years.
context: Tomaruin, this is a hospital.\Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years. response:	Why seven years?
context: Plus, Goto only just revived.\He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years? response:	I couldn't say.
context: He wasn't dead, man.\Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years?\I couldn't say. response:	Maybe something left a big impression on him back then?
context: Goto, you forgot about Hime?!\Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years?\I couldn't say.\Maybe something left a big impression on him back then? response:	That's pretty common in cases of memory loss.
context: Huh? How could I forget about Hime?\She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years?\I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss. response:	Seven years ago, huh?
context: She's just ten years old.\His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years?\I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh? response:	When Hime was ten
context: His memories are probably the same as from when you were ten.\He's just lost the last seven years.\Why seven years?\I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten response:	Was there anything that impactful?
context: He's just lost the last seven years.\Why seven years?\I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten\Was there anything that impactful? response:	Maybe it's when he had the most fun?
context: Why seven years?\I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun? response:	Both at work and at home.
context: I couldn't say.\Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home. response:	I see.
context: Maybe something left a big impression on him back then?\That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home.\I see. response:	It was when I was his editor.
context: That's pretty common in cases of memory loss.\Seven years ago, huh?\When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home.\I see.\It was when I was his editor. response:	That's not it.
context: Seven years ago, huh?\When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home.\I see.\It was when I was his editor.\That's not it. response:	Hey! Let me go!
context: When Hime was ten\Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home.\I see.\It was when I was his editor.\That's not it.\Hey! Let me go! response:	Hey! Let me go!
context: Was there anything that impactful?\Maybe it's when he had the most fun?\Both at work and at home.\I see.\It was when I was his editor.\That's not it.\Hey! Let me go!\Hey! Let me go! response:	You can't until you do your rehab and get your strength back!
context: Maybe it's when he had the most fun?\Both at work and at home.\I see.\It was when I was his editor.\That's not it.\Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back! response:	Goto!
context: Both at work and at home.\I see.\It was when I was his editor.\That's not it.\Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto! response:	What happened?
context: I see.\It was when I was his editor.\That's not it.\Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto!\What happened? response:	He tried to escape!
context: It was when I was his editor.\That's not it.\Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto!\What happened?\He tried to escape! response:	I'm worried about Hime! Let me see her!
context: That's not it.\Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto!\What happened?\He tried to escape!\I'm worried about Hime! Let me see her! response:	Hey! Calm down, Mr. Goto!
context: Hey! Let me go!\Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto!\What happened?\He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto! response:	Goto.
context: Hey! Let me go!\You can't until you do your rehab and get your strength back!\Goto!\What happened?\He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto. response:	I know you want to see her,
context: You can't until you do your rehab and get your strength back!\Goto!\What happened?\He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her, response:	but wouldn't she worry if she saw you like this?
context: Goto!\What happened?\He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her,\but wouldn't she worry if she saw you like this? response:	You're right
context: What happened?\He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her,\but wouldn't she worry if she saw you like this?\You're right response:	I can't let her see me like this.
context: He tried to escape!\I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her,\but wouldn't she worry if she saw you like this?\You're right\I can't let her see me like this. response:	That's right.
context: I'm worried about Hime! Let me see her!\Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her,\but wouldn't she worry if she saw you like this?\You're right\I can't let her see me like this.\That's right. response:	First you need rehab so you can be healthy again.
context: Hey! Calm down, Mr. Goto!\Goto.\I know you want to see her,\but wouldn't she worry if she saw you like this?\You're right\I can't let her see me like this.\That's right.\First you need rehab so you can be healthy again. response:	And right now you can pretty much only move your fingers freely.
