context: Help me. response:	Somebody, help me.
context: Miya is... very, very scary when she's get angry.\She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here! response:	Today is the day we settle the question of who is the strongest!
context: She's laughing...\From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest! response:	I'm really busy, you see.
context: From the President: There is an un-emerged Sekirei in the arboretum! First one there wins! It could be you who makes the Green Girl emerge!\These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see. response:	Wait! Coward!
context: These abnormally proliferating plants...\I feel something disquieting...\It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward! response:	You'd better stop playing around and go find your master.
context: I feel something disquieting...\It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master. response:	Homura!
context: It's really like a stone door made of plants.\Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master.\Homura! response:	I don't admit... I don't admit it!
context: Homura!\It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it! response:	Ashikabis are just base monkeys!
context: It is thy misfortune that we meet here!\Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys! response:	Instead of having bodily contact with such a being...
context: Today is the day we settle the question of who is the strongest!\I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being... response:	I shall finish him off before my body is violated!
context: I'm really busy, you see.\Wait! Coward!\You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated! response:	You can't get down?
context: Wait! Coward!\You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down? response:	Don't worry. You are just fine.
context: You'd better stop playing around and go find your master.\Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine. response:	So, come on. I'll catch you.
context: Homura!\I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you. response:	Now... what's your name?
context: I don't admit... I don't admit it!\Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name? response:	Ku-Kusano...
context: Ashikabis are just base monkeys!\Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano... response:	Ku-chan, huh? That's a cute name.
context: Instead of having bodily contact with such a being...\I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name. response:	Hey, why were you crying?
context: I shall finish him off before my body is violated!\You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying? response:	It's all Ku's fault. Because Ku selfishly said she wanted to go outside...
context: You can't get down?\Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside... response:	Help me...
context: Don't worry. You are just fine.\So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me... response:	Please help me, big brother...
context: So, come on. I'll catch you.\Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother... response:	Ku-chan!
context: Now... what's your name?\Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother...\Ku-chan! response:	Help me!
context: Ku-Kusano...\Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother...\Ku-chan!\Help me! response:	Ku-chan!
context: Ku-chan, huh? That's a cute name.\Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother...\Ku-chan!\Help me!\Ku-chan! response:	- Ku-chan... - Minato-san?
context: Hey, why were you crying?\It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother...\Ku-chan!\Help me!\Ku-chan!\- Ku-chan... - Minato-san? response:	Minato-san... Minato-san!
context: It's all Ku's fault. Because Ku selfishly said she wanted to go outside...\Help me...\Please help me, big brother...\Ku-chan!\Help me!\Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san! response:	Musubi-chan?
context: Help me...\Please help me, big brother...\Ku-chan!\Help me!\Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan? response:	You seemed to suffer from a nightmare... Are you all right?
context: Please help me, big brother...\Ku-chan!\Help me!\Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right? response:	I was having a dream...
context: Ku-chan!\Help me!\Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream... response:	A dream?
context: Help me!\Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream? response:	The green stone door is still closed.
context: Ku-chan!\- Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream?\The green stone door is still closed. response:	If we don't take action soon, those who are after that will come to gather here.
context: - Ku-chan... - Minato-san?\Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here. response:	I understand.
context: Minato-san... Minato-san!\Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand. response:	Teito Arboretum
context: Musubi-chan?\You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum response:	Help me... help me, big brother...
context: You seemed to suffer from a nightmare... Are you all right?\I was having a dream...\A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum\Help me... help me, big brother... response:	Yo, baby girls! Get ready now!
context: I was having a dream...\A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now! response:	This is renai no shinansho
context: A dream?\The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho response:	Don't let it go, aserazu so
context: The green stone door is still closed.\If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so response:	Without furaingu de show time
context: If we don't take action soon, those who are after that will come to gather here.\I understand.\Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time response:	Get the funky beat!
context: I understand.\Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat! response:	Hayai mono gachi?
context: Teito Arboretum\Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi? response:	Kono bayai wa kankei nai nai
context: Help me... help me, big brother...\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai response:	Nozomu tokoro yo
context: Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo response:	Soudatsusen boppzatsu
context: This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu response:	Onna desu mono, maketerareya shinai nai
context: Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai response:	Fukuramu kimochi
context: Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi response:	No mou daibakuhatsu
context: Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu response:	Dame yo, yuuwaku shicha
context: Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha response:	Doite, kare no osoba
context: Kono bayai wa kankei nai nai\Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba response:	Watashi dokidoki natte ippai ippai
context: Nozomu tokoro yo\Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai response:	Naisho, nukekake shite
context: Soudatsusen boppzatsu\Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite response:	Daiseikou, kare to futari
context: Onna desu mono, maketerareya shinai nai\Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari response:	Amaku mekurumeku night
context: Fukuramu kimochi\No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night response:	Honto wa ne, watashi dake wo
context: No mou daibakuhatsu\Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo response:	Dakishimete hoshii no
context: Dame yo, yuuwaku shicha\Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no response:	Hitorijime mura mura
context: Doite, kare no osoba\Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura response:	Furagu tatechau no ari kashira?
context: Watashi dokidoki natte ippai ippai\Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira? response:	Yappari ne, yowaki, dou shiyou
context: Naisho, nukekake shite\Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou response:	Yasashisugite shou ga nai
context: Daiseikou, kare to futari\Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai response:	Sonna toko daisuki yo
context: Amaku mekurumeku night\Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo response:	Dakara watashitachi tsukushimasu
context: Honto wa ne, watashi dake wo\Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu response:	Dear Sweet Heart!
context: Dakishimete hoshii no\Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart! response:	It's Miya.
context: Hitorijime mura mura\Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\It's Miya. response:	Our Maison Izumo has added new residents and become even more festive.
context: Furagu tatechau no ari kashira?\Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\It's Miya.\Our Maison Izumo has added new residents and become even more festive. response:	But this is certainly not Girls Next Door or one of those programs,
context: Yappari ne, yowaki, dou shiyou\Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\It's Miya.\Our Maison Izumo has added new residents and become even more festive.\But this is certainly not Girls Next Door or one of those programs, response:	so please don't misunderstand.
context: Yasashisugite shou ga nai\Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\It's Miya.\Our Maison Izumo has added new residents and become even more festive.\But this is certainly not Girls Next Door or one of those programs,\so please don't misunderstand. response:	Feather 3: The Green Girl Please favor us again next time!
context: Sonna toko daisuki yo\Dakara watashitachi tsukushimasu\Dear Sweet Heart!\It's Miya.\Our Maison Izumo has added new residents and become even more festive.\But this is certainly not Girls Next Door or one of those programs,\so please don't misunderstand.\Feather 3: The Green Girl Please favor us again next time! response:	Feather 3: The Green Girl
