context: Shiratorizawa response:	I haven't doubted once that we would win.
context: When you have a brilliant ace,\their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good, response:	but I hate the ball getting through even more.
context: their very existence is a brilliant decoy!\Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more. response:	If you go after the ball, even if your reaction is slightly behind,
context: Go, Taichi!\Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind, response:	the ball won't completely make it through.
context: Hear me out, Tsukki!\Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through. response:	That sounds like something you'd say.
context: Kuroo-san yelled at me to read block again.\But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say. response:	You probably think it's better if you look cool, don't you?
context: But don't you think it feels better to be able\to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you? response:	You just don't get it.
context: to shut out your opponent, whether it's by luck or intuition?\That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it. response:	This is the problem with you kids.
context: That does feel good,\but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids. response:	We're only two years apart!
context: but I hate the ball getting through even more.\If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids.\We're only two years apart! response:	Listen up, brat!
context: If you go after the ball, even if your reaction is slightly behind,\the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids.\We're only two years apart!\Listen up, brat! response:	Read blocking is a block that consists of restraint and persistence, but it's also...
context: the ball won't completely make it through.\That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids.\We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also... response:	The block where you laugh last.
context: That sounds like something you'd say.\You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids.\We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last. response:	One touch!
context: You probably think it's better if you look cool, don't you?\You just don't get it.\This is the problem with you kids.\We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch! response:	It almost seems like Tsukishima-kun's reacting faster than in the first half.
context: You just don't get it.\This is the problem with you kids.\We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half. response:	The point of read blocking against a quick isn't always to stop the ball,
context: This is the problem with you kids.\We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball, response:	but to touch it.
context: We're only two years apart!\Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it. response:	Glasses kid has gotten through this whole time just by following the ball.
context: Listen up, brat!\Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball. response:	It's no surprise that he's gotten used to it.
context: Read blocking is a block that consists of restraint and persistence, but it's also...\The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it. response:	Chance ball!
context: The block where you laugh last.\One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball! response:	There's no other...
context: One touch!\It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball!\There's no other... response:	A minus tempo...
context: It almost seems like Tsukishima-kun's reacting faster than in the first half.\The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball!\There's no other...\A minus tempo... response:	Back attack!
context: The point of read blocking against a quick isn't always to stop the ball,\but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball!\There's no other...\A minus tempo...\Back attack! response:	Go!
context: but to touch it.\Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball!\There's no other...\A minus tempo...\Back attack!\Go! response:	Hey, stop making your knees shake.
context: Glasses kid has gotten through this whole time just by following the ball.\It's no surprise that he's gotten used to it.\Chance ball!\There's no other...\A minus tempo...\Back attack!\Go!\Hey, stop making your knees shake. response:	They're doing that on their own, so I don't have a choice!
context: It's no surprise that he's gotten used to it.\Chance ball!\There's no other...\A minus tempo...\Back attack!\Go!\Hey, stop making your knees shake.\They're doing that on their own, so I don't have a choice! response:	You jerk!
context: Chance ball!\There's no other...\A minus tempo...\Back attack!\Go!\Hey, stop making your knees shake.\They're doing that on their own, so I don't have a choice!\You jerk! response:	You understand that since we came this far,
context: There's no other...\A minus tempo...\Back attack!\Go!\Hey, stop making your knees shake.\They're doing that on their own, so I don't have a choice!\You jerk!\You understand that since we came this far, response:	we can't let them take this chance!
context: A minus tempo...\Back attack!\Go!\Hey, stop making your knees shake.\They're doing that on their own, so I don't have a choice!\You jerk!\You understand that since we came this far,\we can't let them take this chance! response:	Episode 10: The Battle of Concepts
context: Back attack!\Go!\Hey, stop making your knees shake.\They're doing that on their own, so I don't have a choice!\You jerk!\You understand that since we came this far,\we can't let them take this chance!\Episode 10: The Battle of Concepts response:	Next time on Haikyu!! : The Battle of Concepts.
