context: The Hero Association has been weakened substantially, response:	and we still have our main forces in reserve.
context: He's... totally unfazed.\The platform's falling apart!\That's some excessive footwork.\He's going in for the kill!\Run!\Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts? response:	So basically, martial arts is...
context: The platform's falling apart!\That's some excessive footwork.\He's going in for the kill!\Run!\Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is... response:	a way to move around all cool-like?
context: That's some excessive footwork.\He's going in for the kill!\Run!\Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like? response:	H-How superficial!
context: He's going in for the kill!\Run!\Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like?\H-How superficial! response:	That's all he got from all my attacks?!
context: Run!\Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?! response:	Guess I'll give it a shot, too.
context: Even that isn't...\I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too. response:	It'd be pretty cool if I could defeat a monster by doing some spinny move.
context: I see. I'm starting to get it.\Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move. response:	Take this seriously!
context: Do you finally understand something about martial arts?\So basically, martial arts is...\a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously! response:	And he lands a hip attack!
context: So basically, martial arts is...\a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack! response:	Whoops... My obi...
context: a way to move around all cool-like?\H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack!\Whoops... My obi... response:	Man, how lame...
context: H-How superficial!\That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack!\Whoops... My obi...\Man, how lame... response:	Now's our chance! Grab him!
context: That's all he got from all my attacks?!\Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack!\Whoops... My obi...\Man, how lame...\Now's our chance! Grab him! response:	Shit!
context: Guess I'll give it a shot, too.\It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack!\Whoops... My obi...\Man, how lame...\Now's our chance! Grab him!\Shit! response:	He's making a run for it! Hold it right there!
context: It'd be pretty cool if I could defeat a monster by doing some spinny move.\Take this seriously!\And he lands a hip attack!\Whoops... My obi...\Man, how lame...\Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there! response:	He's heading for the green rooms! After him!
context: Take this seriously!\And he lands a hip attack!\Whoops... My obi...\Man, how lame...\Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him! response:	For the first time...
context: And he lands a hip attack!\Whoops... My obi...\Man, how lame...\Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him!\For the first time... response:	I was defeated!
context: Whoops... My obi...\Man, how lame...\Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him!\For the first time...\I was defeated! response:	That was unprecedented...
context: Man, how lame...\Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him!\For the first time...\I was defeated!\That was unprecedented... response:	That monster was definitely stronger than other monsters!
context: Now's our chance! Grab him!\Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him!\For the first time...\I was defeated!\That was unprecedented...\That monster was definitely stronger than other monsters! response:	Goketsu Threat Level: Dragon
context: Shit!\He's making a run for it! Hold it right there!\He's heading for the green rooms! After him!\For the first time...\I was defeated!\That was unprecedented...\That monster was definitely stronger than other monsters!\Goketsu Threat Level: Dragon response:	The Strong Ones Fight Back
