context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: and no nosy dorm supervisor.\But security and facilities are above standards,\so it's safe and comfortable!\I don't care what it is, as long as I can relax and get some sleep.\You're better off not opening the window.\That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here! response:	You have your own toilet and shower.
context: But security and facilities are above standards,\so it's safe and comfortable!\I don't care what it is, as long as I can relax and get some sleep.\You're better off not opening the window.\That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower. response:	Where's the bathtub?
context: so it's safe and comfortable!\I don't care what it is, as long as I can relax and get some sleep.\You're better off not opening the window.\That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub? response:	You're such a complainer! Who do you think you are?
context: I don't care what it is, as long as I can relax and get some sleep.\You're better off not opening the window.\That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are? response:	If you wanna live the high life, then work your way up there.
context: You're better off not opening the window.\That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there. response:	I'll make certain that you have a full schedule starting tomorrow.
context: That's a love hotel next door.\They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow. response:	Wait, Ginpei! Is there a phone?
context: They're not likely to open their window too often either.\What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone? response:	There's one on the first floor at the front desk!
context: What's comfortable about this?! I don't get any sunlight here!\You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk! response:	The front desk?
context: You have your own toilet and shower.\Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk? response:	At least buy a cell phone!
context: Where's the bathtub?\You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone! response:	Work will be
context: You're such a complainer! Who do you think you are?\If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone!\Work will be response:	- so inconvenient without one. - That's not a front desk!
context: If you wanna live the high life, then work your way up there.\I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk! response:	And the security guard's asleep! What's the point of having one?
context: I'll make certain that you have a full schedule starting tomorrow.\Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one? response:	He's bored, which is proof of how safe it is.
context: Wait, Ginpei! Is there a phone?\There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is. response:	I'll pick you up tomorrow morning at seven.
context: There's one on the first floor at the front desk!\The front desk?\At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven. response:	Don't go wandering off outside!
context: The front desk?\At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside! response:	There's something wrong.
context: At least buy a cell phone!\Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong. response:	Something's definitely wrong about this production company.
context: Work will be\- so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company. response:	Even the president was a weirdo.
context: - so inconvenient without one. - That's not a front desk!\And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo. response:	Well, do your best.
context: And the security guard's asleep! What's the point of having one?\He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best. response:	No, I can't judge people on their appearances,
context: He's bored, which is proof of how safe it is.\I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances, response:	but this guy also looks like one of them.
context: I'll pick you up tomorrow morning at seven.\Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them. response:	Who are you, miss?
context: Don't go wandering off outside!\There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss? response:	I'm Nana from the Black Stones!
context: There's something wrong.\Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones! response:	I just introduced myself to you moments ago!
context: Something's definitely wrong about this production company.\Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago! response:	Oh right. Did you want something?
context: Even the president was a weirdo.\Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something? response:	I wanna use the phone.
context: Well, do your best.\No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone. response:	Go ahead and use it. It's free.
context: No, I can't judge people on their appearances,\but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free. response:	Forget it. I don't wanna be overheard.
context: but this guy also looks like one of them.\Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard. response:	I'll borrow Nobu's phone.
context: Who are you, miss?\I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone. response:	Really, go ahead and use it, miss!
context: I'm Nana from the Black Stones!\I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss! response:	But say I call Ren, what am I gonna say to him?
context: I just introduced myself to you moments ago!\Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him? response:	We're not gonna be able to see each other for a while anyway.
context: Oh right. Did you want something?\I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway. response:	I actually would prefer that he leave me alone
context: I wanna use the phone.\Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone response:	rather than have him half-heartedly show some affection toward me.
context: Go ahead and use it. It's free.\Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me. response:	That's what I should say to him.
context: Forget it. I don't wanna be overheard.\I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him. response:	I'm finding it hard to breathe. It must be because the air is dirty.
context: I'll borrow Nobu's phone.\Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty. response:	That's why I hate Tokyo.
context: Really, go ahead and use it, miss!\But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo. response:	Huh? The Black Stones? I know the band!
context: But say I call Ren, what am I gonna say to him?\We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band! response:	You do?
context: We're not gonna be able to see each other for a while anyway.\I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do? response:	Well, it's famous, in a way!
context: I actually would prefer that he leave me alone\rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way! response:	No, not nearly as famous as you.
context: rather than have him half-heartedly show some affection toward me.\That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way!\No, not nearly as famous as you. response:	This is so exciting! Hey, come on in!
context: That's what I should say to him.\I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in! response:	Huh? But...
context: I'm finding it hard to breathe. It must be because the air is dirty.\That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But... response:	Come on! Hurry!
context: That's why I hate Tokyo.\Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry! response:	Ow!
context: Huh? The Black Stones? I know the band!\You do?\Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry!\Ow! response:	What are you doing, little man? You seem to be having fun.
context: You do?\Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun. response:	Well, I was just saying hi to my neighbor.
context: Well, it's famous, in a way!\No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor. response:	Nana?
context: No, not nearly as famous as you.\This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana? response:	She's gorgeous! She sure is a celebrity!
context: This is so exciting! Hey, come on in!\Huh? But...\Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity! response:	It's the real Nana! Please give me your autograph!
context: Huh? But...\Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph! response:	Huh? Yuri Kosaka?
context: Come on! Hurry!\Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka? response:	That adult video star?
context: Ow!\What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star? response:	You all seem to know her.
context: What are you doing, little man? You seem to be having fun.\Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star?\You all seem to know her. response:	What the hell kind of agency is Shikai Corporation?!
context: Well, I was just saying hi to my neighbor.\Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?! response:	Why are there adult video actresses working for it?!
context: Nana?\She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?! response:	Well, she did start out as an idol.
context: She's gorgeous! She sure is a celebrity!\It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol. response:	But when her popularity dipped, she took her clothes off.
context: It's the real Nana! Please give me your autograph!\Huh? Yuri Kosaka?\That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off. response:	You know a lot about her, Yasu.
context: Huh? Yuri Kosaka?\That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu. response:	And how could you make the dormitory coed?
context: That adult video star?\You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed? response:	That's borderline outrageous!
context: You all seem to know her.\What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous! response:	I'm guessing it's to accommodate or shelter their talents
context: What the hell kind of agency is Shikai Corporation?!\Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents response:	with some sorta problem.
context: Why are there adult video actresses working for it?!\Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem. response:	Like Ginpei was saying, they just call it a dormitory.
context: Well, she did start out as an idol.\But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory. response:	You're right.
context: But when her popularity dipped, she took her clothes off.\You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right. response:	But Miss Yuri's been in so many adult movies,
context: You know a lot about her, Yasu.\And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies, response:	she must have money.
context: And how could you make the dormitory coed?\That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies,\she must have money. response:	So why is she living in a shabby place like this?
context: That's borderline outrageous!\I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this? response:	MISS YURI?
context: I'm guessing it's to accommodate or shelter their talents\with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this?\MISS YURI? response:	MISS YURI? Miss Yuri?
context: with some sorta problem.\Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri? response:	Miss Yuri?
context: Like Ginpei was saying, they just call it a dormitory.\You're right.\But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri? response:	Nobu!
context: You're right.\But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri?\Nobu! response:	Switch rooms with me.
context: But Miss Yuri's been in so many adult movies,\she must have money.\So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri?\Nobu!\Switch rooms with me. response:	Huh?
context: she must have money.\So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri?\Nobu!\Switch rooms with me.\Huh? response:	With a starving wolf like you living next door,
context: So why is she living in a shabby place like this?\MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri?\Nobu!\Switch rooms with me.\Huh?\With a starving wolf like you living next door, response:	Miss Yuri would be in danger!
context: MISS YURI?\MISS YURI? Miss Yuri?\Miss Yuri?\Nobu!\Switch rooms with me.\Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger! response:	I'm not gonna do anything! She's a pro!
context: MISS YURI? Miss Yuri?\Miss Yuri?\Nobu!\Switch rooms with me.\Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro! response:	I don't care! Just switch!
context: Miss Yuri?\Nobu!\Switch rooms with me.\Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch! response:	Why are you always so bossy?
context: Nobu!\Switch rooms with me.\Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy? response:	Nobuo. I couldn't care less if you get off on porn videos.
context: Switch rooms with me.\Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos. response:	But I hope you haven't forgotten our plan.
context: Huh?\With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan. response:	Plan?
context: With a starving wolf like you living next door,\Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan? response:	To get Hachiko back! We pledged to fight together!
context: Miss Yuri would be in danger!\I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together! response:	So don't get involved with other women!
context: I'm not gonna do anything! She's a pro!\I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women! response:	What are you saying? You're misunderstanding.
context: I don't care! Just switch!\Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding. response:	Misunderstanding?
context: Why are you always so bossy?\Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding? response:	You were bashfully and gleefully chatting with Yuri!
context: Nobuo. I couldn't care less if you get off on porn videos.\But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri! response:	No, not that.
context: But I hope you haven't forgotten our plan.\Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that. response:	I'm not necessarily fighting to get Hachi back.
context: Plan?\To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back. response:	And this is unrelated to that.
context: To get Hachiko back! We pledged to fight together!\So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that. response:	For me, Hachi and the band are separate issues.
context: So don't get involved with other women!\What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues. response:	Besides, why do I have to take care of Hachi
context: What are you saying? You're misunderstanding.\Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi response:	just so you can own her in your yard?
context: Misunderstanding?\You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard? response:	Honestly speaking, I have completely given up on her,
context: You were bashfully and gleefully chatting with Yuri!\No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her, response:	so do whatever you wish on your own.
context: No, not that.\I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own. response:	But...
context: I'm not necessarily fighting to get Hachi back.\And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But... response:	What? Damn, you're being stubborn.
context: And this is unrelated to that.\For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But...\What? Damn, you're being stubborn. response:	Then what are we fighting for?
context: For me, Hachi and the band are separate issues.\Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But...\What? Damn, you're being stubborn.\Then what are we fighting for? response:	That's a stupid question.
context: Besides, why do I have to take care of Hachi\just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But...\What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question. response:	We're fighting so our music will be accepted as that of a professional.
context: just so you can own her in your yard?\Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But...\What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional. response:	Hachi has nothing to do with it.
context: Honestly speaking, I have completely given up on her,\so do whatever you wish on your own.\But...\What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it. response:	Nana?
context: so do whatever you wish on your own.\But...\What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana? response:	Nobu is free to date whoever he wants.
context: But...\What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants. response:	But then, how do I stay connected to Hachi?
context: What? Damn, you're being stubborn.\Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi? response:	I can no longer go home to that place,
context: Then what are we fighting for?\That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place, response:	and even if I did, Hachi's no longer there.
context: That's a stupid question.\We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there. response:	Hey, Yasu, how do you read this kanji?
context: We're fighting so our music will be accepted as that of a professional.\Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji? response:	Itsuwari.
context: Hachi has nothing to do with it.\Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari. response:	Lie.
context: Nana?\Nobu is free to date whoever he wants.\But then, how do I stay connected to Hachi?\I can no longer go home to that place,\and even if I did, Hachi's no longer there.\Hey, Yasu, how do you read this kanji?\Itsuwari.\Lie. response:	Thanks.
