context: The Grand Magic Games response:	are about to begin at last.
context: It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over!\What's so funny, asshole?! response:	He blew his stack!
context: Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over!\What's so funny, asshole?!\He blew his stack! response:	Howl all you want!
context: but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over!\What's so funny, asshole?!\He blew his stack!\Howl all you want! response:	Enough.
context: I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over!\What's so funny, asshole?!\He blew his stack!\Howl all you want!\Enough. response:	If they wanna laugh, let'em.
context: I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over!\What's so funny, asshole?!\He blew his stack!\Howl all you want!\Enough.\If they wanna laugh, let'em. response:	Sorry.
context: Always in last place!\Your day is over!\What's so funny, asshole?!\He blew his stack!\Howl all you want!\Enough.\If they wanna laugh, let'em.\Sorry. response:	It's fine! We're just getting started...
context: Your day is over!\What's so funny, asshole?!\He blew his stack!\Howl all you want!\Enough.\If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started... response:	Raven Tail...
context: What's so funny, asshole?!\He blew his stack!\Howl all you want!\Enough.\If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started...\Raven Tail... response:	Molding Magic wizard...
context: He blew his stack!\Howl all you want!\Enough.\If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard... response:	I swear I'll get you both back!
context: Howl all you want!\Enough.\If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard...\I swear I'll get you both back! response:	And now we continue to the battle part.
context: Enough.\If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part. response:	A member from each team will fight in a single match.
context: If they wanna laugh, let'em.\Sorry.\It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match. response:	This isn't a tournament.
context: Sorry.\It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament. response:	And the sponsors decide the pairings, right?
context: It's fine! We're just getting started...\Raven Tail...\Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right? response:	I just hope the match-ups are interesting.
context: Raven Tail...\Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting. response:	I've just received the list of matches!
context: Molding Magic wizard...\I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches! response:	The first match of day one!
context: I swear I'll get you both back!\And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one! response:	From Fairy Tail A, Lucy Heartfilia!
context: And now we continue to the battle part.\A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia! response:	Me?!
context: A member from each team will fight in a single match.\This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?! response:	Versus Flare Corona from Raven Tail!
context: This isn't a tournament.\And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail! response:	Blondie...
context: And the sponsors decide the pairings, right?\I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail!\Blondie... response:	Lucy, do your best!
context: I just hope the match-ups are interesting.\I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best! response:	That Flare woman, her opponent, is a little creepy, you know?
context: I've just received the list of matches!\The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know? response:	Is she muttering to herself? What's she saying?
context: The first match of day one!\From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying? response:	Blondie...
context: From Fairy Tail A, Lucy Heartfilia!\Me?!\Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie... response:	Like I said, Blondie...
context: Me?!\Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie... response:	Wandy?
context: Versus Flare Corona from Raven Tail!\Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie...\Wandy? response:	No! Blondie...!
context: Blondie...\Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie...\Wandy?\No! Blondie...! response:	B-Blonde... ee... Blonde undies?
context: Lucy, do your best!\That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie...\Wandy?\No! Blondie...!\B-Blonde... ee... Blonde undies? response:	Where'd you get that from?!
context: That Flare woman, her opponent, is a little creepy, you know?\Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie...\Wandy?\No! Blondie...!\B-Blonde... ee... Blonde undies?\Where'd you get that from?! response:	Next time: Lucy Versus Flare!
context: Is she muttering to herself? What's she saying?\Blondie...\Like I said, Blondie...\Wandy?\No! Blondie...!\B-Blonde... ee... Blonde undies?\Where'd you get that from?!\Next time: Lucy Versus Flare! response:	She might actually be saying blonde undies.
context: Blondie...\Like I said, Blondie...\Wandy?\No! Blondie...!\B-Blonde... ee... Blonde undies?\Where'd you get that from?!\Next time: Lucy Versus Flare!\She might actually be saying blonde undies. response:	Blonde undies...
context: Like I said, Blondie...\Wandy?\No! Blondie...!\B-Blonde... ee... Blonde undies?\Where'd you get that from?!\Next time: Lucy Versus Flare!\She might actually be saying blonde undies.\Blonde undies... response:	Nah, that's not it.
