context: You're restless, Kanaloa... response:	Do you also feel a stirring in your heart?
context: Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu! response:	So Natsu and the others went in search of Lu-chan.
context: I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan. response:	Sorry. I got caught up in the fight...
context: but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight... response:	Just the three of them made all of us look like fools.
context: Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools. response:	Who could they be?
context: Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be? response:	Halt!
context: Bastards... Treatin' me like a smoke bomb...\They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be?\Halt! response:	Coco?!
context: They'll pay for this!\Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be?\Halt!\Coco?! response:	Wendy!
context: Calm down, Natsu!\So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be?\Halt!\Coco?!\Wendy! response:	Score: 9, 8, 10!
context: So Natsu and the others went in search of Lu-chan.\Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be?\Halt!\Coco?!\Wendy!\Score: 9, 8, 10! response:	This is no time to give out scores!
context: Sorry. I got caught up in the fight...\Just the three of them made all of us look like fools.\Who could they be?\Halt!\Coco?!\Wendy!\Score: 9, 8, 10!\This is no time to give out scores! response:	It's dangerous here!
context: Just the three of them made all of us look like fools.\Who could they be?\Halt!\Coco?!\Wendy!\Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here! response:	I lost sight of Lucy Heartfilia.
context: Who could they be?\Halt!\Coco?!\Wendy!\Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia. response:	Tell me where she is.
context: Halt!\Coco?!\Wendy!\Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is. response:	Other than that...
context: Coco?!\Wendy!\Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that... response:	Hey, Natsu, don't you know Lucy's scent?
context: Wendy!\Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent? response:	Strange. It's like getting mixed up with another scent...
context: Score: 9, 8, 10!\This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent... response:	Maybe it's that thing's fault...?
context: This is no time to give out scores!\It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...? response:	Natsu, from below!
context: It's dangerous here!\I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below! response:	That guy again!
context: I lost sight of Lucy Heartfilia.\Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below!\That guy again! response:	My hound dogs said they wanna play with you some more!
context: Tell me where she is.\Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more! response:	Sounds like fun!
context: Other than that...\Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun! response:	I'll make'em look like a puddle of snail slime
context: Hey, Natsu, don't you know Lucy's scent?\Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime response:	and pay'em back 100 times over!
context: Strange. It's like getting mixed up with another scent...\Maybe it's that thing's fault...?\Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over! response:	Oh, that's sweet! Too sweet, hot boy!
context: Maybe it's that thing's fault...?\Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy! response:	Whether it's food or people, I hate things that are sweet!
context: Natsu, from below!\That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet! response:	Even though your name is Sugar Boy?!
context: That guy again!\My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?! response:	Sugar Boy-kun... It's no good if you see what's right in front of you,
context: My hound dogs said they wanna play with you some more!\Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you, response:	but lose sight of the main subject.
context: Sounds like fun!\I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject. response:	What the hell is that?!
context: I'll make'em look like a puddle of snail slime\and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?! response:	An octopus?
context: and pay'em back 100 times over!\Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?!\An octopus? response:	I'm sorry, Virgo. You were so kind to give it to me, but...
context: Oh, that's sweet! Too sweet, hot boy!\Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but... response:	Not at all. I suspect the cause is being in suspended animation
context: Whether it's food or people, I hate things that are sweet!\Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation response:	for seven years, but I'll take it back
context: Even though your name is Sugar Boy?!\Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back response:	to the Celestial Spirit World and try repairing it.
context: Sugar Boy-kun... It's no good if you see what's right in front of you,\but lose sight of the main subject.\What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it. response:	Farewell, Princess.
context: but lose sight of the main subject.\What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess. response:	Thank you!
context: What the hell is that?!\An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you! response:	So this is Celestial Spirit Magic...
context: An octopus?\I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic... response:	Uh-huh, and there are a lot more than just Plue and Virgo!
context: I'm sorry, Virgo. You were so kind to give it to me, but...\Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo! response:	Like the goat, Aquarius, and the crab?
context: Not at all. I suspect the cause is being in suspended animation\for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab? response:	How do you know?
context: for seven years, but I'll take it back\to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know? response:	You told me yourself!
context: to the Celestial Spirit World and try repairing it.\Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself! response:	Did I?
context: Farewell, Princess.\Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself!\Did I? response:	Awesome...
context: Thank you!\So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself!\Did I?\Awesome... response:	The exact route that Samuel figured you'd take beforehand...
context: So this is Celestial Spirit Magic...\Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself!\Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand... response:	Bingo!
context: Uh-huh, and there are a lot more than just Plue and Virgo!\Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself!\Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo! response:	Hughes!
context: Like the goat, Aquarius, and the crab?\How do you know?\You told me yourself!\Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes! response:	Look... over there!
context: How do you know?\You told me yourself!\Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes!\Look... over there! response:	Where are you going?
context: You told me yourself!\Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes!\Look... over there!\Where are you going? response:	M-My legs... My feet are moving by themselves...
context: Did I?\Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes!\Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves... response:	Stop! You'll fall off the cliff!
context: Awesome...\The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes!\Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff! response:	I can't help it!
context: The exact route that Samuel figured you'd take beforehand...\Bingo!\Hughes!\Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it! response:	My legs aren't listening to me!
context: Bingo!\Hughes!\Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me! response:	Hey, Hughes! I thought you were gonna take the both of us!
context: Hughes!\Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us! response:	If you suffer a serious injury, there's no chance you'll escape again!
context: Look... over there!\Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again! response:	Wha...?!
context: Where are you going?\M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?! response:	Let go of me!
context: M-My legs... My feet are moving by themselves...\Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me! response:	At this rate, you'll fall with me, Nee-san!
context: Stop! You'll fall off the cliff!\I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san! response:	Have you found Lucy Heartfilia?
context: I can't help it!\My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia? response:	I believe we'll have her very soon, Byro-sama.
context: My legs aren't listening to me!\Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama. response:	Byro?!
context: Hey, Hughes! I thought you were gonna take the both of us!\If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?! response:	That bastard who sucked the magic power out of me and Wendy?!
context: If you suffer a serious injury, there's no chance you'll escape again!\Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?! response:	That octopus?!
context: Wha...?!\Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?! response:	He's totally different from the Edolas Byro!
context: Let go of me!\At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro! response:	Don't be disrespectful! Byro-sama is standing on top of the octopus!
context: At this rate, you'll fall with me, Nee-san!\Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus! response:	On top of the octopus?
context: Have you found Lucy Heartfilia?\I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus? response:	He really is totally different!
context: I believe we'll have her very soon, Byro-sama.\Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different! response:	We've come to capture the Heartfilia girl.
context: Byro?!\That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl. response:	Swiftly dispose of those who stand in our way and return to the main mission.
context: That bastard who sucked the magic power out of me and Wendy?!\That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission. response:	Yes, sir!
context: That octopus?!\He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir! response:	Don't, Nee-san!
context: He's totally different from the Edolas Byro!\Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san! response:	Let go of me!
context: Don't be disrespectful! Byro-sama is standing on top of the octopus!\On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san!\Let go of me! response:	I absolutely will not...
context: On top of the octopus?\He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san!\Let go of me!\I absolutely will not... response:	That's totally beautiful friendship!
context: He really is totally different!\We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san!\Let go of me!\I absolutely will not...\That's totally beautiful friendship! response:	That saves me the trouble of having to control both of you!
context: We've come to capture the Heartfilia girl.\Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san!\Let go of me!\I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you! response:	These guys are unexpectedly strong!
context: Swiftly dispose of those who stand in our way and return to the main mission.\Yes, sir!\Don't, Nee-san!\Let go of me!\I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong! response:	Yeah, well, if I get serious, they'll be a walk in the park!
context: Yes, sir!\Don't, Nee-san!\Let go of me!\I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park! response:	Then why haven't you gotten serious?
context: Don't, Nee-san!\Let go of me!\I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious? response:	It's cooler if I wait'til everyone is in a pinch,
context: Let go of me!\I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch, response:	then I swoop in and kick the bad guys' asses!
context: I absolutely will not...\That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses! response:	That's what you say, but I bet you're already fighting seriously
context: That's totally beautiful friendship!\That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously response:	and still having a hard time!
context: That saves me the trouble of having to control both of you!\These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time! response:	N-Not even close!
context: These guys are unexpectedly strong!\Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time!\N-Not even close! response:	Natsu, you're sweating.
context: Yeah, well, if I get serious, they'll be a walk in the park!\Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time!\N-Not even close!\Natsu, you're sweating. response:	Next time: The Fury of Legion!
context: Then why haven't you gotten serious?\It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time!\N-Not even close!\Natsu, you're sweating.\Next time: The Fury of Legion! response:	S-Seriously, it'll be an easy win!
context: It's cooler if I wait'til everyone is in a pinch,\then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time!\N-Not even close!\Natsu, you're sweating.\Next time: The Fury of Legion!\S-Seriously, it'll be an easy win! response:	I think it'll be easier on you if you're honest...
context: then I swoop in and kick the bad guys' asses!\That's what you say, but I bet you're already fighting seriously\and still having a hard time!\N-Not even close!\Natsu, you're sweating.\Next time: The Fury of Legion!\S-Seriously, it'll be an easy win!\I think it'll be easier on you if you're honest... response:	Don't you look at me with sympathetic eyes!
