context: Are you... Mari?! response:	I had sworn to myself that I would never speak that way in front of you.
context: Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided response:	R-Rest assured!
context: He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured! response:	Our relationship is nothing but honorable and virtuous
context: Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous response:	Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!
context: I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed! response:	After all, we've shared our first kiss already.
context: Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already. response:	Come on, do you have to go blurting out
context: If you say so, then I have no objection.\By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out response:	Look, you... Don't you reckon you should be gettin' into that stuff
context: By the way, are you always close to my daughter like that?\What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff response:	after you've gotten to know each other a lil' more? Huh?
context: What? No, this is just... Marika's one-sided\R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh? response:	Oh, my, this won't do. To think that I haven't even offered you tea yet.
context: R-Rest assured!\Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet. response:	I'll be right back with it!
context: Our relationship is nothing but honorable and virtuous\Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it! response:	Her timing's awful!
context: Oh, my! Look at you, Raku-sama! There's no need to be embarrassed!\After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful! response:	H-Hey, come back here.
context: After all, we've shared our first kiss already.\Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful!\H-Hey, come back here. response:	Don't leave me alone, please!
context: Come on, do you have to go blurting out\Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please! response:	Oh, crap, what am I gonna do?
context: Look, you... Don't you reckon you should be gettin' into that stuff\after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do? response:	This is beyond bad!
context: after you've gotten to know each other a lil' more? Huh?\Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad! response:	I have to find a way out of this!
context: Oh, my, this won't do. To think that I haven't even offered you tea yet.\I'll be right back with it!\Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this! response:	I've gotta think of a good excuse.
context: I'll be right back with it!\Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse. response:	That girl... my Marika...
context: Her timing's awful!\H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika... response:	From time to time, even though it's years later,
context: H-Hey, come back here.\Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later, response:	she'll still boast about what you were like back then.
context: Don't leave me alone, please!\Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then. response:	Like, something like this happened, or we talked about such-and-such...
context: Oh, crap, what am I gonna do?\This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such... response:	The most trivial things, even now.
context: This is beyond bad!\I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now. response:	All that clutter you left behind in her hospital room back then,
context: I have to find a way out of this!\I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then, response:	she still treasures it all to this day.
context: I've gotta think of a good excuse.\That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day. response:	She still talks like that about what happend back then?
context: That girl... my Marika...\From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then? response:	From here on in, I'm going to make sure you don't forget me.
context: From time to time, even though it's years later,\she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me. response:	Well, it does seem to make her happy.
context: she'll still boast about what you were like back then.\Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy. response:	I'm sorry, Marika-san's dad, but right now...
context: Like, something like this happened, or we talked about such-and-such...\The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now... response:	Right now, there's someone else that I'm in love with.
context: The most trivial things, even now.\All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with. response:	And it's not Marika-san.
context: All that clutter you left behind in her hospital room back then,\she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san. response:	It's not that I dislike Marika-san,
context: she still treasures it all to this day.\She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san, response:	but I've cared for that girl for so long.
context: She still talks like that about what happend back then?\From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long. response:	So, I'm really, really sorry.
context: From here on in, I'm going to make sure you don't forget me.\Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry. response:	Great. So you finally done gone an' spit it out, huh?
context: Well, it does seem to make her happy.\I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh? response:	You're still a young'un, so it's not something you can just be practical about.
context: I'm sorry, Marika-san's dad, but right now...\Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about. response:	Ain't no need to beat around the bush like that right now.
context: Right now, there's someone else that I'm in love with.\And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now. response:	So that girl, is she your girlfriend?
context: And it's not Marika-san.\It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend? response:	No, actually, you see...
context: It's not that I dislike Marika-san,\but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see... response:	What is she then? What are you, a philanderer?
context: but I've cared for that girl for so long.\So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer? response:	I'm not, I'm not, I swear I'm not!
context: So, I'm really, really sorry.\Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not! response:	It's just really complicated, all right?
context: Great. So you finally done gone an' spit it out, huh?\You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right? response:	Oh, well, what the hell.
context: You're still a young'un, so it's not something you can just be practical about.\Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell. response:	But a promise is a promise.
context: Ain't no need to beat around the bush like that right now.\So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise. response:	Sooner or later, you're gonna make my daughter happy, okay?
context: So that girl, is she your girlfriend?\No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay? response:	You keep that in mind, boy.
context: No, actually, you see...\What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy. response:	Mari is quite a handful, you know.
context: What is she then? What are you, a philanderer?\I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know. response:	Oh, man. I wonder if I did the right thing.
context: I'm not, I'm not, I swear I'm not!\It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing. response:	How did it go?
context: It's just really complicated, all right?\Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go? response:	Your conversation with my father?
context: Oh, well, what the hell.\But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father? response:	He's a great dad, all right.
context: But a promise is a promise.\Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father?\He's a great dad, all right. response:	I could sense just how precious you are to him.
context: Sooner or later, you're gonna make my daughter happy, okay?\You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him. response:	He is a little scary, though.
context: You keep that in mind, boy.\Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though. response:	I'm so glad that you seem to have hit it off!
context: Mari is quite a handful, you know.\Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off! response:	After all, someday he might become your father too.
context: Oh, man. I wonder if I did the right thing.\How did it go?\Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too. response:	It never ceases to amaze me how pushy you can be.
context: How did it go?\Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be. response:	I gotta tell you, I'm impressed.
context: Your conversation with my father?\He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed. response:	Why would you carry it so far?
context: He's a great dad, all right.\I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far? response:	My, my! Do I really need to spell it out for you?
context: I could sense just how precious you are to him.\He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you? response:	Nothing in this world becomes yours if you do not move to acquire it.
context: He is a little scary, though.\I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it. response:	It's the same with romanceyour only hope is to be aggressive.
context: I'm so glad that you seem to have hit it off!\After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive. response:	It's like she's talking about me.
context: After all, someday he might become your father too.\It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me. response:	All I can do is to make an effort to express my feelings,
context: It never ceases to amaze me how pushy you can be.\I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings, response:	and make an effort to change myself.
context: I gotta tell you, I'm impressed.\Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself. response:	Raku-sama! Please enlighten me again.
context: Why would you carry it so far?\My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again. response:	What kind of girl do you prefer now?
context: My, my! Do I really need to spell it out for you?\Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now? response:	I know I can transform myself in any way, as long as it's for your sake.
context: Nothing in this world becomes yours if you do not move to acquire it.\It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake. response:	Please, your wish is my command.
context: It's the same with romanceyour only hope is to be aggressive.\It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command. response:	I wouldn't say I have a preference.
context: It's like she's talking about me.\All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference. response:	I think you're cute enough the way you are now, Tachibana.
context: All I can do is to make an effort to express my feelings,\and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana. response:	The fact that you've put in all this effort for me
context: and make an effort to change myself.\Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me response:	makes me happy, and I think you're an amazing girl.
context: Raku-sama! Please enlighten me again.\What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl. response:	That's not something that just anyone can do.
context: What kind of girl do you prefer now?\I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do. response:	And besides, whether your hair is long or short,
context: I know I can transform myself in any way, as long as it's for your sake.\Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short, response:	whether you talk like you do now, or like you did back then,
context: Please, your wish is my command.\I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then, response:	either way, I think you're a sweet girl.
context: I wouldn't say I have a preference.\I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl. response:	Springing something like that on me out of nowhere... Now I'm in a pickle!
context: I think you're cute enough the way you are now, Tachibana.\The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle! response:	No... Um! D-Don't look this way, ya hear me?
context: The fact that you've put in all this effort for me\makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me? response:	Don't look this way!
context: makes me happy, and I think you're an amazing girl.\That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way! response:	Hey! Come on! It's like you've turned into a different person now!
context: That's not something that just anyone can do.\And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now! response:	Are you embarrassed, by any chance?
context: And besides, whether your hair is long or short,\whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance? response:	I ain't embarrassed by a long shot!
context: whether you talk like you do now, or like you did back then,\either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot! response:	Just stay away from me, ya hear?
context: either way, I think you're a sweet girl.\Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear? response:	Father! Raku-sama was forward with me!
context: Springing something like that on me out of nowhere... Now I'm in a pickle!\No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me! response:	What's that? Forward?
context: No... Um! D-Don't look this way, ya hear me?\Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward? response:	What in tarnation did you go and do to my daughter?
context: Don't look this way!\Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward?\What in tarnation did you go and do to my daughter? response:	I didn't do anything!
context: Hey! Come on! It's like you've turned into a different person now!\Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward?\What in tarnation did you go and do to my daughter?\I didn't do anything! response:	Mistress, is something wrong?
context: Are you embarrassed, by any chance?\I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward?\What in tarnation did you go and do to my daughter?\I didn't do anything!\Mistress, is something wrong? response:	No.
context: I ain't embarrassed by a long shot!\Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward?\What in tarnation did you go and do to my daughter?\I didn't do anything!\Mistress, is something wrong?\No. response:	Another one!
context: Just stay away from me, ya hear?\Father! Raku-sama was forward with me!\What's that? Forward?\What in tarnation did you go and do to my daughter?\I didn't do anything!\Mistress, is something wrong?\No.\Another one! response:	Wasn't that your tenth one?
