context: You look great, Honoka-chan. response:	Thank you. And so do you, Subaru-san.
context: Is there a problem with doing it seriously?\N-\Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez.\Shut up and run! response:	Um...
context: N-\Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez.\Shut up and run!\Um... response:	Thank you very much.
context: Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez.\Shut up and run!\Um...\Thank you very much. response:	Misaki, you look so cool.
context: I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez.\Shut up and run!\Um...\Thank you very much.\Misaki, you look so cool. response:	So there were costumes like these, too.
context: Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez.\Shut up and run!\Um...\Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too. response:	Actually, we slapped together several different costumes.
context: We should at least run.\You're wearing that perfectly, Prez.\Shut up and run!\Um...\Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes. response:	Prez, that's a disqualification.
context: You're wearing that perfectly, Prez.\Shut up and run!\Um...\Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification. response:	Oh, I knew it.
context: Shut up and run!\Um...\Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it. response:	But it's pretty well made, right?
context: Um...\Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right? response:	I'm amazed, Prez.
context: Thank you very much.\Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez. response:	How can you torture your body this much in one day?
context: Misaki, you look so cool.\So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day? response:	Hey, I think the costume race can be improved.
context: So there were costumes like these, too.\Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved. response:	It's natural that people wouldn't like the race if all the costumes were cheap.
context: Actually, we slapped together several different costumes.\Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap. response:	If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.
context: Prez, that's a disqualification.\Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more. response:	You think I can bring this up in the student council?
context: Oh, I knew it.\But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council? response:	Yeah, I think so.
context: But it's pretty well made, right?\I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so. response:	Okay!
context: I'm amazed, Prez.\How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so.\Okay! response:	Prez,
context: How can you torture your body this much in one day?\Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so.\Okay!\Prez, response:	Good job.
context: Hey, I think the costume race can be improved.\It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so.\Okay!\Prez,\Good job. response:	Can't you say that like anyone else?!
context: It's natural that people wouldn't like the race if all the costumes were cheap.\If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so.\Okay!\Prez,\Good job.\Can't you say that like anyone else?! response:	Why?!
context: If we increased the choices and threw in more cute and cool looking ones, maybe people would enjoy it more.\You think I can bring this up in the student council?\Yeah, I think so.\Okay!\Prez,\Good job.\Can't you say that like anyone else?!\Why?! response:	We finally found it, and...
context: You think I can bring this up in the student council?\Yeah, I think so.\Okay!\Prez,\Good job.\Can't you say that like anyone else?!\Why?!\We finally found it, and... response:	I made it for Misaki-chan, putting in the time of an entire week...
context: Yeah, I think so.\Okay!\Prez,\Good job.\Can't you say that like anyone else?!\Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week... response:	I'm tired today, so you bored-looking Usui over there, take care of the rest.
context: Okay!\Prez,\Good job.\Can't you say that like anyone else?!\Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest. response:	Ah, so here's the script.
context: Prez,\Good job.\Can't you say that like anyone else?!\Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script. response:	Usui-san, you're cutting too many corners.
context: Good job.\Can't you say that like anyone else?!\Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners. response:	You look like you'll be having trouble next week, too, Yukimura-kun.
context: Can't you say that like anyone else?!\Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun. response:	Okay, so the Moron Trio will be there.
context: Why?!\We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there. response:	Stop. I'm not going to let you call us Moron Trio anymore.
context: We finally found it, and...\I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there.\Stop. I'm not going to let you call us Moron Trio anymore. response:	We'll be burning hot next time.
context: I made it for Misaki-chan, putting in the time of an entire week...\I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there.\Stop. I'm not going to let you call us Moron Trio anymore.\We'll be burning hot next time. response:	No, that's a little wrong, Shiroyan.
context: I'm tired today, so you bored-looking Usui over there, take care of the rest.\Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there.\Stop. I'm not going to let you call us Moron Trio anymore.\We'll be burning hot next time.\No, that's a little wrong, Shiroyan. response:	It's you'll burn if you mess with me, right, Ikkun?
context: Ah, so here's the script.\Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there.\Stop. I'm not going to let you call us Moron Trio anymore.\We'll be burning hot next time.\No, that's a little wrong, Shiroyan.\It's you'll burn if you mess with me, right, Ikkun? response:	Hey, I see moron written in the title.
context: Usui-san, you're cutting too many corners.\You look like you'll be having trouble next week, too, Yukimura-kun.\Okay, so the Moron Trio will be there.\Stop. I'm not going to let you call us Moron Trio anymore.\We'll be burning hot next time.\No, that's a little wrong, Shiroyan.\It's you'll burn if you mess with me, right, Ikkun?\Hey, I see moron written in the title. response:	Why?!
