context: The be-in... response:	Why not return it?
context: Got it!\I finally got it!\That was a piece of cake!\My Lord!\Not bad, Andrew! I didn't expect you to be a pro at piano.\Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off. response:	What was I thinking?
context: I finally got it!\That was a piece of cake!\My Lord!\Not bad, Andrew! I didn't expect you to be a pro at piano.\Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking? response:	Seriously.
context: That was a piece of cake!\My Lord!\Not bad, Andrew! I didn't expect you to be a pro at piano.\Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking?\Seriously. response:	Let's get out of here. There are no good girls around anyway.
context: My Lord!\Not bad, Andrew! I didn't expect you to be a pro at piano.\Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway. response:	I-I should've known. Of course this would happen.
context: Not bad, Andrew! I didn't expect you to be a pro at piano.\Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen. response:	Lotte.
context: Of course I am. I'm perfect.\Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte. response:	Um... I think those clothes suit you a lot better.
context: Unlike someone as slovenly as yourself.\Guess the spell wore off.\What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better. response:	I'm Frank. When's the next time you have off?
context: Guess the spell wore off.\What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off? response:	Do you want to visit the library?
context: What was I thinking?\Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library? response:	Or is there anywhere else you'd like to go?
context: Seriously.\Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go? response:	Um, you mean together?
context: Let's get out of here. There are no good girls around anyway.\I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together? response:	I have the feeling we'd get along well.
context: I-I should've known. Of course this would happen.\Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well. response:	How is it possible to be so beautiful?
context: Lotte.\Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful? response:	Well, let's return home.
context: Um... I think those clothes suit you a lot better.\I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home. response:	Lotte Jansson.
context: I'm Frank. When's the next time you have off?\Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson. response:	She's homely at first glance.
context: Do you want to visit the library?\Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson.\She's homely at first glance. response:	But then I saw her sad smile, and I realized...
context: Or is there anywhere else you'd like to go?\Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized... response:	She's the sort of kindhearted girl you rarely find nowadays.
context: Um, you mean together?\I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays. response:	What about you and Atsuko Kagari?
context: I have the feeling we'd get along well.\How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari? response:	Don't be foolish.
context: How is it possible to be so beautiful?\Well, let's return home.\Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish. response:	At the very least, you didn't kick her out.
context: Well, let's return home.\Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out. response:	You ignored an order from your witch-hating father.
context: Lotte Jansson.\She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father. response:	My father is a brilliant statesman.
context: She's homely at first glance.\But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman. response:	However, that does not mean our opinions will always align.
context: But then I saw her sad smile, and I realized...\She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align. response:	So basically...
context: She's the sort of kindhearted girl you rarely find nowadays.\What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically... response:	That girl has caught your interest.
context: What about you and Atsuko Kagari?\Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest. response:	What?!
context: Don't be foolish.\At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest.\What?! response:	Wait, Lotte! Frank asked you out, but you refused?!
context: At the very least, you didn't kick her out.\You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?! response:	Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.
context: You ignored an order from your witch-hating father.\My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings. response:	I told him we should start as friends.
context: My father is a brilliant statesman.\However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends. response:	Lotte, I bet you think you don't need a boyfriend as long as you have night fall.
context: However, that does not mean our opinions will always align.\So basically...\That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall. response:	That's not true. So Akko, how about you?
context: So basically...\That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you? response:	Huh?
context: That girl has caught your interest.\What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh? response:	Did it make you happy to have a prince put the moves on you?
context: What?!\Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you? response:	That was only because the bee stung him!
context: Wait, Lotte! Frank asked you out, but you refused?!\Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him! response:	I know it put you on cloud nine.
context: Yeah. I'm happy he did, but I felt it'd be rude to go on a date with him before I developed any feelings.\I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine. response:	Profess your love, with lips so fine. You've lit my fire, you must be mine.
context: I told him we should start as friends.\Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine. response:	There might come a day when Andrew says I love you for real.
context: Lotte, I bet you think you don't need a boyfriend as long as you have night fall.\That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real. response:	No, no, no! That selfish, conceited guy would never say that!
context: That's not true. So Akko, how about you?\Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that! response:	Then you'd tell him?
context: Huh?\Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him? response:	No, no, no, no, no! Never, ever!
context: Did it make you happy to have a prince put the moves on you?\That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever! response:	Seriously never! Even if I died!
context: That was only because the bee stung him!\I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died! response:	Yeah, yeah.
context: I know it put you on cloud nine.\Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah. response:	It'll never happen!
context: Profess your love, with lips so fine. You've lit my fire, you must be mine.\There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah.\It'll never happen! response:	I lost sight of everything else
context: There might come a day when Andrew says I love you for real.\No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah.\It'll never happen!\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: No, no, no! That selfish, conceited guy would never say that!\Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah.\It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Then you'd tell him?\No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah.\It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: No, no, no, no, no! Never, ever!\Seriously never! Even if I died!\Yeah, yeah.\It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Seriously never! Even if I died!\Yeah, yeah.\It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Yeah, yeah.\It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: It'll never happen!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
