context: Hey, Kanna-san, Kanna-san. response:	Want to come play at my place next time?
context: 280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? response:	Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!
context: I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human! response:	Ooyama Takeshi: I told you, I'm not human.
context: You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human. response:	Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.
context: Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. response:	Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!
context: Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! response:	Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.
context: Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy. response:	Oh, right, Fafnir-dono.
context: Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono. response:	What?
context: Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What? response:	Today I bought some hair conditioner on my way home from work.
context: Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he? Crystalite: Hard to believe he's human!\Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work. response:	And that will help with my hair?
context: Ooyama Takeshi: I told you, I'm not human.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair? response:	Yes.
context: Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you.\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes. response:	Another all-nighter today?
context: Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san!\Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes.\Another all-nighter today? response:	Well, I'm out.
context: Ooyama Takeshi: I told you, I'm not human. Ooyama Takeshi: Don't group me with the rest of you. Nayuta-san: As expected, Ooyama-san! ChronosT: His roleplaying's crazy.\Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes.\Another all-nighter today?\Well, I'm out. response:	Good night, Fafnir-dono.
context: Oh, right, Fafnir-dono.\What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes.\Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono. response:	Fafnir-dono, good morning.
context: What?\Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes.\Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning. response:	This morning we have natto and rice.
context: Today I bought some hair conditioner on my way home from work.\And that will help with my hair?\Yes.\Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice. response:	Mild?
context: And that will help with my hair?\Yes.\Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice.\Mild? response:	This doesn't work that way.
context: Yes.\Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice.\Mild?\This doesn't work that way. response:	Rain, rain, rain...
context: Another all-nighter today?\Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice.\Mild?\This doesn't work that way.\Rain, rain, rain... response:	Kanna's really happy about her new umbrella, huh?
context: Well, I'm out.\Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice.\Mild?\This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh? response:	Yeah.
context: Good night, Fafnir-dono.\Fafnir-dono, good morning.\This morning we have natto and rice.\Mild?\This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah. response:	What are you doing?
context: Fafnir-dono, good morning.\This morning we have natto and rice.\Mild?\This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing? response:	Don't you know, Miss Kobayashi?
context: This morning we have natto and rice.\Mild?\This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing?\Don't you know, Miss Kobayashi? response:	It's called sharing a lover's umbrella.
context: Mild?\This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella. response:	No, I know that.
context: This doesn't work that way.\Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that. response:	But you have your own umbrella, don't you?
context: Rain, rain, rain...\Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you? response:	I prefer this.
context: Kanna's really happy about her new umbrella, huh?\Yeah.\What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you?\I prefer this. response:	Oh.
context: Yeah.\What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you?\I prefer this.\Oh. response:	Looks like they're getting along well.
context: What are you doing?\Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you?\I prefer this.\Oh.\Looks like they're getting along well. response:	I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.
context: Don't you know, Miss Kobayashi?\It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you?\I prefer this.\Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible. response:	Being able to live with Mr. Fafnir.
context: It's called sharing a lover's umbrella.\No, I know that.\But you have your own umbrella, don't you?\I prefer this.\Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir. response:	Humans are either hits or misses.
context: No, I know that.\But you have your own umbrella, don't you?\I prefer this.\Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses. response:	The misses make themselves known quickly, but it takes time to know if you've found a hit.
context: But you have your own umbrella, don't you?\I prefer this.\Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit. response:	And spending that much time on every person is bothersome.
context: I prefer this.\Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome. response:	As far as I'm concerned,
context: Oh.\Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned, response:	the misses that trespass on my home to steal my treasure are better.
context: Looks like they're getting along well.\I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better. response:	Sorry for the wait.
context: I shouldn't say this after recommending them for each other, but Mr. Takiya's incredible.\Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait. response:	However...
context: Being able to live with Mr. Fafnir.\Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However... response:	I can't wait for the event, Faf-kuah!
context: Humans are either hits or misses.\The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However...\I can't wait for the event, Faf-kuah! response:	I don't mind.
context: The misses make themselves known quickly, but it takes time to know if you've found a hit.\And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However...\I can't wait for the event, Faf-kuah!\I don't mind. response:	Huh?
context: And spending that much time on every person is bothersome.\As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However...\I can't wait for the event, Faf-kuah!\I don't mind.\Huh? response:	You're a hit.
context: As far as I'm concerned,\the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However...\I can't wait for the event, Faf-kuah!\I don't mind.\Huh?\You're a hit. response:	Faf...
context: the misses that trespass on my home to steal my treasure are better.\Sorry for the wait.\However...\I can't wait for the event, Faf-kuah!\I don't mind.\Huh?\You're a hit.\Faf... response:	Let's hurry.
context: Sorry for the wait.\However...\I can't wait for the event, Faf-kuah!\I don't mind.\Huh?\You're a hit.\Faf...\Let's hurry. response:	Oh, yes!
context: However...\I can't wait for the event, Faf-kuah!\I don't mind.\Huh?\You're a hit.\Faf...\Let's hurry.\Oh, yes! response:	The teruterubouzu aren't working at all.
context: I can't wait for the event, Faf-kuah!\I don't mind.\Huh?\You're a hit.\Faf...\Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all. response:	Yeah, it's still raining.
context: I don't mind.\Huh?\You're a hit.\Faf...\Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining. response:	I love the rain.
context: Huh?\You're a hit.\Faf...\Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain. response:	True.
context: You're a hit.\Faf...\Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain.\True. response:	Rain's not so bad.
context: Faf...\Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain.\True.\Rain's not so bad. response:	Next Episode
context: Let's hurry.\Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain.\True.\Rain's not so bad.\Next Episode response:	Lucoa, you're forbidden from approaching me naked from now on!
context: Oh, yes!\The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain.\True.\Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on! response:	That's an order!
context: The teruterubouzu aren't working at all.\Yeah, it's still raining.\I love the rain.\True.\Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on!\That's an order! response:	But my clothes are my scales, so I'm always naked.
context: Yeah, it's still raining.\I love the rain.\True.\Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on!\That's an order!\But my clothes are my scales, so I'm always naked. response:	Water Dragon Shrine
context: I love the rain.\True.\Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on!\That's an order!\But my clothes are my scales, so I'm always naked.\Water Dragon Shrine response:	G-Get away from me you pervert!
context: True.\Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on!\That's an order!\But my clothes are my scales, so I'm always naked.\Water Dragon Shrine\G-Get away from me you pervert! response:	Episode 7
context: Rain's not so bad.\Next Episode\Lucoa, you're forbidden from approaching me naked from now on!\That's an order!\But my clothes are my scales, so I'm always naked.\Water Dragon Shrine\G-Get away from me you pervert!\Episode 7 response:	Summer's Staples! (The Fanservice Episode, Frankly)
